nis_code_patiënt;postcode_patiënt;gemeente_patiënt;erkenningsnummer_ziekenhuis;gemeente_ziekenhuis;naam_ziekenhuis;marktaandeel;totaal_patiënten_per_gemeente
11024;2550;Kontich;26;Mechelen;AZ Sint-Maarten;0.1268128161888702;2965
11024;2550;Kontich;99;Antwerpen;GZA ziekenhuizen;0.363575042158516;2965
11024;2550;Kontich;300;Edegem;UZ Antwerpen;0.239460370994941;2965
11025;2547;Lint;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.0543103448275862;1160
11025;2547;Lint;26;Mechelen;AZ Sint-Maarten;0.3543103448275862;1160
11025;2547;Lint;97;Lier;Heilig-Hartziekenhuis;0.1844827586206897;1160
11025;2547;Lint;99;Antwerpen;GZA ziekenhuizen;0.2060344827586207;1160
11025;2547;Lint;300;Edegem;UZ Antwerpen;0.1051724137931035;1160
11029;2640;Mortsel;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.154158215010142;3944
11029;2640;Mortsel;99;Antwerpen;GZA ziekenhuizen;0.6108012170385395;3944
11029;2640;Mortsel;300;Edegem;UZ Antwerpen;0.1057302231237322;3944
11030;2845;Niel;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1239954075774971;1742
11030;2845;Niel;99;Antwerpen;GZA ziekenhuizen;0.1228473019517796;1742
11030;2845;Niel;300;Edegem;UZ Antwerpen;0.1842709529276693;1742
11030;2845;Niel;314;Rumst;AZ Heilige Familie;0.4695752009184845;1742
11035;2520;Ranst;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.06882882882882883;2775
11035;2520;Ranst;97;Lier;Heilig-Hartziekenhuis;0.4223423423423424;2775
11035;2520;Ranst;99;Antwerpen;GZA ziekenhuizen;0.07135135135135136;2775
11035;2520;Ranst;300;Edegem;UZ Antwerpen;0.09513513513513513;2775
11035;2520;Ranst;536;Malle;AZ Sint-Jozef Malle;0.1243243243243243;2775
11035;2520;Ranst;682;Antwerpen;AZ Monica;0.1124324324324324;2775
11037;2840;Rumst;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.0741067490074989;2267
11037;2840;Rumst;26;Mechelen;AZ Sint-Maarten;0.1861490957212175;2267
11037;2840;Rumst;99;Antwerpen;GZA ziekenhuizen;0.129245699161888;2267
11037;2840;Rumst;300;Edegem;UZ Antwerpen;0.1424790471989413;2267
11037;2840;Rumst;314;Rumst;AZ Heilige Familie;0.3365681517423908;2267
11038;2627;Schelle;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1539645881447267;1299
11038;2627;Schelle;99;Antwerpen;GZA ziekenhuizen;0.1632024634334103;1299
11038;2627;Schelle;300;Edegem;UZ Antwerpen;0.1762894534257121;1299
11038;2627;Schelle;314;Rumst;AZ Heilige Familie;0.3964588144726713;1299
11039;2970;Schilde;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1305678340700442;2941
11039;2970;Schilde;99;Antwerpen;GZA ziekenhuizen;0.09248554913294797;2941
11039;2970;Schilde;300;Edegem;UZ Antwerpen;0.06834410064603877;2941
11039;2970;Schilde;536;Malle;AZ Sint-Jozef Malle;0.4267256035362122;2941
11039;2970;Schilde;682;Antwerpen;AZ Monica;0.1043862631757905;2941
11039;2970;Schilde;710;Brasschaat;AZ Klina;0.08228493709622578;2941
11040;2900;Schoten;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.4298212248003043;5258
11040;2900;Schoten;99;Antwerpen;GZA ziekenhuizen;0.06523392925066565;5258
11040;2900;Schoten;300;Edegem;UZ Antwerpen;0.07455306200076074;5258
11040;2900;Schoten;682;Antwerpen;AZ Monica;0.08501331304678585;5258
11040;2900;Schoten;710;Brasschaat;AZ Klina;0.2320273868391023;5258
11044;2940;Stabroek;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.231528895391368;2734
11044;2940;Stabroek;300;Edegem;UZ Antwerpen;0.1115581565471836;2734
11044;2940;Stabroek;710;Brasschaat;AZ Klina;0.5047549378200439;2734
11050;2110;Wijnegem;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.158953722334004;1491
11050;2110;Wijnegem;99;Antwerpen;GZA ziekenhuizen;0.1401743796109993;1491
11050;2110;Wijnegem;300;Edegem;UZ Antwerpen;0.08048289738430583;1491
11050;2110;Wijnegem;536;Malle;AZ Sint-Jozef Malle;0.2562038900067069;1491
11050;2110;Wijnegem;682;Antwerpen;AZ Monica;0.2662642521797451;1491
11052;2160;Wommelgem;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1714145383104126;2036
11052;2160;Wommelgem;97;Lier;Heilig-Hartziekenhuis;0.06728880157170923;2036
11052;2160;Wommelgem;99;Antwerpen;GZA ziekenhuizen;0.1611001964636542;2036
11052;2160;Wommelgem;300;Edegem;UZ Antwerpen;0.09479371316306483;2036
11052;2160;Wommelgem;682;Antwerpen;AZ Monica;0.418958742632613;2036
11053;2990;Wuustwezel;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1014241055922195;2879
11053;2990;Wuustwezel;300;Edegem;UZ Antwerpen;0.06912122264675234;2879
11053;2990;Wuustwezel;536;Malle;AZ Sint-Jozef Malle;0.2466134074331365;2879
11053;2990;Wuustwezel;710;Brasschaat;AZ Klina;0.4282737061479681;2879
11054;2240;Zandhoven;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.07549175970228601;1881
11054;2240;Zandhoven;97;Lier;Heilig-Hartziekenhuis;0.2503987240829346;1881
11054;2240;Zandhoven;300;Edegem;UZ Antwerpen;0.07708665603402445;1881
11054;2240;Zandhoven;308;Herentals;AZ Sint-Elisabeth Herentals;0.0861244019138756;1881
11054;2240;Zandhoven;536;Malle;AZ Sint-Jozef Malle;0.2982456140350877;1881
11054;2240;Zandhoven;682;Antwerpen;AZ Monica;0.05422647527910686;1881
11055;2980;Zoersel;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.09753008233058898;3158
11055;2980;Zoersel;99;Antwerpen;GZA ziekenhuizen;0.05446485117162761;3158
11055;2980;Zoersel;300;Edegem;UZ Antwerpen;0.06206459784673844;3158
11055;2980;Zoersel;536;Malle;AZ Sint-Jozef Malle;0.5915136162127929;3158
11055;2980;Zoersel;682;Antwerpen;AZ Monica;0.07504749841671944;3158
11056;2070;Zwijndrecht;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1912640635340834;3022
11056;2070;Zwijndrecht;99;Antwerpen;GZA ziekenhuizen;0.4252150893448048;3022
11056;2070;Zwijndrecht;300;Edegem;UZ Antwerpen;0.1045665122435473;3022
11056;2070;Zwijndrecht;595;Sint-Niklaas;AZ Nikolaas;0.114162806088683;3022
11056;2070;Zwijndrecht;682;Antwerpen;AZ Monica;0.09099933818663138;3022
11057;2390;Malle;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.05416842996191282;2363
11057;2390;Malle;63;Turnhout;AZ Turnhout;0.05247566652560304;2363
11057;2390;Malle;300;Edegem;UZ Antwerpen;0.05078290308929327;2363
11057;2390;Malle;536;Malle;AZ Sint-Jozef Malle;0.6483283961066441;2363
12002;2590;Berlaar;26;Mechelen;AZ Sint-Maarten;0.05079559363525092;1634
12002;2590;Berlaar;97;Lier;Heilig-Hartziekenhuis;0.6126070991432069;1634
12002;2590;Berlaar;300;Edegem;UZ Antwerpen;0.05997552019583843;1634
12002;2590;Berlaar;689;Bonheiden;Imelda Ziekenhuis;0.1511627906976744;1634
12005;2820;Bonheiden;26;Mechelen;AZ Sint-Maarten;0.07527733755942947;2524
12005;2820;Bonheiden;322;Leuven;UZ Leuven;0.06735340729001585;2524
12005;2820;Bonheiden;689;Bonheiden;Imelda Ziekenhuis;0.7801109350237718;2524
12007;2880;Bornem;12;Dendermonde;AZ Sint-Blasius;0.05066580058460539;3079
12007;2880;Bornem;104;Bornem;Sint-Jozefkliniek;0.5755115297174407;3079
12007;2880;Bornem;300;Edegem;UZ Antwerpen;0.07405001623903865;3079
12007;2880;Bornem;595;Sint-Niklaas;AZ Nikolaas;0.0802208509256252;3079
12009;2570;Duffel;26;Mechelen;AZ Sint-Maarten;0.6892675852066715;2758
12009;2570;Duffel;97;Lier;Heilig-Hartziekenhuis;0.08121827411167512;2758
12009;2570;Duffel;300;Edegem;UZ Antwerpen;0.06889050036258158;2758
12009;2570;Duffel;689;Bonheiden;Imelda Ziekenhuis;0.05474981870920957;2758
12014;2220;Heist-op-den-Berg;97;Lier;Heilig-Hartziekenhuis;0.2553029146955593;6553
12014;2220;Heist-op-den-Berg;322;Leuven;UZ Leuven;0.07675873645658476;6553
12014;2220;Heist-op-den-Berg;689;Bonheiden;Imelda Ziekenhuis;0.492293605981993;6553
12021;2500;Lier;26;Mechelen;AZ Sint-Maarten;0.07251141552511416;5475
12021;2500;Lier;97;Lier;Heilig-Hartziekenhuis;0.6701369863013699;5475
12021;2500;Lier;300;Edegem;UZ Antwerpen;0.07360730593607306;5475
12025;2800;Mechelen;26;Mechelen;AZ Sint-Maarten;0.5979276863995363;13801
12025;2800;Mechelen;322;Leuven;UZ Leuven;0.05260488370407942;13801
12025;2800;Mechelen;689;Bonheiden;Imelda Ziekenhuis;0.2194768495036591;13801
12026;2560;Nijlen;97;Lier;Heilig-Hartziekenhuis;0.6308104886769964;3356
12026;2560;Nijlen;300;Edegem;UZ Antwerpen;0.09088200238379023;3356
12026;2560;Nijlen;308;Herentals;AZ Sint-Elisabeth Herentals;0.0566150178784267;3356
12029;2580;Putte;26;Mechelen;AZ Sint-Maarten;0.07533502354219486;2761
12029;2580;Putte;97;Lier;Heilig-Hartziekenhuis;0.1148134733792104;2761
12029;2580;Putte;322;Leuven;UZ Leuven;0.06990220934444041;2761
12029;2580;Putte;689;Bonheiden;Imelda Ziekenhuis;0.6638898949655921;2761
12030;2870;Puurs;104;Bornem;Sint-Jozefkliniek;0.3599003735990037;2409
12030;2870;Puurs;300;Edegem;UZ Antwerpen;0.09838107098381071;2409
12030;2870;Puurs;314;Rumst;AZ Heilige Familie;0.2133665421336654;2409
12030;2870;Puurs;595;Sint-Niklaas;AZ Nikolaas;0.06060606060606061;2409
12034;2890;Sint-Amands;12;Dendermonde;AZ Sint-Blasius;0.231980115990058;1207
12034;2890;Sint-Amands;104;Bornem;Sint-Jozefkliniek;0.4623032311516156;1207
12034;2890;Sint-Amands;300;Edegem;UZ Antwerpen;0.05550952775476388;1207
12035;2860;Sint-Katelijne-Waver;26;Mechelen;AZ Sint-Maarten;0.4341590612777054;3068
12035;2860;Sint-Katelijne-Waver;689;Bonheiden;Imelda Ziekenhuis;0.3891786179921773;3068
12040;2830;Willebroek;26;Mechelen;AZ Sint-Maarten;0.1489847136664385;4383
12040;2830;Willebroek;104;Bornem;Sint-Jozefkliniek;0.2913529545973078;4383
12040;2830;Willebroek;300;Edegem;UZ Antwerpen;0.08487337440109514;4383
12040;2830;Willebroek;314;Rumst;AZ Heilige Familie;0.243668720054757;4383
13001;2370;Arendonk;63;Turnhout;AZ Turnhout;0.7716262975778547;2023
13001;2370;Arendonk;322;Leuven;UZ Leuven;0.05388037567968364;2023
13002;2387;Baarle-Hertog;63;Turnhout;AZ Turnhout;0.8632478632478633;351
13003;2490;Balen;102;Mol;Heilig-Hartziekenhuis;0.5506030414263241;3814
13003;2490;Balen;322;Leuven;UZ Leuven;0.0631882538017829;3814
13003;2490;Balen;709;Geel;AZ St.-Dimpna;0.1767173571054012;3814
13004;2340;Beerse;63;Turnhout;AZ Turnhout;0.7288135593220338;2596
13004;2340;Beerse;536;Malle;AZ Sint-Jozef Malle;0.09244992295839753;2596
13006;2480;Dessel;63;Turnhout;AZ Turnhout;0.1074095347501436;1741
13006;2480;Dessel;102;Mol;Heilig-Hartziekenhuis;0.5410683515221137;1741
13006;2480;Dessel;300;Edegem;UZ Antwerpen;0.07581849511774842;1741
13006;2480;Dessel;709;Geel;AZ St.-Dimpna;0.1625502584721424;1741
13008;2440;Geel;300;Edegem;UZ Antwerpen;0.05985762022373965;6883
13008;2440;Geel;322;Leuven;UZ Leuven;0.05084992009298271;6883
13008;2440;Geel;709;Geel;AZ St.-Dimpna;0.7392125526659886;6883
13010;2280;Grobbendonk;97;Lier;Heilig-Hartziekenhuis;0.2385211687537269;1677
13010;2280;Grobbendonk;300;Edegem;UZ Antwerpen;0.06320810971973763;1677
13010;2280;Grobbendonk;308;Herentals;AZ Sint-Elisabeth Herentals;0.4424567680381634;1677
13011;2200;Herentals;97;Lier;Heilig-Hartziekenhuis;0.07141306707184719;4607
13011;2200;Herentals;308;Herentals;AZ Sint-Elisabeth Herentals;0.6572606902539614;4607
13011;2200;Herentals;322;Leuven;UZ Leuven;0.06620360321250271;4607
13012;2270;Herenthout;97;Lier;Heilig-Hartziekenhuis;0.361890694239291;1354
13012;2270;Herenthout;308;Herentals;AZ Sint-Elisabeth Herentals;0.3463810930576071;1354
13012;2270;Herenthout;322;Leuven;UZ Leuven;0.051698670605613;1354
13012;2270;Herenthout;689;Bonheiden;Imelda Ziekenhuis;0.0775480059084195;1354
13013;2230;Herselt;308;Herentals;AZ Sint-Elisabeth Herentals;0.1103678929765886;2392
13013;2230;Herselt;322;Leuven;UZ Leuven;0.3030936454849498;2392
13013;2230;Herselt;689;Bonheiden;Imelda Ziekenhuis;0.1877090301003345;2392
13013;2230;Herselt;709;Geel;AZ St.-Dimpna;0.1948160535117057;2392
13013;2230;Herselt;712;Diest;AZ Diest;0.05016722408026756;2392
13014;2320;Hoogstraten;63;Turnhout;AZ Turnhout;0.7130492676431425;3004
13014;2320;Hoogstraten;536;Malle;AZ Sint-Jozef Malle;0.1125166444740346;3004
13016;2235;Hulshout;97;Lier;Heilig-Hartziekenhuis;0.1907060953530477;1657
13016;2235;Hulshout;308;Herentals;AZ Sint-Elisabeth Herentals;0.1309595654797827;1657
13016;2235;Hulshout;322;Leuven;UZ Leuven;0.1442365721182861;1657
13016;2235;Hulshout;689;Bonheiden;Imelda Ziekenhuis;0.3995171997585999;1657
13017;2460;Kasterlee;63;Turnhout;AZ Turnhout;0.507168458781362;2790
13017;2460;Kasterlee;308;Herentals;AZ Sint-Elisabeth Herentals;0.2634408602150538;2790
13017;2460;Kasterlee;709;Geel;AZ St.-Dimpna;0.07849462365591398;2790
13019;2275;Lille;63;Turnhout;AZ Turnhout;0.3938109368376431;2359
13019;2275;Lille;308;Herentals;AZ Sint-Elisabeth Herentals;0.3192030521407376;2359
13019;2275;Lille;536;Malle;AZ Sint-Jozef Malle;0.07545570156846121;2359
13021;2450;Meerhout;102;Mol;Heilig-Hartziekenhuis;0.2364435759648266;2047
13021;2450;Meerhout;300;Edegem;UZ Antwerpen;0.06741573033707865;2047
13021;2450;Meerhout;709;Geel;AZ St.-Dimpna;0.5569125549584758;2047
13023;2330;Merksplas;63;Turnhout;AZ Turnhout;0.8450704225352113;1349
13025;2400;Mol;102;Mol;Heilig-Hartziekenhuis;0.6040883074407195;6115
13025;2400;Mol;300;Edegem;UZ Antwerpen;0.06459525756336877;6115
13025;2400;Mol;322;Leuven;UZ Leuven;0.06573998364677024;6115
13025;2400;Mol;709;Geel;AZ St.-Dimpna;0.139329517579722;6115
13029;2250;Olen;308;Herentals;AZ Sint-Elisabeth Herentals;0.5112419700214133;1868
13029;2250;Olen;322;Leuven;UZ Leuven;0.06049250535331906;1868
13029;2250;Olen;709;Geel;AZ St.-Dimpna;0.2184154175588865;1868
13031;2360;Oud-Turnhout;63;Turnhout;AZ Turnhout;0.8025510204081633;1960
13031;2360;Oud-Turnhout;322;Leuven;UZ Leuven;0.05459183673469388;1960
13035;2380;Ravels;63;Turnhout;AZ Turnhout;0.8597091531223268;2338
13036;2470;Retie;63;Turnhout;AZ Turnhout;0.4061107574793125;1571
13036;2470;Retie;102;Mol;Heilig-Hartziekenhuis;0.2915340547422024;1571
13036;2470;Retie;322;Leuven;UZ Leuven;0.0611075747931254;1571
13036;2470;Retie;709;Geel;AZ St.-Dimpna;0.1203055378739656;1571
13037;2310;Rijkevorsel;63;Turnhout;AZ Turnhout;0.5532022188603126;1983
13037;2310;Rijkevorsel;536;Malle;AZ Sint-Jozef Malle;0.2834089762985376;1983
13040;2300;Turnhout;63;Turnhout;AZ Turnhout;0.8540850587576945;7148
13044;2290;Vorselaar;97;Lier;Heilig-Hartziekenhuis;0.09177489177489177;1155
13044;2290;Vorselaar;300;Edegem;UZ Antwerpen;0.0632034632034632;1155
13044;2290;Vorselaar;308;Herentals;AZ Sint-Elisabeth Herentals;0.5766233766233766;1155
13046;2350;Vosselaar;63;Turnhout;AZ Turnhout;0.8247291268323773;1569
13049;2260;Westerlo;97;Lier;Heilig-Hartziekenhuis;0.05483157118268994;4067
13049;2260;Westerlo;308;Herentals;AZ Sint-Elisabeth Herentals;0.3341529382837473;4067
13049;2260;Westerlo;322;Leuven;UZ Leuven;0.1226948610769609;4067
13049;2260;Westerlo;689;Bonheiden;Imelda Ziekenhuis;0.05655274157855913;4067
13049;2260;Westerlo;709;Geel;AZ St.-Dimpna;0.3058765674944677;4067
13053;2430;Laakdal;322;Leuven;UZ Leuven;0.1097134870719776;2862
13053;2430;Laakdal;709;Geel;AZ St.-Dimpna;0.6174004192872118;2862
13053;2430;Laakdal;712;Diest;AZ Diest;0.08630328441649196;2862
21001;1070;Anderlecht;76;Brussel;UMC Sint-Pieter;0.1097766303737793;17818
21001;1070;Anderlecht;87;Etterbeek;Iris Ziekenhuizen Zuid;0.1917723650241329;17818
21001;1070;Anderlecht;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.2808957234257493;17818
21001;1070;Anderlecht;723;Anderlecht;Centre Hospitalier Interrégional Édith Cavell;0.152093388708048;17818
21002;1160;Oudergem;87;Etterbeek;Iris Ziekenhuizen Zuid;0.1792430926398886;4307
21002;1160;Oudergem;111;Ukkel;Europaziekenhuizen;0.1321105177617831;4307
21002;1160;Oudergem;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.162526120269329;4307
21002;1160;Oudergem;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.2663106570698862;4307
21003;1082;Sint-Agatha-Berchem;76;Brussel;UMC Sint-Pieter;0.05718529520980319;2693
21003;1082;Sint-Agatha-Berchem;77;Brussel;UVC Brugmann;0.1463052357965095;2693
21003;1082;Sint-Agatha-Berchem;87;Etterbeek;Iris Ziekenhuizen Zuid;0.05904196063869291;2693
21003;1082;Sint-Agatha-Berchem;110;Brussel;Kliniek Sint-Jan;0.1024879316747122;2693
21003;1082;Sint-Agatha-Berchem;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.06349795766802822;2693
21003;1082;Sint-Agatha-Berchem;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.05421463052357965;2693
21003;1082;Sint-Agatha-Berchem;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.1589305607129595;2693
21003;1082;Sint-Agatha-Berchem;723;Anderlecht;Centre Hospitalier Interrégional Édith Cavell;0.1351652432231712;2693
21004;1000;Brussel;76;Brussel;UMC Sint-Pieter;0.1743505226178601;23057
21004;1000;Brussel;77;Brussel;UVC Brugmann;0.1884893958450796;23057
21004;1000;Brussel;110;Brussel;Kliniek Sint-Jan;0.1124604241661968;23057
21004;1000;Brussel;143;Jette;Universitair Ziekenhuis Brussel;0.1285943531248645;23057
21004;1000;Brussel;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.05386650474910006;23057
21004;1000;Brussel;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.05230515678535803;23057
21004;1000;Brussel;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.05781324543522574;23057
21005;1040;Etterbeek;87;Etterbeek;Iris Ziekenhuizen Zuid;0.2725206946924201;6161
21005;1040;Etterbeek;111;Ukkel;Europaziekenhuizen;0.180003246226262;6161
21005;1040;Etterbeek;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.1647459827950008;6161
21005;1040;Etterbeek;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.1373153708813504;6161
21006;1140;Evere;77;Brussel;UVC Brugmann;0.161443661971831;5680
21006;1140;Evere;110;Brussel;Kliniek Sint-Jan;0.1227112676056338;5680
21006;1140;Evere;111;Ukkel;Europaziekenhuizen;0.1320422535211268;5680
21006;1140;Evere;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.0721830985915493;5680
21006;1140;Evere;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.2373239436619718;5680
21007;1190;Vorst;76;Brussel;UMC Sint-Pieter;0.1681532004197272;7624
21007;1190;Vorst;87;Etterbeek;Iris Ziekenhuizen Zuid;0.2214060860440714;7624
21007;1190;Vorst;111;Ukkel;Europaziekenhuizen;0.1333945435466946;7624
21007;1190;Vorst;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.1347061909758657;7624
21007;1190;Vorst;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.1202780692549843;7624
21008;1083;Ganshoren;76;Brussel;UMC Sint-Pieter;0.05180921052631579;2432
21008;1083;Ganshoren;77;Brussel;UVC Brugmann;0.2171052631578947;2432
21008;1083;Ganshoren;110;Brussel;Kliniek Sint-Jan;0.1155427631578947;2432
21008;1083;Ganshoren;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.07976973684210527;2432
21008;1083;Ganshoren;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.1324013157894737;2432
21008;1083;Ganshoren;723;Anderlecht;Centre Hospitalier Interrégional Édith Cavell;0.1040296052631579;2432
21009;1050;Elsene;76;Brussel;UMC Sint-Pieter;0.07397392563978754;10355
21009;1050;Elsene;87;Etterbeek;Iris Ziekenhuizen Zuid;0.3229357798165138;10355
21009;1050;Elsene;111;Ukkel;Europaziekenhuizen;0.1172380492515693;10355
21009;1050;Elsene;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.1882182520521487;10355
21009;1050;Elsene;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.0797682279092226;10355
21009;1050;Elsene;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.05253500724287784;10355
21010;1090;Jette;77;Brussel;UVC Brugmann;0.2583463745435576;7668
21010;1090;Jette;110;Brussel;Kliniek Sint-Jan;0.05881585811163276;7668
21010;1090;Jette;143;Jette;Universitair Ziekenhuis Brussel;0.3050339071465832;7668
21010;1090;Jette;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.05568596765779864;7668
21011;1081;Koekelberg;76;Brussel;UMC Sint-Pieter;0.09747572815533981;2575
21011;1081;Koekelberg;77;Brussel;UVC Brugmann;0.1739805825242718;2575
21011;1081;Koekelberg;110;Brussel;Kliniek Sint-Jan;0.1192233009708738;2575
