nis_code_patiënt;postcode_patiënt;gemeente_patiënt;erkenningsnummer_ziekenhuis;gemeente_ziekenhuis;naam_ziekenhuis;marktaandeel;totaal_patiënten_per_gemeente
11035;2520;Ranst;97;Lier;Heilig-Hartziekenhuis;0.4042788638878643;2711
11035;2520;Ranst;99;Antwerpen;GZA ziekenhuizen;0.07856879380302471;2711
11035;2520;Ranst;300;Edegem;UZ Antwerpen;0.1029140538546662;2711
11035;2520;Ranst;536;Malle;AZ Sint-Jozef Malle;0.1232017705643674;2711
11035;2520;Ranst;682;Antwerpen;AZ Monica;0.1066027296200664;2711
11037;2840;Rumst;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.08;2400
11037;2840;Rumst;26;Mechelen;AZ Sint-Maarten;0.17875;2400
11037;2840;Rumst;99;Antwerpen;GZA ziekenhuizen;0.11375;2400
11037;2840;Rumst;300;Edegem;UZ Antwerpen;0.1395833333333333;2400
11037;2840;Rumst;314;Rumst;AZ Heilige Familie;0.3633333333333333;2400
11038;2627;Schelle;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1529592621060722;1301
11038;2627;Schelle;99;Antwerpen;GZA ziekenhuizen;0.1568024596464258;1301
11038;2627;Schelle;300;Edegem;UZ Antwerpen;0.1829362029208301;1301
11038;2627;Schelle;314;Rumst;AZ Heilige Familie;0.4027671022290546;1301
11039;2970;Schilde;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.112152661533311;2987
11039;2970;Schilde;99;Antwerpen;GZA ziekenhuizen;0.1071309005691329;2987
11039;2970;Schilde;300;Edegem;UZ Antwerpen;0.08235687981252092;2987
11039;2970;Schilde;536;Malle;AZ Sint-Jozef Malle;0.4168061600267827;2987
11039;2970;Schilde;682;Antwerpen;AZ Monica;0.1014395714763977;2987
11039;2970;Schilde;710;Brasschaat;AZ Klina;0.08905256109809173;2987
11040;2900;Schoten;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.4238141335914811;5165
11040;2900;Schoten;99;Antwerpen;GZA ziekenhuizen;0.07570183930300096;5165
11040;2900;Schoten;300;Edegem;UZ Antwerpen;0.07221684414327202;5165
11040;2900;Schoten;682;Antwerpen;AZ Monica;0.084027105517909;5165
11040;2900;Schoten;710;Brasschaat;AZ Klina;0.2350435624394966;5165
11044;2940;Stabroek;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.2331661891117479;2792
11044;2940;Stabroek;99;Antwerpen;GZA ziekenhuizen;0.05408309455587393;2792
11044;2940;Stabroek;300;Edegem;UZ Antwerpen;0.1056590257879656;2792
11044;2940;Stabroek;710;Brasschaat;AZ Klina;0.5071633237822349;2792
11050;2110;Wijnegem;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1589928057553957;1390
11050;2110;Wijnegem;99;Antwerpen;GZA ziekenhuizen;0.1122302158273381;1390
11050;2110;Wijnegem;300;Edegem;UZ Antwerpen;0.07625899280575539;1390
11050;2110;Wijnegem;536;Malle;AZ Sint-Jozef Malle;0.281294964028777;1390
11050;2110;Wijnegem;682;Antwerpen;AZ Monica;0.2661870503597122;1390
11052;2160;Wommelgem;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1696512723845429;2122
11052;2160;Wommelgem;97;Lier;Heilig-Hartziekenhuis;0.05749293119698397;2122
11052;2160;Wommelgem;99;Antwerpen;GZA ziekenhuizen;0.1531573986804901;2122
11052;2160;Wommelgem;300;Edegem;UZ Antwerpen;0.1050895381715363;2122
11052;2160;Wommelgem;682;Antwerpen;AZ Monica;0.4194156456173421;2122
11053;2990;Wuustwezel;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.08762692741632193;2659
11053;2990;Wuustwezel;300;Edegem;UZ Antwerpen;0.080105302745393;2659
11053;2990;Wuustwezel;536;Malle;AZ Sint-Jozef Malle;0.2500940203083866;2659
11053;2990;Wuustwezel;710;Brasschaat;AZ Klina;0.4441519368183527;2659
11054;2240;Zandhoven;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.0662217659137577;1948
11054;2240;Zandhoven;97;Lier;Heilig-Hartziekenhuis;0.2320328542094456;1948
11054;2240;Zandhoven;99;Antwerpen;GZA ziekenhuizen;0.06827515400410678;1948
11054;2240;Zandhoven;300;Edegem;UZ Antwerpen;0.07443531827515401;1948
11054;2240;Zandhoven;308;Herentals;AZ Herentals;0.09291581108829569;1948
11054;2240;Zandhoven;536;Malle;AZ Sint-Jozef Malle;0.2808008213552362;1948
11055;2980;Zoersel;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1082743771147339;3251
11055;2980;Zoersel;99;Antwerpen;GZA ziekenhuizen;0.05321439557059366;3251
11055;2980;Zoersel;300;Edegem;UZ Antwerpen;0.05905875115349123;3251
11055;2980;Zoersel;536;Malle;AZ Sint-Jozef Malle;0.6198092894494002;3251
11055;2980;Zoersel;682;Antwerpen;AZ Monica;0.06797908335896648;3251
11056;2070;Zwijndrecht;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.2039052496798976;3124
11056;2070;Zwijndrecht;99;Antwerpen;GZA ziekenhuizen;0.4276568501920615;3124
11056;2070;Zwijndrecht;300;Edegem;UZ Antwerpen;0.1091549295774648;3124
11056;2070;Zwijndrecht;595;Sint-Niklaas;AZ Nikolaas;0.1200384122919334;3124
11056;2070;Zwijndrecht;682;Antwerpen;AZ Monica;0.07170294494238157;3124
11057;2390;Malle;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.05634987384356602;2378
11057;2390;Malle;63;Turnhout;AZ Turnhout;0.05466778805719091;2378
11057;2390;Malle;536;Malle;AZ Sint-Jozef Malle;0.6530698065601346;2378
11057;2390;Malle;682;Antwerpen;AZ Monica;0.05340622371740959;2378
12002;2590;Berlaar;26;Mechelen;AZ Sint-Maarten;0.05575539568345324;1668
12002;2590;Berlaar;97;Lier;Heilig-Hartziekenhuis;0.592326139088729;1668
12002;2590;Berlaar;300;Edegem;UZ Antwerpen;0.07673860911270983;1668
12002;2590;Berlaar;689;Bonheiden;Imelda Ziekenhuis;0.1408872901678657;1668
12005;2820;Bonheiden;26;Mechelen;AZ Sint-Maarten;0.06956155143338955;2372
12005;2820;Bonheiden;322;Leuven;UZ Leuven;0.06871838111298482;2372
12005;2820;Bonheiden;689;Bonheiden;Imelda Ziekenhuis;0.7824620573355818;2372
12007;2880;Bornem;104;Bornem;Sint-Jozefkliniek;0.5781710914454278;3051
12007;2880;Bornem;300;Edegem;UZ Antwerpen;0.07964601769911504;3051
12007;2880;Bornem;595;Sint-Niklaas;AZ Nikolaas;0.0862012454932809;3051
12009;2570;Duffel;26;Mechelen;AZ Sint-Maarten;0.7006901561932437;2753
12009;2570;Duffel;97;Lier;Heilig-Hartziekenhuis;0.07482746095168907;2753
12009;2570;Duffel;300;Edegem;UZ Antwerpen;0.06175081729022884;2753
12009;2570;Duffel;689;Bonheiden;Imelda Ziekenhuis;0.05521249545949873;2753
12014;2220;Heist-op-den-Berg;97;Lier;Heilig-Hartziekenhuis;0.2645685890679115;6641
12014;2220;Heist-op-den-Berg;308;Herentals;AZ Herentals;0.05330522511669929;6641
12014;2220;Heist-op-den-Berg;322;Leuven;UZ Leuven;0.08206595392260202;6641
12014;2220;Heist-op-den-Berg;689;Bonheiden;Imelda Ziekenhuis;0.4770365908748682;6641
12021;2500;Lier;26;Mechelen;AZ Sint-Maarten;0.06653372008701958;5516
12021;2500;Lier;97;Lier;Heilig-Hartziekenhuis;0.7035895576504714;5516
12021;2500;Lier;300;Edegem;UZ Antwerpen;0.06472081218274112;5516
12025;2800;Mechelen;26;Mechelen;AZ Sint-Maarten;0.6091954022988506;13485
12025;2800;Mechelen;322;Leuven;UZ Leuven;0.05139043381535039;13485
12025;2800;Mechelen;689;Bonheiden;Imelda Ziekenhuis;0.2080830552465703;13485
12026;2560;Nijlen;97;Lier;Heilig-Hartziekenhuis;0.6249259917110717;3378
12026;2560;Nijlen;300;Edegem;UZ Antwerpen;0.08436944937833037;3378
12026;2560;Nijlen;308;Herentals;AZ Herentals;0.05654233274126702;3378
12029;2580;Putte;26;Mechelen;AZ Sint-Maarten;0.08395522388059702;2680
12029;2580;Putte;97;Lier;Heilig-Hartziekenhuis;0.0962686567164179;2680
12029;2580;Putte;322;Leuven;UZ Leuven;0.05634328358208955;2680
12029;2580;Putte;689;Bonheiden;Imelda Ziekenhuis;0.6895522388059702;2680
12030;2870;Puurs;104;Bornem;Sint-Jozefkliniek;0.376844494892168;2643
12030;2870;Puurs;300;Edegem;UZ Antwerpen;0.11842603102535;2643
12030;2870;Puurs;314;Rumst;AZ Heilige Familie;0.1990162693908437;2643
12034;2890;Sint-Amands;12;Dendermonde;AZ Sint-Blasius;0.2404153354632588;1252
12034;2890;Sint-Amands;104;Bornem;Sint-Jozefkliniek;0.4464856230031949;1252
12034;2890;Sint-Amands;300;Edegem;UZ Antwerpen;0.0742811501597444;1252
12035;2860;Sint-Katelijne-Waver;26;Mechelen;AZ Sint-Maarten;0.4491663942464858;3059
12035;2860;Sint-Katelijne-Waver;689;Bonheiden;Imelda Ziekenhuis;0.3844393592677345;3059
12040;2830;Willebroek;26;Mechelen;AZ Sint-Maarten;0.1330909090909091;4125
12040;2830;Willebroek;104;Bornem;Sint-Jozefkliniek;0.2855757575757576;4125
12040;2830;Willebroek;300;Edegem;UZ Antwerpen;0.1047272727272727;4125
12040;2830;Willebroek;314;Rumst;AZ Heilige Familie;0.248;4125
13001;2370;Arendonk;63;Turnhout;AZ Turnhout;0.7709661598822952;2039
13002;2387;Baarle-Hertog;63;Turnhout;AZ Turnhout;0.901685393258427;356
13003;2490;Balen;102;Mol;Heilig-Hartziekenhuis;0.5625974025974027;3850
13003;2490;Balen;300;Edegem;UZ Antwerpen;0.05298701298701299;3850
13003;2490;Balen;322;Leuven;UZ Leuven;0.0722077922077922;3850
13003;2490;Balen;709;Geel;AZ St.-Dimpna;0.1683116883116883;3850
13004;2340;Beerse;63;Turnhout;AZ Turnhout;0.7374154770848985;2662
13004;2340;Beerse;536;Malle;AZ Sint-Jozef Malle;0.09391435011269722;2662
13006;2480;Dessel;63;Turnhout;AZ Turnhout;0.1052631578947368;1672
13006;2480;Dessel;102;Mol;Heilig-Hartziekenhuis;0.5484449760765551;1672
13006;2480;Dessel;300;Edegem;UZ Antwerpen;0.05203349282296651;1672
13006;2480;Dessel;709;Geel;AZ St.-Dimpna;0.1883971291866029;1672
13008;2440;Geel;300;Edegem;UZ Antwerpen;0.05829662261380323;6810
13008;2440;Geel;709;Geel;AZ St.-Dimpna;0.7419970631424376;6810
13010;2280;Grobbendonk;97;Lier;Heilig-Hartziekenhuis;0.2356608478802993;1604
13010;2280;Grobbendonk;300;Edegem;UZ Antwerpen;0.05049875311720698;1604
13010;2280;Grobbendonk;308;Herentals;AZ Herentals;0.4351620947630923;1604
13011;2200;Herentals;97;Lier;Heilig-Hartziekenhuis;0.06772995411841817;4577
13011;2200;Herentals;308;Herentals;AZ Herentals;0.6799213458597334;4577
13011;2200;Herentals;322;Leuven;UZ Leuven;0.05483941446362246;4577
13012;2270;Herenthout;97;Lier;Heilig-Hartziekenhuis;0.3497790868924889;1358
13012;2270;Herenthout;308;Herentals;AZ Herentals;0.3652430044182621;1358
13012;2270;Herenthout;689;Bonheiden;Imelda Ziekenhuis;0.08541973490427099;1358
13013;2230;Herselt;308;Herentals;AZ Herentals;0.1185246581019478;2413
13013;2230;Herselt;322;Leuven;UZ Leuven;0.2656444260256942;2413
13013;2230;Herselt;689;Bonheiden;Imelda Ziekenhuis;0.1819312059676751;2413
13013;2230;Herselt;709;Geel;AZ St.-Dimpna;0.2304185661002901;2413
13013;2230;Herselt;712;Diest;AZ Diest;0.0513883133029424;2413
13014;2320;Hoogstraten;63;Turnhout;AZ Turnhout;0.6862808842652796;3076
13014;2320;Hoogstraten;536;Malle;AZ Sint-Jozef Malle;0.13296488946684;3076
13016;2235;Hulshout;97;Lier;Heilig-Hartziekenhuis;0.1920404295641188;1583
13016;2235;Hulshout;308;Herentals;AZ Herentals;0.1370814908401769;1583
13016;2235;Hulshout;322;Leuven;UZ Leuven;0.1402400505369552;1583
13016;2235;Hulshout;689;Bonheiden;Imelda Ziekenhuis;0.3695514845230575;1583
13017;2460;Kasterlee;63;Turnhout;AZ Turnhout;0.4960087082728592;2756
13017;2460;Kasterlee;308;Herentals;AZ Herentals;0.271044992743106;2756
13017;2460;Kasterlee;709;Geel;AZ St.-Dimpna;0.08309143686502177;2756
13019;2275;Lille;63;Turnhout;AZ Turnhout;0.4123025768911056;2406
13019;2275;Lille;308;Herentals;AZ Herentals;0.3167082294264339;2406
13019;2275;Lille;536;Malle;AZ Sint-Jozef Malle;0.07024106400665005;2406
13021;2450;Meerhout;102;Mol;Heilig-Hartziekenhuis;0.2562277580071174;1967
13021;2450;Meerhout;300;Edegem;UZ Antwerpen;0.0681240467717336;1967
13021;2450;Meerhout;322;Leuven;UZ Leuven;0.05287239450940519;1967
13021;2450;Meerhout;709;Geel;AZ St.-Dimpna;0.5312658871377732;1967
13023;2330;Merksplas;63;Turnhout;AZ Turnhout;0.84996191926885;1313
13025;2400;Mol;102;Mol;Heilig-Hartziekenhuis;0.5977449579164682;6297
13025;2400;Mol;300;Edegem;UZ Antwerpen;0.05653485786882643;6297
13025;2400;Mol;322;Leuven;UZ Leuven;0.07972050182626647;6297
13025;2400;Mol;709;Geel;AZ St.-Dimpna;0.1494362394791171;6297
13029;2250;Olen;97;Lier;Heilig-Hartziekenhuis;0.05504115226337448;1944
13029;2250;Olen;308;Herentals;AZ Herentals;0.5113168724279835;1944
13029;2250;Olen;322;Leuven;UZ Leuven;0.05298353909465021;1944
13029;2250;Olen;709;Geel;AZ St.-Dimpna;0.2227366255144033;1944
13031;2360;Oud-Turnhout;63;Turnhout;AZ Turnhout;0.8485007890583903;1901
13035;2380;Ravels;63;Turnhout;AZ Turnhout;0.8687209793161672;2369
13036;2470;Retie;63;Turnhout;AZ Turnhout;0.4225352112676056;1704
13036;2470;Retie;102;Mol;Heilig-Hartziekenhuis;0.2752347417840376;1704
13036;2470;Retie;322;Leuven;UZ Leuven;0.05751173708920188;1704
13036;2470;Retie;709;Geel;AZ St.-Dimpna;0.1343896713615023;1704
13037;2310;Rijkevorsel;63;Turnhout;AZ Turnhout;0.4947049924357035;1983
13037;2310;Rijkevorsel;536;Malle;AZ Sint-Jozef Malle;0.3106404437720625;1983
13040;2300;Turnhout;63;Turnhout;AZ Turnhout;0.8513961846834394;7234
13044;2290;Vorselaar;97;Lier;Heilig-Hartziekenhuis;0.1035958904109589;1168
13044;2290;Vorselaar;300;Edegem;UZ Antwerpen;0.05051369863013699;1168
13044;2290;Vorselaar;308;Herentals;AZ Herentals;0.6241438356164384;1168
13046;2350;Vosselaar;63;Turnhout;AZ Turnhout;0.8057644110275689;1596
13049;2260;Westerlo;97;Lier;Heilig-Hartziekenhuis;0.05405405405405406;4033
13049;2260;Westerlo;308;Herentals;AZ Herentals;0.327547731217456;4033
13049;2260;Westerlo;322;Leuven;UZ Leuven;0.1038928837093975;4033
13049;2260;Westerlo;689;Bonheiden;Imelda Ziekenhuis;0.06025291346392264;4033
13049;2260;Westerlo;709;Geel;AZ St.-Dimpna;0.3369699975204563;4033
13053;2430;Laakdal;322;Leuven;UZ Leuven;0.1103760445682451;2872
13053;2430;Laakdal;709;Geel;AZ St.-Dimpna;0.6256963788300836;2872
13053;2430;Laakdal;712;Diest;AZ Diest;0.09435933147632312;2872
21001;1070;Anderlecht;76;Brussel;UMC Sint-Pieter;0.1112658792065968;17948
21001;1070;Anderlecht;87;Etterbeek;Iris Ziekenhuizen Zuid;0.1909404947626477;17948
21001;1070;Anderlecht;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.2867171829730332;17948
21001;1070;Anderlecht;723;Anderlecht;CHIREC - Sare;0.1513817695564965;17948
21002;1160;Oudergem;87;Etterbeek;Iris Ziekenhuizen Zuid;0.1915404950732997;4161
21002;1160;Oudergem;111;Ukkel;Europaziekenhuizen;0.1622206200432588;4161
21002;1160;Oudergem;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.1480413362172555;4161
21002;1160;Oudergem;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.2434510934871425;4161
21003;1082;Sint-Agatha-Berchem;76;Brussel;UMC Sint-Pieter;0.07057949479940565;2692
21003;1082;Sint-Agatha-Berchem;77;Brussel;UVC Brugmann;0.1571322436849926;2692
21003;1082;Sint-Agatha-Berchem;87;Etterbeek;Iris Ziekenhuizen Zuid;0.05163447251114413;2692
21003;1082;Sint-Agatha-Berchem;110;Brussel;Kliniek Sint-Jan;0.0887815750371471;2692
21003;1082;Sint-Agatha-Berchem;150;Brussel;Universitair Kinderziekenhuis Koningin Fabiola;0.05609212481426449;2692
21003;1082;Sint-Agatha-Berchem;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.0512630014858841;2692
21003;1082;Sint-Agatha-Berchem;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.05832095096582467;2692
21003;1082;Sint-Agatha-Berchem;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.1682763744427935;2692
21003;1082;Sint-Agatha-Berchem;723;Anderlecht;CHIREC - Sare;0.1344725111441308;2692
21004;1000;Brussel;76;Brussel;UMC Sint-Pieter;0.1796579187883536;22977
21004;1000;Brussel;77;Brussel;UVC Brugmann;0.1836184010097054;22977
21004;1000;Brussel;110;Brussel;Kliniek Sint-Jan;0.1128084606345476;22977
21004;1000;Brussel;143;Jette;Universitair Ziekenhuis Brussel;0.1238194716455586;22977
21004;1000;Brussel;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.05283544413979196;22977
21004;1000;Brussel;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.05757931844888366;22977
21005;1040;Etterbeek;87;Etterbeek;Iris Ziekenhuizen Zuid;0.279097590155529;5851
21005;1040;Etterbeek;111;Ukkel;Europaziekenhuizen;0.1864638523329346;5851
21005;1040;Etterbeek;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.1439070244402666;5851
21005;1040;Etterbeek;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.1403178943770296;5851
21006;1140;Evere;77;Brussel;UVC Brugmann;0.1716218622040235;5617
21006;1140;Evere;110;Brussel;Kliniek Sint-Jan;0.1105572369592309;5617
21006;1140;Evere;111;Ukkel;Europaziekenhuizen;0.1397543172512017;5617
21006;1140;Evere;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.06444721381520385;5617
21006;1140;Evere;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.253872173758234;5617
21007;1190;Vorst;76;Brussel;UMC Sint-Pieter;0.1858681022880215;7430
21007;1190;Vorst;87;Etterbeek;Iris Ziekenhuizen Zuid;0.2257065948855989;7430
21007;1190;Vorst;111;Ukkel;Europaziekenhuizen;0.138492597577389;7430
21007;1190;Vorst;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.1034993270524899;7430
21007;1190;Vorst;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.1199192462987887;7430
21008;1083;Ganshoren;76;Brussel;UMC Sint-Pieter;0.05616605616605617;2457
21008;1083;Ganshoren;77;Brussel;UVC Brugmann;0.21001221001221;2457
21008;1083;Ganshoren;110;Brussel;Kliniek Sint-Jan;0.105006105006105;2457
21008;1083;Ganshoren;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.06837606837606838;2457
21008;1083;Ganshoren;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.05453805453805454;2457
21008;1083;Ganshoren;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.1347171347171347;2457
21008;1083;Ganshoren;723;Anderlecht;CHIREC - Sare;0.1013431013431013;2457
21009;1050;Elsene;76;Brussel;UMC Sint-Pieter;0.0721257075932071;10246
21009;1050;Elsene;87;Etterbeek;Iris Ziekenhuizen Zuid;0.3316416162404841;10246
21009;1050;Elsene;111;Ukkel;Europaziekenhuizen;0.1132149131368339;10246
21009;1050;Elsene;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.1735311341011126;10246
21009;1050;Elsene;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.07515127854772594;10246
21009;1050;Elsene;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.05036111653328128;10246
21010;1090;Jette;77;Brussel;UVC Brugmann;0.2758232127206711;7987
21010;1090;Jette;143;Jette;Universitair Ziekenhuis Brussel;0.3053712282458996;7987
21010;1090;Jette;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.06210091398522599;7987
21011;1081;Koekelberg;76;Brussel;UMC Sint-Pieter;0.09984025559105432;2504
21011;1081;Koekelberg;77;Brussel;UVC Brugmann;0.1940894568690096;2504
21011;1081;Koekelberg;110;Brussel;Kliniek Sint-Jan;0.1238019169329073;2504
21011;1081;Koekelberg;150;Brussel;Universitair Kinderziekenhuis Koningin Fabiola;0.05750798722044728;2504
21011;1081;Koekelberg;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.1162140575079872;2504
