code_ins;code_postal;commune_patient;nombre_de_séjours_par_comunne_patient;catégorie;nombre_de_séjours_par_hôpital_comunne_patient;numéro_agrément_hôpital;dénomination;commune_hôpital;part_de_marché
11007;2150;Borsbeek;1728;65 ans et plus;685;300;UZ Antwerpen;Edegem;0.0934307
11007;2150;Borsbeek;1728;65 ans et plus;685;682;AZ Monica;Anvers;0.5109489
11008;2930;Brasschaat;5757;Moins de 15 ans;413;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1089588
11008;2930;Brasschaat;5757;Moins de 15 ans;413;300;UZ Antwerpen;Edegem;0.0702179
11008;2930;Brasschaat;5757;Moins de 15 ans;413;536;AZ Sint-Jozef Malle;Malle;0.0556901
11008;2930;Brasschaat;5757;Moins de 15 ans;413;710;AZ Klina;Brasschaat;0.6634383
11008;2930;Brasschaat;5757;De 15 à 64 ans;2571;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1127966
11008;2930;Brasschaat;5757;De 15 à 64 ans;2571;99;GZA ziekenhuizen;Anvers;0.0595099
11008;2930;Brasschaat;5757;De 15 à 64 ans;2571;300;UZ Antwerpen;Edegem;0.1186309
11008;2930;Brasschaat;5757;De 15 à 64 ans;2571;682;AZ Monica;Anvers;0.0661221
11008;2930;Brasschaat;5757;De 15 à 64 ans;2571;710;AZ Klina;Brasschaat;0.554259
11008;2930;Brasschaat;5757;65 ans et plus;2773;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1006131
11008;2930;Brasschaat;5757;65 ans et plus;2773;300;UZ Antwerpen;Edegem;0.0764515
11008;2930;Brasschaat;5757;65 ans et plus;2773;710;AZ Klina;Brasschaat;0.71511
11009;2960;Brecht;4467;Moins de 15 ans;464;300;UZ Antwerpen;Edegem;0.075431
11009;2960;Brecht;4467;Moins de 15 ans;464;536;AZ Sint-Jozef Malle;Malle;0.5689655
11009;2960;Brecht;4467;Moins de 15 ans;464;710;AZ Klina;Brasschaat;0.2112069
11009;2960;Brecht;4467;De 15 à 64 ans;2217;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1109608
11009;2960;Brecht;4467;De 15 à 64 ans;2217;99;GZA ziekenhuizen;Anvers;0.074876
11009;2960;Brecht;4467;De 15 à 64 ans;2217;300;UZ Antwerpen;Edegem;0.0735228
11009;2960;Brecht;4467;De 15 à 64 ans;2217;536;AZ Sint-Jozef Malle;Malle;0.3622012
11009;2960;Brecht;4467;De 15 à 64 ans;2217;682;AZ Monica;Anvers;0.0532251
11009;2960;Brecht;4467;De 15 à 64 ans;2217;710;AZ Klina;Brasschaat;0.2223726
11009;2960;Brecht;4467;65 ans et plus;1786;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0963046
11009;2960;Brecht;4467;65 ans et plus;1786;300;UZ Antwerpen;Edegem;0.0554311
11009;2960;Brecht;4467;65 ans et plus;1786;536;AZ Sint-Jozef Malle;Malle;0.5055991
11009;2960;Brecht;4467;65 ans et plus;1786;710;AZ Klina;Brasschaat;0.2043673
11013;2650;Edegem;3480;Moins de 15 ans;225;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1377778
11013;2650;Edegem;3480;Moins de 15 ans;225;99;GZA ziekenhuizen;Anvers;0.4
11013;2650;Edegem;3480;Moins de 15 ans;225;300;UZ Antwerpen;Edegem;0.3377778
11013;2650;Edegem;3480;De 15 à 64 ans;1431;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1341719
11013;2650;Edegem;3480;De 15 à 64 ans;1431;99;GZA ziekenhuizen;Anvers;0.4409504
11013;2650;Edegem;3480;De 15 à 64 ans;1431;300;UZ Antwerpen;Edegem;0.2823201
11013;2650;Edegem;3480;65 ans et plus;1824;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1743421
11013;2650;Edegem;3480;65 ans et plus;1824;99;GZA ziekenhuizen;Anvers;0.502193
11013;2650;Edegem;3480;65 ans et plus;1824;300;UZ Antwerpen;Edegem;0.2176535
11016;2910;Essen;2586;Moins de 15 ans;225;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0666667
11016;2910;Essen;2586;Moins de 15 ans;225;300;UZ Antwerpen;Edegem;0.1644444
11016;2910;Essen;2586;Moins de 15 ans;225;536;AZ Sint-Jozef Malle;Malle;0.0755556
11016;2910;Essen;2586;Moins de 15 ans;225;710;AZ Klina;Brasschaat;0.5777778
11016;2910;Essen;2586;De 15 à 64 ans;1383;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0809834
11016;2910;Essen;2586;De 15 à 64 ans;1383;300;UZ Antwerpen;Edegem;0.1120752
11016;2910;Essen;2586;De 15 à 64 ans;1383;536;AZ Sint-Jozef Malle;Malle;0.0788142
11016;2910;Essen;2586;De 15 à 64 ans;1383;710;AZ Klina;Brasschaat;0.5697758
11016;2910;Essen;2586;65 ans et plus;978;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.097137
11016;2910;Essen;2586;65 ans et plus;978;300;UZ Antwerpen;Edegem;0.091002
11016;2910;Essen;2586;65 ans et plus;978;536;AZ Sint-Jozef Malle;Malle;0.0623722
11016;2910;Essen;2586;65 ans et plus;978;710;AZ Klina;Brasschaat;0.6543967
11018;2620;Hemiksem;1703;Moins de 15 ans;112;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.2857143
11018;2620;Hemiksem;1703;Moins de 15 ans;112;99;GZA ziekenhuizen;Anvers;0.3303571
11018;2620;Hemiksem;1703;Moins de 15 ans;112;300;UZ Antwerpen;Edegem;0.2053571
11018;2620;Hemiksem;1703;De 15 à 64 ans;911;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1745335
11018;2620;Hemiksem;1703;De 15 à 64 ans;911;99;GZA ziekenhuizen;Anvers;0.2206367
11018;2620;Hemiksem;1703;De 15 à 64 ans;911;300;UZ Antwerpen;Edegem;0.2645445
11018;2620;Hemiksem;1703;De 15 à 64 ans;911;314;AZ Heilige Familie;Rumst;0.2063666
11018;2620;Hemiksem;1703;De 15 à 64 ans;911;682;AZ Monica;Anvers;0.0526894
11018;2620;Hemiksem;1703;65 ans et plus;680;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1764706
11018;2620;Hemiksem;1703;65 ans et plus;680;99;GZA ziekenhuizen;Anvers;0.1455882
11018;2620;Hemiksem;1703;65 ans et plus;680;300;UZ Antwerpen;Edegem;0.1161765
11018;2620;Hemiksem;1703;65 ans et plus;680;314;AZ Heilige Familie;Rumst;0.4823529
11021;2540;Hove;1169;Moins de 15 ans;59;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1016949
11021;2540;Hove;1169;Moins de 15 ans;59;97;Heilig-Hartziekenhuis;Lierre;0.1016949
11021;2540;Hove;1169;Moins de 15 ans;59;99;GZA ziekenhuizen;Anvers;0.3389831
11021;2540;Hove;1169;Moins de 15 ans;59;300;UZ Antwerpen;Edegem;0.2542373
11021;2540;Hove;1169;De 15 à 64 ans;498;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0742972
11021;2540;Hove;1169;De 15 à 64 ans;498;99;GZA ziekenhuizen;Anvers;0.5220884
11021;2540;Hove;1169;De 15 à 64 ans;498;300;UZ Antwerpen;Edegem;0.2208835
11021;2540;Hove;1169;De 15 à 64 ans;498;682;AZ Monica;Anvers;0.0502008
11021;2540;Hove;1169;65 ans et plus;612;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.129085
11021;2540;Hove;1169;65 ans et plus;612;99;GZA ziekenhuizen;Anvers;0.5849673
11021;2540;Hove;1169;65 ans et plus;612;300;UZ Antwerpen;Edegem;0.119281
11022;2920;Kalmthout;2615;Moins de 15 ans;183;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0546448
11022;2920;Kalmthout;2615;Moins de 15 ans;183;300;UZ Antwerpen;Edegem;0.1256831
11022;2920;Kalmthout;2615;Moins de 15 ans;183;536;AZ Sint-Jozef Malle;Malle;0.0819672
11022;2920;Kalmthout;2615;Moins de 15 ans;183;710;AZ Klina;Brasschaat;0.6775956
11022;2920;Kalmthout;2615;De 15 à 64 ans;1258;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1176471
11022;2920;Kalmthout;2615;De 15 à 64 ans;1258;300;UZ Antwerpen;Edegem;0.1200318
11022;2920;Kalmthout;2615;De 15 à 64 ans;1258;536;AZ Sint-Jozef Malle;Malle;0.0564388
11022;2920;Kalmthout;2615;De 15 à 64 ans;1258;710;AZ Klina;Brasschaat;0.508744
11022;2920;Kalmthout;2615;65 ans et plus;1174;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1056218
11022;2920;Kalmthout;2615;65 ans et plus;1174;300;UZ Antwerpen;Edegem;0.0826235
11022;2920;Kalmthout;2615;65 ans et plus;1174;536;AZ Sint-Jozef Malle;Malle;0.0519591
11022;2920;Kalmthout;2615;65 ans et plus;1174;710;AZ Klina;Brasschaat;0.6575809
11023;2950;Kapellen (Anvers);3911;Moins de 15 ans;268;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1940299
11023;2950;Kapellen (Anvers);3911;Moins de 15 ans;268;300;UZ Antwerpen;Edegem;0.0708955
11023;2950;Kapellen (Anvers);3911;Moins de 15 ans;268;710;AZ Klina;Brasschaat;0.6492537
11023;2950;Kapellen (Anvers);3911;De 15 à 64 ans;1755;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1732194
11023;2950;Kapellen (Anvers);3911;De 15 à 64 ans;1755;99;GZA ziekenhuizen;Anvers;0.0695157
11023;2950;Kapellen (Anvers);3911;De 15 à 64 ans;1755;300;UZ Antwerpen;Edegem;0.1122507
11023;2950;Kapellen (Anvers);3911;De 15 à 64 ans;1755;682;AZ Monica;Anvers;0.0518519
11023;2950;Kapellen (Anvers);3911;De 15 à 64 ans;1755;710;AZ Klina;Brasschaat;0.4945869
11023;2950;Kapellen (Anvers);3911;65 ans et plus;1888;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1583686
11023;2950;Kapellen (Anvers);3911;65 ans et plus;1888;300;UZ Antwerpen;Edegem;0.0815678
11023;2950;Kapellen (Anvers);3911;65 ans et plus;1888;710;AZ Klina;Brasschaat;0.654661
11024;2550;Kontich;3059;Moins de 15 ans;187;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1069519
11024;2550;Kontich;3059;Moins de 15 ans;187;97;Heilig-Hartziekenhuis;Lierre;0.1069519
11024;2550;Kontich;3059;Moins de 15 ans;187;99;GZA ziekenhuizen;Anvers;0.2513369
11024;2550;Kontich;3059;Moins de 15 ans;187;300;UZ Antwerpen;Edegem;0.3529412
11024;2550;Kontich;3059;De 15 à 64 ans;1505;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1063123
11024;2550;Kontich;3059;De 15 à 64 ans;1505;26;AZ Sint-Maarten;Malines;0.1109635
11024;2550;Kontich;3059;De 15 à 64 ans;1505;99;GZA ziekenhuizen;Anvers;0.3408638
11024;2550;Kontich;3059;De 15 à 64 ans;1505;300;UZ Antwerpen;Edegem;0.2777409
11024;2550;Kontich;3059;65 ans et plus;1367;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1111924
11024;2550;Kontich;3059;65 ans et plus;1367;26;AZ Sint-Maarten;Malines;0.1302121
11024;2550;Kontich;3059;65 ans et plus;1367;99;GZA ziekenhuizen;Anvers;0.3935625
11024;2550;Kontich;3059;65 ans et plus;1367;300;UZ Antwerpen;Edegem;0.2172641
11025;2547;Lint;1185;Moins de 15 ans;98;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.122449
11025;2547;Lint;1185;Moins de 15 ans;98;26;AZ Sint-Maarten;Malines;0.0612245
11025;2547;Lint;1185;Moins de 15 ans;98;97;Heilig-Hartziekenhuis;Lierre;0.255102
11025;2547;Lint;1185;Moins de 15 ans;98;99;GZA ziekenhuizen;Anvers;0.255102
11025;2547;Lint;1185;Moins de 15 ans;98;300;UZ Antwerpen;Edegem;0.2653061
11025;2547;Lint;1185;De 15 à 64 ans;652;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0567485
11025;2547;Lint;1185;De 15 à 64 ans;652;26;AZ Sint-Maarten;Malines;0.2653374
11025;2547;Lint;1185;De 15 à 64 ans;652;97;Heilig-Hartziekenhuis;Lierre;0.1150307
11025;2547;Lint;1185;De 15 à 64 ans;652;99;GZA ziekenhuizen;Anvers;0.2131902
11025;2547;Lint;1185;De 15 à 64 ans;652;300;UZ Antwerpen;Edegem;0.2116564
11025;2547;Lint;1185;65 ans et plus;435;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.062069
11025;2547;Lint;1185;65 ans et plus;435;26;AZ Sint-Maarten;Malines;0.4413793
11025;2547;Lint;1185;65 ans et plus;435;97;Heilig-Hartziekenhuis;Lierre;0.1747126
11025;2547;Lint;1185;65 ans et plus;435;99;GZA ziekenhuizen;Anvers;0.1172414
11025;2547;Lint;1185;65 ans et plus;435;300;UZ Antwerpen;Edegem;0.1310345
11029;2640;Mortsel;4076;Moins de 15 ans;301;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1495017
11029;2640;Mortsel;4076;Moins de 15 ans;301;99;GZA ziekenhuizen;Anvers;0.5315615
11029;2640;Mortsel;4076;Moins de 15 ans;301;300;UZ Antwerpen;Edegem;0.1461794
11029;2640;Mortsel;4076;Moins de 15 ans;301;682;AZ Monica;Anvers;0.0797342
11029;2640;Mortsel;4076;De 15 à 64 ans;1961;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1494136
11029;2640;Mortsel;4076;De 15 à 64 ans;1961;99;GZA ziekenhuizen;Anvers;0.5492096
11029;2640;Mortsel;4076;De 15 à 64 ans;1961;300;UZ Antwerpen;Edegem;0.1657318
11029;2640;Mortsel;4076;65 ans et plus;1814;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1433297
11029;2640;Mortsel;4076;65 ans et plus;1814;99;GZA ziekenhuizen;Anvers;0.6615215
11029;2640;Mortsel;4076;65 ans et plus;1814;300;UZ Antwerpen;Edegem;0.0964719
11030;2845;Niel;1732;Moins de 15 ans;144;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1875
11030;2845;Niel;1732;Moins de 15 ans;144;99;GZA ziekenhuizen;Anvers;0.2708333
11030;2845;Niel;1732;Moins de 15 ans;144;300;UZ Antwerpen;Edegem;0.375
11030;2845;Niel;1732;Moins de 15 ans;144;314;AZ Heilige Familie;Rumst;0.0555556
11030;2845;Niel;1732;De 15 à 64 ans;926;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1090713
11030;2845;Niel;1732;De 15 à 64 ans;926;99;GZA ziekenhuizen;Anvers;0.1544276
11030;2845;Niel;1732;De 15 à 64 ans;926;300;UZ Antwerpen;Edegem;0.2451404
11030;2845;Niel;1732;De 15 à 64 ans;926;314;AZ Heilige Familie;Rumst;0.3714903
11030;2845;Niel;1732;65 ans et plus;662;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0906344
11030;2845;Niel;1732;65 ans et plus;662;99;GZA ziekenhuizen;Anvers;0.0981873
11030;2845;Niel;1732;65 ans et plus;662;300;UZ Antwerpen;Edegem;0.1283988
11030;2845;Niel;1732;65 ans et plus;662;314;AZ Heilige Familie;Rumst;0.5936556
11035;2520;Ranst;2911;Moins de 15 ans;224;97;Heilig-Hartziekenhuis;Lierre;0.3705357
11035;2520;Ranst;2911;Moins de 15 ans;224;99;GZA ziekenhuizen;Anvers;0.0535714
11035;2520;Ranst;2911;Moins de 15 ans;224;300;UZ Antwerpen;Edegem;0.1160714
11035;2520;Ranst;2911;Moins de 15 ans;224;536;AZ Sint-Jozef Malle;Malle;0.2455357
11035;2520;Ranst;2911;Moins de 15 ans;224;682;AZ Monica;Anvers;0.1116071
11035;2520;Ranst;2911;De 15 à 64 ans;1365;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0937729
11035;2520;Ranst;2911;De 15 à 64 ans;1365;97;Heilig-Hartziekenhuis;Lierre;0.2871795
11035;2520;Ranst;2911;De 15 à 64 ans;1365;99;GZA ziekenhuizen;Anvers;0.1018315
11035;2520;Ranst;2911;De 15 à 64 ans;1365;300;UZ Antwerpen;Edegem;0.1355311
11035;2520;Ranst;2911;De 15 à 64 ans;1365;536;AZ Sint-Jozef Malle;Malle;0.1164835
11035;2520;Ranst;2911;De 15 à 64 ans;1365;682;AZ Monica;Anvers;0.1296703
11035;2520;Ranst;2911;65 ans et plus;1322;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0733737
11035;2520;Ranst;2911;65 ans et plus;1322;97;Heilig-Hartziekenhuis;Lierre;0.4750378
11035;2520;Ranst;2911;65 ans et plus;1322;99;GZA ziekenhuizen;Anvers;0.0612708
11035;2520;Ranst;2911;65 ans et plus;1322;300;UZ Antwerpen;Edegem;0.0960666
11035;2520;Ranst;2911;65 ans et plus;1322;536;AZ Sint-Jozef Malle;Malle;0.1316188
11035;2520;Ranst;2911;65 ans et plus;1322;682;AZ Monica;Anvers;0.1006051
11037;2840;Rumst;2320;Moins de 15 ans;174;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1206897
11037;2840;Rumst;2320;Moins de 15 ans;174;26;AZ Sint-Maarten;Malines;0.1149425
11037;2840;Rumst;2320;Moins de 15 ans;174;99;GZA ziekenhuizen;Anvers;0.2931034
11037;2840;Rumst;2320;Moins de 15 ans;174;300;UZ Antwerpen;Edegem;0.2816092
11037;2840;Rumst;2320;De 15 à 64 ans;1075;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0837209
11037;2840;Rumst;2320;De 15 à 64 ans;1075;26;AZ Sint-Maarten;Malines;0.1497674
11037;2840;Rumst;2320;De 15 à 64 ans;1075;99;GZA ziekenhuizen;Anvers;0.1851163
11037;2840;Rumst;2320;De 15 à 64 ans;1075;300;UZ Antwerpen;Edegem;0.1860465
11037;2840;Rumst;2320;De 15 à 64 ans;1075;314;AZ Heilige Familie;Rumst;0.2418605
11037;2840;Rumst;2320;65 ans et plus;1071;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0746965
11037;2840;Rumst;2320;65 ans et plus;1071;26;AZ Sint-Maarten;Malines;0.2147526
11037;2840;Rumst;2320;65 ans et plus;1071;99;GZA ziekenhuizen;Anvers;0.0662932
11037;2840;Rumst;2320;65 ans et plus;1071;300;UZ Antwerpen;Edegem;0.1129785
11037;2840;Rumst;2320;65 ans et plus;1071;314;AZ Heilige Familie;Rumst;0.4313725
11038;2627;Schelle;1350;Moins de 15 ans;80;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.275
11038;2627;Schelle;1350;Moins de 15 ans;80;99;GZA ziekenhuizen;Anvers;0.325
11038;2627;Schelle;1350;Moins de 15 ans;80;300;UZ Antwerpen;Edegem;0.2625
11038;2627;Schelle;1350;Moins de 15 ans;80;322;UZ Leuven;Louvain;0.0875
11038;2627;Schelle;1350;De 15 à 64 ans;659;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1138088
11038;2627;Schelle;1350;De 15 à 64 ans;659;99;GZA ziekenhuizen;Anvers;0.1714719
11038;2627;Schelle;1350;De 15 à 64 ans;659;300;UZ Antwerpen;Edegem;0.2427921
11038;2627;Schelle;1350;De 15 à 64 ans;659;314;AZ Heilige Familie;Rumst;0.3125948
11038;2627;Schelle;1350;65 ans et plus;611;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1292962
11038;2627;Schelle;1350;65 ans et plus;611;99;GZA ziekenhuizen;Anvers;0.0801964
11038;2627;Schelle;1350;65 ans et plus;611;300;UZ Antwerpen;Edegem;0.1358429
11038;2627;Schelle;1350;65 ans et plus;611;314;AZ Heilige Familie;Rumst;0.5564648
11039;2970;Schilde;2952;Moins de 15 ans;227;99;GZA ziekenhuizen;Anvers;0.0572687
11039;2970;Schilde;2952;Moins de 15 ans;227;300;UZ Antwerpen;Edegem;0.0837004
11039;2970;Schilde;2952;Moins de 15 ans;227;536;AZ Sint-Jozef Malle;Malle;0.5726872
11039;2970;Schilde;2952;Moins de 15 ans;227;682;AZ Monica;Anvers;0.092511
11039;2970;Schilde;2952;Moins de 15 ans;227;710;AZ Klina;Brasschaat;0.0969163
11039;2970;Schilde;2952;De 15 à 64 ans;1216;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0986842
11039;2970;Schilde;2952;De 15 à 64 ans;1216;99;GZA ziekenhuizen;Anvers;0.1504934
11039;2970;Schilde;2952;De 15 à 64 ans;1216;300;UZ Antwerpen;Edegem;0.1077303
11039;2970;Schilde;2952;De 15 à 64 ans;1216;536;AZ Sint-Jozef Malle;Malle;0.3116776
11039;2970;Schilde;2952;De 15 à 64 ans;1216;682;AZ Monica;Anvers;0.1175987
11039;2970;Schilde;2952;De 15 à 64 ans;1216;710;AZ Klina;Brasschaat;0.1085526
11039;2970;Schilde;2952;65 ans et plus;1509;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1365142
11039;2970;Schilde;2952;65 ans et plus;1509;99;GZA ziekenhuizen;Anvers;0.092114
11039;2970;Schilde;2952;65 ans et plus;1509;300;UZ Antwerpen;Edegem;0.0523526
11039;2970;Schilde;2952;65 ans et plus;1509;536;AZ Sint-Jozef Malle;Malle;0.4426773
11039;2970;Schilde;2952;65 ans et plus;1509;682;AZ Monica;Anvers;0.0914513
11039;2970;Schilde;2952;65 ans et plus;1509;710;AZ Klina;Brasschaat;0.1146455
11040;2900;Schoten;5406;Moins de 15 ans;469;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.3518124
