nis_code_patiënt;postcode_patiënt;gemeente_patiënt;aantal_verblijven_per_gemeente;erkenningsnummer_ziekenhuis;naam_ziekenhuis;gemeente_ziekenhuis;aantal_verblijven_per_ziekenhuis_gemeente_patient;marktaandeel
11002;2000;Antwerpen;79520;102;Heilig-Hartziekenhuis;Mol;33;0.000415
11002;2000;Antwerpen;79520;104;AZ Rivierenland;Rumst;77;0.0009683
11002;2000;Antwerpen;79520;106;AZ Sint-Maria;Halle (Vlaams-Brabant);7;8.8e-05
11002;2000;Antwerpen;79520;108;RZ Heilig Hart;Leuven;12;0.0001509
11002;2000;Antwerpen;79520;110;Kliniek Sint-Jan;Brussel;24;0.0003018
11002;2000;Antwerpen;79520;111;Europaziekenhuizen;Ukkel;12;0.0001509
11002;2000;Antwerpen;79520;116;Revalidatie & MS Centrum;Overpelt;6;7.55e-05
11002;2000;Antwerpen;79520;117;AZ Delta;Roeselare;25;0.0003144
11002;2000;Antwerpen;79520;126;Onze-Lieve-Vrouwziekenhuis;Aalst (Oost-Vlaanderen);81;0.0010186
11002;2000;Antwerpen;79520;134;Sint-Vincentiusziekenhuis;Deinze;5;6.29e-05
11002;2000;Antwerpen;79520;140;AZ Sint-Lucas Brugge;Brugge;45;0.0005659
11002;2000;Antwerpen;79520;143;UZ Brussel;Jette;177;0.0022259
11002;2000;Antwerpen;79520;150;Universitair Kinderziekenhuis Koningin Fabiola;Brussel;7;8.8e-05
11002;2000;Antwerpen;79520;152;Centre Hospitalier Chrétien;Luik;8;0.0001006
11002;2000;Antwerpen;79520;164;Vivalia - IFAC;Marche-en-Famenne;5;6.29e-05
11002;2000;Antwerpen;79520;168;Vivalia - Centre hospitalier de l'Ardenne;Libramont-Chevigny;6;7.55e-05
11002;2000;Antwerpen;79520;176;Algemeen Stedelijk Ziekenhuis;Aalst (Oost-Vlaanderen);14;0.0001761
11002;2000;Antwerpen;79520;204;AZ Jan Portaels;Vilvoorde;28;0.0003521
11002;2000;Antwerpen;79520;217;AZ Sint-Elisabeth;Zottegem;8;0.0001006
11002;2000;Antwerpen;79520;236;Revalidatieziekenhuis RevArte;Edegem;562;0.0070674
11002;2000;Antwerpen;79520;243;Jessa Ziekenhuis;Hasselt;51;0.0006413
11002;2000;Antwerpen;79520;257;Klinik St. Josef Saint-Vith;Sankt Vith;5;6.29e-05
11002;2000;Antwerpen;79520;265;AZ Lokeren;Lokeren;13;0.0001635
11002;2000;Antwerpen;79520;290;AZ Sint-Lucas;Gent;32;0.0004024
11002;2000;Antwerpen;79520;300;UZ Antwerpen;Edegem;8414;0.1058099
11002;2000;Antwerpen;79520;308;AZ Herentals;Herentals;89;0.0011192
11002;2000;Antwerpen;79520;310;AZ West;Veurne;32;0.0004024
11002;2000;Antwerpen;79520;314;AZ Rivierenland;Rumst;233;0.0029301
11002;2000;Antwerpen;79520;322;UZ Leuven;Leuven;1152;0.0144869
11002;2000;Antwerpen;79520;332;CHIREC - Delta Ziekenhuis;Oudergem;43;0.0005407
11002;2000;Antwerpen;79520;371;Ziekenhuis Oost-Limburg;Genk;39;0.0004904
11002;2000;Antwerpen;79520;392;AZ Zeno;Knokke-Heist;70;0.0008803
11002;2000;Antwerpen;79520;395;Sint-Andriesziekenhuis;Tielt (West-Vlaanderen);6;7.55e-05
11002;2000;Antwerpen;79520;396;AZ Groeninge;Kortrijk;12;0.0001509
11002;2000;Antwerpen;79520;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;109;0.0013707
11002;2000;Antwerpen;79520;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;38;0.0004779
11002;2000;Antwerpen;79520;412;CHR de la Citadelle;Luik;5;6.29e-05
11002;2000;Antwerpen;79520;499;Revalidatieziekenhuis Inkendaal;Sint-Pieters-Leeuw;12;0.0001509
11002;2000;Antwerpen;79520;525;AZ Damiaan Oostende;Oostende;34;0.0004276
11002;2000;Antwerpen;79520;536;AZ Sint-Jozef Malle;Malle;282;0.0035463
11002;2000;Antwerpen;79520;550;AZ Glorieux;Ronse;5;6.29e-05
11002;2000;Antwerpen;79520;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);237;0.0029804
11002;2000;Antwerpen;79520;670;UZ Gent;Gent;290;0.0036469
11002;2000;Antwerpen;79520;676;Koningin Elisabeth Instituut;Koksijde;5;6.29e-05
11002;2000;Antwerpen;79520;682;AZ Monica;Antwerpen;10670;0.1341801
11002;2000;Antwerpen;79520;689;Imelda Ziekenhuis;Bonheiden;93;0.0011695
11002;2000;Antwerpen;79520;693;Nationaal Multiple Sclerose Centrum;Steenokkerzeel;68;0.0008551
11002;2000;Antwerpen;79520;707;CHU Sart Tilman;Luik;11;0.0001383
11002;2000;Antwerpen;79520;709;AZ St.-Dimpna;Geel;54;0.0006791
11002;2000;Antwerpen;79520;710;AZ Klina;Brasschaat;3130;0.0393612
11002;2000;Antwerpen;79520;712;AZ Diest;Diest;10;0.0001258
11002;2000;Antwerpen;79520;713;AZ Jan Palfijn Gent;Gent;29;0.0003647
11002;2000;Antwerpen;79520;714;Sint-Franciscusziekenhuis;Heusden-Zolder;20;0.0002515
11002;2000;Antwerpen;79520;715;Sint-Trudo Ziekenhuis;Sint-Truiden;6;7.55e-05
11002;2000;Antwerpen;79520;716;AZ Vesalius;Tongeren;8;0.0001006
11002;2000;Antwerpen;79520;718;CHU Charleroi;Charleroi;5;6.29e-05
11002;2000;Antwerpen;79520;719;Mariaziekenhuis Noord-Limburg;Overpelt;14;0.0001761
11002;2000;Antwerpen;79520;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;10;0.0001258
11004;2530;Boechout;1802;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;201;0.1115427
11004;2530;Boechout;1802;26;AZ Sint-Maarten;Mechelen;39;0.0216426
11004;2530;Boechout;1802;97;Heilig-Hartziekenhuis;Lier;373;0.2069922
11004;2530;Boechout;1802;99;GZA ziekenhuizen;Antwerpen;666;0.3695893
11004;2530;Boechout;1802;236;Revalidatieziekenhuis RevArte;Edegem;20;0.0110988
11004;2530;Boechout;1802;300;UZ Antwerpen;Edegem;235;0.1304107
11004;2530;Boechout;1802;308;AZ Herentals;Herentals;6;0.0033296
11004;2530;Boechout;1802;322;UZ Leuven;Leuven;42;0.0233074
11004;2530;Boechout;1802;536;AZ Sint-Jozef Malle;Malle;7;0.0038846
11004;2530;Boechout;1802;682;AZ Monica;Antwerpen;144;0.0799112
11004;2530;Boechout;1802;689;Imelda Ziekenhuis;Bonheiden;10;0.0055494
11004;2530;Boechout;1802;710;AZ Klina;Brasschaat;12;0.0066593
11005;2850;Boom;3223;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;283;0.0878064
11005;2850;Boom;3223;26;AZ Sint-Maarten;Mechelen;93;0.0288551
11005;2850;Boom;3223;77;UVC Brugmann;Brussel;6;0.0018616
11005;2850;Boom;3223;97;Heilig-Hartziekenhuis;Lier;10;0.0031027
11005;2850;Boom;3223;99;GZA ziekenhuizen;Antwerpen;307;0.0952529
11005;2850;Boom;3223;104;AZ Rivierenland;Rumst;54;0.0167546
11005;2850;Boom;3223;126;Onze-Lieve-Vrouwziekenhuis;Aalst (Oost-Vlaanderen);6;0.0018616
11005;2850;Boom;3223;143;UZ Brussel;Jette;23;0.0071362
11005;2850;Boom;3223;236;Revalidatieziekenhuis RevArte;Edegem;53;0.0164443
11005;2850;Boom;3223;300;UZ Antwerpen;Edegem;563;0.174682
11005;2850;Boom;3223;314;AZ Rivierenland;Rumst;1648;0.5113249
11005;2850;Boom;3223;322;UZ Leuven;Leuven;43;0.0133416
11005;2850;Boom;3223;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;5;0.0015513
11005;2850;Boom;3223;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);12;0.0037232
11005;2850;Boom;3223;682;AZ Monica;Antwerpen;41;0.0127211
11005;2850;Boom;3223;689;Imelda Ziekenhuis;Bonheiden;18;0.0055849
11007;2150;Borsbeek;1757;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;300;0.1707456
11007;2150;Borsbeek;1757;26;AZ Sint-Maarten;Mechelen;6;0.0034149
11007;2150;Borsbeek;1757;97;Heilig-Hartziekenhuis;Lier;42;0.0239044
11007;2150;Borsbeek;1757;99;GZA ziekenhuizen;Antwerpen;319;0.1815595
11007;2150;Borsbeek;1757;236;Revalidatieziekenhuis RevArte;Edegem;12;0.0068298
11007;2150;Borsbeek;1757;300;UZ Antwerpen;Edegem;217;0.123506
11007;2150;Borsbeek;1757;322;UZ Leuven;Leuven;13;0.007399
11007;2150;Borsbeek;1757;536;AZ Sint-Jozef Malle;Malle;17;0.0096756
11007;2150;Borsbeek;1757;670;UZ Gent;Gent;8;0.0045532
11007;2150;Borsbeek;1757;682;AZ Monica;Antwerpen;765;0.4354013
11007;2150;Borsbeek;1757;710;AZ Klina;Brasschaat;13;0.007399
11008;2930;Brasschaat;6020;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;589;0.0978405
11008;2930;Brasschaat;6020;26;AZ Sint-Maarten;Mechelen;6;0.0009967
11008;2930;Brasschaat;6020;46;Woonzorg- & revalidatiecentrum De Dennen;Malle;8;0.0013289
11008;2930;Brasschaat;6020;49;AZ Sint-Jan Brugge - Oostende;Brugge;5;0.0008306
11008;2930;Brasschaat;6020;63;AZ Turnhout;Turnhout;7;0.0011628
11008;2930;Brasschaat;6020;97;Heilig-Hartziekenhuis;Lier;12;0.0019934
11008;2930;Brasschaat;6020;99;GZA ziekenhuizen;Antwerpen;279;0.0463455
11008;2930;Brasschaat;6020;104;AZ Rivierenland;Rumst;5;0.0008306
11008;2930;Brasschaat;6020;126;Onze-Lieve-Vrouwziekenhuis;Aalst (Oost-Vlaanderen);11;0.0018272
11008;2930;Brasschaat;6020;143;UZ Brussel;Jette;19;0.0031561
11008;2930;Brasschaat;6020;236;Revalidatieziekenhuis RevArte;Edegem;12;0.0019934
11008;2930;Brasschaat;6020;300;UZ Antwerpen;Edegem;627;0.1041528
11008;2930;Brasschaat;6020;322;UZ Leuven;Leuven;82;0.0136213
11008;2930;Brasschaat;6020;392;AZ Zeno;Knokke-Heist;9;0.001495
11008;2930;Brasschaat;6020;525;AZ Damiaan Oostende;Oostende;6;0.0009967
11008;2930;Brasschaat;6020;536;AZ Sint-Jozef Malle;Malle;139;0.0230897
11008;2930;Brasschaat;6020;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);6;0.0009967
11008;2930;Brasschaat;6020;670;UZ Gent;Gent;22;0.0036545
11008;2930;Brasschaat;6020;682;AZ Monica;Antwerpen;222;0.0368771
11008;2930;Brasschaat;6020;689;Imelda Ziekenhuis;Bonheiden;6;0.0009967
11008;2930;Brasschaat;6020;710;AZ Klina;Brasschaat;3897;0.6473422
11009;2960;Brecht;4749;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;422;0.0888608
11009;2960;Brecht;4749;26;AZ Sint-Maarten;Mechelen;7;0.001474
11009;2960;Brecht;4749;46;Woonzorg- & revalidatiecentrum De Dennen;Malle;31;0.0065277
11009;2960;Brecht;4749;49;AZ Sint-Jan Brugge - Oostende;Brugge;5;0.0010529
11009;2960;Brecht;4749;63;AZ Turnhout;Turnhout;125;0.0263213
11009;2960;Brecht;4749;97;Heilig-Hartziekenhuis;Lier;29;0.0061065
11009;2960;Brecht;4749;99;GZA ziekenhuizen;Antwerpen;229;0.0482207
11009;2960;Brecht;4749;126;Onze-Lieve-Vrouwziekenhuis;Aalst (Oost-Vlaanderen);11;0.0023163
11009;2960;Brecht;4749;143;UZ Brussel;Jette;5;0.0010529
11009;2960;Brecht;4749;243;Jessa Ziekenhuis;Hasselt;7;0.001474
11009;2960;Brecht;4749;300;UZ Antwerpen;Edegem;393;0.0827543
11009;2960;Brecht;4749;308;AZ Herentals;Herentals;10;0.0021057
11009;2960;Brecht;4749;314;AZ Rivierenland;Rumst;5;0.0010529
11009;2960;Brecht;4749;322;UZ Leuven;Leuven;76;0.0160034
11009;2960;Brecht;4749;536;AZ Sint-Jozef Malle;Malle;2100;0.4421984
11009;2960;Brecht;4749;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);6;0.0012634
11009;2960;Brecht;4749;670;UZ Gent;Gent;8;0.0016846
11009;2960;Brecht;4749;682;AZ Monica;Antwerpen;224;0.0471678
11009;2960;Brecht;4749;709;AZ St.-Dimpna;Geel;12;0.0025268
11009;2960;Brecht;4749;710;AZ Klina;Brasschaat;1008;0.2122552
11013;2650;Edegem;3521;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;572;0.1624538
11013;2650;Edegem;3521;26;AZ Sint-Maarten;Mechelen;32;0.0090883
11013;2650;Edegem;3521;97;Heilig-Hartziekenhuis;Lier;22;0.0062482
11013;2650;Edegem;3521;99;GZA ziekenhuizen;Antwerpen;1531;0.4348197
11013;2650;Edegem;3521;143;UZ Brussel;Jette;5;0.0014201
11013;2650;Edegem;3521;236;Revalidatieziekenhuis RevArte;Edegem;68;0.0193127
11013;2650;Edegem;3521;300;UZ Antwerpen;Edegem;993;0.2820222
11013;2650;Edegem;3521;314;AZ Rivierenland;Rumst;26;0.0073843
11013;2650;Edegem;3521;322;UZ Leuven;Leuven;39;0.0110764
11013;2650;Edegem;3521;392;AZ Zeno;Knokke-Heist;7;0.0019881
11013;2650;Edegem;3521;536;AZ Sint-Jozef Malle;Malle;5;0.0014201
11013;2650;Edegem;3521;670;UZ Gent;Gent;9;0.0025561
11013;2650;Edegem;3521;682;AZ Monica;Antwerpen;116;0.0329452
11013;2650;Edegem;3521;689;Imelda Ziekenhuis;Bonheiden;13;0.0036921
11013;2650;Edegem;3521;709;AZ St.-Dimpna;Geel;5;0.0014201
11013;2650;Edegem;3521;710;AZ Klina;Brasschaat;20;0.0056802
11016;2910;Essen;2615;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;200;0.0764818
11016;2910;Essen;2615;46;Woonzorg- & revalidatiecentrum De Dennen;Malle;5;0.001912
11016;2910;Essen;2615;63;AZ Turnhout;Turnhout;8;0.0030593
11016;2910;Essen;2615;97;Heilig-Hartziekenhuis;Lier;6;0.0022945
11016;2910;Essen;2615;99;GZA ziekenhuizen;Antwerpen;80;0.0305927
11016;2910;Essen;2615;243;Jessa Ziekenhuis;Hasselt;6;0.0022945
11016;2910;Essen;2615;300;UZ Antwerpen;Edegem;309;0.1181644
11016;2910;Essen;2615;308;AZ Herentals;Herentals;7;0.0026769
11016;2910;Essen;2615;322;UZ Leuven;Leuven;41;0.0156788
11016;2910;Essen;2615;536;AZ Sint-Jozef Malle;Malle;163;0.0623327
11016;2910;Essen;2615;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);11;0.0042065
11016;2910;Essen;2615;670;UZ Gent;Gent;13;0.0049713
11016;2910;Essen;2615;682;AZ Monica;Antwerpen;115;0.0439771
11016;2910;Essen;2615;689;Imelda Ziekenhuis;Bonheiden;6;0.0022945
11016;2910;Essen;2615;710;AZ Klina;Brasschaat;1611;0.6160612
11018;2620;Hemiksem;1864;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;341;0.1829399
11018;2620;Hemiksem;1864;26;AZ Sint-Maarten;Mechelen;19;0.0101931
11018;2620;Hemiksem;1864;99;GZA ziekenhuizen;Antwerpen;372;0.1995708
11018;2620;Hemiksem;1864;104;AZ Rivierenland;Rumst;8;0.0042918
11018;2620;Hemiksem;1864;143;UZ Brussel;Jette;8;0.0042918
11018;2620;Hemiksem;1864;236;Revalidatieziekenhuis RevArte;Edegem;15;0.0080472
11018;2620;Hemiksem;1864;300;UZ Antwerpen;Edegem;417;0.2237124
11018;2620;Hemiksem;1864;314;AZ Rivierenland;Rumst;541;0.2902361
11018;2620;Hemiksem;1864;322;UZ Leuven;Leuven;33;0.0177039
11018;2620;Hemiksem;1864;670;UZ Gent;Gent;6;0.0032189
11018;2620;Hemiksem;1864;682;AZ Monica;Antwerpen;58;0.0311159
11018;2620;Hemiksem;1864;710;AZ Klina;Brasschaat;10;0.0053648
11021;2540;Hove;1109;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;129;0.116321
11021;2540;Hove;1109;26;AZ Sint-Maarten;Mechelen;31;0.0279531
11021;2540;Hove;1109;97;Heilig-Hartziekenhuis;Lier;35;0.03156
11021;2540;Hove;1109;99;GZA ziekenhuizen;Antwerpen;533;0.4806132
11021;2540;Hove;1109;236;Revalidatieziekenhuis RevArte;Edegem;21;0.018936
11021;2540;Hove;1109;300;UZ Antwerpen;Edegem;224;0.2019838
11021;2540;Hove;1109;314;AZ Rivierenland;Rumst;12;0.0108206
11021;2540;Hove;1109;322;UZ Leuven;Leuven;25;0.0225428
11021;2540;Hove;1109;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);5;0.0045086
11021;2540;Hove;1109;670;UZ Gent;Gent;6;0.0054103
11021;2540;Hove;1109;682;AZ Monica;Antwerpen;46;0.0414788
11021;2540;Hove;1109;710;AZ Klina;Brasschaat;8;0.0072137
11022;2920;Kalmthout;2608;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;272;0.1042945
11022;2920;Kalmthout;2608;63;AZ Turnhout;Turnhout;9;0.0034509
11022;2920;Kalmthout;2608;97;Heilig-Hartziekenhuis;Lier;10;0.0038344
11022;2920;Kalmthout;2608;99;GZA ziekenhuizen;Antwerpen;105;0.0402607
11022;2920;Kalmthout;2608;126;Onze-Lieve-Vrouwziekenhuis;Aalst (Oost-Vlaanderen);8;0.0030675
11022;2920;Kalmthout;2608;236;Revalidatieziekenhuis RevArte;Edegem;8;0.0030675
11022;2920;Kalmthout;2608;300;UZ Antwerpen;Edegem;305;0.1169479
11022;2920;Kalmthout;2608;322;UZ Leuven;Leuven;42;0.0161043
11022;2920;Kalmthout;2608;536;AZ Sint-Jozef Malle;Malle;136;0.0521472
11022;2920;Kalmthout;2608;670;UZ Gent;Gent;8;0.0030675
11022;2920;Kalmthout;2608;682;AZ Monica;Antwerpen;83;0.0318252
11022;2920;Kalmthout;2608;693;Nationaal Multiple Sclerose Centrum;Steenokkerzeel;5;0.0019172
11022;2920;Kalmthout;2608;710;AZ Klina;Brasschaat;1578;0.6050613
11023;2950;Kapellen (Antwerpen);4083;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;673;0.1648298
11023;2950;Kapellen (Antwerpen);4083;26;AZ Sint-Maarten;Mechelen;10;0.0024492
11023;2950;Kapellen (Antwerpen);4083;46;Woonzorg- & revalidatiecentrum De Dennen;Malle;6;0.0014695
11023;2950;Kapellen (Antwerpen);4083;49;AZ Sint-Jan Brugge - Oostende;Brugge;6;0.0014695
11023;2950;Kapellen (Antwerpen);4083;63;AZ Turnhout;Turnhout;6;0.0014695
11023;2950;Kapellen (Antwerpen);4083;97;Heilig-Hartziekenhuis;Lier;14;0.0034289
11023;2950;Kapellen (Antwerpen);4083;99;GZA ziekenhuizen;Antwerpen;164;0.0401665
11023;2950;Kapellen (Antwerpen);4083;143;UZ Brussel;Jette;26;0.0063679
11023;2950;Kapellen (Antwerpen);4083;236;Revalidatieziekenhuis RevArte;Edegem;6;0.0014695
11023;2950;Kapellen (Antwerpen);4083;300;UZ Antwerpen;Edegem;387;0.0947832
11023;2950;Kapellen (Antwerpen);4083;308;AZ Herentals;Herentals;6;0.0014695
11023;2950;Kapellen (Antwerpen);4083;314;AZ Rivierenland;Rumst;6;0.0014695
11023;2950;Kapellen (Antwerpen);4083;322;UZ Leuven;Leuven;63;0.0154298
11023;2950;Kapellen (Antwerpen);4083;392;AZ Zeno;Knokke-Heist;7;0.0017144
11023;2950;Kapellen (Antwerpen);4083;525;AZ Damiaan Oostende;Oostende;5;0.0012246
11023;2950;Kapellen (Antwerpen);4083;536;AZ Sint-Jozef Malle;Malle;66;0.0161646
11023;2950;Kapellen (Antwerpen);4083;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);15;0.0036738
11023;2950;Kapellen (Antwerpen);4083;670;UZ Gent;Gent;20;0.0048984
11023;2950;Kapellen (Antwerpen);4083;682;AZ Monica;Antwerpen;151;0.0369826
11023;2950;Kapellen (Antwerpen);4083;710;AZ Klina;Brasschaat;2397;0.5870683
11023;2950;Kapellen (Antwerpen);4083;713;AZ Jan Palfijn Gent;Gent;6;0.0014695
11024;2550;Kontich;3114;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;290;0.0931278
11024;2550;Kontich;3114;26;AZ Sint-Maarten;Mechelen;360;0.1156069
11024;2550;Kontich;3114;97;Heilig-Hartziekenhuis;Lier;87;0.0279383
11024;2550;Kontich;3114;99;GZA ziekenhuizen;Antwerpen;1058;0.3397559
11024;2550;Kontich;3114;104;AZ Rivierenland;Rumst;6;0.0019268
11024;2550;Kontich;3114;143;UZ Brussel;Jette;7;0.0022479
11024;2550;Kontich;3114;236;Revalidatieziekenhuis RevArte;Edegem;39;0.0125241
11024;2550;Kontich;3114;300;UZ Antwerpen;Edegem;866;0.2780989
11024;2550;Kontich;3114;308;AZ Herentals;Herentals;5;0.0016057
11024;2550;Kontich;3114;314;AZ Rivierenland;Rumst;118;0.0378934
11024;2550;Kontich;3114;322;UZ Leuven;Leuven;45;0.0144509
11024;2550;Kontich;3114;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;5;0.0016057
11024;2550;Kontich;3114;536;AZ Sint-Jozef Malle;Malle;6;0.0019268
11024;2550;Kontich;3114;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);8;0.002569
11024;2550;Kontich;3114;670;UZ Gent;Gent;24;0.0077071
11024;2550;Kontich;3114;682;AZ Monica;Antwerpen;89;0.0285806
11024;2550;Kontich;3114;689;Imelda Ziekenhuis;Bonheiden;34;0.0109184
11024;2550;Kontich;3114;710;AZ Klina;Brasschaat;12;0.0038536
11025;2547;Lint;1178;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;81;0.0687606
11025;2547;Lint;1178;26;AZ Sint-Maarten;Mechelen;332;0.2818336
11025;2547;Lint;1178;97;Heilig-Hartziekenhuis;Lier;213;0.1808149
11025;2547;Lint;1178;99;GZA ziekenhuizen;Antwerpen;184;0.1561969
11025;2547;Lint;1178;236;Revalidatieziekenhuis RevArte;Edegem;10;0.008489
11025;2547;Lint;1178;300;UZ Antwerpen;Edegem;224;0.1901528
11025;2547;Lint;1178;314;AZ Rivierenland;Rumst;17;0.0144312
11025;2547;Lint;1178;322;UZ Leuven;Leuven;35;0.0297114
11025;2547;Lint;1178;682;AZ Monica;Antwerpen;37;0.0314092
11025;2547;Lint;1178;689;Imelda Ziekenhuis;Bonheiden;10;0.008489
11029;2640;Mortsel;3906;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;633;0.1620584
11029;2640;Mortsel;3906;26;AZ Sint-Maarten;Mechelen;24;0.0061444
11029;2640;Mortsel;3906;49;AZ Sint-Jan Brugge - Oostende;Brugge;5;0.0012801
11029;2640;Mortsel;3906;97;Heilig-Hartziekenhuis;Lier;74;0.0189452
11029;2640;Mortsel;3906;99;GZA ziekenhuizen;Antwerpen;2249;0.5757808
11029;2640;Mortsel;3906;143;UZ Brussel;Jette;6;0.0015361
11029;2640;Mortsel;3906;236;Revalidatieziekenhuis RevArte;Edegem;43;0.0110087
11029;2640;Mortsel;3906;300;UZ Antwerpen;Edegem;524;0.1341526
11029;2640;Mortsel;3906;314;AZ Rivierenland;Rumst;15;0.0038402
11029;2640;Mortsel;3906;322;UZ Leuven;Leuven;40;0.0102407
11029;2640;Mortsel;3906;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;16;0.0040963
11029;2640;Mortsel;3906;536;AZ Sint-Jozef Malle;Malle;7;0.0017921
11029;2640;Mortsel;3906;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);8;0.0020481
11029;2640;Mortsel;3906;670;UZ Gent;Gent;12;0.0030722
11029;2640;Mortsel;3906;682;AZ Monica;Antwerpen;166;0.0424987
11029;2640;Mortsel;3906;710;AZ Klina;Brasschaat;22;0.0056324
11030;2845;Niel;1722;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;201;0.1167247
11030;2845;Niel;1722;26;AZ Sint-Maarten;Mechelen;34;0.0197445
11030;2845;Niel;1722;97;Heilig-Hartziekenhuis;Lier;5;0.0029036
11030;2845;Niel;1722;99;GZA ziekenhuizen;Antwerpen;259;0.1504065
11030;2845;Niel;1722;104;AZ Rivierenland;Rumst;18;0.010453
11030;2845;Niel;1722;143;UZ Brussel;Jette;6;0.0034843
11030;2845;Niel;1722;236;Revalidatieziekenhuis RevArte;Edegem;26;0.0150987
11030;2845;Niel;1722;300;UZ Antwerpen;Edegem;331;0.1922184
11030;2845;Niel;1722;314;AZ Rivierenland;Rumst;739;0.4291521
11030;2845;Niel;1722;322;UZ Leuven;Leuven;22;0.0127758
11030;2845;Niel;1722;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);8;0.0046458
11030;2845;Niel;1722;670;UZ Gent;Gent;7;0.004065
11030;2845;Niel;1722;682;AZ Monica;Antwerpen;30;0.0174216
