code_ins;code_postal;commune_patient;nombre_de_séjours_par_comunne_patient;classe;nombre_de_séjours_par_âge;numéro_agrément_hôpital;dénomination;commune_hôpital;nombre_de_séjours_par_hôpital_comunne_patient_âge;part_de_marché
11002;2000;Anvers;80720;De 15 à 64 ans;44807;265;AZ Lokeren;Lokeren;27;0.0006026
11002;2000;Anvers;80720;De 15 à 64 ans;44807;290;AZ Sint-Lucas;Gand;26;0.0005803
11002;2000;Anvers;80720;De 15 à 64 ans;44807;300;UZ Antwerpen;Edegem;3516;0.0784699
11002;2000;Anvers;80720;De 15 à 64 ans;44807;308;AZ Herentals;Herentals;67;0.0014953
11002;2000;Anvers;80720;De 15 à 64 ans;44807;310;AZ West;Furnes;6;0.0001339
11002;2000;Anvers;80720;De 15 à 64 ans;44807;322;UZ Leuven;Louvain;809;0.0180552
11002;2000;Anvers;80720;De 15 à 64 ans;44807;332;CHIREC - Hôpital Delta;Auderghem;28;0.0006249
11002;2000;Anvers;80720;De 15 à 64 ans;44807;371;Ziekenhuis Oost-Limburg;Genk;48;0.0010713
11002;2000;Anvers;80720;De 15 à 64 ans;44807;392;AZ Zeno;Knokke-Heist;15;0.0003348
11002;2000;Anvers;80720;De 15 à 64 ans;44807;395;Sint-Andriesziekenhuis;Tielt (Flandre occidentale);5;0.0001116
11002;2000;Anvers;80720;De 15 à 64 ans;44807;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;20;0.0004464
11002;2000;Anvers;80720;De 15 à 64 ans;44807;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;15;0.0003348
11002;2000;Anvers;80720;De 15 à 64 ans;44807;525;AZ Damiaan;Ostende;7;0.0001562
11002;2000;Anvers;80720;De 15 à 64 ans;44807;536;AZ Voorkempen;Malle;171;0.0038164
11002;2000;Anvers;80720;De 15 à 64 ans;44807;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);311;0.0069409
11002;2000;Anvers;80720;De 15 à 64 ans;44807;670;UZ Gent;Gand;118;0.0026335
11002;2000;Anvers;80720;De 15 à 64 ans;44807;682;AZ Monica;Anvers;8083;0.1803959
11002;2000;Anvers;80720;De 15 à 64 ans;44807;689;Imelda Ziekenhuis;Bonheiden;64;0.0014283
11002;2000;Anvers;80720;De 15 à 64 ans;44807;709;Ziekenhuis Geel;Geel;34;0.0007588
11002;2000;Anvers;80720;De 15 à 64 ans;44807;710;AZ Klina;Brasschaat;1835;0.0409534
11002;2000;Anvers;80720;De 15 à 64 ans;44807;712;AZ Diest;Diest;10;0.0002232
11002;2000;Anvers;80720;De 15 à 64 ans;44807;713;AZ Jan Palfijn;Gand;54;0.0012052
11002;2000;Anvers;80720;De 15 à 64 ans;44807;714;Sint-Franciscus Ziekenhuis;Heusden-Zolder;6;0.0001339
11002;2000;Anvers;80720;De 15 à 64 ans;44807;716;AZ Vesalius;Tongres;5;0.0001116
11002;2000;Anvers;80720;De 15 à 64 ans;44807;719;Noorderhart - Mariaziekenhuis;Pelt;20;0.0004464
11002;2000;Anvers;80720;De 15 à 64 ans;44807;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;11;0.0002455
11002;2000;Anvers;80720;65 ans et plus;30563;9;Ziekenhuisnetwerk Antwerpen;Anvers;12085;0.3954128
11002;2000;Anvers;80720;65 ans et plus;30563;26;AZ Sint-Maarten;Malines;107;0.003501
11002;2000;Anvers;80720;65 ans et plus;30563;49;AZ Sint-Jan Brugge - Oostende;Bruges;7;0.000229
11002;2000;Anvers;80720;65 ans et plus;30563;63;AZ Turnhout;Turnhout;57;0.001865
11002;2000;Anvers;80720;65 ans et plus;30563;79;Institut Jules Bordet;Bruxelles;8;0.0002618
11002;2000;Anvers;80720;65 ans et plus;30563;97;Heilig Hart Ziekenhuis - Lier;Lierre;73;0.0023885
11002;2000;Anvers;80720;65 ans et plus;30563;99;GZA ziekenhuizen;Anvers;7841;0.256552
11002;2000;Anvers;80720;65 ans et plus;30563;104;AZ Rivierenland;Rumst;209;0.0068383
11002;2000;Anvers;80720;65 ans et plus;30563;108;RZ Heilig Hart Leuven;Louvain;6;0.0001963
11002;2000;Anvers;80720;65 ans et plus;30563;126;Onze-Lieve-Vrouw Ziekenhuis;Alost (Flandre orientale);22;0.0007198
11002;2000;Anvers;80720;65 ans et plus;30563;134;AZ Sint-Vincentius;Deinze;27;0.0008834
11002;2000;Anvers;80720;65 ans et plus;30563;143;UZ Brussel;Jette;32;0.001047
11002;2000;Anvers;80720;65 ans et plus;30563;176;Algemeen Stedelijk Ziekenhuis AV;Alost (Flandre orientale);9;0.0002945
11002;2000;Anvers;80720;65 ans et plus;30563;204;AZ Jan Portaels;Vilvorde;5;0.0001636
11002;2000;Anvers;80720;65 ans et plus;30563;243;Jessa Ziekenhuis;Hasselt;7;0.000229
11002;2000;Anvers;80720;65 ans et plus;30563;265;AZ Lokeren;Lokeren;22;0.0007198
11002;2000;Anvers;80720;65 ans et plus;30563;290;AZ Sint-Lucas;Gand;10;0.0003272
11002;2000;Anvers;80720;65 ans et plus;30563;300;UZ Antwerpen;Edegem;2489;0.0814383
11002;2000;Anvers;80720;65 ans et plus;30563;308;AZ Herentals;Herentals;33;0.0010797
11002;2000;Anvers;80720;65 ans et plus;30563;322;UZ Leuven;Louvain;276;0.0090305
11002;2000;Anvers;80720;65 ans et plus;30563;332;CHIREC - Hôpital Delta;Auderghem;11;0.0003599
11002;2000;Anvers;80720;65 ans et plus;30563;392;AZ Zeno;Knokke-Heist;11;0.0003599
11002;2000;Anvers;80720;65 ans et plus;30563;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;9;0.0002945
11002;2000;Anvers;80720;65 ans et plus;30563;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;10;0.0003272
11002;2000;Anvers;80720;65 ans et plus;30563;525;AZ Damiaan;Ostende;9;0.0002945
11002;2000;Anvers;80720;65 ans et plus;30563;536;AZ Voorkempen;Malle;167;0.0054641
11002;2000;Anvers;80720;65 ans et plus;30563;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);122;0.0039918
11002;2000;Anvers;80720;65 ans et plus;30563;670;UZ Gent;Gand;19;0.0006217
11002;2000;Anvers;80720;65 ans et plus;30563;682;AZ Monica;Anvers;5280;0.1727579
11002;2000;Anvers;80720;65 ans et plus;30563;689;Imelda Ziekenhuis;Bonheiden;37;0.0012106
11002;2000;Anvers;80720;65 ans et plus;30563;709;Ziekenhuis Geel;Geel;15;0.0004908
11002;2000;Anvers;80720;65 ans et plus;30563;710;AZ Klina;Brasschaat;1493;0.0488499
11002;2000;Anvers;80720;65 ans et plus;30563;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;6;0.0001963
11004;2530;Boechout;2299;Moins de 15 ans;88;9;Ziekenhuisnetwerk Antwerpen;Anvers;19;0.2159091
11004;2530;Boechout;2299;Moins de 15 ans;88;26;AZ Sint-Maarten;Malines;7;0.0795455
11004;2530;Boechout;2299;Moins de 15 ans;88;97;Heilig Hart Ziekenhuis - Lier;Lierre;15;0.1704545
11004;2530;Boechout;2299;Moins de 15 ans;88;99;GZA ziekenhuizen;Anvers;18;0.2045455
11004;2530;Boechout;2299;Moins de 15 ans;88;300;UZ Antwerpen;Edegem;8;0.0909091
11004;2530;Boechout;2299;Moins de 15 ans;88;682;AZ Monica;Anvers;15;0.1704545
11004;2530;Boechout;2299;De 15 à 64 ans;1191;9;Ziekenhuisnetwerk Antwerpen;Anvers;124;0.1041142
11004;2530;Boechout;2299;De 15 à 64 ans;1191;26;AZ Sint-Maarten;Malines;63;0.0528967
11004;2530;Boechout;2299;De 15 à 64 ans;1191;97;Heilig Hart Ziekenhuis - Lier;Lierre;183;0.1536524
11004;2530;Boechout;2299;De 15 à 64 ans;1191;99;GZA ziekenhuizen;Anvers;507;0.4256927
11004;2530;Boechout;2299;De 15 à 64 ans;1191;104;AZ Rivierenland;Rumst;13;0.0109152
11004;2530;Boechout;2299;De 15 à 64 ans;1191;300;UZ Antwerpen;Edegem;102;0.0856423
11004;2530;Boechout;2299;De 15 à 64 ans;1191;322;UZ Leuven;Louvain;17;0.0142737
11004;2530;Boechout;2299;De 15 à 64 ans;1191;682;AZ Monica;Anvers;135;0.1133501
11004;2530;Boechout;2299;De 15 à 64 ans;1191;689;Imelda Ziekenhuis;Bonheiden;8;0.006717
11004;2530;Boechout;2299;De 15 à 64 ans;1191;710;AZ Klina;Brasschaat;5;0.0041982
11004;2530;Boechout;2299;65 ans et plus;1020;9;Ziekenhuisnetwerk Antwerpen;Anvers;83;0.0813725
11004;2530;Boechout;2299;65 ans et plus;1020;26;AZ Sint-Maarten;Malines;46;0.045098
11004;2530;Boechout;2299;65 ans et plus;1020;63;AZ Turnhout;Turnhout;6;0.0058824
11004;2530;Boechout;2299;65 ans et plus;1020;97;Heilig Hart Ziekenhuis - Lier;Lierre;260;0.254902
11004;2530;Boechout;2299;65 ans et plus;1020;99;GZA ziekenhuizen;Anvers;383;0.3754902
11004;2530;Boechout;2299;65 ans et plus;1020;104;AZ Rivierenland;Rumst;10;0.0098039
11004;2530;Boechout;2299;65 ans et plus;1020;126;Onze-Lieve-Vrouw Ziekenhuis;Alost (Flandre orientale);13;0.0127451
11004;2530;Boechout;2299;65 ans et plus;1020;300;UZ Antwerpen;Edegem;86;0.0843137
11004;2530;Boechout;2299;65 ans et plus;1020;322;UZ Leuven;Louvain;23;0.022549
11004;2530;Boechout;2299;65 ans et plus;1020;682;AZ Monica;Anvers;90;0.0882353
11004;2530;Boechout;2299;65 ans et plus;1020;710;AZ Klina;Brasschaat;5;0.004902
11005;2850;Boom;3521;Moins de 15 ans;194;9;Ziekenhuisnetwerk Antwerpen;Anvers;52;0.2680412
11005;2850;Boom;3521;Moins de 15 ans;194;99;GZA ziekenhuizen;Anvers;11;0.056701
11005;2850;Boom;3521;Moins de 15 ans;194;104;AZ Rivierenland;Rumst;90;0.4639175
11005;2850;Boom;3521;Moins de 15 ans;194;300;UZ Antwerpen;Edegem;21;0.1082474
11005;2850;Boom;3521;Moins de 15 ans;194;682;AZ Monica;Anvers;8;0.0412371
11005;2850;Boom;3521;De 15 à 64 ans;2000;9;Ziekenhuisnetwerk Antwerpen;Anvers;164;0.082
11005;2850;Boom;3521;De 15 à 64 ans;2000;26;AZ Sint-Maarten;Malines;98;0.049
11005;2850;Boom;3521;De 15 à 64 ans;2000;97;Heilig Hart Ziekenhuis - Lier;Lierre;9;0.0045
11005;2850;Boom;3521;De 15 à 64 ans;2000;99;GZA ziekenhuizen;Anvers;221;0.1105
11005;2850;Boom;3521;De 15 à 64 ans;2000;104;AZ Rivierenland;Rumst;1077;0.5385
11005;2850;Boom;3521;De 15 à 64 ans;2000;143;UZ Brussel;Jette;12;0.006
11005;2850;Boom;3521;De 15 à 64 ans;2000;217;AZ Sint-Elisabeth;Zottegem;10;0.005
11005;2850;Boom;3521;De 15 à 64 ans;2000;300;UZ Antwerpen;Edegem;245;0.1225
11005;2850;Boom;3521;De 15 à 64 ans;2000;322;UZ Leuven;Louvain;18;0.009
11005;2850;Boom;3521;De 15 à 64 ans;2000;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;13;0.0065
11005;2850;Boom;3521;De 15 à 64 ans;2000;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);13;0.0065
11005;2850;Boom;3521;De 15 à 64 ans;2000;670;UZ Gent;Gand;5;0.0025
11005;2850;Boom;3521;De 15 à 64 ans;2000;682;AZ Monica;Anvers;59;0.0295
11005;2850;Boom;3521;De 15 à 64 ans;2000;689;Imelda Ziekenhuis;Bonheiden;10;0.005
11005;2850;Boom;3521;De 15 à 64 ans;2000;710;AZ Klina;Brasschaat;9;0.0045
11005;2850;Boom;3521;65 ans et plus;1327;9;Ziekenhuisnetwerk Antwerpen;Anvers;104;0.0783723
11005;2850;Boom;3521;65 ans et plus;1327;26;AZ Sint-Maarten;Malines;127;0.0957046
11005;2850;Boom;3521;65 ans et plus;1327;99;GZA ziekenhuizen;Anvers;60;0.0452148
11005;2850;Boom;3521;65 ans et plus;1327;104;AZ Rivierenland;Rumst;807;0.6081387
11005;2850;Boom;3521;65 ans et plus;1327;126;Onze-Lieve-Vrouw Ziekenhuis;Alost (Flandre orientale);14;0.0105501
11005;2850;Boom;3521;65 ans et plus;1327;300;UZ Antwerpen;Edegem;176;0.13263
11005;2850;Boom;3521;65 ans et plus;1327;682;AZ Monica;Anvers;27;0.0203466
11007;2150;Borsbeek;1947;Moins de 15 ans;95;9;Ziekenhuisnetwerk Antwerpen;Anvers;35;0.3684211
11007;2150;Borsbeek;1947;Moins de 15 ans;95;99;GZA ziekenhuizen;Anvers;10;0.1052632
11007;2150;Borsbeek;1947;Moins de 15 ans;95;300;UZ Antwerpen;Edegem;5;0.0526316
11007;2150;Borsbeek;1947;Moins de 15 ans;95;322;UZ Leuven;Louvain;6;0.0631579
11007;2150;Borsbeek;1947;Moins de 15 ans;95;682;AZ Monica;Anvers;31;0.3263158
11007;2150;Borsbeek;1947;De 15 à 64 ans;1145;9;Ziekenhuisnetwerk Antwerpen;Anvers;207;0.180786
11007;2150;Borsbeek;1947;De 15 à 64 ans;1145;26;AZ Sint-Maarten;Malines;10;0.0087336
11007;2150;Borsbeek;1947;De 15 à 64 ans;1145;97;Heilig Hart Ziekenhuis - Lier;Lierre;26;0.0227074
11007;2150;Borsbeek;1947;De 15 à 64 ans;1145;99;GZA ziekenhuizen;Anvers;201;0.1755459
11007;2150;Borsbeek;1947;De 15 à 64 ans;1145;143;UZ Brussel;Jette;8;0.0069869
11007;2150;Borsbeek;1947;De 15 à 64 ans;1145;300;UZ Antwerpen;Edegem;109;0.0951965
11007;2150;Borsbeek;1947;De 15 à 64 ans;1145;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);9;0.0078603
11007;2150;Borsbeek;1947;De 15 à 64 ans;1145;682;AZ Monica;Anvers;547;0.4777293
11007;2150;Borsbeek;1947;De 15 à 64 ans;1145;710;AZ Klina;Brasschaat;9;0.0078603
11007;2150;Borsbeek;1947;65 ans et plus;707;9;Ziekenhuisnetwerk Antwerpen;Anvers;116;0.1640736
11007;2150;Borsbeek;1947;65 ans et plus;707;97;Heilig Hart Ziekenhuis - Lier;Lierre;9;0.0127298
11007;2150;Borsbeek;1947;65 ans et plus;707;99;GZA ziekenhuizen;Anvers;99;0.1400283
11007;2150;Borsbeek;1947;65 ans et plus;707;300;UZ Antwerpen;Edegem;122;0.1725601
11007;2150;Borsbeek;1947;65 ans et plus;707;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);7;0.009901
11007;2150;Borsbeek;1947;65 ans et plus;707;682;AZ Monica;Anvers;338;0.4780764
11008;2930;Brasschaat;6736;Moins de 15 ans;253;9;Ziekenhuisnetwerk Antwerpen;Anvers;48;0.1897233
11008;2930;Brasschaat;6736;Moins de 15 ans;253;99;GZA ziekenhuizen;Anvers;10;0.0395257
11008;2930;Brasschaat;6736;Moins de 15 ans;253;300;UZ Antwerpen;Edegem;19;0.0750988
11008;2930;Brasschaat;6736;Moins de 15 ans;253;322;UZ Leuven;Louvain;6;0.0237154
11008;2930;Brasschaat;6736;Moins de 15 ans;253;536;AZ Voorkempen;Malle;5;0.0197628
11008;2930;Brasschaat;6736;Moins de 15 ans;253;670;UZ Gent;Gand;18;0.0711462
11008;2930;Brasschaat;6736;Moins de 15 ans;253;682;AZ Monica;Anvers;30;0.1185771
11008;2930;Brasschaat;6736;Moins de 15 ans;253;710;AZ Klina;Brasschaat;106;0.4189723
11008;2930;Brasschaat;6736;De 15 à 64 ans;3427;9;Ziekenhuisnetwerk Antwerpen;Anvers;499;0.1456084
11008;2930;Brasschaat;6736;De 15 à 64 ans;3427;26;AZ Sint-Maarten;Malines;9;0.0026262
11008;2930;Brasschaat;6736;De 15 à 64 ans;3427;49;AZ Sint-Jan Brugge - Oostende;Bruges;10;0.002918
11008;2930;Brasschaat;6736;De 15 à 64 ans;3427;63;AZ Turnhout;Turnhout;9;0.0026262
11008;2930;Brasschaat;6736;De 15 à 64 ans;3427;99;GZA ziekenhuizen;Anvers;278;0.0811205
11008;2930;Brasschaat;6736;De 15 à 64 ans;3427;104;AZ Rivierenland;Rumst;9;0.0026262
11008;2930;Brasschaat;6736;De 15 à 64 ans;3427;143;UZ Brussel;Jette;12;0.0035016
11008;2930;Brasschaat;6736;De 15 à 64 ans;3427;300;UZ Antwerpen;Edegem;183;0.0533995
11008;2930;Brasschaat;6736;De 15 à 64 ans;3427;308;AZ Herentals;Herentals;7;0.0020426
11008;2930;Brasschaat;6736;De 15 à 64 ans;3427;322;UZ Leuven;Louvain;65;0.018967
11008;2930;Brasschaat;6736;De 15 à 64 ans;3427;536;AZ Voorkempen;Malle;48;0.0140064
11008;2930;Brasschaat;6736;De 15 à 64 ans;3427;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);13;0.0037934
11008;2930;Brasschaat;6736;De 15 à 64 ans;3427;670;UZ Gent;Gand;9;0.0026262
11008;2930;Brasschaat;6736;De 15 à 64 ans;3427;682;AZ Monica;Anvers;254;0.0741173
11008;2930;Brasschaat;6736;De 15 à 64 ans;3427;710;AZ Klina;Brasschaat;1982;0.5783484
11008;2930;Brasschaat;6736;65 ans et plus;3056;9;Ziekenhuisnetwerk Antwerpen;Anvers;385;0.1259817
11008;2930;Brasschaat;6736;65 ans et plus;3056;99;GZA ziekenhuizen;Anvers;164;0.0536649
11008;2930;Brasschaat;6736;65 ans et plus;3056;126;Onze-Lieve-Vrouw Ziekenhuis;Alost (Flandre orientale);5;0.0016361
11008;2930;Brasschaat;6736;65 ans et plus;3056;300;UZ Antwerpen;Edegem;174;0.0569372
11008;2930;Brasschaat;6736;65 ans et plus;3056;322;UZ Leuven;Louvain;56;0.0183246
11008;2930;Brasschaat;6736;65 ans et plus;3056;536;AZ Voorkempen;Malle;26;0.0085079
11008;2930;Brasschaat;6736;65 ans et plus;3056;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);6;0.0019634
11008;2930;Brasschaat;6736;65 ans et plus;3056;682;AZ Monica;Anvers;136;0.0445026
11008;2930;Brasschaat;6736;65 ans et plus;3056;710;AZ Klina;Brasschaat;2081;0.6809555
11009;2960;Brecht;5636;Moins de 15 ans;225;9;Ziekenhuisnetwerk Antwerpen;Anvers;61;0.2711111
11009;2960;Brecht;5636;Moins de 15 ans;225;63;AZ Turnhout;Turnhout;8;0.0355556
11009;2960;Brecht;5636;Moins de 15 ans;225;99;GZA ziekenhuizen;Anvers;8;0.0355556
11009;2960;Brecht;5636;Moins de 15 ans;225;300;UZ Antwerpen;Edegem;11;0.0488889
11009;2960;Brecht;5636;Moins de 15 ans;225;536;AZ Voorkempen;Malle;67;0.2977778
11009;2960;Brecht;5636;Moins de 15 ans;225;682;AZ Monica;Anvers;21;0.0933333
11009;2960;Brecht;5636;Moins de 15 ans;225;710;AZ Klina;Brasschaat;39;0.1733333
11009;2960;Brecht;5636;De 15 à 64 ans;3134;9;Ziekenhuisnetwerk Antwerpen;Anvers;322;0.1027441
11009;2960;Brecht;5636;De 15 à 64 ans;3134;26;AZ Sint-Maarten;Malines;13;0.0041481
11009;2960;Brecht;5636;De 15 à 64 ans;3134;63;AZ Turnhout;Turnhout;92;0.0293555
11009;2960;Brecht;5636;De 15 à 64 ans;3134;97;Heilig Hart Ziekenhuis - Lier;Lierre;22;0.0070198
11009;2960;Brecht;5636;De 15 à 64 ans;3134;99;GZA ziekenhuizen;Anvers;184;0.0587109
11009;2960;Brecht;5636;De 15 à 64 ans;3134;104;AZ Rivierenland;Rumst;13;0.0041481
11009;2960;Brecht;5636;De 15 à 64 ans;3134;143;UZ Brussel;Jette;5;0.0015954
11009;2960;Brecht;5636;De 15 à 64 ans;3134;300;UZ Antwerpen;Edegem;226;0.0721123
11009;2960;Brecht;5636;De 15 à 64 ans;3134;308;AZ Herentals;Herentals;11;0.0035099
11009;2960;Brecht;5636;De 15 à 64 ans;3134;322;UZ Leuven;Louvain;61;0.0194639
11009;2960;Brecht;5636;De 15 à 64 ans;3134;536;AZ Voorkempen;Malle;1007;0.3213146
11009;2960;Brecht;5636;De 15 à 64 ans;3134;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);21;0.0067007
11009;2960;Brecht;5636;De 15 à 64 ans;3134;682;AZ Monica;Anvers;235;0.074984
11009;2960;Brecht;5636;De 15 à 64 ans;3134;710;AZ Klina;Brasschaat;900;0.2871729
11009;2960;Brecht;5636;65 ans et plus;2277;9;Ziekenhuisnetwerk Antwerpen;Anvers;293;0.1286781
