code_ins;code_postal;commune_patient;nombre_de_séjours;numéro_agrément_hôpital;dénomination;commune_hôpital;nombre_de_séjours.1;part_de_marché
11002;2000;Anvers;93439;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;45;0.0004816
11002;2000;Anvers;93439;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;20;0.000214
11002;2000;Anvers;93439;525;AZ Damiaan Oostende;Ostende;18;0.0001926
11002;2000;Anvers;93439;536;AZ Sint-Jozef Malle;Malle;314;0.0033605
11002;2000;Anvers;93439;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);494;0.0052869
11002;2000;Anvers;93439;670;UZ Gent;Gand;202;0.0021618
11002;2000;Anvers;93439;682;AZ Monica;Anvers;16834;0.1801603
11002;2000;Anvers;93439;689;Imelda Ziekenhuis;Bonheiden;155;0.0016588
11002;2000;Anvers;93439;707;CHU Sart Tilman;Liège;5;5.35e-05
11002;2000;Anvers;93439;709;AZ St.-Dimpna;Geel;55;0.0005886
11002;2000;Anvers;93439;710;AZ Klina;Brasschaat;3902;0.0417599
11002;2000;Anvers;93439;712;AZ Diest;Diest;8;8.56e-05
11002;2000;Anvers;93439;713;AZ Jan Palfijn Gent;Gand;76;0.0008134
11002;2000;Anvers;93439;714;Sint-Franciscusziekenhuis;Heusden-Zolder;22;0.0002354
11002;2000;Anvers;93439;715;Sint-Trudo Ziekenhuis;Saint-Trond;7;7.49e-05
11002;2000;Anvers;93439;716;AZ Vesalius;Tongres;11;0.0001177
11002;2000;Anvers;93439;717;Ziekenhuis Maas en Kempen;Maaseik;5;5.35e-05
11002;2000;Anvers;93439;719;Mariaziekenhuis Noord-Limburg;Pelt;20;0.000214
11002;2000;Anvers;93439;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;12;0.0001284
11004;2530;Boechout;2886;9;Ziekenhuisnetwerk Antwerpen;Anvers;294;0.1018711
11004;2530;Boechout;2886;26;AZ Sint-Maarten;Malines;153;0.0530146
11004;2530;Boechout;2886;97;Heilig-Hartziekenhuis;Lierre;528;0.1829522
11004;2530;Boechout;2886;99;GZA ziekenhuizen;Anvers;1199;0.4154539
11004;2530;Boechout;2886;104;AZ Rivierenland;Rumst;15;0.0051975
11004;2530;Boechout;2886;108;RZ Heilig Hart;Louvain;5;0.0017325
11004;2530;Boechout;2886;109;RZ Heilig Hart Tienen;Tirlemont;5;0.0017325
11004;2530;Boechout;2886;300;UZ Antwerpen;Edegem;261;0.0904366
11004;2530;Boechout;2886;308;AZ Herentals;Herentals;5;0.0017325
11004;2530;Boechout;2886;322;UZ Leuven;Louvain;84;0.029106
11004;2530;Boechout;2886;536;AZ Sint-Jozef Malle;Malle;9;0.0031185
11004;2530;Boechout;2886;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);17;0.0058905
11004;2530;Boechout;2886;682;AZ Monica;Anvers;249;0.0862786
11004;2530;Boechout;2886;689;Imelda Ziekenhuis;Bonheiden;7;0.0024255
11004;2530;Boechout;2886;710;AZ Klina;Brasschaat;11;0.0038115
11005;2850;Boom;4034;9;Ziekenhuisnetwerk Antwerpen;Anvers;346;0.0857709
11005;2850;Boom;4034;26;AZ Sint-Maarten;Malines;189;0.0468518
11005;2850;Boom;4034;79;Institut Jules Bordet;Bruxelles;5;0.0012395
11005;2850;Boom;4034;97;Heilig-Hartziekenhuis;Lierre;13;0.0032226
11005;2850;Boom;4034;99;GZA ziekenhuizen;Anvers;374;0.0927119
11005;2850;Boom;4034;104;AZ Rivierenland;Rumst;2314;0.5736242
11005;2850;Boom;4034;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);5;0.0012395
11005;2850;Boom;4034;143;UZ Brussel;Jette;13;0.0032226
11005;2850;Boom;4034;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);10;0.0024789
11005;2850;Boom;4034;204;AZ Jan Portaels;Vilvorde;5;0.0012395
11005;2850;Boom;4034;217;AZ Sint-Elisabeth;Zottegem;11;0.0027268
11005;2850;Boom;4034;300;UZ Antwerpen;Edegem;492;0.1219633
11005;2850;Boom;4034;322;UZ Leuven;Louvain;37;0.009172
11005;2850;Boom;4034;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;15;0.0037184
11005;2850;Boom;4034;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);17;0.0042142
11005;2850;Boom;4034;670;UZ Gent;Gand;19;0.00471
11005;2850;Boom;4034;682;AZ Monica;Anvers;103;0.025533
11005;2850;Boom;4034;689;Imelda Ziekenhuis;Bonheiden;25;0.0061973
11005;2850;Boom;4034;710;AZ Klina;Brasschaat;6;0.0014874
11007;2150;Borsbeek;2444;9;Ziekenhuisnetwerk Antwerpen;Anvers;462;0.1890344
11007;2150;Borsbeek;2444;26;AZ Sint-Maarten;Malines;20;0.0081833
11007;2150;Borsbeek;2444;63;AZ Turnhout;Turnhout;9;0.0036825
11007;2150;Borsbeek;2444;97;Heilig-Hartziekenhuis;Lierre;27;0.0110475
11007;2150;Borsbeek;2444;99;GZA ziekenhuizen;Anvers;473;0.1935352
11007;2150;Borsbeek;2444;104;AZ Rivierenland;Rumst;13;0.0053191
11007;2150;Borsbeek;2444;143;UZ Brussel;Jette;5;0.0020458
11007;2150;Borsbeek;2444;300;UZ Antwerpen;Edegem;247;0.1010638
11007;2150;Borsbeek;2444;322;UZ Leuven;Louvain;9;0.0036825
11007;2150;Borsbeek;2444;536;AZ Sint-Jozef Malle;Malle;7;0.0028642
11007;2150;Borsbeek;2444;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);12;0.00491
11007;2150;Borsbeek;2444;682;AZ Monica;Anvers;1107;0.452946
11007;2150;Borsbeek;2444;710;AZ Klina;Brasschaat;26;0.0106383
11008;2930;Brasschaat;7755;9;Ziekenhuisnetwerk Antwerpen;Anvers;936;0.1206963
11008;2930;Brasschaat;7755;26;AZ Sint-Maarten;Malines;20;0.002579
11008;2930;Brasschaat;7755;49;AZ Sint-Jan Brugge - Oostende;Bruges;6;0.0007737
11008;2930;Brasschaat;7755;63;AZ Turnhout;Turnhout;14;0.0018053
11008;2930;Brasschaat;7755;97;Heilig-Hartziekenhuis;Lierre;10;0.0012895
11008;2930;Brasschaat;7755;99;GZA ziekenhuizen;Anvers;562;0.0724694
11008;2930;Brasschaat;7755;104;AZ Rivierenland;Rumst;17;0.0021921
11008;2930;Brasschaat;7755;108;RZ Heilig Hart;Louvain;7;0.0009026
11008;2930;Brasschaat;7755;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);5;0.0006447
11008;2930;Brasschaat;7755;143;UZ Brussel;Jette;17;0.0021921
11008;2930;Brasschaat;7755;300;UZ Antwerpen;Edegem;375;0.0483559
11008;2930;Brasschaat;7755;322;UZ Leuven;Louvain;103;0.0132818
11008;2930;Brasschaat;7755;371;Ziekenhuis Oost-Limburg;Genk;6;0.0007737
11008;2930;Brasschaat;7755;536;AZ Sint-Jozef Malle;Malle;143;0.0184397
11008;2930;Brasschaat;7755;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);24;0.0030948
11008;2930;Brasschaat;7755;670;UZ Gent;Gand;10;0.0012895
11008;2930;Brasschaat;7755;682;AZ Monica;Anvers;466;0.0600903
11008;2930;Brasschaat;7755;710;AZ Klina;Brasschaat;4982;0.6424242
11009;2960;Brecht;6212;9;Ziekenhuisnetwerk Antwerpen;Anvers;741;0.1192853
11009;2960;Brecht;6212;26;AZ Sint-Maarten;Malines;7;0.0011269
11009;2960;Brecht;6212;63;AZ Turnhout;Turnhout;213;0.0342885
11009;2960;Brecht;6212;97;Heilig-Hartziekenhuis;Lierre;29;0.0046684
11009;2960;Brecht;6212;99;GZA ziekenhuizen;Anvers;259;0.0416935
11009;2960;Brecht;6212;104;AZ Rivierenland;Rumst;14;0.0022537
11009;2960;Brecht;6212;108;RZ Heilig Hart;Louvain;6;0.0009659
11009;2960;Brecht;6212;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);6;0.0009659
11009;2960;Brecht;6212;143;UZ Brussel;Jette;7;0.0011269
11009;2960;Brecht;6212;300;UZ Antwerpen;Edegem;284;0.045718
11009;2960;Brecht;6212;308;AZ Herentals;Herentals;7;0.0011269
11009;2960;Brecht;6212;322;UZ Leuven;Louvain;91;0.0146491
11009;2960;Brecht;6212;525;AZ Damiaan Oostende;Ostende;10;0.0016098
11009;2960;Brecht;6212;536;AZ Sint-Jozef Malle;Malle;2562;0.4124276
11009;2960;Brecht;6212;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);25;0.0040245
11009;2960;Brecht;6212;670;UZ Gent;Gand;9;0.0014488
11009;2960;Brecht;6212;682;AZ Monica;Anvers;530;0.0853187
11009;2960;Brecht;6212;710;AZ Klina;Brasschaat;1379;0.2219897
11013;2650;Edegem;4912;9;Ziekenhuisnetwerk Antwerpen;Anvers;878;0.1787459
11013;2650;Edegem;4912;26;AZ Sint-Maarten;Malines;100;0.0203583
11013;2650;Edegem;4912;63;AZ Turnhout;Turnhout;11;0.0022394
11013;2650;Edegem;4912;97;Heilig-Hartziekenhuis;Lierre;33;0.0067182
11013;2650;Edegem;4912;99;GZA ziekenhuizen;Anvers;2209;0.449715
11013;2650;Edegem;4912;104;AZ Rivierenland;Rumst;141;0.0287052
11013;2650;Edegem;4912;108;RZ Heilig Hart;Louvain;9;0.0018322
11013;2650;Edegem;4912;143;UZ Brussel;Jette;8;0.0016287
11013;2650;Edegem;4912;265;AZ Lokeren;Lokeren;12;0.002443
11013;2650;Edegem;4912;300;UZ Antwerpen;Edegem;1040;0.2117264
11013;2650;Edegem;4912;322;UZ Leuven;Louvain;23;0.0046824
11013;2650;Edegem;4912;536;AZ Sint-Jozef Malle;Malle;6;0.0012215
11013;2650;Edegem;4912;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);12;0.002443
11013;2650;Edegem;4912;670;UZ Gent;Gand;5;0.0010179
11013;2650;Edegem;4912;682;AZ Monica;Anvers;337;0.0686075
11013;2650;Edegem;4912;689;Imelda Ziekenhuis;Bonheiden;7;0.0014251
11013;2650;Edegem;4912;710;AZ Klina;Brasschaat;25;0.0050896
11013;2650;Edegem;4912;713;AZ Jan Palfijn Gent;Gand;6;0.0012215
11016;2910;Essen;3145;9;Ziekenhuisnetwerk Antwerpen;Anvers;408;0.1297297
11016;2910;Essen;3145;26;AZ Sint-Maarten;Malines;5;0.0015898
11016;2910;Essen;3145;99;GZA ziekenhuizen;Anvers;162;0.0515103
11016;2910;Essen;3145;104;AZ Rivierenland;Rumst;7;0.0022258
11016;2910;Essen;3145;143;UZ Brussel;Jette;7;0.0022258
11016;2910;Essen;3145;243;Jessa Ziekenhuis;Hasselt;5;0.0015898
11016;2910;Essen;3145;265;AZ Lokeren;Lokeren;8;0.0025437
11016;2910;Essen;3145;300;UZ Antwerpen;Edegem;164;0.0521463
11016;2910;Essen;3145;322;UZ Leuven;Louvain;28;0.008903
11016;2910;Essen;3145;536;AZ Sint-Jozef Malle;Malle;232;0.0737679
11016;2910;Essen;3145;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);26;0.0082671
11016;2910;Essen;3145;682;AZ Monica;Anvers;152;0.0483307
11016;2910;Essen;3145;689;Imelda Ziekenhuis;Bonheiden;6;0.0019078
11016;2910;Essen;3145;710;AZ Klina;Brasschaat;1907;0.6063593
11018;2620;Hemiksem;2366;9;Ziekenhuisnetwerk Antwerpen;Anvers;422;0.1783601
11018;2620;Hemiksem;2366;26;AZ Sint-Maarten;Malines;28;0.0118343
11018;2620;Hemiksem;2366;97;Heilig-Hartziekenhuis;Lierre;6;0.0025359
11018;2620;Hemiksem;2366;99;GZA ziekenhuizen;Anvers;462;0.1952663
11018;2620;Hemiksem;2366;104;AZ Rivierenland;Rumst;916;0.3871513
11018;2620;Hemiksem;2366;143;UZ Brussel;Jette;25;0.0105664
11018;2620;Hemiksem;2366;300;UZ Antwerpen;Edegem;294;0.1242604
11018;2620;Hemiksem;2366;322;UZ Leuven;Louvain;16;0.0067625
11018;2620;Hemiksem;2366;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);20;0.0084531
11018;2620;Hemiksem;2366;682;AZ Monica;Anvers;138;0.0583263
11018;2620;Hemiksem;2366;710;AZ Klina;Brasschaat;10;0.0042265
11021;2540;Hove;1660;9;Ziekenhuisnetwerk Antwerpen;Anvers;168;0.1012048
11021;2540;Hove;1660;26;AZ Sint-Maarten;Malines;80;0.0481928
11021;2540;Hove;1660;97;Heilig-Hartziekenhuis;Lierre;48;0.0289157
11021;2540;Hove;1660;99;GZA ziekenhuizen;Anvers;910;0.5481928
11021;2540;Hove;1660;104;AZ Rivierenland;Rumst;29;0.0174699
11021;2540;Hove;1660;143;UZ Brussel;Jette;6;0.0036145
11021;2540;Hove;1660;243;Jessa Ziekenhuis;Hasselt;6;0.0036145
11021;2540;Hove;1660;300;UZ Antwerpen;Edegem;224;0.1349398
11021;2540;Hove;1660;308;AZ Herentals;Herentals;6;0.0036145
11021;2540;Hove;1660;322;UZ Leuven;Louvain;22;0.013253
11021;2540;Hove;1660;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);8;0.0048193
11021;2540;Hove;1660;682;AZ Monica;Anvers;123;0.0740964
11021;2540;Hove;1660;689;Imelda Ziekenhuis;Bonheiden;7;0.0042169
11022;2920;Kalmthout;3534;9;Ziekenhuisnetwerk Antwerpen;Anvers;472;0.1335597
11022;2920;Kalmthout;3534;63;AZ Turnhout;Turnhout;9;0.0025467
11022;2920;Kalmthout;3534;97;Heilig-Hartziekenhuis;Lierre;9;0.0025467
11022;2920;Kalmthout;3534;99;GZA ziekenhuizen;Anvers;204;0.057725
11022;2920;Kalmthout;3534;104;AZ Rivierenland;Rumst;10;0.0028297
11022;2920;Kalmthout;3534;243;Jessa Ziekenhuis;Hasselt;19;0.0053763
11022;2920;Kalmthout;3534;300;UZ Antwerpen;Edegem;258;0.0730051
11022;2920;Kalmthout;3534;308;AZ Herentals;Herentals;5;0.0014148
11022;2920;Kalmthout;3534;322;UZ Leuven;Louvain;33;0.0093379
11022;2920;Kalmthout;3534;536;AZ Sint-Jozef Malle;Malle;170;0.0481041
11022;2920;Kalmthout;3534;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);14;0.0039615
11022;2920;Kalmthout;3534;670;UZ Gent;Gand;17;0.0048104
11022;2920;Kalmthout;3534;682;AZ Monica;Anvers;170;0.0481041
11022;2920;Kalmthout;3534;710;AZ Klina;Brasschaat;2116;0.598755
11023;2950;Kapellen (Anvers);5171;9;Ziekenhuisnetwerk Antwerpen;Anvers;908;0.1755947
11023;2950;Kapellen (Anvers);5171;26;AZ Sint-Maarten;Malines;10;0.0019339
11023;2950;Kapellen (Anvers);5171;97;Heilig-Hartziekenhuis;Lierre;20;0.0038677
11023;2950;Kapellen (Anvers);5171;99;GZA ziekenhuizen;Anvers;449;0.0868304
11023;2950;Kapellen (Anvers);5171;104;AZ Rivierenland;Rumst;20;0.0038677
11023;2950;Kapellen (Anvers);5171;143;UZ Brussel;Jette;10;0.0019339
11023;2950;Kapellen (Anvers);5171;300;UZ Antwerpen;Edegem;303;0.058596
11023;2950;Kapellen (Anvers);5171;322;UZ Leuven;Louvain;58;0.0112164
11023;2950;Kapellen (Anvers);5171;536;AZ Sint-Jozef Malle;Malle;44;0.008509
11023;2950;Kapellen (Anvers);5171;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);32;0.0061884
11023;2950;Kapellen (Anvers);5171;670;UZ Gent;Gand;5;0.0009669
11023;2950;Kapellen (Anvers);5171;682;AZ Monica;Anvers;359;0.0694256
11023;2950;Kapellen (Anvers);5171;710;AZ Klina;Brasschaat;2915;0.5637208
11024;2550;Kontich;4584;9;Ziekenhuisnetwerk Antwerpen;Anvers;547;0.1193281
11024;2550;Kontich;4584;26;AZ Sint-Maarten;Malines;513;0.111911
11024;2550;Kontich;4584;63;AZ Turnhout;Turnhout;5;0.0010908
11024;2550;Kontich;4584;97;Heilig-Hartziekenhuis;Lierre;131;0.0285777
11024;2550;Kontich;4584;99;GZA ziekenhuizen;Anvers;1619;0.353185
11024;2550;Kontich;4584;104;AZ Rivierenland;Rumst;328;0.0715532
11024;2550;Kontich;4584;108;RZ Heilig Hart;Louvain;5;0.0010908
11024;2550;Kontich;4584;143;UZ Brussel;Jette;19;0.0041449
11024;2550;Kontich;4584;204;AZ Jan Portaels;Vilvorde;17;0.0037086
11024;2550;Kontich;4584;300;UZ Antwerpen;Edegem;871;0.1900087
11024;2550;Kontich;4584;322;UZ Leuven;Louvain;92;0.0200698
11024;2550;Kontich;4584;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;18;0.0039267
11024;2550;Kontich;4584;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);15;0.0032723
11024;2550;Kontich;4584;670;UZ Gent;Gand;7;0.0015271
11024;2550;Kontich;4584;682;AZ Monica;Anvers;300;0.065445
11024;2550;Kontich;4584;689;Imelda Ziekenhuis;Bonheiden;42;0.0091623
11024;2550;Kontich;4584;710;AZ Klina;Brasschaat;24;0.0052356
11024;2550;Kontich;4584;713;AZ Jan Palfijn Gent;Gand;7;0.0015271
11025;2547;Lint;1895;9;Ziekenhuisnetwerk Antwerpen;Anvers;97;0.0511873
11025;2547;Lint;1895;26;AZ Sint-Maarten;Malines;516;0.2722955
11025;2547;Lint;1895;97;Heilig-Hartziekenhuis;Lierre;336;0.1773087
11025;2547;Lint;1895;99;GZA ziekenhuizen;Anvers;397;0.2094987
11025;2547;Lint;1895;104;AZ Rivierenland;Rumst;42;0.0221636
11025;2547;Lint;1895;108;RZ Heilig Hart;Louvain;6;0.0031662
11025;2547;Lint;1895;143;UZ Brussel;Jette;10;0.005277
11025;2547;Lint;1895;300;UZ Antwerpen;Edegem;275;0.1451187
11025;2547;Lint;1895;308;AZ Herentals;Herentals;5;0.0026385
11025;2547;Lint;1895;322;UZ Leuven;Louvain;77;0.0406332
11025;2547;Lint;1895;682;AZ Monica;Anvers;65;0.0343008
11025;2547;Lint;1895;689;Imelda Ziekenhuis;Bonheiden;37;0.0195251
11025;2547;Lint;1895;709;AZ St.-Dimpna;Geel;8;0.0042216
11029;2640;Mortsel;5292;9;Ziekenhuisnetwerk Antwerpen;Anvers;1134;0.2142857
11029;2640;Mortsel;5292;26;AZ Sint-Maarten;Malines;80;0.0151172
11029;2640;Mortsel;5292;63;AZ Turnhout;Turnhout;6;0.0011338
11029;2640;Mortsel;5292;97;Heilig-Hartziekenhuis;Lierre;73;0.0137944
11029;2640;Mortsel;5292;99;GZA ziekenhuizen;Anvers;2802;0.5294785
11029;2640;Mortsel;5292;104;AZ Rivierenland;Rumst;78;0.0147392
11029;2640;Mortsel;5292;143;UZ Brussel;Jette;24;0.0045351
11029;2640;Mortsel;5292;300;UZ Antwerpen;Edegem;515;0.0973167
11029;2640;Mortsel;5292;308;AZ Herentals;Herentals;7;0.0013228
11029;2640;Mortsel;5292;322;UZ Leuven;Louvain;32;0.0060469
11029;2640;Mortsel;5292;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);10;0.0018896
11029;2640;Mortsel;5292;670;UZ Gent;Gand;21;0.0039683
11029;2640;Mortsel;5292;682;AZ Monica;Anvers;423;0.079932
11029;2640;Mortsel;5292;689;Imelda Ziekenhuis;Bonheiden;10;0.0018896
11029;2640;Mortsel;5292;710;AZ Klina;Brasschaat;38;0.0071807
11030;2845;Niel;2369;9;Ziekenhuisnetwerk Antwerpen;Anvers;265;0.1118615
11030;2845;Niel;2369;26;AZ Sint-Maarten;Malines;62;0.0261714
11030;2845;Niel;2369;99;GZA ziekenhuizen;Anvers;339;0.1430984
11030;2845;Niel;2369;104;AZ Rivierenland;Rumst;1222;0.5158295
11030;2845;Niel;2369;143;UZ Brussel;Jette;11;0.0046433
11030;2845;Niel;2369;300;UZ Antwerpen;Edegem;345;0.1456311
11030;2845;Niel;2369;322;UZ Leuven;Louvain;23;0.0097087
11030;2845;Niel;2369;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);14;0.0059097
11030;2845;Niel;2369;682;AZ Monica;Anvers;52;0.0219502
11030;2845;Niel;2369;689;Imelda Ziekenhuis;Bonheiden;5;0.0021106
11035;2520;Ranst;4438;9;Ziekenhuisnetwerk Antwerpen;Anvers;464;0.1045516
11035;2520;Ranst;4438;26;AZ Sint-Maarten;Malines;156;0.035151
11035;2520;Ranst;4438;63;AZ Turnhout;Turnhout;45;0.0101397
11035;2520;Ranst;4438;97;Heilig-Hartziekenhuis;Lierre;1524;0.3433979
11035;2520;Ranst;4438;99;GZA ziekenhuizen;Anvers;302;0.0680487
11035;2520;Ranst;4438;104;AZ Rivierenland;Rumst;25;0.0056332
11035;2520;Ranst;4438;108;RZ Heilig Hart;Louvain;5;0.0011266
11035;2520;Ranst;4438;300;UZ Antwerpen;Edegem;407;0.091708
11035;2520;Ranst;4438;308;AZ Herentals;Herentals;30;0.0067598
11035;2520;Ranst;4438;322;UZ Leuven;Louvain;106;0.0238846
11035;2520;Ranst;4438;536;AZ Sint-Jozef Malle;Malle;503;0.1133393
11035;2520;Ranst;4438;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);11;0.0024786
11035;2520;Ranst;4438;670;UZ Gent;Gand;8;0.0018026
11035;2520;Ranst;4438;682;AZ Monica;Anvers;690;0.1554754
11035;2520;Ranst;4438;689;Imelda Ziekenhuis;Bonheiden;26;0.0058585
11035;2520;Ranst;4438;709;AZ St.-Dimpna;Geel;5;0.0011266
11035;2520;Ranst;4438;710;AZ Klina;Brasschaat;110;0.0247859
11037;2840;Rumst;3262;9;Ziekenhuisnetwerk Antwerpen;Anvers;247;0.0757204
11037;2840;Rumst;3262;26;AZ Sint-Maarten;Malines;464;0.142244
11037;2840;Rumst;3262;97;Heilig-Hartziekenhuis;Lierre;30;0.0091968
11037;2840;Rumst;3262;99;GZA ziekenhuizen;Anvers;457;0.1400981
11037;2840;Rumst;3262;104;AZ Rivierenland;Rumst;1482;0.4543225
11037;2840;Rumst;3262;143;UZ Brussel;Jette;14;0.0042918
11037;2840;Rumst;3262;300;UZ Antwerpen;Edegem;309;0.0947272
11037;2840;Rumst;3262;322;UZ Leuven;Louvain;42;0.0128755
11037;2840;Rumst;3262;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);16;0.004905
11037;2840;Rumst;3262;682;AZ Monica;Anvers;86;0.0263642
11037;2840;Rumst;3262;689;Imelda Ziekenhuis;Bonheiden;67;0.0205395
11037;2840;Rumst;3262;709;AZ St.-Dimpna;Geel;6;0.0018394
11037;2840;Rumst;3262;710;AZ Klina;Brasschaat;11;0.0033722
11037;2840;Rumst;3262;713;AZ Jan Palfijn Gent;Gand;6;0.0018394
11038;2627;Schelle;2276;9;Ziekenhuisnetwerk Antwerpen;Anvers;316;0.1388401
11038;2627;Schelle;2276;26;AZ Sint-Maarten;Malines;24;0.0105448
11038;2627;Schelle;2276;97;Heilig-Hartziekenhuis;Lierre;12;0.0052724
11038;2627;Schelle;2276;99;GZA ziekenhuizen;Anvers;392;0.172232
11038;2627;Schelle;2276;104;AZ Rivierenland;Rumst;1024;0.4499121
11038;2627;Schelle;2276;143;UZ Brussel;Jette;10;0.0043937
11038;2627;Schelle;2276;300;UZ Antwerpen;Edegem;330;0.1449912
