code_ins;code_postal;commune_patient;nombre_de_séjours_par_comunne_patient;numéro_agrément_hôpital;dénomination;commune_hôpital;nombre_de_séjours_par_hôpital_comunne_patient;part_de_marché
11009;2960;Brecht;5636;9;Ziekenhuisnetwerk Antwerpen;Anvers;676;0.1199432
11009;2960;Brecht;5636;26;AZ Sint-Maarten;Malines;14;0.002484
11009;2960;Brecht;5636;63;AZ Turnhout;Turnhout;185;0.0328247
11009;2960;Brecht;5636;97;Heilig Hart Ziekenhuis - Lier;Lierre;22;0.0039035
11009;2960;Brecht;5636;99;GZA ziekenhuizen;Anvers;256;0.0454223
11009;2960;Brecht;5636;104;AZ Rivierenland;Rumst;16;0.0028389
11009;2960;Brecht;5636;143;UZ Brussel;Jette;5;0.0008872
11009;2960;Brecht;5636;300;UZ Antwerpen;Edegem;311;0.055181
11009;2960;Brecht;5636;308;AZ Herentals;Herentals;40;0.0070972
11009;2960;Brecht;5636;322;UZ Leuven;Louvain;96;0.0170334
11009;2960;Brecht;5636;536;AZ Voorkempen;Malle;2228;0.3953158
11009;2960;Brecht;5636;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);22;0.0039035
11009;2960;Brecht;5636;670;UZ Gent;Gand;8;0.0014194
11009;2960;Brecht;5636;682;AZ Monica;Anvers;378;0.0670688
11009;2960;Brecht;5636;710;AZ Klina;Brasschaat;1349;0.2393542
11013;2650;Edegem;4208;9;Ziekenhuisnetwerk Antwerpen;Anvers;663;0.157557
11013;2650;Edegem;4208;26;AZ Sint-Maarten;Malines;103;0.0244772
11013;2650;Edegem;4208;97;Heilig Hart Ziekenhuis - Lier;Lierre;63;0.0149715
11013;2650;Edegem;4208;99;GZA ziekenhuizen;Anvers;1953;0.464116
11013;2650;Edegem;4208;104;AZ Rivierenland;Rumst;104;0.0247148
11013;2650;Edegem;4208;143;UZ Brussel;Jette;8;0.0019011
11013;2650;Edegem;4208;265;AZ Lokeren;Lokeren;5;0.0011882
11013;2650;Edegem;4208;300;UZ Antwerpen;Edegem;930;0.2210076
11013;2650;Edegem;4208;322;UZ Leuven;Louvain;43;0.0102186
11013;2650;Edegem;4208;332;CHIREC - Hôpital Delta;Auderghem;5;0.0011882
11013;2650;Edegem;4208;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);10;0.0023764
11013;2650;Edegem;4208;670;UZ Gent;Gand;9;0.0021388
11013;2650;Edegem;4208;682;AZ Monica;Anvers;249;0.059173
11013;2650;Edegem;4208;689;Imelda Ziekenhuis;Bonheiden;12;0.0028517
11013;2650;Edegem;4208;710;AZ Klina;Brasschaat;8;0.0019011
11016;2910;Essen;3025;9;Ziekenhuisnetwerk Antwerpen;Anvers;388;0.1282645
11016;2910;Essen;3025;26;AZ Sint-Maarten;Malines;5;0.0016529
11016;2910;Essen;3025;97;Heilig Hart Ziekenhuis - Lier;Lierre;6;0.0019835
11016;2910;Essen;3025;99;GZA ziekenhuizen;Anvers;112;0.0370248
11016;2910;Essen;3025;104;AZ Rivierenland;Rumst;5;0.0016529
11016;2910;Essen;3025;143;UZ Brussel;Jette;6;0.0019835
11016;2910;Essen;3025;300;UZ Antwerpen;Edegem;147;0.048595
11016;2910;Essen;3025;308;AZ Herentals;Herentals;6;0.0019835
11016;2910;Essen;3025;322;UZ Leuven;Louvain;33;0.0109091
11016;2910;Essen;3025;536;AZ Voorkempen;Malle;262;0.0866116
11016;2910;Essen;3025;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);14;0.0046281
11016;2910;Essen;3025;670;UZ Gent;Gand;11;0.0036364
11016;2910;Essen;3025;682;AZ Monica;Anvers;139;0.0459504
11016;2910;Essen;3025;710;AZ Klina;Brasschaat;1861;0.6152066
11016;2910;Essen;3025;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;6;0.0019835
11018;2620;Hemiksem;2162;9;Ziekenhuisnetwerk Antwerpen;Anvers;422;0.1951896
11018;2620;Hemiksem;2162;26;AZ Sint-Maarten;Malines;11;0.0050879
11018;2620;Hemiksem;2162;99;GZA ziekenhuizen;Anvers;382;0.1766883
11018;2620;Hemiksem;2162;104;AZ Rivierenland;Rumst;830;0.3839038
11018;2620;Hemiksem;2162;143;UZ Brussel;Jette;19;0.0087882
11018;2620;Hemiksem;2162;300;UZ Antwerpen;Edegem;320;0.1480111
11018;2620;Hemiksem;2162;322;UZ Leuven;Louvain;13;0.006013
11018;2620;Hemiksem;2162;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);20;0.0092507
11018;2620;Hemiksem;2162;682;AZ Monica;Anvers;113;0.0522664
11021;2540;Hove;1500;9;Ziekenhuisnetwerk Antwerpen;Anvers;167;0.1113333
11021;2540;Hove;1500;26;AZ Sint-Maarten;Malines;50;0.0333333
11021;2540;Hove;1500;97;Heilig Hart Ziekenhuis - Lier;Lierre;67;0.0446667
11021;2540;Hove;1500;99;GZA ziekenhuizen;Anvers;806;0.5373333
11021;2540;Hove;1500;104;AZ Rivierenland;Rumst;36;0.024
11021;2540;Hove;1500;300;UZ Antwerpen;Edegem;195;0.13
11021;2540;Hove;1500;308;AZ Herentals;Herentals;8;0.0053333
11021;2540;Hove;1500;322;UZ Leuven;Louvain;11;0.0073333
11021;2540;Hove;1500;682;AZ Monica;Anvers;122;0.0813333
11021;2540;Hove;1500;689;Imelda Ziekenhuis;Bonheiden;6;0.004
11021;2540;Hove;1500;710;AZ Klina;Brasschaat;7;0.0046667
11022;2920;Kalmthout;3052;9;Ziekenhuisnetwerk Antwerpen;Anvers;374;0.1225426
11022;2920;Kalmthout;3052;26;AZ Sint-Maarten;Malines;6;0.0019659
11022;2920;Kalmthout;3052;63;AZ Turnhout;Turnhout;6;0.0019659
11022;2920;Kalmthout;3052;97;Heilig Hart Ziekenhuis - Lier;Lierre;16;0.0052425
11022;2920;Kalmthout;3052;99;GZA ziekenhuizen;Anvers;177;0.0579948
11022;2920;Kalmthout;3052;104;AZ Rivierenland;Rumst;6;0.0019659
11022;2920;Kalmthout;3052;108;RZ Heilig Hart Leuven;Louvain;5;0.0016383
11022;2920;Kalmthout;3052;143;UZ Brussel;Jette;5;0.0016383
11022;2920;Kalmthout;3052;243;Jessa Ziekenhuis;Hasselt;17;0.0055701
11022;2920;Kalmthout;3052;300;UZ Antwerpen;Edegem;237;0.077654
11022;2920;Kalmthout;3052;308;AZ Herentals;Herentals;6;0.0019659
11022;2920;Kalmthout;3052;322;UZ Leuven;Louvain;51;0.0167104
11022;2920;Kalmthout;3052;536;AZ Voorkempen;Malle;223;0.0730668
11022;2920;Kalmthout;3052;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);13;0.0042595
11022;2920;Kalmthout;3052;670;UZ Gent;Gand;12;0.0039318
11022;2920;Kalmthout;3052;682;AZ Monica;Anvers;134;0.0439056
11022;2920;Kalmthout;3052;710;AZ Klina;Brasschaat;1746;0.5720839
11023;2950;Kapellen (Anvers);4482;9;Ziekenhuisnetwerk Antwerpen;Anvers;790;0.1762606
11023;2950;Kapellen (Anvers);4482;26;AZ Sint-Maarten;Malines;21;0.0046854
11023;2950;Kapellen (Anvers);4482;63;AZ Turnhout;Turnhout;5;0.0011156
11023;2950;Kapellen (Anvers);4482;97;Heilig Hart Ziekenhuis - Lier;Lierre;19;0.0042392
11023;2950;Kapellen (Anvers);4482;99;GZA ziekenhuizen;Anvers;358;0.0798751
11023;2950;Kapellen (Anvers);4482;104;AZ Rivierenland;Rumst;8;0.0017849
11023;2950;Kapellen (Anvers);4482;143;UZ Brussel;Jette;12;0.0026774
11023;2950;Kapellen (Anvers);4482;300;UZ Antwerpen;Edegem;313;0.0698349
11023;2950;Kapellen (Anvers);4482;322;UZ Leuven;Louvain;65;0.0145025
11023;2950;Kapellen (Anvers);4482;536;AZ Voorkempen;Malle;25;0.0055779
11023;2950;Kapellen (Anvers);4482;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);46;0.0102633
11023;2950;Kapellen (Anvers);4482;670;UZ Gent;Gand;6;0.0013387
11023;2950;Kapellen (Anvers);4482;682;AZ Monica;Anvers;329;0.0734047
11023;2950;Kapellen (Anvers);4482;710;AZ Klina;Brasschaat;2453;0.5473003
11024;2550;Kontich;4112;9;Ziekenhuisnetwerk Antwerpen;Anvers;480;0.1167315
11024;2550;Kontich;4112;26;AZ Sint-Maarten;Malines;459;0.1116245
11024;2550;Kontich;4112;97;Heilig Hart Ziekenhuis - Lier;Lierre;151;0.0367218
11024;2550;Kontich;4112;99;GZA ziekenhuizen;Anvers;1509;0.3669747
11024;2550;Kontich;4112;104;AZ Rivierenland;Rumst;289;0.0702821
11024;2550;Kontich;4112;108;RZ Heilig Hart Leuven;Louvain;9;0.0021887
11024;2550;Kontich;4112;143;UZ Brussel;Jette;17;0.0041342
11024;2550;Kontich;4112;204;AZ Jan Portaels;Vilvorde;17;0.0041342
11024;2550;Kontich;4112;300;UZ Antwerpen;Edegem;724;0.17607
11024;2550;Kontich;4112;322;UZ Leuven;Louvain;93;0.0226167
11024;2550;Kontich;4112;371;Ziekenhuis Oost-Limburg;Genk;8;0.0019455
11024;2550;Kontich;4112;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);11;0.0026751
11024;2550;Kontich;4112;670;UZ Gent;Gand;5;0.001216
11024;2550;Kontich;4112;682;AZ Monica;Anvers;260;0.0632296
11024;2550;Kontich;4112;689;Imelda Ziekenhuis;Bonheiden;35;0.0085117
11024;2550;Kontich;4112;710;AZ Klina;Brasschaat;19;0.0046206
11025;2547;Lint;1696;9;Ziekenhuisnetwerk Antwerpen;Anvers;99;0.0583726
11025;2547;Lint;1696;26;AZ Sint-Maarten;Malines;427;0.2517689
11025;2547;Lint;1696;97;Heilig Hart Ziekenhuis - Lier;Lierre;297;0.1751179
11025;2547;Lint;1696;99;GZA ziekenhuizen;Anvers;477;0.28125
11025;2547;Lint;1696;104;AZ Rivierenland;Rumst;34;0.0200472
11025;2547;Lint;1696;300;UZ Antwerpen;Edegem;195;0.1149764
11025;2547;Lint;1696;322;UZ Leuven;Louvain;30;0.0176887
11025;2547;Lint;1696;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);5;0.0029481
11025;2547;Lint;1696;682;AZ Monica;Anvers;67;0.0395047
11025;2547;Lint;1696;689;Imelda Ziekenhuis;Bonheiden;33;0.0194575
11025;2547;Lint;1696;709;Ziekenhuis Geel;Geel;7;0.0041274
11029;2640;Mortsel;4571;9;Ziekenhuisnetwerk Antwerpen;Anvers;886;0.1938307
11029;2640;Mortsel;4571;26;AZ Sint-Maarten;Malines;61;0.013345
11029;2640;Mortsel;4571;63;AZ Turnhout;Turnhout;7;0.0015314
11029;2640;Mortsel;4571;97;Heilig Hart Ziekenhuis - Lier;Lierre;91;0.0199081
11029;2640;Mortsel;4571;99;GZA ziekenhuizen;Anvers;2418;0.5289871
11029;2640;Mortsel;4571;104;AZ Rivierenland;Rumst;73;0.0159702
11029;2640;Mortsel;4571;143;UZ Brussel;Jette;13;0.002844
11029;2640;Mortsel;4571;300;UZ Antwerpen;Edegem;499;0.1091665
11029;2640;Mortsel;4571;308;AZ Herentals;Herentals;5;0.0010939
11029;2640;Mortsel;4571;322;UZ Leuven;Louvain;42;0.0091884
11029;2640;Mortsel;4571;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;7;0.0015314
11029;2640;Mortsel;4571;536;AZ Voorkempen;Malle;23;0.0050317
11029;2640;Mortsel;4571;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);7;0.0015314
11029;2640;Mortsel;4571;670;UZ Gent;Gand;38;0.0083133
11029;2640;Mortsel;4571;682;AZ Monica;Anvers;342;0.0748195
11029;2640;Mortsel;4571;689;Imelda Ziekenhuis;Bonheiden;5;0.0010939
11029;2640;Mortsel;4571;710;AZ Klina;Brasschaat;8;0.0017502
11029;2640;Mortsel;4571;713;AZ Jan Palfijn;Gand;11;0.0024065
11030;2845;Niel;1977;9;Ziekenhuisnetwerk Antwerpen;Anvers;174;0.0880121
11030;2845;Niel;1977;26;AZ Sint-Maarten;Malines;76;0.0384421
11030;2845;Niel;1977;99;GZA ziekenhuizen;Anvers;281;0.1421345
11030;2845;Niel;1977;104;AZ Rivierenland;Rumst;1031;0.5214972
11030;2845;Niel;1977;143;UZ Brussel;Jette;5;0.0025291
11030;2845;Niel;1977;300;UZ Antwerpen;Edegem;272;0.1375822
11030;2845;Niel;1977;322;UZ Leuven;Louvain;9;0.0045524
11030;2845;Niel;1977;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);19;0.0096105
11030;2845;Niel;1977;670;UZ Gent;Gand;6;0.0030349
11030;2845;Niel;1977;682;AZ Monica;Anvers;63;0.0318665
11030;2845;Niel;1977;689;Imelda Ziekenhuis;Bonheiden;5;0.0025291
11030;2845;Niel;1977;710;AZ Klina;Brasschaat;14;0.0070814
11035;2520;Ranst;3984;9;Ziekenhuisnetwerk Antwerpen;Anvers;343;0.0860944
11035;2520;Ranst;3984;26;AZ Sint-Maarten;Malines;124;0.0311245
11035;2520;Ranst;3984;63;AZ Turnhout;Turnhout;18;0.0045181
11035;2520;Ranst;3984;97;Heilig Hart Ziekenhuis - Lier;Lierre;1311;0.3290663
11035;2520;Ranst;3984;99;GZA ziekenhuizen;Anvers;371;0.0931225
11035;2520;Ranst;3984;104;AZ Rivierenland;Rumst;7;0.001757
11035;2520;Ranst;3984;108;RZ Heilig Hart Leuven;Louvain;9;0.002259
11035;2520;Ranst;3984;143;UZ Brussel;Jette;5;0.001255
11035;2520;Ranst;3984;300;UZ Antwerpen;Edegem;424;0.1064257
11035;2520;Ranst;3984;308;AZ Herentals;Herentals;34;0.0085341
11035;2520;Ranst;3984;322;UZ Leuven;Louvain;51;0.0128012
11035;2520;Ranst;3984;536;AZ Voorkempen;Malle;583;0.1463353
11035;2520;Ranst;3984;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);7;0.001757
11035;2520;Ranst;3984;670;UZ Gent;Gand;10;0.00251
11035;2520;Ranst;3984;682;AZ Monica;Anvers;594;0.1490964
11035;2520;Ranst;3984;689;Imelda Ziekenhuis;Bonheiden;12;0.003012
11035;2520;Ranst;3984;709;Ziekenhuis Geel;Geel;8;0.002008
11035;2520;Ranst;3984;710;AZ Klina;Brasschaat;53;0.0133032
11037;2840;Rumst;2983;9;Ziekenhuisnetwerk Antwerpen;Anvers;244;0.0817968
11037;2840;Rumst;2983;26;AZ Sint-Maarten;Malines;434;0.1454911
11037;2840;Rumst;2983;97;Heilig Hart Ziekenhuis - Lier;Lierre;23;0.0077104
11037;2840;Rumst;2983;99;GZA ziekenhuizen;Anvers;367;0.1230305
11037;2840;Rumst;2983;104;AZ Rivierenland;Rumst;1309;0.43882
11037;2840;Rumst;2983;108;RZ Heilig Hart Leuven;Louvain;5;0.0016762
11037;2840;Rumst;2983;143;UZ Brussel;Jette;6;0.0020114
11037;2840;Rumst;2983;300;UZ Antwerpen;Edegem;377;0.1263828
11037;2840;Rumst;2983;322;UZ Leuven;Louvain;39;0.0130741
11037;2840;Rumst;2983;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);15;0.0050285
11037;2840;Rumst;2983;682;AZ Monica;Anvers;69;0.0231311
11037;2840;Rumst;2983;689;Imelda Ziekenhuis;Bonheiden;51;0.0170969
11037;2840;Rumst;2983;710;AZ Klina;Brasschaat;12;0.0040228
11038;2627;Schelle;1976;9;Ziekenhuisnetwerk Antwerpen;Anvers;252;0.1275304
11038;2627;Schelle;1976;26;AZ Sint-Maarten;Malines;57;0.0288462
11038;2627;Schelle;1976;97;Heilig Hart Ziekenhuis - Lier;Lierre;8;0.0040486
11038;2627;Schelle;1976;99;GZA ziekenhuizen;Anvers;327;0.1654858
11038;2627;Schelle;1976;104;AZ Rivierenland;Rumst;891;0.4509109
11038;2627;Schelle;1976;300;UZ Antwerpen;Edegem;312;0.1578947
11038;2627;Schelle;1976;322;UZ Leuven;Louvain;25;0.0126518
11038;2627;Schelle;1976;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);9;0.0045547
11038;2627;Schelle;1976;682;AZ Monica;Anvers;66;0.0334008
11038;2627;Schelle;1976;710;AZ Klina;Brasschaat;9;0.0045547
11039;2970;Schilde;3659;9;Ziekenhuisnetwerk Antwerpen;Anvers;473;0.1292703
11039;2970;Schilde;3659;26;AZ Sint-Maarten;Malines;9;0.0024597
11039;2970;Schilde;3659;63;AZ Turnhout;Turnhout;41;0.0112052
11039;2970;Schilde;3659;97;Heilig Hart Ziekenhuis - Lier;Lierre;28;0.0076524
11039;2970;Schilde;3659;99;GZA ziekenhuizen;Anvers;461;0.1259907
11039;2970;Schilde;3659;104;AZ Rivierenland;Rumst;22;0.0060126
11039;2970;Schilde;3659;126;Onze-Lieve-Vrouw Ziekenhuis;Alost (Flandre orientale);5;0.0013665
