nis_code_patiënt;postcode_patiënt;gemeente_patiënt;erkenningsnummer_ziekenhuis;gemeente_ziekenhuis;naam_ziekenhuis;marktaandeel;totaal_patiënten_per_gemeente
11040;2900;Schoten;682;Antwerpen;AZ Monica;0.100541215653622;4804
11040;2900;Schoten;710;Brasschaat;AZ Klina;0.212947543713572;4804
11044;2940;Stabroek;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.2282651845970623;2519
11044;2940;Stabroek;99;Antwerpen;GZA ziekenhuizen;0.05081381500595474;2519
11044;2940;Stabroek;300;Edegem;UZ Antwerpen;0.1024215958713775;2519
11044;2940;Stabroek;710;Brasschaat;AZ Klina;0.5101230647082176;2519
11050;2110;Wijnegem;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1605374823196605;1414
11050;2110;Wijnegem;99;Antwerpen;GZA ziekenhuizen;0.09688826025459689;1414
11050;2110;Wijnegem;300;Edegem;UZ Antwerpen;0.08486562942008487;1414
11050;2110;Wijnegem;536;Malle;AZ Sint-Jozef Malle;0.2418670438472419;1414
11050;2110;Wijnegem;682;Antwerpen;AZ Monica;0.2942008486562942;1414
11052;2160;Wommelgem;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1951731374606506;1906
11052;2160;Wommelgem;97;Lier;H.-Hartziekenhuis Lier;0.05089192025183631;1906
11052;2160;Wommelgem;99;Antwerpen;GZA ziekenhuizen;0.1442812172088143;1906
11052;2160;Wommelgem;300;Edegem;UZ Antwerpen;0.07030430220356768;1906
11052;2160;Wommelgem;682;Antwerpen;AZ Monica;0.4029380902413431;1906
11053;2990;Wuustwezel;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1075435203094778;2585
11053;2990;Wuustwezel;300;Edegem;UZ Antwerpen;0.06537717601547388;2585
11053;2990;Wuustwezel;536;Malle;AZ Sint-Jozef Malle;0.2692456479690522;2585
11053;2990;Wuustwezel;710;Brasschaat;AZ Klina;0.4038684719535783;2585
11054;2240;Zandhoven;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.0705371676614216;1843
11054;2240;Zandhoven;97;Lier;H.-Hartziekenhuis Lier;0.272924579489962;1843
11054;2240;Zandhoven;300;Edegem;UZ Antwerpen;0.06239826370048834;1843
11054;2240;Zandhoven;308;Herentals;AZ Sint-Elisabeth Herentals;0.08735756918068367;1843
11054;2240;Zandhoven;536;Malle;AZ Sint-Jozef Malle;0.2788931090613131;1843
11055;2980;Zoersel;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1121892055791389;3298
11055;2980;Zoersel;99;Antwerpen;GZA ziekenhuizen;0.0548817465130382;3298
11055;2980;Zoersel;300;Edegem;UZ Antwerpen;0.05700424499696786;3298
11055;2980;Zoersel;536;Malle;AZ Sint-Jozef Malle;0.5685263796240145;3298
11055;2980;Zoersel;682;Antwerpen;AZ Monica;0.07095209217707701;3298
11056;2070;Zwijndrecht;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1703187250996016;3012
11056;2070;Zwijndrecht;99;Antwerpen;GZA ziekenhuizen;0.4073705179282869;3012
11056;2070;Zwijndrecht;300;Edegem;UZ Antwerpen;0.09893758300132802;3012
11056;2070;Zwijndrecht;595;Sint-Niklaas;AZ Nikolaas;0.1407702523240372;3012
11056;2070;Zwijndrecht;682;Antwerpen;AZ Monica;0.06540504648074369;3012
11057;2390;Malle;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.06039649608114338;2169
11057;2390;Malle;300;Edegem;UZ Antwerpen;0.05209774089442139;2169
11057;2390;Malle;536;Malle;AZ Sint-Jozef Malle;0.6293222683264177;2169
11057;2390;Malle;682;Antwerpen;AZ Monica;0.05117565698478561;2169
12002;2590;Berlaar;97;Lier;H.-Hartziekenhuis Lier;0.6208559373116335;1659
12002;2590;Berlaar;300;Edegem;UZ Antwerpen;0.05003013863773358;1659
12002;2590;Berlaar;689;Bonheiden;Imelda Ziekenhuis;0.1362266425557565;1659
12005;2820;Bonheiden;26;Mechelen;AZ Sint-Maarten;0.0920376712328767;2336
12005;2820;Bonheiden;322;Leuven;UZ Leuven;0.0547945205479452;2336
12005;2820;Bonheiden;689;Bonheiden;Imelda Ziekenhuis;0.7615582191780822;2336
12007;2880;Bornem;104;Bornem;Sint-Jozefkliniek;0.57646337726019;3263
12007;2880;Bornem;300;Edegem;UZ Antwerpen;0.05700275819797732;3263
12007;2880;Bornem;595;Sint-Niklaas;AZ Nikolaas;0.08703646950658903;3263
12009;2570;Duffel;26;Mechelen;AZ Sint-Maarten;0.6906361122086132;2531
12009;2570;Duffel;97;Lier;H.-Hartziekenhuis Lier;0.08060055314105097;2531
12009;2570;Duffel;689;Bonheiden;Imelda Ziekenhuis;0.05294350059265113;2531
12014;2220;Heist-op-den-Berg;97;Lier;H.-Hartziekenhuis Lier;0.2716943849827104;6073
12014;2220;Heist-op-den-Berg;322;Leuven;UZ Leuven;0.08677753993084143;6073
12014;2220;Heist-op-den-Berg;689;Bonheiden;Imelda Ziekenhuis;0.4668203523793842;6073
12021;2500;Lier;26;Mechelen;AZ Sint-Maarten;0.07371541501976285;5060
12021;2500;Lier;97;Lier;H.-Hartziekenhuis Lier;0.6879446640316206;5060
12021;2500;Lier;300;Edegem;UZ Antwerpen;0.07549407114624505;5060
12025;2800;Mechelen;26;Mechelen;AZ Sint-Maarten;0.5982658959537572;12802
12025;2800;Mechelen;322;Leuven;UZ Leuven;0.0591313857209811;12802
12025;2800;Mechelen;689;Bonheiden;Imelda Ziekenhuis;0.2118418997031714;12802
12026;2560;Nijlen;97;Lier;H.-Hartziekenhuis Lier;0.6553100061387355;3258
12026;2560;Nijlen;300;Edegem;UZ Antwerpen;0.0798035604665439;3258
12026;2560;Nijlen;308;Herentals;AZ Sint-Elisabeth Herentals;0.05033763044812769;3258
12029;2580;Putte;26;Mechelen;AZ Sint-Maarten;0.08647619047619047;2625
12029;2580;Putte;97;Lier;H.-Hartziekenhuis Lier;0.1100952380952381;2625
12029;2580;Putte;322;Leuven;UZ Leuven;0.06323809523809523;2625
12029;2580;Putte;689;Bonheiden;Imelda Ziekenhuis;0.6681904761904762;2625
12030;2870;Puurs;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.05306427503736921;2676
12030;2870;Puurs;104;Bornem;Sint-Jozefkliniek;0.3763079222720478;2676
12030;2870;Puurs;300;Edegem;UZ Antwerpen;0.09678624813153962;2676
12030;2870;Puurs;314;Rumst;AZ Heilige Familie;0.2130044843049327;2676
12030;2870;Puurs;595;Sint-Niklaas;AZ Nikolaas;0.05119581464872944;2676
12034;2890;Sint-Amands;12;Dendermonde;AZ Sint-Blasius;0.2033511043412033;1313
12034;2890;Sint-Amands;104;Bornem;Sint-Jozefkliniek;0.4935262757044935;1313
12034;2890;Sint-Amands;300;Edegem;UZ Antwerpen;0.05712109672505712;1313
12035;2860;Sint-Katelijne-Waver;26;Mechelen;AZ Sint-Maarten;0.4485154769425142;3166
12035;2860;Sint-Katelijne-Waver;322;Leuven;UZ Leuven;0.0622236260265319;3166
12035;2860;Sint-Katelijne-Waver;689;Bonheiden;Imelda Ziekenhuis;0.3622867972204675;3166
12040;2830;Willebroek;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.05599237550631404;4197
12040;2830;Willebroek;26;Mechelen;AZ Sint-Maarten;0.1300929235167977;4197
12040;2830;Willebroek;104;Bornem;Sint-Jozefkliniek;0.3068858708601382;4197
12040;2830;Willebroek;300;Edegem;UZ Antwerpen;0.06885870860138193;4197
12040;2830;Willebroek;314;Rumst;AZ Heilige Familie;0.2446985942339767;4197
13001;2370;Arendonk;63;Turnhout;AZ Turnhout;0.5594084650688425;1961
13001;2370;Arendonk;90;Turnhout;AZ Sint-Jozef;0.2422233554309026;1961
13001;2370;Arendonk;322;Leuven;UZ Leuven;0.05252422233554309;1961
13002;2387;Baarle-Hertog;63;Turnhout;AZ Turnhout;0.4115853658536585;328
13002;2387;Baarle-Hertog;90;Turnhout;AZ Sint-Jozef;0.3780487804878049;328
13002;2387;Baarle-Hertog;300;Edegem;UZ Antwerpen;0.07317073170731707;328
13002;2387;Baarle-Hertog;322;Leuven;UZ Leuven;0.0701219512195122;328
13003;2490;Balen;102;Mol;H. Hartziekenhuis Mol;0.5340909090909091;3608
13003;2490;Balen;322;Leuven;UZ Leuven;0.06762749445676275;3608
13003;2490;Balen;709;Geel;AZ St.-Dimpna;0.171840354767184;3608
13003;2490;Balen;719;Overpelt;Mariaziekenhuis Noord-Limburg;0.06125277161862528;3608
13004;2340;Beerse;63;Turnhout;AZ Turnhout;0.4188871473354232;2552
13004;2340;Beerse;90;Turnhout;AZ Sint-Jozef;0.3123040752351097;2552
13004;2340;Beerse;536;Malle;AZ Sint-Jozef Malle;0.08072100313479624;2552
13006;2480;Dessel;63;Turnhout;AZ Turnhout;0.08821788040260509;1689
13006;2480;Dessel;102;Mol;H. Hartziekenhuis Mol;0.5257548845470693;1689
13006;2480;Dessel;322;Leuven;UZ Leuven;0.06098283007696862;1689
13006;2480;Dessel;709;Geel;AZ St.-Dimpna;0.1486086441681468;1689
13008;2440;Geel;300;Edegem;UZ Antwerpen;0.0558032282859339;6505
13008;2440;Geel;322;Leuven;UZ Leuven;0.05641813989239047;6505
13008;2440;Geel;709;Geel;AZ St.-Dimpna;0.7334358186010761;6505
13010;2280;Grobbendonk;97;Lier;H.-Hartziekenhuis Lier;0.2620253164556962;1580
13010;2280;Grobbendonk;300;Edegem;UZ Antwerpen;0.05886075949367089;1580
13010;2280;Grobbendonk;308;Herentals;AZ Sint-Elisabeth Herentals;0.4221518987341772;1580
13010;2280;Grobbendonk;322;Leuven;UZ Leuven;0.05126582278481013;1580
13011;2200;Herentals;97;Lier;H.-Hartziekenhuis Lier;0.07671232876712329;4380
13011;2200;Herentals;308;Herentals;AZ Sint-Elisabeth Herentals;0.6589041095890411;4380
13011;2200;Herentals;322;Leuven;UZ Leuven;0.0636986301369863;4380
13012;2270;Herenthout;97;Lier;H.-Hartziekenhuis Lier;0.3923192771084337;1328
13012;2270;Herenthout;308;Herentals;AZ Sint-Elisabeth Herentals;0.3448795180722892;1328
13012;2270;Herenthout;689;Bonheiden;Imelda Ziekenhuis;0.08358433734939759;1328
13013;2230;Herselt;308;Herentals;AZ Sint-Elisabeth Herentals;0.110239651416122;2295
13013;2230;Herselt;322;Leuven;UZ Leuven;0.3124183006535948;2295
13013;2230;Herselt;689;Bonheiden;Imelda Ziekenhuis;0.1943355119825708;2295
13013;2230;Herselt;709;Geel;AZ St.-Dimpna;0.2017429193899782;2295
13014;2320;Hoogstraten;63;Turnhout;AZ Turnhout;0.3003448275862069;2900
13014;2320;Hoogstraten;90;Turnhout;AZ Sint-Jozef;0.3820689655172414;2900
13014;2320;Hoogstraten;300;Edegem;UZ Antwerpen;0.05137931034482759;2900
13014;2320;Hoogstraten;536;Malle;AZ Sint-Jozef Malle;0.116551724137931;2900
13016;2235;Hulshout;97;Lier;H.-Hartziekenhuis Lier;0.1788218793828892;1426
13016;2235;Hulshout;308;Herentals;AZ Sint-Elisabeth Herentals;0.1374474053295933;1426
13016;2235;Hulshout;322;Leuven;UZ Leuven;0.1591865357643759;1426
13016;2235;Hulshout;689;Bonheiden;Imelda Ziekenhuis;0.3835904628330996;1426
13017;2460;Kasterlee;63;Turnhout;AZ Turnhout;0.4151217739003998;2751
13017;2460;Kasterlee;90;Turnhout;AZ Sint-Jozef;0.1163213376953835;2751
13017;2460;Kasterlee;308;Herentals;AZ Sint-Elisabeth Herentals;0.2450018175209015;2751
13017;2460;Kasterlee;322;Leuven;UZ Leuven;0.06034169392948019;2751
13017;2460;Kasterlee;709;Geel;AZ St.-Dimpna;0.06106870229007633;2751
13019;2275;Lille;63;Turnhout;AZ Turnhout;0.2977308294209703;2556
13019;2275;Lille;90;Turnhout;AZ Sint-Jozef;0.1306729264475743;2556
13019;2275;Lille;308;Herentals;AZ Sint-Elisabeth Herentals;0.2969483568075117;2556
13019;2275;Lille;536;Malle;AZ Sint-Jozef Malle;0.06377151799687011;2556
13021;2450;Meerhout;102;Mol;H. Hartziekenhuis Mol;0.2615219721329046;1866
13021;2450;Meerhout;300;Edegem;UZ Antwerpen;0.06645230439442658;1866
13021;2450;Meerhout;322;Leuven;UZ Leuven;0.06806002143622722;1866
13021;2450;Meerhout;709;Geel;AZ St.-Dimpna;0.4919614147909968;1866
13023;2330;Merksplas;63;Turnhout;AZ Turnhout;0.3904248145650708;1483
13023;2330;Merksplas;90;Turnhout;AZ Sint-Jozef;0.423465947403911;1483
13023;2330;Merksplas;300;Edegem;UZ Antwerpen;0.05192178017532029;1483
13025;2400;Mol;102;Mol;H. Hartziekenhuis Mol;0.6316661146074859;6038
13025;2400;Mol;300;Edegem;UZ Antwerpen;0.05299768135144087;6038
13025;2400;Mol;322;Leuven;UZ Leuven;0.06608148393507784;6038
13025;2400;Mol;709;Geel;AZ St.-Dimpna;0.1223915203709838;6038
13029;2250;Olen;300;Edegem;UZ Antwerpen;0.05038335158817087;1826
13029;2250;Olen;308;Herentals;AZ Sint-Elisabeth Herentals;0.5032858707557503;1826
13029;2250;Olen;322;Leuven;UZ Leuven;0.06188389923329683;1826
13029;2250;Olen;709;Geel;AZ St.-Dimpna;0.2004381161007667;1826
13031;2360;Oud-Turnhout;63;Turnhout;AZ Turnhout;0.5973563802745298;1967
13031;2360;Oud-Turnhout;90;Turnhout;AZ Sint-Jozef;0.231825114387392;1967
13031;2360;Oud-Turnhout;322;Leuven;UZ Leuven;0.05134722928317234;1967
13035;2380;Ravels;63;Turnhout;AZ Turnhout;0.4955826672275978;2377
13035;2380;Ravels;90;Turnhout;AZ Sint-Jozef;0.3496003365586874;2377
13036;2470;Retie;63;Turnhout;AZ Turnhout;0.3609022556390977;1596
13036;2470;Retie;90;Turnhout;AZ Sint-Jozef;0.1177944862155388;1596
13036;2470;Retie;102;Mol;H. Hartziekenhuis Mol;0.256265664160401;1596
13036;2470;Retie;322;Leuven;UZ Leuven;0.05388471177944862;1596
13036;2470;Retie;709;Geel;AZ St.-Dimpna;0.09273182957393483;1596
13037;2310;Rijkevorsel;63;Turnhout;AZ Turnhout;0.2764187866927593;2044
13037;2310;Rijkevorsel;90;Turnhout;AZ Sint-Jozef;0.2857142857142857;2044
13037;2310;Rijkevorsel;300;Edegem;UZ Antwerpen;0.0538160469667319;2044
13037;2310;Rijkevorsel;536;Malle;AZ Sint-Jozef Malle;0.2279843444227006;2044
13040;2300;Turnhout;63;Turnhout;AZ Turnhout;0.6058640724226456;7401
13040;2300;Turnhout;90;Turnhout;AZ Sint-Jozef;0.227266585596541;7401
13044;2290;Vorselaar;97;Lier;H.-Hartziekenhuis Lier;0.09604043807919124;1187
13044;2290;Vorselaar;308;Herentals;AZ Sint-Elisabeth Herentals;0.615838247683235;1187
13046;2350;Vosselaar;63;Turnhout;AZ Turnhout;0.5198989260897031;1583
13046;2350;Vosselaar;90;Turnhout;AZ Sint-Jozef;0.2533164876816172;1583
13046;2350;Vosselaar;322;Leuven;UZ Leuven;0.08717624763108023;1583
13049;2260;Westerlo;97;Lier;H.-Hartziekenhuis Lier;0.05244660719113274;3699
13049;2260;Westerlo;308;Herentals;AZ Sint-Elisabeth Herentals;0.327926466612598;3699
13049;2260;Westerlo;322;Leuven;UZ Leuven;0.1284130846174642;3699
13049;2260;Westerlo;689;Bonheiden;Imelda Ziekenhuis;0.05163557718302244;3699
13049;2260;Westerlo;709;Geel;AZ St.-Dimpna;0.3176534198432009;3699
13053;2430;Laakdal;322;Leuven;UZ Leuven;0.121284591732149;2927
13053;2430;Laakdal;709;Geel;AZ St.-Dimpna;0.611206012982576;2927
13053;2430;Laakdal;712;Diest;AZ Diest;0.09190297232661428;2927
21001;1070;Anderlecht;76;Brussel;UMC Sint-Pieter;0.097926879688146;16931
21001;1070;Anderlecht;87;Etterbeek;Iris Ziekenhuizen Zuid;0.1923099639714134;16931
21001;1070;Anderlecht;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.2822042407418345;16931
21001;1070;Anderlecht;723;Anderlecht;Sint-Anna – Sint-Remi Kliniek;0.1541551001122202;16931
21002;1160;Oudergem;87;Etterbeek;Iris Ziekenhuizen Zuid;0.1555555555555556;4185
21002;1160;Oudergem;111;Ukkel;Europaziekenhuizen;0.1426523297491039;4185
21002;1160;Oudergem;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.186857825567503;4185
21002;1160;Oudergem;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.2683393070489845;4185
21003;1082;Sint-Agatha-Berchem;76;Brussel;UMC Sint-Pieter;0.06924882629107981;2556
21003;1082;Sint-Agatha-Berchem;77;Brussel;UVC Brugmann;0.1447574334898279;2556
21003;1082;Sint-Agatha-Berchem;87;Etterbeek;Iris Ziekenhuizen Zuid;0.06142410015649452;2556
21003;1082;Sint-Agatha-Berchem;110;Brussel;Kliniek Sint-Jan;0.07472613458528951;2556
21003;1082;Sint-Agatha-Berchem;150;Brussel;Universitair Kinderziekenhuis Koningin Fabiola;0.05359937402190924;2556
21003;1082;Sint-Agatha-Berchem;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.09272300469483569;2556
21003;1082;Sint-Agatha-Berchem;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.1842723004694836;2556
21003;1082;Sint-Agatha-Berchem;723;Anderlecht;Sint-Anna – Sint-Remi Kliniek;0.1040688575899844;2556
21004;1000;Brussel;76;Brussel;UMC Sint-Pieter;0.1813206371807422;22474
21004;1000;Brussel;77;Brussel;UVC Brugmann;0.1846578268221055;22474
21004;1000;Brussel;110;Brussel;Kliniek Sint-Jan;0.09975972234582184;22474
21004;1000;Brussel;143;Jette;Universitair Ziekenhuis Brussel;0.1232980332829047;22474
21004;1000;Brussel;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.05949096734003738;22474
21004;1000;Brussel;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.05375100115689241;22474
21004;1000;Brussel;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.06158227284862508;22474
21005;1040;Etterbeek;76;Brussel;UMC Sint-Pieter;0.05286722920613053;5807
21005;1040;Etterbeek;87;Etterbeek;Iris Ziekenhuizen Zuid;0.2507318753228862;5807
21005;1040;Etterbeek;111;Ukkel;Europaziekenhuizen;0.1801274324091613;5807
21005;1040;Etterbeek;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.1694506629929396;5807
