nis_code_patiënt;postcode_patiënt;gemeente_patiënt;aantal_verblijven_per_gemeente;categorie;aantal_verblijven_per_ziekenhuis_gemeente_patient;erkenningsnummer_ziekenhuis;naam_ziekenhuis;gemeente_ziekenhuis;marktaandeel
11013;2650;Edegem;4633;65 jaar en ouder;2163;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1151179
11013;2650;Edegem;4633;65 jaar en ouder;2163;99;GZA ziekenhuizen;Antwerpen;0.5917707
11013;2650;Edegem;4633;65 jaar en ouder;2163;300;UZ Antwerpen;Edegem;0.148405
11013;2650;Edegem;4633;65 jaar en ouder;2163;682;AZ Monica;Antwerpen;0.0536292
11016;2910;Essen;2906;Jonger dan 15 jaar;249;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1084337
11016;2910;Essen;2906;Jonger dan 15 jaar;249;300;UZ Antwerpen;Edegem;0.1044177
11016;2910;Essen;2906;Jonger dan 15 jaar;249;536;AZ Sint-Jozef Malle;Malle;0.1164659
11016;2910;Essen;2906;Jonger dan 15 jaar;249;670;UZ Gent;Gent;0.060241
11016;2910;Essen;2906;Jonger dan 15 jaar;249;710;AZ Klina;Brasschaat;0.5180723
11016;2910;Essen;2906;Tussen 15 en 64 jaar;1744;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1112385
11016;2910;Essen;2906;Tussen 15 en 64 jaar;1744;99;GZA ziekenhuizen;Antwerpen;0.0716743
11016;2910;Essen;2906;Tussen 15 en 64 jaar;1744;300;UZ Antwerpen;Edegem;0.0527523
11016;2910;Essen;2906;Tussen 15 en 64 jaar;1744;536;AZ Sint-Jozef Malle;Malle;0.0986239
11016;2910;Essen;2906;Tussen 15 en 64 jaar;1744;710;AZ Klina;Brasschaat;0.5670872
11016;2910;Essen;2906;65 jaar en ouder;913;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1084337
11016;2910;Essen;2906;65 jaar en ouder;913;99;GZA ziekenhuizen;Antwerpen;0.0547645
11016;2910;Essen;2906;65 jaar en ouder;913;300;UZ Antwerpen;Edegem;0.0525739
11016;2910;Essen;2906;65 jaar en ouder;913;536;AZ Sint-Jozef Malle;Malle;0.0624315
11016;2910;Essen;2906;65 jaar en ouder;913;710;AZ Klina;Brasschaat;0.6429354
11018;2620;Hemiksem;2414;Jonger dan 15 jaar;153;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.3398693
11018;2620;Hemiksem;2414;Jonger dan 15 jaar;153;99;GZA ziekenhuizen;Antwerpen;0.130719
11018;2620;Hemiksem;2414;Jonger dan 15 jaar;153;300;UZ Antwerpen;Edegem;0.0980392
11018;2620;Hemiksem;2414;Jonger dan 15 jaar;153;314;AZ Heilige Familie;Rumst;0.248366
11018;2620;Hemiksem;2414;Jonger dan 15 jaar;153;322;UZ Leuven;Leuven;0.0588235
11018;2620;Hemiksem;2414;Jonger dan 15 jaar;153;682;AZ Monica;Antwerpen;0.0522876
11018;2620;Hemiksem;2414;Tussen 15 en 64 jaar;1419;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1881607
11018;2620;Hemiksem;2414;Tussen 15 en 64 jaar;1419;99;GZA ziekenhuizen;Antwerpen;0.1930937
11018;2620;Hemiksem;2414;Tussen 15 en 64 jaar;1419;300;UZ Antwerpen;Edegem;0.1021846
11018;2620;Hemiksem;2414;Tussen 15 en 64 jaar;1419;314;AZ Heilige Familie;Rumst;0.3558844
11018;2620;Hemiksem;2414;Tussen 15 en 64 jaar;1419;682;AZ Monica;Antwerpen;0.0613108
11018;2620;Hemiksem;2414;65 jaar en ouder;842;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.2078385
11018;2620;Hemiksem;2414;65 jaar en ouder;842;99;GZA ziekenhuizen;Antwerpen;0.175772
11018;2620;Hemiksem;2414;65 jaar en ouder;842;300;UZ Antwerpen;Edegem;0.1152019
11018;2620;Hemiksem;2414;65 jaar en ouder;842;314;AZ Heilige Familie;Rumst;0.4228029
11021;2540;Hove;1593;Jonger dan 15 jaar;69;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.173913
11021;2540;Hove;1593;Jonger dan 15 jaar;69;26;AZ Sint-Maarten;Mechelen;0.0724638
11021;2540;Hove;1593;Jonger dan 15 jaar;69;99;GZA ziekenhuizen;Antwerpen;0.3333333
11021;2540;Hove;1593;Jonger dan 15 jaar;69;300;UZ Antwerpen;Edegem;0.2753623
11021;2540;Hove;1593;Jonger dan 15 jaar;69;682;AZ Monica;Antwerpen;0.0724638
11021;2540;Hove;1593;Tussen 15 en 64 jaar;861;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1022067
11021;2540;Hove;1593;Tussen 15 en 64 jaar;861;26;AZ Sint-Maarten;Mechelen;0.097561
11021;2540;Hove;1593;Tussen 15 en 64 jaar;861;99;GZA ziekenhuizen;Antwerpen;0.495935
11021;2540;Hove;1593;Tussen 15 en 64 jaar;861;300;UZ Antwerpen;Edegem;0.1033682
11021;2540;Hove;1593;Tussen 15 en 64 jaar;861;682;AZ Monica;Antwerpen;0.0859466
11021;2540;Hove;1593;65 jaar en ouder;663;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1402715
11021;2540;Hove;1593;65 jaar en ouder;663;26;AZ Sint-Maarten;Mechelen;0.0708899
11021;2540;Hove;1593;65 jaar en ouder;663;97;Heilig-Hartziekenhuis;Lier;0.0648567
11021;2540;Hove;1593;65 jaar en ouder;663;99;GZA ziekenhuizen;Antwerpen;0.4781297
11021;2540;Hove;1593;65 jaar en ouder;663;300;UZ Antwerpen;Edegem;0.1040724
11022;2920;Kalmthout;3117;Jonger dan 15 jaar;194;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.128866
11022;2920;Kalmthout;3117;Jonger dan 15 jaar;194;99;GZA ziekenhuizen;Antwerpen;0.1082474
11022;2920;Kalmthout;3117;Jonger dan 15 jaar;194;536;AZ Sint-Jozef Malle;Malle;0.0824742
11022;2920;Kalmthout;3117;Jonger dan 15 jaar;194;682;AZ Monica;Antwerpen;0.0618557
11022;2920;Kalmthout;3117;Jonger dan 15 jaar;194;710;AZ Klina;Brasschaat;0.556701
11022;2920;Kalmthout;3117;Tussen 15 en 64 jaar;1715;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1317784
11022;2920;Kalmthout;3117;Tussen 15 en 64 jaar;1715;99;GZA ziekenhuizen;Antwerpen;0.0798834
11022;2920;Kalmthout;3117;Tussen 15 en 64 jaar;1715;536;AZ Sint-Jozef Malle;Malle;0.0524781
11022;2920;Kalmthout;3117;Tussen 15 en 64 jaar;1715;682;AZ Monica;Antwerpen;0.0688047
11022;2920;Kalmthout;3117;Tussen 15 en 64 jaar;1715;710;AZ Klina;Brasschaat;0.5381924
11022;2920;Kalmthout;3117;65 jaar en ouder;1208;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1448675
11022;2920;Kalmthout;3117;65 jaar en ouder;1208;300;UZ Antwerpen;Edegem;0.0620861
11022;2920;Kalmthout;3117;65 jaar en ouder;1208;710;AZ Klina;Brasschaat;0.6663907
11023;2950;Kapellen (Antwerpen);4785;Jonger dan 15 jaar;281;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1245552
11023;2950;Kapellen (Antwerpen);4785;Jonger dan 15 jaar;281;670;UZ Gent;Gent;0.0960854
11023;2950;Kapellen (Antwerpen);4785;Jonger dan 15 jaar;281;682;AZ Monica;Antwerpen;0.0640569
11023;2950;Kapellen (Antwerpen);4785;Jonger dan 15 jaar;281;710;AZ Klina;Brasschaat;0.5871886
11023;2950;Kapellen (Antwerpen);4785;Tussen 15 en 64 jaar;2631;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1714177
11023;2950;Kapellen (Antwerpen);4785;Tussen 15 en 64 jaar;2631;99;GZA ziekenhuizen;Antwerpen;0.0992018
11023;2950;Kapellen (Antwerpen);4785;Tussen 15 en 64 jaar;2631;682;AZ Monica;Antwerpen;0.0992018
11023;2950;Kapellen (Antwerpen);4785;Tussen 15 en 64 jaar;2631;710;AZ Klina;Brasschaat;0.513493
11023;2950;Kapellen (Antwerpen);4785;65 jaar en ouder;1873;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1916711
11023;2950;Kapellen (Antwerpen);4785;65 jaar en ouder;1873;99;GZA ziekenhuizen;Antwerpen;0.1131874
11023;2950;Kapellen (Antwerpen);4785;65 jaar en ouder;1873;300;UZ Antwerpen;Edegem;0.0875601
11023;2950;Kapellen (Antwerpen);4785;65 jaar en ouder;1873;682;AZ Monica;Antwerpen;0.0731447
11023;2950;Kapellen (Antwerpen);4785;65 jaar en ouder;1873;710;AZ Klina;Brasschaat;0.477843
11024;2550;Kontich;4257;Jonger dan 15 jaar;204;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1666667
11024;2550;Kontich;4257;Jonger dan 15 jaar;204;26;AZ Sint-Maarten;Mechelen;0.127451
11024;2550;Kontich;4257;Jonger dan 15 jaar;204;99;GZA ziekenhuizen;Antwerpen;0.2794118
11024;2550;Kontich;4257;Jonger dan 15 jaar;204;300;UZ Antwerpen;Edegem;0.1813725
11024;2550;Kontich;4257;Jonger dan 15 jaar;204;314;AZ Heilige Familie;Rumst;0.0539216
11024;2550;Kontich;4257;Jonger dan 15 jaar;204;682;AZ Monica;Antwerpen;0.0686275
11024;2550;Kontich;4257;Tussen 15 en 64 jaar;2335;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.0937901
11024;2550;Kontich;4257;Tussen 15 en 64 jaar;2335;26;AZ Sint-Maarten;Mechelen;0.1537473
11024;2550;Kontich;4257;Tussen 15 en 64 jaar;2335;99;GZA ziekenhuizen;Antwerpen;0.385439
11024;2550;Kontich;4257;Tussen 15 en 64 jaar;2335;300;UZ Antwerpen;Edegem;0.1293362
11024;2550;Kontich;4257;Tussen 15 en 64 jaar;2335;314;AZ Heilige Familie;Rumst;0.0646681
11024;2550;Kontich;4257;Tussen 15 en 64 jaar;2335;682;AZ Monica;Antwerpen;0.0929336
11024;2550;Kontich;4257;65 jaar en ouder;1718;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.0663562
11024;2550;Kontich;4257;65 jaar en ouder;1718;26;AZ Sint-Maarten;Mechelen;0.1146682
11024;2550;Kontich;4257;65 jaar en ouder;1718;99;GZA ziekenhuizen;Antwerpen;0.4592549
11024;2550;Kontich;4257;65 jaar en ouder;1718;300;UZ Antwerpen;Edegem;0.1629802
11024;2550;Kontich;4257;65 jaar en ouder;1718;314;AZ Heilige Familie;Rumst;0.0547148
11024;2550;Kontich;4257;65 jaar en ouder;1718;682;AZ Monica;Antwerpen;0.0535506
11025;2547;Lint;1741;Jonger dan 15 jaar;79;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.2405063
11025;2547;Lint;1741;Jonger dan 15 jaar;79;26;AZ Sint-Maarten;Mechelen;0.164557
11025;2547;Lint;1741;Jonger dan 15 jaar;79;97;Heilig-Hartziekenhuis;Lier;0.164557
11025;2547;Lint;1741;Jonger dan 15 jaar;79;99;GZA ziekenhuizen;Antwerpen;0.2151899
11025;2547;Lint;1741;Jonger dan 15 jaar;79;300;UZ Antwerpen;Edegem;0.1518987
11025;2547;Lint;1741;Tussen 15 en 64 jaar;1047;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.0544413
11025;2547;Lint;1741;Tussen 15 en 64 jaar;1047;26;AZ Sint-Maarten;Mechelen;0.3228271
11025;2547;Lint;1741;Tussen 15 en 64 jaar;1047;97;Heilig-Hartziekenhuis;Lier;0.1107927
11025;2547;Lint;1741;Tussen 15 en 64 jaar;1047;99;GZA ziekenhuizen;Antwerpen;0.2588348
11025;2547;Lint;1741;Tussen 15 en 64 jaar;1047;300;UZ Antwerpen;Edegem;0.1050621
11025;2547;Lint;1741;Tussen 15 en 64 jaar;1047;682;AZ Monica;Antwerpen;0.0553964
11025;2547;Lint;1741;65 jaar en ouder;615;26;AZ Sint-Maarten;Mechelen;0.3382114
11025;2547;Lint;1741;65 jaar en ouder;615;97;Heilig-Hartziekenhuis;Lier;0.1918699
11025;2547;Lint;1741;65 jaar en ouder;615;99;GZA ziekenhuizen;Antwerpen;0.1772358
11025;2547;Lint;1741;65 jaar en ouder;615;300;UZ Antwerpen;Edegem;0.1398374
11029;2640;Mortsel;4742;Jonger dan 15 jaar;237;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.2911392
11029;2640;Mortsel;4742;Jonger dan 15 jaar;237;99;GZA ziekenhuizen;Antwerpen;0.4177215
11029;2640;Mortsel;4742;Jonger dan 15 jaar;237;300;UZ Antwerpen;Edegem;0.07173
11029;2640;Mortsel;4742;Jonger dan 15 jaar;237;682;AZ Monica;Antwerpen;0.0970464
11029;2640;Mortsel;4742;Tussen 15 en 64 jaar;2414;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1835128
11029;2640;Mortsel;4742;Tussen 15 en 64 jaar;2414;99;GZA ziekenhuizen;Antwerpen;0.5352113
11029;2640;Mortsel;4742;Tussen 15 en 64 jaar;2414;300;UZ Antwerpen;Edegem;0.0816073
11029;2640;Mortsel;4742;Tussen 15 en 64 jaar;2414;682;AZ Monica;Antwerpen;0.09942
11029;2640;Mortsel;4742;65 jaar en ouder;2091;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1731229
11029;2640;Mortsel;4742;65 jaar en ouder;2091;99;GZA ziekenhuizen;Antwerpen;0.6757532
11029;2640;Mortsel;4742;65 jaar en ouder;2091;300;UZ Antwerpen;Edegem;0.0640842
11030;2845;Niel;2146;Jonger dan 15 jaar;157;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.2165605
11030;2845;Niel;2146;Jonger dan 15 jaar;157;99;GZA ziekenhuizen;Antwerpen;0.1146497
11030;2845;Niel;2146;Jonger dan 15 jaar;157;300;UZ Antwerpen;Edegem;0.0636943
11030;2845;Niel;2146;Jonger dan 15 jaar;157;314;AZ Heilige Familie;Rumst;0.5159236
11030;2845;Niel;2146;Tussen 15 en 64 jaar;1272;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.0904088
11030;2845;Niel;2146;Tussen 15 en 64 jaar;1272;99;GZA ziekenhuizen;Antwerpen;0.1666667
11030;2845;Niel;2146;Tussen 15 en 64 jaar;1272;300;UZ Antwerpen;Edegem;0.091195
11030;2845;Niel;2146;Tussen 15 en 64 jaar;1272;314;AZ Heilige Familie;Rumst;0.4803459
11030;2845;Niel;2146;65 jaar en ouder;717;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.0725244
11030;2845;Niel;2146;65 jaar en ouder;717;26;AZ Sint-Maarten;Mechelen;0.0516039
11030;2845;Niel;2146;65 jaar en ouder;717;99;GZA ziekenhuizen;Antwerpen;0.1213389
11030;2845;Niel;2146;65 jaar en ouder;717;300;UZ Antwerpen;Edegem;0.13947
11030;2845;Niel;2146;65 jaar en ouder;717;314;AZ Heilige Familie;Rumst;0.5383543
11035;2520;Ranst;3992;Jonger dan 15 jaar;199;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.0904523
11035;2520;Ranst;3992;Jonger dan 15 jaar;199;26;AZ Sint-Maarten;Mechelen;0.0703518
11035;2520;Ranst;3992;Jonger dan 15 jaar;199;97;Heilig-Hartziekenhuis;Lier;0.2713568
11035;2520;Ranst;3992;Jonger dan 15 jaar;199;300;UZ Antwerpen;Edegem;0.1708543
11035;2520;Ranst;3992;Jonger dan 15 jaar;199;536;AZ Sint-Jozef Malle;Malle;0.0502513
11035;2520;Ranst;3992;Jonger dan 15 jaar;199;682;AZ Monica;Antwerpen;0.160804
