code_ins_patient;code_postal_patient;commune_patient;classe_âge;numéro_agrément_hôpital;commune_hôpital;nom_hôpital;part_de_marché;total_par_classe_âge_et_commune_patient;total_par_commune_patient
11002;2000;Anvers;Retraités;99;Anvers;GZA ziekenhuizen;0.3007524210677899;27777;79971
11002;2000;Anvers;Retraités;300;Edegem;UZ Antwerpen;0.056053569499946;27777;79971
11002;2000;Anvers;Retraités;682;Anvers;AZ Monica;0.168484717572092;27777;79971
11004;2530;Boechout;Enfants;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1578947368421053;114;1920
11004;2530;Boechout;Enfants;26;Malines;AZ Sint-Maarten;0.1403508771929824;114;1920
11004;2530;Boechout;Enfants;97;Lierre;H.-Hartziekenhuis Lier;0.1491228070175439;114;1920
11004;2530;Boechout;Enfants;99;Anvers;GZA ziekenhuizen;0.2894736842105263;114;1920
11004;2530;Boechout;Enfants;300;Edegem;UZ Antwerpen;0.07894736842105263;114;1920
11004;2530;Boechout;Enfants;314;Rumst;AZ Heilige Familie;0.05263157894736842;114;1920
11004;2530;Boechout;Enfants;682;Anvers;AZ Monica;0.06140350877192982;114;1920
11004;2530;Boechout;Actifs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.09312445604873804;1149;1920
11004;2530;Boechout;Actifs;26;Malines;AZ Sint-Maarten;0.08529155787641428;1149;1920
11004;2530;Boechout;Actifs;97;Lierre;H.-Hartziekenhuis Lier;0.1453437771975631;1149;1920
11004;2530;Boechout;Actifs;99;Anvers;GZA ziekenhuizen;0.4647519582245431;1149;1920
11004;2530;Boechout;Actifs;300;Edegem;UZ Antwerpen;0.05657093124456049;1149;1920
11004;2530;Boechout;Actifs;682;Anvers;AZ Monica;0.09834638816362054;1149;1920
11004;2530;Boechout;Retraités;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1156773211567732;657;1920
11004;2530;Boechout;Retraités;97;Lierre;H.-Hartziekenhuis Lier;0.2298325722983257;657;1920
11004;2530;Boechout;Retraités;99;Anvers;GZA ziekenhuizen;0.4855403348554033;657;1920
11004;2530;Boechout;Retraités;300;Edegem;UZ Antwerpen;0.0593607305936073;657;1920
11005;2850;Boom;Enfants;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1356466876971609;317;3497
11005;2850;Boom;Enfants;99;Anvers;GZA ziekenhuizen;0.06309148264984227;317;3497
11005;2850;Boom;Enfants;143;Jette;UZ Brussel;0.07886435331230283;317;3497
11005;2850;Boom;Enfants;300;Edegem;UZ Antwerpen;0.05678233438485805;317;3497
11005;2850;Boom;Enfants;314;Rumst;AZ Heilige Familie;0.5362776025236593;317;3497
11005;2850;Boom;Actifs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.07961269499731038;1859;3497
11005;2850;Boom;Actifs;99;Anvers;GZA ziekenhuizen;0.1231845077998924;1859;3497
11005;2850;Boom;Actifs;300;Edegem;UZ Antwerpen;0.08068854222700376;1859;3497
11005;2850;Boom;Actifs;314;Rumst;AZ Heilige Familie;0.5121032813340506;1859;3497
11005;2850;Boom;Retraités;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1158213474640424;1321;3497
11005;2850;Boom;Retraités;99;Anvers;GZA ziekenhuizen;0.08856926570779712;1321;3497
11005;2850;Boom;Retraités;300;Edegem;UZ Antwerpen;0.09992429977289932;1321;3497
11005;2850;Boom;Retraités;314;Rumst;AZ Heilige Familie;0.6056018168054504;1321;3497
11007;2150;Borsbeek;Enfants;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.2661290322580645;124;1842
11007;2150;Borsbeek;Enfants;99;Anvers;GZA ziekenhuizen;0.2096774193548387;124;1842
11007;2150;Borsbeek;Enfants;300;Edegem;UZ Antwerpen;0.0564516129032258;124;1842
11007;2150;Borsbeek;Enfants;682;Anvers;AZ Monica;0.3467741935483871;124;1842
11007;2150;Borsbeek;Actifs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.2520473157415832;1099;1842
11007;2150;Borsbeek;Actifs;99;Anvers;GZA ziekenhuizen;0.2283894449499545;1099;1842
11007;2150;Borsbeek;Actifs;682;Anvers;AZ Monica;0.4313011828935396;1099;1842
11007;2150;Borsbeek;Retraités;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.3473344103392569;619;1842
11007;2150;Borsbeek;Retraités;99;Anvers;GZA ziekenhuizen;0.1421647819063005;619;1842
11007;2150;Borsbeek;Retraités;682;Anvers;AZ Monica;0.3957996768982229;619;1842
11008;2930;Brasschaat;Enfants;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1586021505376344;372;6229
11008;2930;Brasschaat;Enfants;682;Anvers;AZ Monica;0.08064516129032258;372;6229
11008;2930;Brasschaat;Enfants;710;Brasschaat;AZ Klina;0.6344086021505376;372;6229
11008;2930;Brasschaat;Actifs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1545001465845793;3411;6229
11008;2930;Brasschaat;Actifs;99;Anvers;GZA ziekenhuizen;0.09615948402228086;3411;6229
11008;2930;Brasschaat;Actifs;682;Anvers;AZ Monica;0.09176194664321313;3411;6229
11008;2930;Brasschaat;Actifs;710;Brasschaat;AZ Klina;0.5713866901201994;3411;6229
11008;2930;Brasschaat;Retraités;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1116107931316435;2446;6229
11008;2930;Brasschaat;Retraités;99;Anvers;GZA ziekenhuizen;0.09443990188062143;2446;6229
11008;2930;Brasschaat;Retraités;682;Anvers;AZ Monica;0.06173344235486509;2446;6229
11008;2930;Brasschaat;Retraités;710;Brasschaat;AZ Klina;0.6794766966475879;2446;6229
11009;2960;Brecht;Enfants;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.08522727272727272;352;4814
11009;2960;Brecht;Enfants;536;Malle;AZ Sint-Jozef Malle;0.4375;352;4814
11009;2960;Brecht;Enfants;682;Anvers;AZ Monica;0.1335227272727273;352;4814
11009;2960;Brecht;Enfants;710;Brasschaat;AZ Klina;0.2556818181818182;352;4814
11009;2960;Brecht;Actifs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1375606375606375;2886;4814
11009;2960;Brecht;Actifs;99;Anvers;GZA ziekenhuizen;0.08454608454608455;2886;4814
11009;2960;Brecht;Actifs;536;Malle;AZ Sint-Jozef Malle;0.4060984060984061;2886;4814
11009;2960;Brecht;Actifs;682;Anvers;AZ Monica;0.1046431046431046;2886;4814
11009;2960;Brecht;Actifs;710;Brasschaat;AZ Klina;0.1614691614691615;2886;4814
11009;2960;Brecht;Retraités;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1459390862944162;1576;4814
11009;2960;Brecht;Retraités;63;Turnhout;AZ Turnhout;0.06979695431472081;1576;4814
11009;2960;Brecht;Retraités;99;Anvers;GZA ziekenhuizen;0.108502538071066;1576;4814
11009;2960;Brecht;Retraités;536;Malle;AZ Sint-Jozef Malle;0.3876903553299492;1576;4814
11009;2960;Brecht;Retraités;682;Anvers;AZ Monica;0.0583756345177665;1576;4814
11009;2960;Brecht;Retraités;710;Brasschaat;AZ Klina;0.1402284263959391;1576;4814
11013;2650;Edegem;Enfants;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.2543352601156069;173;3735
11013;2650;Edegem;Enfants;99;Anvers;GZA ziekenhuizen;0.3872832369942196;173;3735
11013;2650;Edegem;Enfants;300;Edegem;UZ Antwerpen;0.09248554913294797;173;3735
11013;2650;Edegem;Enfants;322;Louvain;UZ Leuven;0.07514450867052024;173;3735
11013;2650;Edegem;Enfants;682;Anvers;AZ Monica;0.05202312138728324;173;3735
11013;2650;Edegem;Actifs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1748216106014271;1962;3735
11013;2650;Edegem;Actifs;99;Anvers;GZA ziekenhuizen;0.5428134556574924;1962;3735
11013;2650;Edegem;Actifs;300;Edegem;UZ Antwerpen;0.109072375127421;1962;3735
11013;2650;Edegem;Actifs;682;Anvers;AZ Monica;0.08103975535168195;1962;3735
11013;2650;Edegem;Retraités;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.115;1600;3735
11013;2650;Edegem;Retraités;99;Anvers;GZA ziekenhuizen;0.656875;1600;3735
11013;2650;Edegem;Retraités;300;Edegem;UZ Antwerpen;0.115;1600;3735
11013;2650;Edegem;Retraités;682;Anvers;AZ Monica;0.051875;1600;3735
11016;2910;Essen;Enfants;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.07920792079207921;202;2599
11016;2910;Essen;Enfants;536;Malle;AZ Sint-Jozef Malle;0.09405940594059406;202;2599
11016;2910;Essen;Enfants;710;Brasschaat;AZ Klina;0.7128712871287128;202;2599
11016;2910;Essen;Actifs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1374045801526718;1441;2599
11016;2910;Essen;Actifs;99;Anvers;GZA ziekenhuizen;0.09576682859125607;1441;2599
11016;2910;Essen;Actifs;536;Malle;AZ Sint-Jozef Malle;0.0777238029146426;1441;2599
11016;2910;Essen;Actifs;682;Anvers;AZ Monica;0.05412907702984039;1441;2599
11016;2910;Essen;Actifs;710;Brasschaat;AZ Klina;0.553088133240805;1441;2599
11016;2910;Essen;Retraités;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1119246861924686;956;2599
11016;2910;Essen;Retraités;99;Anvers;GZA ziekenhuizen;0.0899581589958159;956;2599
11016;2910;Essen;Retraités;710;Brasschaat;AZ Klina;0.6401673640167364;956;2599
11018;2620;Hemiksem;Enfants;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.2745098039215687;153;2055
11018;2620;Hemiksem;Enfants;99;Anvers;GZA ziekenhuizen;0.2156862745098039;153;2055
11018;2620;Hemiksem;Enfants;300;Edegem;UZ Antwerpen;0.08496732026143791;153;2055
11018;2620;Hemiksem;Enfants;314;Rumst;AZ Heilige Familie;0.3137254901960784;153;2055
11018;2620;Hemiksem;Enfants;682;Anvers;AZ Monica;0.0784313725490196;153;2055
11018;2620;Hemiksem;Actifs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1989881956155143;1186;2055
11018;2620;Hemiksem;Actifs;99;Anvers;GZA ziekenhuizen;0.188026981450253;1186;2055
11018;2620;Hemiksem;Actifs;300;Edegem;UZ Antwerpen;0.06829679595278246;1186;2055
11018;2620;Hemiksem;Actifs;314;Rumst;AZ Heilige Familie;0.3870151770657673;1186;2055
11018;2620;Hemiksem;Actifs;682;Anvers;AZ Monica;0.06408094435075885;1186;2055
11018;2620;Hemiksem;Retraités;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.217877094972067;716;2055
11018;2620;Hemiksem;Retraités;99;Anvers;GZA ziekenhuizen;0.196927374301676;716;2055
11018;2620;Hemiksem;Retraités;300;Edegem;UZ Antwerpen;0.06843575418994413;716;2055
11018;2620;Hemiksem;Retraités;314;Rumst;AZ Heilige Familie;0.4622905027932961;716;2055
11021;2540;Hove;Enfants;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1159420289855072;69;1285
11021;2540;Hove;Enfants;26;Malines;AZ Sint-Maarten;0.07246376811594203;69;1285
11021;2540;Hove;Enfants;99;Anvers;GZA ziekenhuizen;0.4492753623188406;69;1285
11021;2540;Hove;Enfants;300;Edegem;UZ Antwerpen;0.1014492753623188;69;1285
11021;2540;Hove;Enfants;670;Gand;UZ Gent;0.1449275362318841;69;1285
11021;2540;Hove;Actifs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1226158038147139;734;1285
11021;2540;Hove;Actifs;26;Malines;AZ Sint-Maarten;0.05994550408719346;734;1285
11021;2540;Hove;Actifs;99;Anvers;GZA ziekenhuizen;0.5722070844686649;734;1285
11021;2540;Hove;Actifs;300;Edegem;UZ Antwerpen;0.05313351498637602;734;1285
11021;2540;Hove;Actifs;682;Anvers;AZ Monica;0.1076294277929155;734;1285
11021;2540;Hove;Retraités;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1141078838174274;482;1285
11021;2540;Hove;Retraités;99;Anvers;GZA ziekenhuizen;0.516597510373444;482;1285
11021;2540;Hove;Retraités;300;Edegem;UZ Antwerpen;0.1659751037344398;482;1285
11021;2540;Hove;Retraités;314;Rumst;AZ Heilige Familie;0.06224066390041494;482;1285
11021;2540;Hove;Retraités;682;Anvers;AZ Monica;0.0975103734439834;482;1285
11022;2920;Kalmthout;Enfants;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1237623762376238;202;2588
11022;2920;Kalmthout;Enfants;99;Anvers;GZA ziekenhuizen;0.05445544554455446;202;2588
11022;2920;Kalmthout;Enfants;300;Edegem;UZ Antwerpen;0.06930693069306931;202;2588
11022;2920;Kalmthout;Enfants;536;Malle;AZ Sint-Jozef Malle;0.08415841584158416;202;2588
11022;2920;Kalmthout;Enfants;710;Brasschaat;AZ Klina;0.6089108910891089;202;2588
11022;2920;Kalmthout;Actifs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1032863849765258;1491;2588
11022;2920;Kalmthout;Actifs;99;Anvers;GZA ziekenhuizen;0.1066398390342052;1491;2588
11022;2920;Kalmthout;Actifs;536;Malle;AZ Sint-Jozef Malle;0.06975184439973173;1491;2588
11022;2920;Kalmthout;Actifs;682;Anvers;AZ Monica;0.07578806170355466;1491;2588
11022;2920;Kalmthout;Actifs;710;Brasschaat;AZ Klina;0.5492957746478874;1491;2588
11022;2920;Kalmthout;Retraités;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1240223463687151;895;2588
11022;2920;Kalmthout;Retraités;99;Anvers;GZA ziekenhuizen;0.05810055865921788;895;2588
11022;2920;Kalmthout;Retraités;300;Edegem;UZ Antwerpen;0.08826815642458101;895;2588
11022;2920;Kalmthout;Retraités;536;Malle;AZ Sint-Jozef Malle;0.06368715083798883;895;2588
11022;2920;Kalmthout;Retraités;682;Anvers;AZ Monica;0.06480446927374302;895;2588
11022;2920;Kalmthout;Retraités;710;Brasschaat;AZ Klina;0.5709497206703911;895;2588
11023;2950;Kapellen (Anvers);Enfants;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1333333333333333;285;4480
11023;2950;Kapellen (Anvers);Enfants;682;Anvers;AZ Monica;0.09824561403508772;285;4480
11023;2950;Kapellen (Anvers);Enfants;710;Brasschaat;AZ Klina;0.6070175438596491;285;4480
11023;2950;Kapellen (Anvers);Actifs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1790148177813376;2497;4480
11023;2950;Kapellen (Anvers);Actifs;99;Anvers;GZA ziekenhuizen;0.09651581898277933;2497;4480
11023;2950;Kapellen (Anvers);Actifs;300;Edegem;UZ Antwerpen;0.05366439727673208;2497;4480
11023;2950;Kapellen (Anvers);Actifs;682;Anvers;AZ Monica;0.1153384060873048;2497;4480
11023;2950;Kapellen (Anvers);Actifs;710;Brasschaat;AZ Klina;0.499399279134962;2497;4480
11023;2950;Kapellen (Anvers);Retraités;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1784452296819788;1698;4480
11023;2950;Kapellen (Anvers);Retraités;99;Anvers;GZA ziekenhuizen;0.0895170789163722;1698;4480
11023;2950;Kapellen (Anvers);Retraités;300;Edegem;UZ Antwerpen;0.0530035335689046;1698;4480
11023;2950;Kapellen (Anvers);Retraités;682;Anvers;AZ Monica;0.05594817432273263;1698;4480
11023;2950;Kapellen (Anvers);Retraités;710;Brasschaat;AZ Klina;0.5948174322732627;1698;4480
11024;2550;Kontich;Enfants;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1347150259067358;193;3579
11024;2550;Kontich;Enfants;26;Malines;AZ Sint-Maarten;0.1088082901554404;193;3579
11024;2550;Kontich;Enfants;97;Lierre;H.-Hartziekenhuis Lier;0.07253886010362694;193;3579
11024;2550;Kontich;Enfants;99;Anvers;GZA ziekenhuizen;0.3730569948186528;193;3579
11024;2550;Kontich;Enfants;300;Edegem;UZ Antwerpen;0.1036269430051813;193;3579
11024;2550;Kontich;Enfants;595;Saint-Nicolas (Flandre orienta;AZ Nikolaas;0.05181347150259067;193;3579
11024;2550;Kontich;Actifs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.09730751062824752;2117;3579
11024;2550;Kontich;Actifs;26;Malines;AZ Sint-Maarten;0.1969768540387341;2117;3579
11024;2550;Kontich;Actifs;99;Anvers;GZA ziekenhuizen;0.3901747756258857;2117;3579
11024;2550;Kontich;Actifs;300;Edegem;UZ Antwerpen;0.09116674539442607;2117;3579
11024;2550;Kontich;Actifs;314;Rumst;AZ Heilige Familie;0.05762871988663203;2117;3579
11024;2550;Kontich;Actifs;682;Anvers;AZ Monica;0.07841284837033538;2117;3579
11024;2550;Kontich;Retraités;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1016548463356974;1269;3579
11024;2550;Kontich;Retraités;26;Malines;AZ Sint-Maarten;0.09929078014184398;1269;3579
11024;2550;Kontich;Retraités;99;Anvers;GZA ziekenhuizen;0.3940110323089047;1269;3579
11024;2550;Kontich;Retraités;300;Edegem;UZ Antwerpen;0.1741528762805359;1269;3579
11024;2550;Kontich;Retraités;314;Rumst;AZ Heilige Familie;0.0937746256895193;1269;3579
11024;2550;Kontich;Retraités;682;Anvers;AZ Monica;0.07565011820330969;1269;3579
11025;2547;Lint;Enfants;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.06315789473684211;95;1388
11025;2547;Lint;Enfants;26;Malines;AZ Sint-Maarten;0.3473684210526316;95;1388
11025;2547;Lint;Enfants;97;Lierre;H.-Hartziekenhuis Lier;0.1789473684210526;95;1388
11025;2547;Lint;Enfants;99;Anvers;GZA ziekenhuizen;0.1578947368421053;95;1388
11025;2547;Lint;Enfants;300;Edegem;UZ Antwerpen;0.1263157894736842;95;1388
11025;2547;Lint;Actifs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.05331882480957562;919;1388
11025;2547;Lint;Actifs;26;Malines;AZ Sint-Maarten;0.3144722524483134;919;1388
11025;2547;Lint;Actifs;97;Lierre;H.-Hartziekenhuis Lier;0.09249183895538629;919;1388
11025;2547;Lint;Actifs;99;Anvers;GZA ziekenhuizen;0.3405875952121872;919;1388
11025;2547;Lint;Actifs;682;Anvers;AZ Monica;0.06964091403699674;919;1388
11025;2547;Lint;Retraités;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.0855614973262032;374;1388
11025;2547;Lint;Retraités;26;Malines;AZ Sint-Maarten;0.3074866310160428;374;1388
11025;2547;Lint;Retraités;97;Lierre;H.-Hartziekenhuis Lier;0.1898395721925134;374;1388
11025;2547;Lint;Retraités;99;Anvers;GZA ziekenhuizen;0.1470588235294118;374;1388
11025;2547;Lint;Retraités;300;Edegem;UZ Antwerpen;0.1470588235294118;374;1388
11029;2640;Mortsel;Enfants;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.2163120567375887;282;4277
11029;2640;Mortsel;Enfants;99;Anvers;GZA ziekenhuizen;0.4787234042553192;282;4277
11029;2640;Mortsel;Enfants;682;Anvers;AZ Monica;0.1134751773049645;282;4277
11029;2640;Mortsel;Actifs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1850931677018633;2415;4277
11029;2640;Mortsel;Actifs;99;Anvers;GZA ziekenhuizen;0.5519668737060042;2415;4277
11029;2640;Mortsel;Actifs;300;Edegem;UZ Antwerpen;0.07080745341614907;2415;4277
11029;2640;Mortsel;Actifs;682;Anvers;AZ Monica;0.0886128364389234;2415;4277
11029;2640;Mortsel;Retraités;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1784810126582279;1580;4277
11029;2640;Mortsel;Retraités;99;Anvers;GZA ziekenhuizen;0.670253164556962;1580;4277
11029;2640;Mortsel;Retraités;682;Anvers;AZ Monica;0.05759493670886076;1580;4277
11030;2845;Niel;Enfants;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.2012578616352201;159;1974
11030;2845;Niel;Enfants;99;Anvers;GZA ziekenhuizen;0.119496855345912;159;1974
11030;2845;Niel;Enfants;300;Edegem;UZ Antwerpen;0.05660377358490566;159;1974
11030;2845;Niel;Enfants;314;Rumst;AZ Heilige Familie;0.5157232704402516;159;1974
11030;2845;Niel;Actifs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.09898477157360407;1182;1974
11030;2845;Niel;Actifs;99;Anvers;GZA ziekenhuizen;0.1302876480541455;1182;1974
11030;2845;Niel;Actifs;300;Edegem;UZ Antwerpen;0.09898477157360407;1182;1974
11030;2845;Niel;Actifs;314;Rumst;AZ Heilige Familie;0.5296108291032149;1182;1974
11030;2845;Niel;Retraités;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1232227488151659;633;1974
11030;2845;Niel;Retraités;99;Anvers;GZA ziekenhuizen;0.1169036334913112;633;1974
11030;2845;Niel;Retraités;300;Edegem;UZ Antwerpen;0.05529225908372828;633;1974
11030;2845;Niel;Retraités;314;Rumst;AZ Heilige Familie;0.6208530805687204;633;1974
11035;2520;Ranst;Enfants;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1384615384615385;195;3011
11035;2520;Ranst;Enfants;26;Malines;AZ Sint-Maarten;0.07692307692307693;195;3011
11035;2520;Ranst;Enfants;97;Lierre;H.-Hartziekenhuis Lier;0.2923076923076923;195;3011
11035;2520;Ranst;Enfants;99;Anvers;GZA ziekenhuizen;0.07179487179487179;195;3011
11035;2520;Ranst;Enfants;300;Edegem;UZ Antwerpen;0.05641025641025641;195;3011
11035;2520;Ranst;Enfants;536;Malle;AZ Sint-Jozef Malle;0.1230769230769231;195;3011
11035;2520;Ranst;Enfants;682;Anvers;AZ Monica;0.1435897435897436;195;3011
11035;2520;Ranst;Actifs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1007792207792208;1925;3011
11035;2520;Ranst;Actifs;26;Malines;AZ Sint-Maarten;0.05142857142857143;1925;3011
11035;2520;Ranst;Actifs;97;Lierre;H.-Hartziekenhuis Lier;0.268051948051948;1925;3011
11035;2520;Ranst;Actifs;99;Anvers;GZA ziekenhuizen;0.1314285714285714;1925;3011
11035;2520;Ranst;Actifs;300;Edegem;UZ Antwerpen;0.06857142857142857;1925;3011
11035;2520;Ranst;Actifs;536;Malle;AZ Sint-Jozef Malle;0.1215584415584416;1925;3011
11035;2520;Ranst;Actifs;682;Anvers;AZ Monica;0.1750649350649351;1925;3011
11035;2520;Ranst;Retraités;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.0707070707070707;891;3011
11035;2520;Ranst;Retraités;26;Malines;AZ Sint-Maarten;0.05499438832772166;891;3011
11035;2520;Ranst;Retraités;97;Lierre;H.-Hartziekenhuis Lier;0.3748597081930415;891;3011
11035;2520;Ranst;Retraités;99;Anvers;GZA ziekenhuizen;0.06734006734006734;891;3011
11035;2520;Ranst;Retraités;300;Edegem;UZ Antwerpen;0.09764309764309764;891;3011
11035;2520;Ranst;Retraités;536;Malle;AZ Sint-Jozef Malle;0.1290684624017957;891;3011
11035;2520;Ranst;Retraités;682;Anvers;AZ Monica;0.1705948372615039;891;3011
11037;2840;Rumst;Enfants;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1182266009852217;203;2889
11037;2840;Rumst;Enfants;26;Malines;AZ Sint-Maarten;0.103448275862069;203;2889
11037;2840;Rumst;Enfants;99;Anvers;GZA ziekenhuizen;0.1231527093596059;203;2889
11037;2840;Rumst;Enfants;300;Edegem;UZ Antwerpen;0.07389162561576355;203;2889
11037;2840;Rumst;Enfants;314;Rumst;AZ Heilige Familie;0.354679802955665;203;2889
11037;2840;Rumst;Enfants;670;Gand;UZ Gent;0.06896551724137931;203;2889
11037;2840;Rumst;Actifs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.0700746697300402;1741;2889
11037;2840;Rumst;Actifs;26;Malines;AZ Sint-Maarten;0.1384261918437679;1741;2889
11037;2840;Rumst;Actifs;99;Anvers;GZA ziekenhuizen;0.1390005743825388;1741;2889
11037;2840;Rumst;Actifs;300;Edegem;UZ Antwerpen;0.09075244112578977;1741;2889
11037;2840;Rumst;Actifs;314;Rumst;AZ Heilige Familie;0.4152785755313039;1741;2889
11037;2840;Rumst;Retraités;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.07513227513227513;945;2889
11037;2840;Rumst;Retraités;26;Malines;AZ Sint-Maarten;0.09312169312169312;945;2889
11037;2840;Rumst;Retraités;99;Anvers;GZA ziekenhuizen;0.128042328042328;945;2889
11037;2840;Rumst;Retraités;104;Bornem;Sint-Jozefkliniek;0.05396825396825397;945;2889
11037;2840;Rumst;Retraités;314;Rumst;AZ Heilige Familie;0.5566137566137566;945;2889
11038;2627;Schelle;Enfants;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1968503937007874;127;1700
11038;2627;Schelle;Enfants;99;Anvers;GZA ziekenhuizen;0.1653543307086614;127;1700
11038;2627;Schelle;Enfants;300;Edegem;UZ Antwerpen;0.05511811023622047;127;1700
11038;2627;Schelle;Enfants;314;Rumst;AZ Heilige Familie;0.4881889763779528;127;1700
11038;2627;Schelle;Actifs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1801980198019802;1010;1700
11038;2627;Schelle;Actifs;99;Anvers;GZA ziekenhuizen;0.1445544554455445;1010;1700
11038;2627;Schelle;Actifs;300;Edegem;UZ Antwerpen;0.1108910891089109;1010;1700
11038;2627;Schelle;Actifs;314;Rumst;AZ Heilige Familie;0.4366336633663366;1010;1700
11038;2627;Schelle;Retraités;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1420959147424511;563;1700
