nis_code_patiënt;postcode_patiënt;gemeente_patiënt;erkenningsnummer_ziekenhuis;gemeente_ziekenhuis;naam_ziekenhuis;marktaandeel;totaal_patiënten_per_gemeente
11013;2650;Edegem;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1664656212303981;3316
11013;2650;Edegem;99;Antwerpen;GZA ziekenhuizen;0.485524728588661;3316
11013;2650;Edegem;300;Edegem;UZ Antwerpen;0.2306996381182147;3316
11016;2910;Essen;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1086519114688129;2485
11016;2910;Essen;300;Edegem;UZ Antwerpen;0.09537223340040242;2485
11016;2910;Essen;536;Malle;AZ Sint-Jozef Malle;0.07082494969818913;2485
11016;2910;Essen;710;Brasschaat;AZ Klina;0.5674044265593562;2485
11018;2620;Hemiksem;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.2234736218138708;1687
11018;2620;Hemiksem;99;Antwerpen;GZA ziekenhuizen;0.2033195020746888;1687
11018;2620;Hemiksem;300;Edegem;UZ Antwerpen;0.1523414344991108;1687
11018;2620;Hemiksem;314;Rumst;AZ Heilige Familie;0.3070539419087137;1687
11021;2540;Hove;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1115013169446883;1139
11021;2540;Hove;99;Antwerpen;GZA ziekenhuizen;0.553116769095698;1139
11021;2540;Hove;300;Edegem;UZ Antwerpen;0.1641791044776119;1139
11022;2920;Kalmthout;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1093133385951066;2534
11022;2920;Kalmthout;99;Antwerpen;GZA ziekenhuizen;0.06195737963693765;2534
11022;2920;Kalmthout;300;Edegem;UZ Antwerpen;0.08958168902920284;2534
11022;2920;Kalmthout;536;Malle;AZ Sint-Jozef Malle;0.06945540647198106;2534
11022;2920;Kalmthout;710;Brasschaat;AZ Klina;0.5548539857932123;2534
11023;2950;Kapellen (Antwerpen);9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1601830663615561;3933
11023;2950;Kapellen (Antwerpen);99;Antwerpen;GZA ziekenhuizen;0.05593694380879736;3933
11023;2950;Kapellen (Antwerpen);300;Edegem;UZ Antwerpen;0.09865242817187897;3933
11023;2950;Kapellen (Antwerpen);710;Brasschaat;AZ Klina;0.5608949911009408;3933
11024;2550;Kontich;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.09537760416666667;3072
11024;2550;Kontich;26;Mechelen;AZ Sint-Maarten;0.1399739583333333;3072
11024;2550;Kontich;99;Antwerpen;GZA ziekenhuizen;0.3756510416666667;3072
11024;2550;Kontich;300;Edegem;UZ Antwerpen;0.2356770833333333;3072
11025;2547;Lint;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.06265876375952582;1181
11025;2547;Lint;26;Mechelen;AZ Sint-Maarten;0.3463166807790009;1181
11025;2547;Lint;97;Lier;H.-Hartziekenhuis Lier;0.1795088907705334;1181
11025;2547;Lint;99;Antwerpen;GZA ziekenhuizen;0.1896697713801863;1181
11025;2547;Lint;300;Edegem;UZ Antwerpen;0.117696867061812;1181
11029;2640;Mortsel;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1596108335524586;3803
11029;2640;Mortsel;99;Antwerpen;GZA ziekenhuizen;0.5997896397580857;3803
11029;2640;Mortsel;300;Edegem;UZ Antwerpen;0.1020247173284249;3803
11030;2845;Niel;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1324833702882483;1804
11030;2845;Niel;99;Antwerpen;GZA ziekenhuizen;0.1158536585365854;1804
11030;2845;Niel;300;Edegem;UZ Antwerpen;0.1751662971175166;1804
11030;2845;Niel;314;Rumst;AZ Heilige Familie;0.4750554323725055;1804
11035;2520;Ranst;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.08296296296296296;2700
11035;2520;Ranst;97;Lier;H.-Hartziekenhuis Lier;0.4225925925925926;2700
11035;2520;Ranst;99;Antwerpen;GZA ziekenhuizen;0.07814814814814815;2700
11035;2520;Ranst;300;Edegem;UZ Antwerpen;0.09259259259259259;2700
11035;2520;Ranst;536;Malle;AZ Sint-Jozef Malle;0.1018518518518518;2700
11035;2520;Ranst;682;Antwerpen;AZ Monica;0.12;2700
11037;2840;Rumst;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.07950530035335689;2264
11037;2840;Rumst;26;Mechelen;AZ Sint-Maarten;0.1775618374558304;2264
11037;2840;Rumst;99;Antwerpen;GZA ziekenhuizen;0.1351590106007067;2264
11037;2840;Rumst;300;Edegem;UZ Antwerpen;0.125;2264
11037;2840;Rumst;314;Rumst;AZ Heilige Familie;0.3608657243816255;2264
11038;2627;Schelle;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1375404530744337;1236
11038;2627;Schelle;99;Antwerpen;GZA ziekenhuizen;0.1286407766990291;1236
11038;2627;Schelle;300;Edegem;UZ Antwerpen;0.2006472491909385;1236
11038;2627;Schelle;314;Rumst;AZ Heilige Familie;0.4352750809061489;1236
11039;2970;Schilde;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1207584830339321;3006
11039;2970;Schilde;99;Antwerpen;GZA ziekenhuizen;0.1061210911510313;3006
11039;2970;Schilde;300;Edegem;UZ Antwerpen;0.0665335994677312;3006
11039;2970;Schilde;536;Malle;AZ Sint-Jozef Malle;0.4184963406520293;3006
11039;2970;Schilde;682;Antwerpen;AZ Monica;0.1164337990685296;3006
11039;2970;Schilde;710;Brasschaat;AZ Klina;0.08982035928143713;3006
11040;2900;Schoten;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.4181474480151229;5290
11040;2900;Schoten;99;Antwerpen;GZA ziekenhuizen;0.06162570888468809;5290
11040;2900;Schoten;300;Edegem;UZ Antwerpen;0.0773156899810964;5290
11040;2900;Schoten;682;Antwerpen;AZ Monica;0.09546313799621928;5290
11040;2900;Schoten;710;Brasschaat;AZ Klina;0.2413988657844991;5290
11044;2940;Stabroek;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.2401405700898087;2561
11044;2940;Stabroek;99;Antwerpen;GZA ziekenhuizen;0.06247559547051933;2561
11044;2940;Stabroek;300;Edegem;UZ Antwerpen;0.08785630613041781;2561
11044;2940;Stabroek;710;Brasschaat;AZ Klina;0.4978524014057009;2561
11050;2110;Wijnegem;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1699926090169993;1353
11050;2110;Wijnegem;99;Antwerpen;GZA ziekenhuizen;0.1396895787139689;1353
11050;2110;Wijnegem;300;Edegem;UZ Antwerpen;0.07243163340724317;1353
11050;2110;Wijnegem;536;Malle;AZ Sint-Jozef Malle;0.2668144863266814;1353
11050;2110;Wijnegem;682;Antwerpen;AZ Monica;0.2697708795269771;1353
11052;2160;Wommelgem;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.2014028056112225;1996
11052;2160;Wommelgem;97;Lier;H.-Hartziekenhuis Lier;0.07214428857715431;1996
11052;2160;Wommelgem;99;Antwerpen;GZA ziekenhuizen;0.1462925851703407;1996
11052;2160;Wommelgem;300;Edegem;UZ Antwerpen;0.0746492985971944;1996
11052;2160;Wommelgem;682;Antwerpen;AZ Monica;0.4138276553106213;1996
11053;2990;Wuustwezel;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1048845134418781;2641
11053;2990;Wuustwezel;300;Edegem;UZ Antwerpen;0.06096175691026127;2641
11053;2990;Wuustwezel;536;Malle;AZ Sint-Jozef Malle;0.2533131389625142;2641
11053;2990;Wuustwezel;710;Brasschaat;AZ Klina;0.4127224536160545;2641
11054;2240;Zandhoven;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.06284153005464481;1830
11054;2240;Zandhoven;97;Lier;H.-Hartziekenhuis Lier;0.2655737704918033;1830
11054;2240;Zandhoven;99;Antwerpen;GZA ziekenhuizen;0.05245901639344262;1830
11054;2240;Zandhoven;300;Edegem;UZ Antwerpen;0.05956284153005464;1830
11054;2240;Zandhoven;308;Herentals;AZ Sint-Elisabeth Herentals;0.073224043715847;1830
11054;2240;Zandhoven;536;Malle;AZ Sint-Jozef Malle;0.3300546448087432;1830
11054;2240;Zandhoven;682;Antwerpen;AZ Monica;0.0551912568306011;1830
11055;2980;Zoersel;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1017509084902544;3027
11055;2980;Zoersel;99;Antwerpen;GZA ziekenhuizen;0.05781301618764453;3027
11055;2980;Zoersel;300;Edegem;UZ Antwerpen;0.05186653452262967;3027
11055;2980;Zoersel;536;Malle;AZ Sint-Jozef Malle;0.6058804096465147;3027
11055;2980;Zoersel;682;Antwerpen;AZ Monica;0.07168814007267922;3027
11056;2070;Zwijndrecht;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1688751926040062;3245
11056;2070;Zwijndrecht;99;Antwerpen;GZA ziekenhuizen;0.4095531587057011;3245
11056;2070;Zwijndrecht;300;Edegem;UZ Antwerpen;0.1090909090909091;3245
11056;2070;Zwijndrecht;595;Sint-Niklaas;AZ Nikolaas;0.1423728813559322;3245
11056;2070;Zwijndrecht;682;Antwerpen;AZ Monica;0.07765793528505392;3245
11057;2390;Malle;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.06190061028770706;2294
11057;2390;Malle;63;Turnhout;AZ Turnhout;0.05318221447253706;2294
11057;2390;Malle;300;Edegem;UZ Antwerpen;0.05187445510026155;2294
11057;2390;Malle;536;Malle;AZ Sint-Jozef Malle;0.6394943330427202;2294
11057;2390;Malle;682;Antwerpen;AZ Monica;0.05579773321708806;2294
12002;2590;Berlaar;26;Mechelen;AZ Sint-Maarten;0.05834378920953576;1594
12002;2590;Berlaar;97;Lier;H.-Hartziekenhuis Lier;0.6298619824341279;1594
12002;2590;Berlaar;300;Edegem;UZ Antwerpen;0.0602258469259724;1594
12002;2590;Berlaar;689;Bonheiden;Imelda Ziekenhuis;0.1223337515683814;1594
12005;2820;Bonheiden;26;Mechelen;AZ Sint-Maarten;0.08204711616571893;2462
12005;2820;Bonheiden;322;Leuven;UZ Leuven;0.05605199025182778;2462
12005;2820;Bonheiden;689;Bonheiden;Imelda Ziekenhuis;0.7940698619008936;2462
12007;2880;Bornem;104;Bornem;Sint-Jozefkliniek;0.5782247765006385;3132
12007;2880;Bornem;300;Edegem;UZ Antwerpen;0.07056194125159643;3132
12007;2880;Bornem;595;Sint-Niklaas;AZ Nikolaas;0.08524904214559387;3132
12009;2570;Duffel;26;Mechelen;AZ Sint-Maarten;0.7200566973777462;2822
12009;2570;Duffel;97;Lier;H.-Hartziekenhuis Lier;0.08008504606661943;2822
12014;2220;Heist-op-den-Berg;97;Lier;H.-Hartziekenhuis Lier;0.2713997203666304;6437
12014;2220;Heist-op-den-Berg;322;Leuven;UZ Leuven;0.07752058412303868;6437
12014;2220;Heist-op-den-Berg;689;Bonheiden;Imelda Ziekenhuis;0.4853192480969395;6437
12021;2500;Lier;26;Mechelen;AZ Sint-Maarten;0.07835400225479143;5322
12021;2500;Lier;97;Lier;H.-Hartziekenhuis Lier;0.68282600526118;5322
12021;2500;Lier;300;Edegem;UZ Antwerpen;0.07346862081924088;5322
12025;2800;Mechelen;26;Mechelen;AZ Sint-Maarten;0.6051794991083198;12897
12025;2800;Mechelen;322;Leuven;UZ Leuven;0.05202760331860123;12897
12025;2800;Mechelen;689;Bonheiden;Imelda Ziekenhuis;0.2130728076296813;12897
12026;2560;Nijlen;97;Lier;H.-Hartziekenhuis Lier;0.6513095613758283;3169
12026;2560;Nijlen;300;Edegem;UZ Antwerpen;0.08740927737456611;3169
12029;2580;Putte;26;Mechelen;AZ Sint-Maarten;0.0850565743269606;2563
12029;2580;Putte;97;Lier;H.-Hartziekenhuis Lier;0.09051892313694888;2563
12029;2580;Putte;322;Leuven;UZ Leuven;0.05228248146703082;2563
12029;2580;Putte;689;Bonheiden;Imelda Ziekenhuis;0.6929379633242294;2563
12030;2870;Puurs;104;Bornem;Sint-Jozefkliniek;0.3729838709677419;2480
12030;2870;Puurs;300;Edegem;UZ Antwerpen;0.0939516129032258;2480
12030;2870;Puurs;314;Rumst;AZ Heilige Familie;0.2169354838709678;2480
12030;2870;Puurs;595;Sint-Niklaas;AZ Nikolaas;0.05;2480
12034;2890;Sint-Amands;12;Dendermonde;AZ Sint-Blasius;0.2388172858225929;1319
12034;2890;Sint-Amands;104;Bornem;Sint-Jozefkliniek;0.4609552691432904;1319
12034;2890;Sint-Amands;300;Edegem;UZ Antwerpen;0.05307050796057619;1319
12035;2860;Sint-Katelijne-Waver;26;Mechelen;AZ Sint-Maarten;0.440755406640268;3283
12035;2860;Sint-Katelijne-Waver;322;Leuven;UZ Leuven;0.05056350898568383;3283
12035;2860;Sint-Katelijne-Waver;689;Bonheiden;Imelda Ziekenhuis;0.3777033201340237;3283
12040;2830;Willebroek;26;Mechelen;AZ Sint-Maarten;0.1425837320574163;4180
12040;2830;Willebroek;104;Bornem;Sint-Jozefkliniek;0.2866028708133971;4180
12040;2830;Willebroek;300;Edegem;UZ Antwerpen;0.0854066985645933;4180
12040;2830;Willebroek;314;Rumst;AZ Heilige Familie;0.2454545454545455;4180
13001;2370;Arendonk;63;Turnhout;AZ Turnhout;0.7913306451612904;1984
13002;2387;Baarle-Hertog;63;Turnhout;AZ Turnhout;0.8498659517426274;373
13002;2387;Baarle-Hertog;300;Edegem;UZ Antwerpen;0.05093833780160858;373
13003;2490;Balen;102;Mol;H. Hartziekenhuis Mol;0.5653928955866523;3716
13003;2490;Balen;300;Edegem;UZ Antwerpen;0.05570505920344456;3716
13003;2490;Balen;322;Leuven;UZ Leuven;0.06404736275565123;3716
13003;2490;Balen;709;Geel;AZ St.-Dimpna;0.1568891280947255;3716
13004;2340;Beerse;63;Turnhout;AZ Turnhout;0.7157732356344003;2593
13004;2340;Beerse;536;Malle;AZ Sint-Jozef Malle;0.09409949865021211;2593
13006;2480;Dessel;63;Turnhout;AZ Turnhout;0.1189024390243902;1640
13006;2480;Dessel;102;Mol;H. Hartziekenhuis Mol;0.5414634146341464;1640
13006;2480;Dessel;300;Edegem;UZ Antwerpen;0.06829268292682927;1640
13006;2480;Dessel;709;Geel;AZ St.-Dimpna;0.1585365853658537;1640
13008;2440;Geel;300;Edegem;UZ Antwerpen;0.0547300279535089;6797
13008;2440;Geel;322;Leuven;UZ Leuven;0.05575989407091364;6797
13008;2440;Geel;709;Geel;AZ St.-Dimpna;0.7370898925996763;6797
13010;2280;Grobbendonk;97;Lier;H.-Hartziekenhuis Lier;0.2313725490196079;1530
13010;2280;Grobbendonk;300;Edegem;UZ Antwerpen;0.06928104575163399;1530
13010;2280;Grobbendonk;308;Herentals;AZ Sint-Elisabeth Herentals;0.4300653594771242;1530
13011;2200;Herentals;97;Lier;H.-Hartziekenhuis Lier;0.06539258577020493;4343
13011;2200;Herentals;308;Herentals;AZ Sint-Elisabeth Herentals;0.6822472944968916;4343
13011;2200;Herentals;322;Leuven;UZ Leuven;0.05572185125489293;4343
13012;2270;Herenthout;97;Lier;H.-Hartziekenhuis Lier;0.4112081513828238;1374
13012;2270;Herenthout;300;Edegem;UZ Antwerpen;0.05385735080058224;1374
13012;2270;Herenthout;308;Herentals;AZ Sint-Elisabeth Herentals;0.3318777292576419;1374
13012;2270;Herenthout;689;Bonheiden;Imelda Ziekenhuis;0.05458515283842795;1374
13013;2230;Herselt;308;Herentals;AZ Sint-Elisabeth Herentals;0.1219403649310191;2247
13013;2230;Herselt;322;Leuven;UZ Leuven;0.3141967067200712;2247
13013;2230;Herselt;689;Bonheiden;Imelda Ziekenhuis;0.1971517578994214;2247
13013;2230;Herselt;709;Geel;AZ St.-Dimpna;0.1744548286604361;2247
13014;2320;Hoogstraten;63;Turnhout;AZ Turnhout;0.6789869952087612;2922
13014;2320;Hoogstraten;536;Malle;AZ Sint-Jozef Malle;0.1139630390143737;2922
13016;2235;Hulshout;97;Lier;H.-Hartziekenhuis Lier;0.1801400381922343;1571
13016;2235;Hulshout;308;Herentals;AZ Sint-Elisabeth Herentals;0.1457670273711012;1571
13016;2235;Hulshout;322;Leuven;UZ Leuven;0.1476766390833864;1571
13016;2235;Hulshout;689;Bonheiden;Imelda Ziekenhuis;0.374283895607893;1571
13017;2460;Kasterlee;63;Turnhout;AZ Turnhout;0.5257228689447991;2663
13017;2460;Kasterlee;308;Herentals;AZ Sint-Elisabeth Herentals;0.2455876830642133;2663
13017;2460;Kasterlee;709;Geel;AZ St.-Dimpna;0.06383777694329704;2663
13019;2275;Lille;63;Turnhout;AZ Turnhout;0.404978269458712;2531
13019;2275;Lille;308;Herentals;AZ Sint-Elisabeth Herentals;0.3014618727775583;2531
13019;2275;Lille;536;Malle;AZ Sint-Jozef Malle;0.07585934413275386;2531
13021;2450;Meerhout;102;Mol;H. Hartziekenhuis Mol;0.2337662337662338;1848
13021;2450;Meerhout;300;Edegem;UZ Antwerpen;0.07305194805194805;1848
13021;2450;Meerhout;709;Geel;AZ St.-Dimpna;0.5465367965367965;1848
13023;2330;Merksplas;63;Turnhout;AZ Turnhout;0.8322672352523098;1407
13025;2400;Mol;102;Mol;H. Hartziekenhuis Mol;0.6160598179453837;6152
13025;2400;Mol;300;Edegem;UZ Antwerpen;0.0638816644993498;6152
13025;2400;Mol;322;Leuven;UZ Leuven;0.07818595578673602;6152
13025;2400;Mol;709;Geel;AZ St.-Dimpna;0.1267880364109233;6152
13029;2250;Olen;97;Lier;H.-Hartziekenhuis Lier;0.05951742627345844;1865
13029;2250;Olen;308;Herentals;AZ Sint-Elisabeth Herentals;0.5050938337801608;1865
13029;2250;Olen;322;Leuven;UZ Leuven;0.05898123324396783;1865
13029;2250;Olen;709;Geel;AZ St.-Dimpna;0.2268096514745308;1865
13031;2360;Oud-Turnhout;63;Turnhout;AZ Turnhout;0.837991718426501;1932
13035;2380;Ravels;63;Turnhout;AZ Turnhout;0.8545454545454545;2475
13036;2470;Retie;63;Turnhout;AZ Turnhout;0.4576844955991876;1477
13036;2470;Retie;102;Mol;H. Hartziekenhuis Mol;0.2640487474610697;1477
13036;2470;Retie;709;Geel;AZ St.-Dimpna;0.1083276912660799;1477
13037;2310;Rijkevorsel;63;Turnhout;AZ Turnhout;0.5660377358490566;2067
13037;2310;Rijkevorsel;300;Edegem;UZ Antwerpen;0.05370101596516691;2067
13037;2310;Rijkevorsel;536;Malle;AZ Sint-Jozef Malle;0.2438316400580552;2067
13040;2300;Turnhout;63;Turnhout;AZ Turnhout;0.8488511090450259;7529
13044;2290;Vorselaar;63;Turnhout;AZ Turnhout;0.07413945278022947;1133
13044;2290;Vorselaar;97;Lier;H.-Hartziekenhuis Lier;0.1032656663724625;1133
13044;2290;Vorselaar;300;Edegem;UZ Antwerpen;0.05207413945278023;1133
13044;2290;Vorselaar;308;Herentals;AZ Sint-Elisabeth Herentals;0.5772285966460724;1133
13044;2290;Vorselaar;322;Leuven;UZ Leuven;0.05030891438658429;1133
13046;2350;Vosselaar;63;Turnhout;AZ Turnhout;0.802391441157961;1589
13046;2350;Vosselaar;322;Leuven;UZ Leuven;0.06293266205160478;1589
13049;2260;Westerlo;308;Herentals;AZ Sint-Elisabeth Herentals;0.3416896465279519;3989
13049;2260;Westerlo;322;Leuven;UZ Leuven;0.1188267736274756;3989
13049;2260;Westerlo;689;Bonheiden;Imelda Ziekenhuis;0.06768613687641013;3989
13049;2260;Westerlo;709;Geel;AZ St.-Dimpna;0.3060917523188769;3989
13053;2430;Laakdal;322;Leuven;UZ Leuven;0.1030281935259311;2873
13053;2430;Laakdal;709;Geel;AZ St.-Dimpna;0.6164288200487296;2873
13053;2430;Laakdal;712;Diest;AZ Diest;0.0901496693351897;2873
21001;1070;Anderlecht;76;Brussel;UMC Sint-Pieter;0.1074734316078162;17502
21001;1070;Anderlecht;87;Etterbeek;Iris Ziekenhuizen Zuid;0.1910067420866187;17502
21001;1070;Anderlecht;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.2776254142383728;17502
21001;1070;Anderlecht;723;Anderlecht;Centre Hospitalier Interrégional Édith Cavell;0.1581533539024111;17502
21002;1160;Oudergem;87;Etterbeek;Iris Ziekenhuizen Zuid;0.163146901833372;4309
21002;1160;Oudergem;111;Ukkel;Europaziekenhuizen;0.1383151543281504;4309
21002;1160;Oudergem;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.1828730563935948;4309
21002;1160;Oudergem;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.2511023439313066;4309
21003;1082;Sint-Agatha-Berchem;76;Brussel;UMC Sint-Pieter;0.05211979774406846;2571
21003;1082;Sint-Agatha-Berchem;77;Brussel;UVC Brugmann;0.1408012446518864;2571
21003;1082;Sint-Agatha-Berchem;87;Etterbeek;Iris Ziekenhuizen Zuid;0.06378840917930766;2571
21003;1082;Sint-Agatha-Berchem;110;Brussel;Kliniek Sint-Jan;0.09218203033838973;2571
21003;1082;Sint-Agatha-Berchem;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.06884480746791131;2571
21003;1082;Sint-Agatha-Berchem;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.05095293660054453;2571
21003;1082;Sint-Agatha-Berchem;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.1746402178140801;2571
21003;1082;Sint-Agatha-Berchem;723;Anderlecht;Centre Hospitalier Interrégional Édith Cavell;0.1194087903539479;2571
21004;1000;Brussel;76;Brussel;UMC Sint-Pieter;0.1771403737505432;23010
21004;1000;Brussel;77;Brussel;UVC Brugmann;0.1799652325076054;23010
21004;1000;Brussel;110;Brussel;Kliniek Sint-Jan;0.1083007388092134;23010
21004;1000;Brussel;143;Jette;Universitair Ziekenhuis Brussel;0.1311603650586702;23010
21004;1000;Brussel;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.05541069100391134;23010
21004;1000;Brussel;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.05319426336375489;23010
21004;1000;Brussel;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.06179921773142112;23010
21005;1040;Etterbeek;87;Etterbeek;Iris Ziekenhuizen Zuid;0.2646201337677928;5831
21005;1040;Etterbeek;111;Ukkel;Europaziekenhuizen;0.180415023152118;5831
21005;1040;Etterbeek;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.166009260847196;5831
21005;1040;Etterbeek;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.1445721145601098;5831
21006;1140;Evere;77;Brussel;UVC Brugmann;0.1617240744151777;5429
21006;1140;Evere;110;Brussel;Kliniek Sint-Jan;0.1377785964265979;5429
21006;1140;Evere;111;Ukkel;Europaziekenhuizen;0.1302265610609689;5429
21006;1140;Evere;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.07183643396573955;5429
21006;1140;Evere;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.217351261742494;5429
21007;1190;Vorst;76;Brussel;UMC Sint-Pieter;0.1735110144139244;7354
21007;1190;Vorst;87;Etterbeek;Iris Ziekenhuizen Zuid;0.2216480826760946;7354
21007;1190;Vorst;111;Ukkel;Europaziekenhuizen;0.1293173782975252;7354
21007;1190;Vorst;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.1357084579820506;7354
21007;1190;Vorst;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.1264617895023117;7354
21008;1083;Ganshoren;76;Brussel;UMC Sint-Pieter;0.06308506308506308;2457
21008;1083;Ganshoren;77;Brussel;UVC Brugmann;0.2266992266992267;2457
21008;1083;Ganshoren;110;Brussel;Kliniek Sint-Jan;0.09238909238909239;2457
21008;1083;Ganshoren;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.08384208384208384;2457
21008;1083;Ganshoren;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.05942205942205942;2457
21008;1083;Ganshoren;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.1457061457061457;2457
21008;1083;Ganshoren;723;Anderlecht;Centre Hospitalier Interrégional Édith Cavell;0.06023606023606023;2457
21009;1050;Elsene;76;Brussel;UMC Sint-Pieter;0.07550644567219153;10317
21009;1050;Elsene;87;Etterbeek;Iris Ziekenhuizen Zuid;0.3167587476979742;10317
21009;1050;Elsene;111;Ukkel;Europaziekenhuizen;0.1131142774062227;10317
21009;1050;Elsene;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.1983134632160512;10317
21009;1050;Elsene;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.08103130755064457;10317
21009;1050;Elsene;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.05146845013085199;10317
