nis_code_patiënt;postcode_patiënt;gemeente_patiënt;aantal_verblijven_per_gemeente_patient;klasse;aantal_verblijven_per_leeftijd;erkenningsnummer_ziekenhuis;naam_ziekenhuis;gemeente_ziekenhuis;aantal_verblijven_per_ziekenhuis_gemeente_patient_leeftijd;marktaandeel
11001;2630;Aartselaar;2361;65 jaar en ouder;1300;236;Revalidatieziekenhuis RevArte;Edegem;41;0.0315385
11001;2630;Aartselaar;2361;65 jaar en ouder;1300;300;UZ Antwerpen;Edegem;289;0.2223077
11001;2630;Aartselaar;2361;65 jaar en ouder;1300;314;AZ Rivierenland;Rumst;492;0.3784615
11001;2630;Aartselaar;2361;65 jaar en ouder;1300;322;UZ Leuven;Leuven;13;0.01
11001;2630;Aartselaar;2361;65 jaar en ouder;1300;682;AZ Monica;Antwerpen;32;0.0246154
11002;2000;Antwerpen;80816;Jonger dan 15 jaar;8147;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;3339;0.4098441
11002;2000;Antwerpen;80816;Jonger dan 15 jaar;8147;26;AZ Sint-Maarten;Mechelen;7;0.0008592
11002;2000;Antwerpen;80816;Jonger dan 15 jaar;8147;49;AZ Sint-Jan Brugge - Oostende;Brugge;5;0.0006137
11002;2000;Antwerpen;80816;Jonger dan 15 jaar;8147;63;AZ Turnhout;Turnhout;13;0.0015957
11002;2000;Antwerpen;80816;Jonger dan 15 jaar;8147;76;UMC Sint-Pieter;Brussel;5;0.0006137
11002;2000;Antwerpen;80816;Jonger dan 15 jaar;8147;97;Heilig-Hartziekenhuis;Lier;13;0.0015957
11002;2000;Antwerpen;80816;Jonger dan 15 jaar;8147;99;GZA ziekenhuizen;Antwerpen;1967;0.2414386
11002;2000;Antwerpen;80816;Jonger dan 15 jaar;8147;143;UZ Brussel;Jette;50;0.0061372
11002;2000;Antwerpen;80816;Jonger dan 15 jaar;8147;150;Universitair Kinderziekenhuis Koningin Fabiola;Brussel;10;0.0012274
11002;2000;Antwerpen;80816;Jonger dan 15 jaar;8147;204;AZ Jan Portaels;Vilvoorde;5;0.0006137
11002;2000;Antwerpen;80816;Jonger dan 15 jaar;8147;300;UZ Antwerpen;Edegem;1090;0.1337916
11002;2000;Antwerpen;80816;Jonger dan 15 jaar;8147;322;UZ Leuven;Leuven;201;0.0246717
11002;2000;Antwerpen;80816;Jonger dan 15 jaar;8147;392;AZ Zeno;Knokke-Heist;9;0.0011047
11002;2000;Antwerpen;80816;Jonger dan 15 jaar;8147;396;AZ Groeninge;Kortrijk;7;0.0008592
11002;2000;Antwerpen;80816;Jonger dan 15 jaar;8147;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;5;0.0006137
11002;2000;Antwerpen;80816;Jonger dan 15 jaar;8147;536;AZ Sint-Jozef Malle;Malle;51;0.00626
11002;2000;Antwerpen;80816;Jonger dan 15 jaar;8147;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);7;0.0008592
11002;2000;Antwerpen;80816;Jonger dan 15 jaar;8147;670;UZ Gent;Gent;80;0.0098196
11002;2000;Antwerpen;80816;Jonger dan 15 jaar;8147;682;AZ Monica;Antwerpen;966;0.1185713
11002;2000;Antwerpen;80816;Jonger dan 15 jaar;8147;710;AZ Klina;Brasschaat;243;0.0298269
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;14630;0.3661253
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;12;AZ Sint-Blasius;Dendermonde;18;0.0004505
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;17;AZ Maria Middelares;Gent;17;0.0004254
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;26;AZ Sint-Maarten;Mechelen;149;0.0037288
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;49;AZ Sint-Jan Brugge - Oostende;Brugge;40;0.001001
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;57;Jan Yperman Ziekenhuis;Ieper;6;0.0001502
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;63;AZ Turnhout;Turnhout;95;0.0023774
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;76;UMC Sint-Pieter;Brussel;23;0.0005756
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;77;UVC Brugmann;Brussel;29;0.0007257
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;79;Jules Bordet Instituut;Brussel;13;0.0003253
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;87;Iris Ziekenhuizen Zuid;Etterbeek;12;0.0003003
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;97;Heilig-Hartziekenhuis;Lier;112;0.0028029
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;99;GZA ziekenhuizen;Antwerpen;11026;0.2759328
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;102;Heilig-Hartziekenhuis;Mol;16;0.0004004
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;104;AZ Rivierenland;Rumst;45;0.0011262
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;106;AZ Sint-Maria;Halle (Vlaams-Brabant);5;0.0001251
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;108;RZ Heilig Hart;Leuven;12;0.0003003
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;109;RZ Heilig Hart Tienen;Tienen;9;0.0002252
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;110;Kliniek Sint-Jan;Brussel;15;0.0003754
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;111;Europaziekenhuizen;Ukkel;7;0.0001752
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;117;AZ Delta;Roeselare;8;0.0002002
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;124;VZW Sint-Jozefskliniek;Izegem;5;0.0001251
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;126;Onze-Lieve-Vrouwziekenhuis;Aalst (Oost-Vlaanderen);49;0.0012263
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;140;AZ Sint-Lucas Brugge;Brugge;21;0.0005255
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;143;UZ Brussel;Jette;104;0.0026027
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;176;Algemeen Stedelijk Ziekenhuis;Aalst (Oost-Vlaanderen);8;0.0002002
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;204;AZ Jan Portaels;Vilvoorde;33;0.0008258
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;236;Revalidatieziekenhuis RevArte;Edegem;118;0.002953
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;243;Jessa Ziekenhuis;Hasselt;33;0.0008258
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;290;AZ Sint-Lucas;Gent;32;0.0008008
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;300;UZ Antwerpen;Edegem;4793;0.1199479
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;308;AZ Herentals;Herentals;46;0.0011512
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;310;AZ West;Veurne;12;0.0003003
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;314;AZ Rivierenland;Rumst;134;0.0033534
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;322;UZ Leuven;Leuven;652;0.0163167
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;332;CHIREC - Delta Ziekenhuis;Oudergem;32;0.0008008
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;371;Ziekenhuis Oost-Limburg;Genk;20;0.0005005
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;378;AZ Delta;Roeselare;5;0.0001251
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;392;AZ Zeno;Knokke-Heist;19;0.0004755
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;396;AZ Groeninge;Kortrijk;15;0.0003754
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;36;0.0009009
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;25;0.0006256
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;412;CHR de la Citadelle;Luik;11;0.0002753
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;499;Revalidatieziekenhuis Inkendaal;Sint-Pieters-Leeuw;20;0.0005005
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;525;AZ Damiaan Oostende;Oostende;13;0.0003253
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;536;AZ Sint-Jozef Malle;Malle;156;0.003904
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);188;0.0047048
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;670;UZ Gent;Gent;197;0.0049301
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;682;AZ Monica;Antwerpen;4952;0.123927
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;689;Imelda Ziekenhuis;Bonheiden;56;0.0014014
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;693;Nationaal Multiple Sclerose Centrum;Steenokkerzeel;69;0.0017268
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;707;CHU Sart Tilman;Luik;5;0.0001251
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;709;AZ St.-Dimpna;Geel;55;0.0013764
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;710;AZ Klina;Brasschaat;1615;0.0404164
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;712;AZ Diest;Diest;15;0.0003754
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;713;AZ Jan Palfijn Gent;Gent;22;0.0005506
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;715;Sint-Trudo Ziekenhuis;Sint-Truiden;5;0.0001251
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;716;AZ Vesalius;Tongeren;9;0.0002252
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;718;CHU Charleroi;Charleroi;5;0.0001251
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;719;Mariaziekenhuis Noord-Limburg;Overpelt;16;0.0004004
11002;2000;Antwerpen;80816;Tussen 15 en 64 jaar;39959;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;5;0.0001251
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;14157;0.4328034
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;17;AZ Maria Middelares;Gent;5;0.0001529
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;26;AZ Sint-Maarten;Mechelen;62;0.0018954
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;46;Woonzorg- & revalidatiecentrum De Dennen;Malle;27;0.0008254
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;49;AZ Sint-Jan Brugge - Oostende;Brugge;16;0.0004891
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;63;AZ Turnhout;Turnhout;39;0.0011923
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;76;UMC Sint-Pieter;Brussel;6;0.0001834
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;79;Jules Bordet Instituut;Brussel;8;0.0002446
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;97;Heilig-Hartziekenhuis;Lier;61;0.0018649
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;99;GZA ziekenhuizen;Antwerpen;8596;0.2627943
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;102;Heilig-Hartziekenhuis;Mol;8;0.0002446
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;104;AZ Rivierenland;Rumst;19;0.0005809
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;111;Europaziekenhuizen;Ukkel;6;0.0001834
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;126;Onze-Lieve-Vrouwziekenhuis;Aalst (Oost-Vlaanderen);50;0.0015286
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;143;UZ Brussel;Jette;35;0.00107
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;176;Algemeen Stedelijk Ziekenhuis;Aalst (Oost-Vlaanderen);7;0.000214
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;204;AZ Jan Portaels;Vilvoorde;9;0.0002751
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;236;Revalidatieziekenhuis RevArte;Edegem;384;0.0117395
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;243;Jessa Ziekenhuis;Hasselt;21;0.000642
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;265;AZ Lokeren;Lokeren;8;0.0002446
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;290;AZ Sint-Lucas;Gent;11;0.0003363
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;300;UZ Antwerpen;Edegem;2447;0.0748089
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;308;AZ Herentals;Herentals;38;0.0011617
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;310;AZ West;Veurne;22;0.0006726
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;314;AZ Rivierenland;Rumst;82;0.0025069
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;322;UZ Leuven;Leuven;206;0.0062978
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;371;Ziekenhuis Oost-Limburg;Genk;8;0.0002446
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;392;AZ Zeno;Knokke-Heist;54;0.0016509
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;29;0.0008866
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;7;0.000214
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;525;AZ Damiaan Oostende;Oostende;21;0.000642
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;536;AZ Sint-Jozef Malle;Malle;95;0.0029043
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);66;0.0020177
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;670;UZ Gent;Gent;36;0.0011006
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;676;Koningin Elisabeth Instituut;Koksijde;5;0.0001529
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;682;AZ Monica;Antwerpen;4507;0.1377866
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;689;Imelda Ziekenhuis;Bonheiden;22;0.0006726
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;709;AZ St.-Dimpna;Geel;22;0.0006726
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;710;AZ Klina;Brasschaat;1417;0.0433201
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;713;AZ Jan Palfijn Gent;Gent;5;0.0001529
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;714;Sint-Franciscusziekenhuis;Heusden-Zolder;6;0.0001834
11002;2000;Antwerpen;80816;65 jaar en ouder;32710;719;Mariaziekenhuis Noord-Limburg;Overpelt;5;0.0001529
11004;2530;Boechout;1759;Jonger dan 15 jaar;98;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;11;0.1122449
11004;2530;Boechout;1759;Jonger dan 15 jaar;98;97;Heilig-Hartziekenhuis;Lier;16;0.1632653
11004;2530;Boechout;1759;Jonger dan 15 jaar;98;99;GZA ziekenhuizen;Antwerpen;35;0.3571429
11004;2530;Boechout;1759;Jonger dan 15 jaar;98;300;UZ Antwerpen;Edegem;24;0.244898
11004;2530;Boechout;1759;Tussen 15 en 64 jaar;890;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;89;0.1
11004;2530;Boechout;1759;Tussen 15 en 64 jaar;890;26;AZ Sint-Maarten;Mechelen;30;0.0337079
11004;2530;Boechout;1759;Tussen 15 en 64 jaar;890;97;Heilig-Hartziekenhuis;Lier;130;0.1460674
11004;2530;Boechout;1759;Tussen 15 en 64 jaar;890;99;GZA ziekenhuizen;Antwerpen;340;0.3820225
11004;2530;Boechout;1759;Tussen 15 en 64 jaar;890;300;UZ Antwerpen;Edegem;135;0.1516854
11004;2530;Boechout;1759;Tussen 15 en 64 jaar;890;322;UZ Leuven;Leuven;27;0.0303371
11004;2530;Boechout;1759;Tussen 15 en 64 jaar;890;536;AZ Sint-Jozef Malle;Malle;8;0.0089888
11004;2530;Boechout;1759;Tussen 15 en 64 jaar;890;682;AZ Monica;Antwerpen;79;0.088764
11004;2530;Boechout;1759;Tussen 15 en 64 jaar;890;709;AZ St.-Dimpna;Geel;8;0.0089888
11004;2530;Boechout;1759;Tussen 15 en 64 jaar;890;710;AZ Klina;Brasschaat;5;0.005618
11004;2530;Boechout;1759;65 jaar en ouder;771;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;66;0.0856031
11004;2530;Boechout;1759;65 jaar en ouder;771;26;AZ Sint-Maarten;Mechelen;14;0.0181582
11004;2530;Boechout;1759;65 jaar en ouder;771;97;Heilig-Hartziekenhuis;Lier;197;0.2555123
11004;2530;Boechout;1759;65 jaar en ouder;771;99;GZA ziekenhuizen;Antwerpen;303;0.3929961
11004;2530;Boechout;1759;65 jaar en ouder;771;236;Revalidatieziekenhuis RevArte;Edegem;14;0.0181582
11004;2530;Boechout;1759;65 jaar en ouder;771;300;UZ Antwerpen;Edegem;92;0.1193256
11004;2530;Boechout;1759;65 jaar en ouder;771;308;AZ Herentals;Herentals;6;0.0077821
11004;2530;Boechout;1759;65 jaar en ouder;771;322;UZ Leuven;Leuven;9;0.0116732
11004;2530;Boechout;1759;65 jaar en ouder;771;682;AZ Monica;Antwerpen;46;0.0596628
11004;2530;Boechout;1759;65 jaar en ouder;771;689;Imelda Ziekenhuis;Bonheiden;5;0.0064851
11005;2850;Boom;3061;Jonger dan 15 jaar;236;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;43;0.1822034
11005;2850;Boom;3061;Jonger dan 15 jaar;236;26;AZ Sint-Maarten;Mechelen;8;0.0338983
11005;2850;Boom;3061;Jonger dan 15 jaar;236;99;GZA ziekenhuizen;Antwerpen;40;0.1694915
11005;2850;Boom;3061;Jonger dan 15 jaar;236;300;UZ Antwerpen;Edegem;111;0.470339
11005;2850;Boom;3061;Jonger dan 15 jaar;236;314;AZ Rivierenland;Rumst;10;0.0423729
11005;2850;Boom;3061;Jonger dan 15 jaar;236;322;UZ Leuven;Leuven;6;0.0254237
11005;2850;Boom;3061;Tussen 15 en 64 jaar;1487;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;153;0.1028917
11005;2850;Boom;3061;Tussen 15 en 64 jaar;1487;26;AZ Sint-Maarten;Mechelen;59;0.0396772
11005;2850;Boom;3061;Tussen 15 en 64 jaar;1487;76;UMC Sint-Pieter;Brussel;5;0.0033625
11005;2850;Boom;3061;Tussen 15 en 64 jaar;1487;87;Iris Ziekenhuizen Zuid;Etterbeek;5;0.0033625
11005;2850;Boom;3061;Tussen 15 en 64 jaar;1487;97;Heilig-Hartziekenhuis;Lier;5;0.0033625
11005;2850;Boom;3061;Tussen 15 en 64 jaar;1487;99;GZA ziekenhuizen;Antwerpen;133;0.0894418
11005;2850;Boom;3061;Tussen 15 en 64 jaar;1487;104;AZ Rivierenland;Rumst;30;0.0201748
11005;2850;Boom;3061;Tussen 15 en 64 jaar;1487;143;UZ Brussel;Jette;13;0.0087424
11005;2850;Boom;3061;Tussen 15 en 64 jaar;1487;204;AZ Jan Portaels;Vilvoorde;5;0.0033625
11005;2850;Boom;3061;Tussen 15 en 64 jaar;1487;236;Revalidatieziekenhuis RevArte;Edegem;8;0.00538
11005;2850;Boom;3061;Tussen 15 en 64 jaar;1487;300;UZ Antwerpen;Edegem;300;0.2017485
11005;2850;Boom;3061;Tussen 15 en 64 jaar;1487;314;AZ Rivierenland;Rumst;635;0.4270343
11005;2850;Boom;3061;Tussen 15 en 64 jaar;1487;322;UZ Leuven;Leuven;28;0.0188299
11005;2850;Boom;3061;Tussen 15 en 64 jaar;1487;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);13;0.0087424
11005;2850;Boom;3061;Tussen 15 en 64 jaar;1487;670;UZ Gent;Gent;8;0.00538
11005;2850;Boom;3061;Tussen 15 en 64 jaar;1487;682;AZ Monica;Antwerpen;25;0.0168124
11005;2850;Boom;3061;Tussen 15 en 64 jaar;1487;689;Imelda Ziekenhuis;Bonheiden;7;0.0047075
11005;2850;Boom;3061;Tussen 15 en 64 jaar;1487;710;AZ Klina;Brasschaat;13;0.0087424
11005;2850;Boom;3061;65 jaar en ouder;1338;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;108;0.0807175
11005;2850;Boom;3061;65 jaar en ouder;1338;26;AZ Sint-Maarten;Mechelen;23;0.0171898
11005;2850;Boom;3061;65 jaar en ouder;1338;99;GZA ziekenhuizen;Antwerpen;67;0.0500747
11005;2850;Boom;3061;65 jaar en ouder;1338;104;AZ Rivierenland;Rumst;13;0.009716
11005;2850;Boom;3061;65 jaar en ouder;1338;143;UZ Brussel;Jette;6;0.0044843
11005;2850;Boom;3061;65 jaar en ouder;1338;236;Revalidatieziekenhuis RevArte;Edegem;46;0.0343797
11005;2850;Boom;3061;65 jaar en ouder;1338;300;UZ Antwerpen;Edegem;172;0.1285501
11005;2850;Boom;3061;65 jaar en ouder;1338;314;AZ Rivierenland;Rumst;848;0.6337818
11005;2850;Boom;3061;65 jaar en ouder;1338;322;UZ Leuven;Leuven;7;0.0052317
11005;2850;Boom;3061;65 jaar en ouder;1338;682;AZ Monica;Antwerpen;15;0.0112108
11005;2850;Boom;3061;65 jaar en ouder;1338;689;Imelda Ziekenhuis;Bonheiden;9;0.0067265
11007;2150;Borsbeek;1751;Jonger dan 15 jaar;184;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;34;0.1847826
11007;2150;Borsbeek;1751;Jonger dan 15 jaar;184;99;GZA ziekenhuizen;Antwerpen;40;0.2173913
11007;2150;Borsbeek;1751;Jonger dan 15 jaar;184;300;UZ Antwerpen;Edegem;25;0.1358696
11007;2150;Borsbeek;1751;Jonger dan 15 jaar;184;322;UZ Leuven;Leuven;5;0.0271739
11007;2150;Borsbeek;1751;Jonger dan 15 jaar;184;536;AZ Sint-Jozef Malle;Malle;8;0.0434783
11007;2150;Borsbeek;1751;Jonger dan 15 jaar;184;682;AZ Monica;Antwerpen;65;0.3532609
11007;2150;Borsbeek;1751;Tussen 15 en 64 jaar;856;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;142;0.1658879
11007;2150;Borsbeek;1751;Tussen 15 en 64 jaar;856;26;AZ Sint-Maarten;Mechelen;6;0.0070093
11007;2150;Borsbeek;1751;Tussen 15 en 64 jaar;856;97;Heilig-Hartziekenhuis;Lier;17;0.0198598
11007;2150;Borsbeek;1751;Tussen 15 en 64 jaar;856;99;GZA ziekenhuizen;Antwerpen;203;0.2371495
11007;2150;Borsbeek;1751;Tussen 15 en 64 jaar;856;143;UZ Brussel;Jette;5;0.0058411
11007;2150;Borsbeek;1751;Tussen 15 en 64 jaar;856;300;UZ Antwerpen;Edegem;98;0.114486
11007;2150;Borsbeek;1751;Tussen 15 en 64 jaar;856;536;AZ Sint-Jozef Malle;Malle;7;0.0081776
11007;2150;Borsbeek;1751;Tussen 15 en 64 jaar;856;670;UZ Gent;Gent;5;0.0058411
11007;2150;Borsbeek;1751;Tussen 15 en 64 jaar;856;682;AZ Monica;Antwerpen;334;0.3901869
11007;2150;Borsbeek;1751;Tussen 15 en 64 jaar;856;710;AZ Klina;Brasschaat;13;0.0151869
11007;2150;Borsbeek;1751;65 jaar en ouder;711;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;141;0.1983122
11007;2150;Borsbeek;1751;65 jaar en ouder;711;97;Heilig-Hartziekenhuis;Lier;12;0.0168776
11007;2150;Borsbeek;1751;65 jaar en ouder;711;99;GZA ziekenhuizen;Antwerpen;104;0.1462729
11007;2150;Borsbeek;1751;65 jaar en ouder;711;236;Revalidatieziekenhuis RevArte;Edegem;9;0.0126582
11007;2150;Borsbeek;1751;65 jaar en ouder;711;300;UZ Antwerpen;Edegem;69;0.0970464
11007;2150;Borsbeek;1751;65 jaar en ouder;711;536;AZ Sint-Jozef Malle;Malle;6;0.0084388
11007;2150;Borsbeek;1751;65 jaar en ouder;711;682;AZ Monica;Antwerpen;345;0.4852321
11008;2930;Brasschaat;5986;Jonger dan 15 jaar;405;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;44;0.108642
11008;2930;Brasschaat;5986;Jonger dan 15 jaar;405;99;GZA ziekenhuizen;Antwerpen;17;0.0419753
