code_ins;code_postal;commune_patient;nombre_de_séjours;numéro_agrément_hôpital;dénomination;commune_hôpital;part_de_marché
11052;2160;Wommelgem;2047;97;Heilig-Hartziekenhuis;Lierre;0.0576453
11052;2160;Wommelgem;2047;99;GZA ziekenhuizen;Anvers;0.13532
11052;2160;Wommelgem;2047;300;UZ Antwerpen;Edegem;0.1206644
11052;2160;Wommelgem;2047;682;AZ Monica;Anvers;0.4215926
11053;2990;Wuustwezel;3023;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0830301
11053;2990;Wuustwezel;3023;300;UZ Antwerpen;Edegem;0.0982468
11053;2990;Wuustwezel;3023;536;AZ Sint-Jozef Malle;Malle;0.2090638
11053;2990;Wuustwezel;3023;710;AZ Klina;Brasschaat;0.4912339
11054;2240;Zandhoven;2086;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0814957
11054;2240;Zandhoven;2086;97;Heilig-Hartziekenhuis;Lierre;0.2133269
11054;2240;Zandhoven;2086;99;GZA ziekenhuizen;Anvers;0.0551294
11054;2240;Zandhoven;2086;300;UZ Antwerpen;Edegem;0.0829338
11054;2240;Zandhoven;2086;308;AZ Herentals;Herentals;0.1208054
11054;2240;Zandhoven;2086;536;AZ Sint-Jozef Malle;Malle;0.2885906
11055;2980;Zoersel;3300;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0912121
11055;2980;Zoersel;3300;99;GZA ziekenhuizen;Anvers;0.0533333
11055;2980;Zoersel;3300;300;UZ Antwerpen;Edegem;0.0724242
11055;2980;Zoersel;3300;536;AZ Sint-Jozef Malle;Malle;0.5909091
11055;2980;Zoersel;3300;682;AZ Monica;Anvers;0.0660606
11056;2070;Zwijndrecht;3019;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1907917
11056;2070;Zwijndrecht;3019;99;GZA ziekenhuizen;Anvers;0.4186817
11056;2070;Zwijndrecht;3019;300;UZ Antwerpen;Edegem;0.1228884
11056;2070;Zwijndrecht;3019;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);0.1212322
11056;2070;Zwijndrecht;3019;682;AZ Monica;Anvers;0.0662471
11057;2390;Malle;2456;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0537459
11057;2390;Malle;2456;63;AZ Turnhout;Turnhout;0.0590391
11057;2390;Malle;2456;300;UZ Antwerpen;Edegem;0.0545603
11057;2390;Malle;2456;536;AZ Sint-Jozef Malle;Malle;0.6522801
12002;2590;Berlaar;1665;26;AZ Sint-Maarten;Malines;0.0600601
12002;2590;Berlaar;1665;97;Heilig-Hartziekenhuis;Lierre;0.5693694
12002;2590;Berlaar;1665;300;UZ Antwerpen;Edegem;0.0564565
12002;2590;Berlaar;1665;689;Imelda Ziekenhuis;Bonheiden;0.1723724
12005;2820;Bonheiden;2414;26;AZ Sint-Maarten;Malines;0.0749793
12005;2820;Bonheiden;2414;322;UZ Leuven;Louvain;0.0791218
12005;2820;Bonheiden;2414;689;Imelda Ziekenhuis;Bonheiden;0.7522784
12007;2880;Bornem;3362;104;Sint-Jozefkliniek;Bornem;0.5475907
12007;2880;Bornem;3362;300;UZ Antwerpen;Edegem;0.0832838
12007;2880;Bornem;3362;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);0.0933968
12009;2570;Duffel;2954;26;AZ Sint-Maarten;Malines;0.6807718
12009;2570;Duffel;2954;97;Heilig-Hartziekenhuis;Lierre;0.0737982
12009;2570;Duffel;2954;300;UZ Antwerpen;Edegem;0.0670278
12014;2220;Heist-op-den-Berg;6592;97;Heilig-Hartziekenhuis;Lierre;0.2386226
12014;2220;Heist-op-den-Berg;6592;308;AZ Herentals;Herentals;0.056432
12014;2220;Heist-op-den-Berg;6592;322;UZ Leuven;Louvain;0.0895024
12014;2220;Heist-op-den-Berg;6592;689;Imelda Ziekenhuis;Bonheiden;0.4778519
12021;2500;Lierre;5438;26;AZ Sint-Maarten;Malines;0.0755793
12021;2500;Lierre;5438;97;Heilig-Hartziekenhuis;Lierre;0.6544686
12021;2500;Lierre;5438;300;UZ Antwerpen;Edegem;0.0967267
12025;2800;Malines;13616;26;AZ Sint-Maarten;Malines;0.5960635
12025;2800;Malines;13616;322;UZ Leuven;Louvain;0.0503085
12025;2800;Malines;13616;689;Imelda Ziekenhuis;Bonheiden;0.2205494
12026;2560;Nijlen;3236;26;AZ Sint-Maarten;Malines;0.0587145
12026;2560;Nijlen;3236;97;Heilig-Hartziekenhuis;Lierre;0.6025958
12026;2560;Nijlen;3236;300;UZ Antwerpen;Edegem;0.1022868
12026;2560;Nijlen;3236;308;AZ Herentals;Herentals;0.0735476
12029;2580;Putte;2649;26;AZ Sint-Maarten;Malines;0.0928652
12029;2580;Putte;2649;97;Heilig-Hartziekenhuis;Lierre;0.0872027
12029;2580;Putte;2649;322;UZ Leuven;Louvain;0.0585126
12029;2580;Putte;2649;689;Imelda Ziekenhuis;Bonheiden;0.6738392
12030;2870;Puurs;2516;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0524642
12030;2870;Puurs;2516;104;Sint-Jozefkliniek;Bornem;0.3763911
12030;2870;Puurs;2516;300;UZ Antwerpen;Edegem;0.1279809
12030;2870;Puurs;2516;314;AZ Heilige Familie;Rumst;0.20469
12034;2890;Sint-Amands;1295;12;AZ Sint-Blasius;Termonde;0.2285714
12034;2890;Sint-Amands;1295;104;Sint-Jozefkliniek;Bornem;0.4471042
12034;2890;Sint-Amands;1295;300;UZ Antwerpen;Edegem;0.0610039
12035;2860;Sint-Katelijne-Waver;3239;26;AZ Sint-Maarten;Malines;0.459401
12035;2860;Sint-Katelijne-Waver;3239;689;Imelda Ziekenhuis;Bonheiden;0.3698672
12040;2830;Willebroek;4290;26;AZ Sint-Maarten;Malines;0.125641
12040;2830;Willebroek;4290;104;Sint-Jozefkliniek;Bornem;0.2473193
12040;2830;Willebroek;4290;300;UZ Antwerpen;Edegem;0.1198135
12040;2830;Willebroek;4290;314;AZ Heilige Familie;Rumst;0.2601399
13001;2370;Arendonk;2024;63;AZ Turnhout;Turnhout;0.7811265
13002;2387;Baerle-Duc;394;63;AZ Turnhout;Turnhout;0.8857868
13003;2490;Balen;4002;102;Heilig-Hartziekenhuis;Mol;0.5784608
13003;2490;Balen;4002;322;UZ Leuven;Louvain;0.0707146
13003;2490;Balen;4002;709;AZ St.-Dimpna;Geel;0.1834083
13004;2340;Beerse;2813;63;AZ Turnhout;Turnhout;0.7401351
13004;2340;Beerse;2813;536;AZ Sint-Jozef Malle;Malle;0.0888731
13006;2480;Dessel;1735;63;AZ Turnhout;Turnhout;0.1002882
13006;2480;Dessel;1735;102;Heilig-Hartziekenhuis;Mol;0.5429395
13006;2480;Dessel;1735;322;UZ Leuven;Louvain;0.0731988
13006;2480;Dessel;1735;709;AZ St.-Dimpna;Geel;0.184438
13008;2440;Geel;7512;322;UZ Leuven;Louvain;0.0521832
13008;2440;Geel;7512;709;AZ St.-Dimpna;Geel;0.7458733
13010;2280;Grobbendonk;1717;97;Heilig-Hartziekenhuis;Lierre;0.2178218
13010;2280;Grobbendonk;1717;300;UZ Antwerpen;Edegem;0.0640652
13010;2280;Grobbendonk;1717;308;AZ Herentals;Herentals;0.4880606
13010;2280;Grobbendonk;1717;322;UZ Leuven;Louvain;0.0512522
13011;2200;Herentals;4613;97;Heilig-Hartziekenhuis;Lierre;0.0572296
13011;2200;Herentals;4613;308;AZ Herentals;Herentals;0.6910904
13011;2200;Herentals;4613;322;UZ Leuven;Louvain;0.0609148
13012;2270;Herenthout;1348;97;Heilig-Hartziekenhuis;Lierre;0.2811573
13012;2270;Herenthout;1348;300;UZ Antwerpen;Edegem;0.0675074
13012;2270;Herenthout;1348;308;AZ Herentals;Herentals;0.4339763
13012;2270;Herenthout;1348;322;UZ Leuven;Louvain;0.0571217
13012;2270;Herenthout;1348;689;Imelda Ziekenhuis;Bonheiden;0.0511869
13013;2230;Herselt;2299;308;AZ Herentals;Herentals;0.1522401
13013;2230;Herselt;2299;322;UZ Leuven;Louvain;0.2727273
13013;2230;Herselt;2299;689;Imelda Ziekenhuis;Bonheiden;0.1835581
13013;2230;Herselt;2299;709;AZ St.-Dimpna;Geel;0.1813832
13013;2230;Herselt;2299;712;AZ Diest;Diest;0.0556764
13014;2320;Hoogstraten;3038;63;AZ Turnhout;Turnhout;0.6925609
13014;2320;Hoogstraten;3038;536;AZ Sint-Jozef Malle;Malle;0.1418697
13016;2235;Hulshout;1593;97;Heilig-Hartziekenhuis;Lierre;0.1544256
13016;2235;Hulshout;1593;308;AZ Herentals;Herentals;0.1519146
13016;2235;Hulshout;1593;322;UZ Leuven;Louvain;0.1494036
13016;2235;Hulshout;1593;689;Imelda Ziekenhuis;Bonheiden;0.3929692
13017;2460;Kasterlee;2826;63;AZ Turnhout;Turnhout;0.502477
13017;2460;Kasterlee;2826;308;AZ Herentals;Herentals;0.2526539
13017;2460;Kasterlee;2826;322;UZ Leuven;Louvain;0.0552017
13017;2460;Kasterlee;2826;709;AZ St.-Dimpna;Geel;0.0799717
13019;2275;Lille;2502;63;AZ Turnhout;Turnhout;0.4108713
13019;2275;Lille;2502;308;AZ Herentals;Herentals;0.3321343
13019;2275;Lille;2502;536;AZ Sint-Jozef Malle;Malle;0.0635492
13021;2450;Meerhout;1954;102;Heilig-Hartziekenhuis;Mol;0.2369498
13021;2450;Meerhout;1954;709;AZ St.-Dimpna;Geel;0.5731832
13023;2330;Merksplas;1291;63;AZ Turnhout;Turnhout;0.8233927
13025;2400;Mol;6510;102;Heilig-Hartziekenhuis;Mol;0.6403994
13025;2400;Mol;6510;322;UZ Leuven;Louvain;0.0568356
13025;2400;Mol;6510;709;AZ St.-Dimpna;Geel;0.1391705
13029;2250;Olen;1963;308;AZ Herentals;Herentals;0.5471218
13029;2250;Olen;1963;322;UZ Leuven;Louvain;0.0509424
13029;2250;Olen;1963;709;AZ St.-Dimpna;Geel;0.2037697
13031;2360;Oud-Turnhout;1970;63;AZ Turnhout;Turnhout;0.8213198
13035;2380;Ravels;2502;63;AZ Turnhout;Turnhout;0.8441247
13036;2470;Retie;1610;63;AZ Turnhout;Turnhout;0.4409938
13036;2470;Retie;1610;102;Heilig-Hartziekenhuis;Mol;0.2720497
13036;2470;Retie;1610;709;AZ St.-Dimpna;Geel;0.1130435
13037;2310;Rijkevorsel;2096;63;AZ Turnhout;Turnhout;0.5610687
13037;2310;Rijkevorsel;2096;536;AZ Sint-Jozef Malle;Malle;0.2695611
13040;2300;Turnhout;7410;63;AZ Turnhout;Turnhout;0.8364372
13044;2290;Vorselaar;1204;63;AZ Turnhout;Turnhout;0.0722591
13044;2290;Vorselaar;1204;97;Heilig-Hartziekenhuis;Lierre;0.070598
13044;2290;Vorselaar;1204;300;UZ Antwerpen;Edegem;0.0506645
13044;2290;Vorselaar;1204;308;AZ Herentals;Herentals;0.627907
13044;2290;Vorselaar;1204;322;UZ Leuven;Louvain;0.0506645
13046;2350;Vosselaar;1598;63;AZ Turnhout;Turnhout;0.8178974
13046;2350;Vosselaar;1598;322;UZ Leuven;Louvain;0.0550688
13049;2260;Westerlo;3867;308;AZ Herentals;Herentals;0.3527282
13049;2260;Westerlo;3867;322;UZ Leuven;Louvain;0.0982674
13049;2260;Westerlo;3867;709;AZ St.-Dimpna;Geel;0.3356607
13053;2430;Laakdal;3054;322;UZ Leuven;Louvain;0.1060904
13053;2430;Laakdal;3054;709;AZ St.-Dimpna;Geel;0.6001965
13053;2430;Laakdal;3054;712;AZ Diest;Diest;0.0982318
21001;1070;Anderlecht;18380;76;CHU Saint-Pierre;Bruxelles;0.1242655
21001;1070;Anderlecht;18380;87;Hôpitaux Iris Sud;Etterbeek;0.1994015
21001;1070;Anderlecht;18380;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.2727965
21001;1070;Anderlecht;18380;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;0.1430359
21002;1160;Auderghem;4191;87;Hôpitaux Iris Sud;Etterbeek;0.1765688
21002;1160;Auderghem;4191;111;Cliniques de l'Europe;Uccle;0.1536626
21002;1160;Auderghem;4191;332;Centre Hospitalier Interrégional Édith Cavell;Auderghem;0.1379146
21002;1160;Auderghem;4191;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;0.2634216
21002;1160;Auderghem;4191;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0508232
21003;1082;Berchem-Sainte-Agathe;3772;76;CHU Saint-Pierre;Bruxelles;0.0546129
21003;1082;Berchem-Sainte-Agathe;3772;77;CHU Brugmann;Bruxelles;0.1256628
21003;1082;Berchem-Sainte-Agathe;3772;110;Clinique Saint-Jean;Bruxelles;0.0752916
21003;1082;Berchem-Sainte-Agathe;3772;143;UZ Brussel;Jette;0.2637858
21003;1082;Berchem-Sainte-Agathe;3772;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.123807
21003;1082;Berchem-Sainte-Agathe;3772;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;0.0803287
21004;1000;Bruxelles;23835;76;CHU Saint-Pierre;Bruxelles;0.1895951
21004;1000;Bruxelles;23835;77;CHU Brugmann;Bruxelles;0.1908957
21004;1000;Bruxelles;23835;110;Clinique Saint-Jean;Bruxelles;0.1162576
21004;1000;Bruxelles;23835;143;UZ Brussel;Jette;0.122467
21004;1000;Bruxelles;23835;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;0.058863
21004;1000;Bruxelles;23835;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0580659
21005;1040;Etterbeek;5652;76;CHU Saint-Pierre;Bruxelles;0.0514862
21005;1040;Etterbeek;5652;87;Hôpitaux Iris Sud;Etterbeek;0.2519462
21005;1040;Etterbeek;5652;111;Cliniques de l'Europe;Uccle;0.2126681
21005;1040;Etterbeek;5652;332;Centre Hospitalier Interrégional Édith Cavell;Auderghem;0.1371196
21005;1040;Etterbeek;5652;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;0.1380042
21005;1040;Etterbeek;5652;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0567941
21006;1140;Evere;5944;77;CHU Brugmann;Bruxelles;0.2032301
21006;1140;Evere;5944;110;Clinique Saint-Jean;Bruxelles;0.1130552
21006;1140;Evere;5944;111;Cliniques de l'Europe;Uccle;0.1359354
21006;1140;Evere;5944;332;Centre Hospitalier Interrégional Édith Cavell;Auderghem;0.0580417
21006;1140;Evere;5944;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;0.2432705
21007;1190;Forest;7598;76;CHU Saint-Pierre;Bruxelles;0.203343
21007;1190;Forest;7598;87;Hôpitaux Iris Sud;Etterbeek;0.2319031
21007;1190;Forest;7598;111;Cliniques de l'Europe;Uccle;0.1354304
21007;1190;Forest;7598;332;Centre Hospitalier Interrégional Édith Cavell;Auderghem;0.0962095
21007;1190;Forest;7598;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.1170045
21008;1083;Ganshoren;3894;77;CHU Brugmann;Bruxelles;0.1353364
21008;1083;Ganshoren;3894;110;Clinique Saint-Jean;Bruxelles;0.0642013
21008;1083;Ganshoren;3894;143;UZ Brussel;Jette;0.3695429
21008;1083;Ganshoren;3894;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0834617
21008;1083;Ganshoren;3894;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;0.050077
21009;1050;Ixelles;9934;76;CHU Saint-Pierre;Bruxelles;0.0838534
21009;1050;Ixelles;9934;87;Hôpitaux Iris Sud;Etterbeek;0.3197101
21009;1050;Ixelles;9934;111;Cliniques de l'Europe;Uccle;0.1205959
21009;1050;Ixelles;9934;332;Centre Hospitalier Interrégional Édith Cavell;Auderghem;0.1703241
21009;1050;Ixelles;9934;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;0.072579
21009;1050;Ixelles;9934;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0601973
21010;1090;Jette;7720;77;CHU Brugmann;Bruxelles;0.2656736
21010;1090;Jette;7720;110;Clinique Saint-Jean;Bruxelles;0.0677461
21010;1090;Jette;7720;143;UZ Brussel;Jette;0.3189119
21010;1090;Jette;7720;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0661917
21011;1081;Koekelberg;3023;76;CHU Saint-Pierre;Bruxelles;0.1008932
21011;1081;Koekelberg;3023;77;CHU Brugmann;Bruxelles;0.1491895
21011;1081;Koekelberg;3023;110;Clinique Saint-Jean;Bruxelles;0.1094939
21011;1081;Koekelberg;3023;143;UZ Brussel;Jette;0.1955012
21011;1081;Koekelberg;3023;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.1002316
21011;1081;Koekelberg;3023;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;0.0972544
21012;1080;Molenbeek-Saint-Jean;13898;76;CHU Saint-Pierre;Bruxelles;0.1164196
21012;1080;Molenbeek-Saint-Jean;13898;77;CHU Brugmann;Bruxelles;0.1172111
21012;1080;Molenbeek-Saint-Jean;13898;87;Hôpitaux Iris Sud;Etterbeek;0.0571305
21012;1080;Molenbeek-Saint-Jean;13898;110;Clinique Saint-Jean;Bruxelles;0.0836092
21012;1080;Molenbeek-Saint-Jean;13898;143;UZ Brussel;Jette;0.1369981
21012;1080;Molenbeek-Saint-Jean;13898;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.1373579
21012;1080;Molenbeek-Saint-Jean;13898;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;0.1638365
21013;1060;Saint-Gilles;6379;76;CHU Saint-Pierre;Bruxelles;0.3741966
21013;1060;Saint-Gilles;6379;87;Hôpitaux Iris Sud;Etterbeek;0.1708732
21013;1060;Saint-Gilles;6379;111;Cliniques de l'Europe;Uccle;0.0536134
21013;1060;Saint-Gilles;6379;332;Centre Hospitalier Interrégional Édith Cavell;Auderghem;0.0860636
21013;1060;Saint-Gilles;6379;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0917072
21014;1210;Saint-Josse-ten-Noode;3447;76;CHU Saint-Pierre;Bruxelles;0.1421526
21014;1210;Saint-Josse-ten-Noode;3447;77;CHU Brugmann;Bruxelles;0.1015376
21014;1210;Saint-Josse-ten-Noode;3447;110;Clinique Saint-Jean;Bruxelles;0.340586
21014;1210;Saint-Josse-ten-Noode;3447;111;Cliniques de l'Europe;Uccle;0.0658544
21014;1210;Saint-Josse-ten-Noode;3447;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;0.097186
21015;1030;Schaerbeek;17238;76;CHU Saint-Pierre;Bruxelles;0.0717601
21015;1030;Schaerbeek;17238;77;CHU Brugmann;Bruxelles;0.2290289
21015;1030;Schaerbeek;17238;110;Clinique Saint-Jean;Bruxelles;0.1845342
21015;1030;Schaerbeek;17238;111;Cliniques de l'Europe;Uccle;0.1002436
21015;1030;Schaerbeek;17238;332;Centre Hospitalier Interrégional Édith Cavell;Auderghem;0.0539506
21015;1030;Schaerbeek;17238;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;0.1292493
21016;1180;Uccle;10773;76;CHU Saint-Pierre;Bruxelles;0.065627
21016;1180;Uccle;10773;87;Hôpitaux Iris Sud;Etterbeek;0.1007147
21016;1180;Uccle;10773;111;Cliniques de l'Europe;Uccle;0.3480925
