code_ins;code_postal;commune_patient;nombre_de_séjours_par_comunne_patient;catégorie;nombre_de_séjours_par_hôpital_comunne_patient;numéro_agrément_hôpital;dénomination;commune_hôpital;part_de_marché
11004;2530;Boechout;2605;Moins de 15 ans;108;682;AZ Monica;Anvers;0.0648148
11004;2530;Boechout;2605;De 15 à 64 ans;1483;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0896831
11004;2530;Boechout;2605;De 15 à 64 ans;1483;26;AZ Sint-Maarten;Malines;0.1166554
11004;2530;Boechout;2605;De 15 à 64 ans;1483;97;Heilig-Hartziekenhuis;Lierre;0.1544167
11004;2530;Boechout;2605;De 15 à 64 ans;1483;99;GZA ziekenhuizen;Anvers;0.4059339
11004;2530;Boechout;2605;De 15 à 64 ans;1483;300;UZ Antwerpen;Edegem;0.0815914
11004;2530;Boechout;2605;De 15 à 64 ans;1483;682;AZ Monica;Anvers;0.0930546
11004;2530;Boechout;2605;65 ans et plus;1014;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0857988
11004;2530;Boechout;2605;65 ans et plus;1014;97;Heilig-Hartziekenhuis;Lierre;0.1913215
11004;2530;Boechout;2605;65 ans et plus;1014;99;GZA ziekenhuizen;Anvers;0.5345168
11004;2530;Boechout;2605;65 ans et plus;1014;300;UZ Antwerpen;Edegem;0.0710059
11004;2530;Boechout;2605;65 ans et plus;1014;682;AZ Monica;Anvers;0.0532544
11005;2850;Boom;3637;Moins de 15 ans;273;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.2161172
11005;2850;Boom;3637;Moins de 15 ans;273;99;GZA ziekenhuizen;Anvers;0.0769231
11005;2850;Boom;3637;Moins de 15 ans;273;300;UZ Antwerpen;Edegem;0.1062271
11005;2850;Boom;3637;Moins de 15 ans;273;314;AZ Heilige Familie;Rumst;0.5018315
11005;2850;Boom;3637;De 15 à 64 ans;2085;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1021583
11005;2850;Boom;3637;De 15 à 64 ans;2085;99;GZA ziekenhuizen;Anvers;0.111271
11005;2850;Boom;3637;De 15 à 64 ans;2085;104;Sint-Jozefkliniek;Bornem;0.0513189
11005;2850;Boom;3637;De 15 à 64 ans;2085;300;UZ Antwerpen;Edegem;0.1064748
11005;2850;Boom;3637;De 15 à 64 ans;2085;314;AZ Heilige Familie;Rumst;0.5098321
11005;2850;Boom;3637;65 ans et plus;1279;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0695856
11005;2850;Boom;3637;65 ans et plus;1279;99;GZA ziekenhuizen;Anvers;0.0860047
11005;2850;Boom;3637;65 ans et plus;1279;300;UZ Antwerpen;Edegem;0.0961689
11005;2850;Boom;3637;65 ans et plus;1279;314;AZ Heilige Familie;Rumst;0.6489445
11007;2150;Borsbeek;2291;Moins de 15 ans;143;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.3986014
11007;2150;Borsbeek;2291;Moins de 15 ans;143;99;GZA ziekenhuizen;Anvers;0.1468531
11007;2150;Borsbeek;2291;Moins de 15 ans;143;300;UZ Antwerpen;Edegem;0.0629371
11007;2150;Borsbeek;2291;Moins de 15 ans;143;682;AZ Monica;Anvers;0.3286713
11007;2150;Borsbeek;2291;De 15 à 64 ans;1227;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1809291
11007;2150;Borsbeek;2291;De 15 à 64 ans;1227;97;Heilig-Hartziekenhuis;Lierre;0.0529747
11007;2150;Borsbeek;2291;De 15 à 64 ans;1227;99;GZA ziekenhuizen;Anvers;0.2200489
11007;2150;Borsbeek;2291;De 15 à 64 ans;1227;300;UZ Antwerpen;Edegem;0.0863896
11007;2150;Borsbeek;2291;De 15 à 64 ans;1227;682;AZ Monica;Anvers;0.3879381
11007;2150;Borsbeek;2291;65 ans et plus;921;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.2084691
11007;2150;Borsbeek;2291;65 ans et plus;921;99;GZA ziekenhuizen;Anvers;0.2062975
11007;2150;Borsbeek;2291;65 ans et plus;921;300;UZ Antwerpen;Edegem;0.0770901
11007;2150;Borsbeek;2291;65 ans et plus;921;682;AZ Monica;Anvers;0.4679696
11008;2930;Brasschaat;6827;Moins de 15 ans;376;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1276596
11008;2930;Brasschaat;6827;Moins de 15 ans;376;670;UZ Gent;Gand;0.0957447
11008;2930;Brasschaat;6827;Moins de 15 ans;376;682;AZ Monica;Anvers;0.0638298
11008;2930;Brasschaat;6827;Moins de 15 ans;376;710;AZ Klina;Brasschaat;0.587766
11008;2930;Brasschaat;6827;De 15 à 64 ans;3644;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.138584
11008;2930;Brasschaat;6827;De 15 à 64 ans;3644;99;GZA ziekenhuizen;Anvers;0.0889133
11008;2930;Brasschaat;6827;De 15 à 64 ans;3644;682;AZ Monica;Anvers;0.0913831
11008;2930;Brasschaat;6827;De 15 à 64 ans;3644;710;AZ Klina;Brasschaat;0.5535126
11008;2930;Brasschaat;6827;65 ans et plus;2807;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1585322
11008;2930;Brasschaat;6827;65 ans et plus;2807;99;GZA ziekenhuizen;Anvers;0.0904881
11008;2930;Brasschaat;6827;65 ans et plus;2807;682;AZ Monica;Anvers;0.0513003
11008;2930;Brasschaat;6827;65 ans et plus;2807;710;AZ Klina;Brasschaat;0.6063413
11009;2960;Brecht;5144;Moins de 15 ans;257;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0856031
11009;2960;Brecht;5144;Moins de 15 ans;257;300;UZ Antwerpen;Edegem;0.0972763
11009;2960;Brecht;5144;Moins de 15 ans;257;536;AZ Sint-Jozef Malle;Malle;0.3540856
11009;2960;Brecht;5144;Moins de 15 ans;257;682;AZ Monica;Anvers;0.0817121
11009;2960;Brecht;5144;Moins de 15 ans;257;710;AZ Klina;Brasschaat;0.2762646
11009;2960;Brecht;5144;De 15 à 64 ans;3129;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1182486
11009;2960;Brecht;5144;De 15 à 64 ans;3129;63;AZ Turnhout;Turnhout;0.0504954
11009;2960;Brecht;5144;De 15 à 64 ans;3129;99;GZA ziekenhuizen;Anvers;0.0706296
11009;2960;Brecht;5144;De 15 à 64 ans;3129;300;UZ Antwerpen;Edegem;0.0511345
11009;2960;Brecht;5144;De 15 à 64 ans;3129;536;AZ Sint-Jozef Malle;Malle;0.365612
11009;2960;Brecht;5144;De 15 à 64 ans;3129;682;AZ Monica;Anvers;0.0987536
11009;2960;Brecht;5144;De 15 à 64 ans;3129;710;AZ Klina;Brasschaat;0.2042186
11009;2960;Brecht;5144;65 ans et plus;1758;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1245734
11009;2960;Brecht;5144;65 ans et plus;1758;536;AZ Sint-Jozef Malle;Malle;0.4829352
11009;2960;Brecht;5144;65 ans et plus;1758;682;AZ Monica;Anvers;0.0881684
11009;2960;Brecht;5144;65 ans et plus;1758;710;AZ Klina;Brasschaat;0.1712173
11013;2650;Edegem;4633;Moins de 15 ans;243;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.2469136
11013;2650;Edegem;4633;Moins de 15 ans;243;99;GZA ziekenhuizen;Anvers;0.2016461
11013;2650;Edegem;4633;Moins de 15 ans;243;300;UZ Antwerpen;Edegem;0.3209877
11013;2650;Edegem;4633;Moins de 15 ans;243;670;UZ Gent;Gand;0.0699588
11013;2650;Edegem;4633;De 15 à 64 ans;2227;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1396498
11013;2650;Edegem;4633;De 15 à 64 ans;2227;99;GZA ziekenhuizen;Anvers;0.5168388
11013;2650;Edegem;4633;De 15 à 64 ans;2227;300;UZ Antwerpen;Edegem;0.1324652
11013;2650;Edegem;4633;De 15 à 64 ans;2227;682;AZ Monica;Anvers;0.0826224
11013;2650;Edegem;4633;65 ans et plus;2163;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1151179
11013;2650;Edegem;4633;65 ans et plus;2163;99;GZA ziekenhuizen;Anvers;0.5917707
11013;2650;Edegem;4633;65 ans et plus;2163;300;UZ Antwerpen;Edegem;0.148405
11013;2650;Edegem;4633;65 ans et plus;2163;682;AZ Monica;Anvers;0.0536292
11016;2910;Essen;2906;Moins de 15 ans;249;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1084337
11016;2910;Essen;2906;Moins de 15 ans;249;300;UZ Antwerpen;Edegem;0.1044177
11016;2910;Essen;2906;Moins de 15 ans;249;536;AZ Sint-Jozef Malle;Malle;0.1164659
11016;2910;Essen;2906;Moins de 15 ans;249;670;UZ Gent;Gand;0.060241
11016;2910;Essen;2906;Moins de 15 ans;249;710;AZ Klina;Brasschaat;0.5180723
11016;2910;Essen;2906;De 15 à 64 ans;1744;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1112385
11016;2910;Essen;2906;De 15 à 64 ans;1744;99;GZA ziekenhuizen;Anvers;0.0716743
11016;2910;Essen;2906;De 15 à 64 ans;1744;300;UZ Antwerpen;Edegem;0.0527523
11016;2910;Essen;2906;De 15 à 64 ans;1744;536;AZ Sint-Jozef Malle;Malle;0.0986239
11016;2910;Essen;2906;De 15 à 64 ans;1744;710;AZ Klina;Brasschaat;0.5670872
11016;2910;Essen;2906;65 ans et plus;913;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1084337
11016;2910;Essen;2906;65 ans et plus;913;99;GZA ziekenhuizen;Anvers;0.0547645
11016;2910;Essen;2906;65 ans et plus;913;300;UZ Antwerpen;Edegem;0.0525739
11016;2910;Essen;2906;65 ans et plus;913;536;AZ Sint-Jozef Malle;Malle;0.0624315
11016;2910;Essen;2906;65 ans et plus;913;710;AZ Klina;Brasschaat;0.6429354
11018;2620;Hemiksem;2414;Moins de 15 ans;153;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.3398693
11018;2620;Hemiksem;2414;Moins de 15 ans;153;99;GZA ziekenhuizen;Anvers;0.130719
11018;2620;Hemiksem;2414;Moins de 15 ans;153;300;UZ Antwerpen;Edegem;0.0980392
11018;2620;Hemiksem;2414;Moins de 15 ans;153;314;AZ Heilige Familie;Rumst;0.248366
11018;2620;Hemiksem;2414;Moins de 15 ans;153;322;UZ Leuven;Louvain;0.0588235
11018;2620;Hemiksem;2414;Moins de 15 ans;153;682;AZ Monica;Anvers;0.0522876
11018;2620;Hemiksem;2414;De 15 à 64 ans;1419;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1881607
11018;2620;Hemiksem;2414;De 15 à 64 ans;1419;99;GZA ziekenhuizen;Anvers;0.1930937
11018;2620;Hemiksem;2414;De 15 à 64 ans;1419;300;UZ Antwerpen;Edegem;0.1021846
11018;2620;Hemiksem;2414;De 15 à 64 ans;1419;314;AZ Heilige Familie;Rumst;0.3558844
11018;2620;Hemiksem;2414;De 15 à 64 ans;1419;682;AZ Monica;Anvers;0.0613108
11018;2620;Hemiksem;2414;65 ans et plus;842;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.2078385
11018;2620;Hemiksem;2414;65 ans et plus;842;99;GZA ziekenhuizen;Anvers;0.175772
11018;2620;Hemiksem;2414;65 ans et plus;842;300;UZ Antwerpen;Edegem;0.1152019
11018;2620;Hemiksem;2414;65 ans et plus;842;314;AZ Heilige Familie;Rumst;0.4228029
11021;2540;Hove;1593;Moins de 15 ans;69;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.173913
11021;2540;Hove;1593;Moins de 15 ans;69;26;AZ Sint-Maarten;Malines;0.0724638
11021;2540;Hove;1593;Moins de 15 ans;69;99;GZA ziekenhuizen;Anvers;0.3333333
11021;2540;Hove;1593;Moins de 15 ans;69;300;UZ Antwerpen;Edegem;0.2753623
11021;2540;Hove;1593;Moins de 15 ans;69;682;AZ Monica;Anvers;0.0724638
11021;2540;Hove;1593;De 15 à 64 ans;861;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1022067
11021;2540;Hove;1593;De 15 à 64 ans;861;26;AZ Sint-Maarten;Malines;0.097561
11021;2540;Hove;1593;De 15 à 64 ans;861;99;GZA ziekenhuizen;Anvers;0.495935
11021;2540;Hove;1593;De 15 à 64 ans;861;300;UZ Antwerpen;Edegem;0.1033682
11021;2540;Hove;1593;De 15 à 64 ans;861;682;AZ Monica;Anvers;0.0859466
11021;2540;Hove;1593;65 ans et plus;663;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1402715
11021;2540;Hove;1593;65 ans et plus;663;26;AZ Sint-Maarten;Malines;0.0708899
11021;2540;Hove;1593;65 ans et plus;663;97;Heilig-Hartziekenhuis;Lierre;0.0648567
11021;2540;Hove;1593;65 ans et plus;663;99;GZA ziekenhuizen;Anvers;0.4781297
11021;2540;Hove;1593;65 ans et plus;663;300;UZ Antwerpen;Edegem;0.1040724
11022;2920;Kalmthout;3117;Moins de 15 ans;194;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.128866
11022;2920;Kalmthout;3117;Moins de 15 ans;194;99;GZA ziekenhuizen;Anvers;0.1082474
11022;2920;Kalmthout;3117;Moins de 15 ans;194;536;AZ Sint-Jozef Malle;Malle;0.0824742
11022;2920;Kalmthout;3117;Moins de 15 ans;194;682;AZ Monica;Anvers;0.0618557
11022;2920;Kalmthout;3117;Moins de 15 ans;194;710;AZ Klina;Brasschaat;0.556701
11022;2920;Kalmthout;3117;De 15 à 64 ans;1715;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1317784
11022;2920;Kalmthout;3117;De 15 à 64 ans;1715;99;GZA ziekenhuizen;Anvers;0.0798834
11022;2920;Kalmthout;3117;De 15 à 64 ans;1715;536;AZ Sint-Jozef Malle;Malle;0.0524781
11022;2920;Kalmthout;3117;De 15 à 64 ans;1715;682;AZ Monica;Anvers;0.0688047
11022;2920;Kalmthout;3117;De 15 à 64 ans;1715;710;AZ Klina;Brasschaat;0.5381924
11022;2920;Kalmthout;3117;65 ans et plus;1208;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1448675
11022;2920;Kalmthout;3117;65 ans et plus;1208;300;UZ Antwerpen;Edegem;0.0620861
11022;2920;Kalmthout;3117;65 ans et plus;1208;710;AZ Klina;Brasschaat;0.6663907
11023;2950;Kapellen (Anvers);4785;Moins de 15 ans;281;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1245552
11023;2950;Kapellen (Anvers);4785;Moins de 15 ans;281;670;UZ Gent;Gand;0.0960854
11023;2950;Kapellen (Anvers);4785;Moins de 15 ans;281;682;AZ Monica;Anvers;0.0640569
11023;2950;Kapellen (Anvers);4785;Moins de 15 ans;281;710;AZ Klina;Brasschaat;0.5871886
11023;2950;Kapellen (Anvers);4785;De 15 à 64 ans;2631;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1714177
11023;2950;Kapellen (Anvers);4785;De 15 à 64 ans;2631;99;GZA ziekenhuizen;Anvers;0.0992018
11023;2950;Kapellen (Anvers);4785;De 15 à 64 ans;2631;682;AZ Monica;Anvers;0.0992018
11023;2950;Kapellen (Anvers);4785;De 15 à 64 ans;2631;710;AZ Klina;Brasschaat;0.513493
11023;2950;Kapellen (Anvers);4785;65 ans et plus;1873;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1916711
11023;2950;Kapellen (Anvers);4785;65 ans et plus;1873;99;GZA ziekenhuizen;Anvers;0.1131874
11023;2950;Kapellen (Anvers);4785;65 ans et plus;1873;300;UZ Antwerpen;Edegem;0.0875601
11023;2950;Kapellen (Anvers);4785;65 ans et plus;1873;682;AZ Monica;Anvers;0.0731447
11023;2950;Kapellen (Anvers);4785;65 ans et plus;1873;710;AZ Klina;Brasschaat;0.477843
11024;2550;Kontich;4257;Moins de 15 ans;204;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1666667
11024;2550;Kontich;4257;Moins de 15 ans;204;26;AZ Sint-Maarten;Malines;0.127451
11024;2550;Kontich;4257;Moins de 15 ans;204;99;GZA ziekenhuizen;Anvers;0.2794118
11024;2550;Kontich;4257;Moins de 15 ans;204;300;UZ Antwerpen;Edegem;0.1813725
11024;2550;Kontich;4257;Moins de 15 ans;204;314;AZ Heilige Familie;Rumst;0.0539216
11024;2550;Kontich;4257;Moins de 15 ans;204;682;AZ Monica;Anvers;0.0686275
11024;2550;Kontich;4257;De 15 à 64 ans;2335;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0937901
11024;2550;Kontich;4257;De 15 à 64 ans;2335;26;AZ Sint-Maarten;Malines;0.1537473
11024;2550;Kontich;4257;De 15 à 64 ans;2335;99;GZA ziekenhuizen;Anvers;0.385439
11024;2550;Kontich;4257;De 15 à 64 ans;2335;300;UZ Antwerpen;Edegem;0.1293362
11024;2550;Kontich;4257;De 15 à 64 ans;2335;314;AZ Heilige Familie;Rumst;0.0646681
11024;2550;Kontich;4257;De 15 à 64 ans;2335;682;AZ Monica;Anvers;0.0929336
11024;2550;Kontich;4257;65 ans et plus;1718;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0663562
11024;2550;Kontich;4257;65 ans et plus;1718;26;AZ Sint-Maarten;Malines;0.1146682
11024;2550;Kontich;4257;65 ans et plus;1718;99;GZA ziekenhuizen;Anvers;0.4592549
11024;2550;Kontich;4257;65 ans et plus;1718;300;UZ Antwerpen;Edegem;0.1629802
11024;2550;Kontich;4257;65 ans et plus;1718;314;AZ Heilige Familie;Rumst;0.0547148
11024;2550;Kontich;4257;65 ans et plus;1718;682;AZ Monica;Anvers;0.0535506
11025;2547;Lint;1741;Moins de 15 ans;79;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.2405063
11025;2547;Lint;1741;Moins de 15 ans;79;26;AZ Sint-Maarten;Malines;0.164557
11025;2547;Lint;1741;Moins de 15 ans;79;97;Heilig-Hartziekenhuis;Lierre;0.164557
11025;2547;Lint;1741;Moins de 15 ans;79;99;GZA ziekenhuizen;Anvers;0.2151899
11025;2547;Lint;1741;Moins de 15 ans;79;300;UZ Antwerpen;Edegem;0.1518987
11025;2547;Lint;1741;De 15 à 64 ans;1047;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0544413
11025;2547;Lint;1741;De 15 à 64 ans;1047;26;AZ Sint-Maarten;Malines;0.3228271
11025;2547;Lint;1741;De 15 à 64 ans;1047;97;Heilig-Hartziekenhuis;Lierre;0.1107927
11025;2547;Lint;1741;De 15 à 64 ans;1047;99;GZA ziekenhuizen;Anvers;0.2588348
11025;2547;Lint;1741;De 15 à 64 ans;1047;300;UZ Antwerpen;Edegem;0.1050621
11025;2547;Lint;1741;De 15 à 64 ans;1047;682;AZ Monica;Anvers;0.0553964
11025;2547;Lint;1741;65 ans et plus;615;26;AZ Sint-Maarten;Malines;0.3382114
11025;2547;Lint;1741;65 ans et plus;615;97;Heilig-Hartziekenhuis;Lierre;0.1918699
11025;2547;Lint;1741;65 ans et plus;615;99;GZA ziekenhuizen;Anvers;0.1772358
11025;2547;Lint;1741;65 ans et plus;615;300;UZ Antwerpen;Edegem;0.1398374
11029;2640;Mortsel;4742;Moins de 15 ans;237;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.2911392
11029;2640;Mortsel;4742;Moins de 15 ans;237;99;GZA ziekenhuizen;Anvers;0.4177215
11029;2640;Mortsel;4742;Moins de 15 ans;237;300;UZ Antwerpen;Edegem;0.07173
11029;2640;Mortsel;4742;Moins de 15 ans;237;682;AZ Monica;Anvers;0.0970464
11029;2640;Mortsel;4742;De 15 à 64 ans;2414;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1835128
11029;2640;Mortsel;4742;De 15 à 64 ans;2414;99;GZA ziekenhuizen;Anvers;0.5352113
11029;2640;Mortsel;4742;De 15 à 64 ans;2414;300;UZ Antwerpen;Edegem;0.0816073
11029;2640;Mortsel;4742;De 15 à 64 ans;2414;682;AZ Monica;Anvers;0.09942
11029;2640;Mortsel;4742;65 ans et plus;2091;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1731229
11029;2640;Mortsel;4742;65 ans et plus;2091;99;GZA ziekenhuizen;Anvers;0.6757532
11029;2640;Mortsel;4742;65 ans et plus;2091;300;UZ Antwerpen;Edegem;0.0640842
11030;2845;Niel;2146;Moins de 15 ans;157;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.2165605
11030;2845;Niel;2146;Moins de 15 ans;157;99;GZA ziekenhuizen;Anvers;0.1146497
11030;2845;Niel;2146;Moins de 15 ans;157;300;UZ Antwerpen;Edegem;0.0636943
11030;2845;Niel;2146;Moins de 15 ans;157;314;AZ Heilige Familie;Rumst;0.5159236
11030;2845;Niel;2146;De 15 à 64 ans;1272;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0904088
11030;2845;Niel;2146;De 15 à 64 ans;1272;99;GZA ziekenhuizen;Anvers;0.1666667
11030;2845;Niel;2146;De 15 à 64 ans;1272;300;UZ Antwerpen;Edegem;0.091195
11030;2845;Niel;2146;De 15 à 64 ans;1272;314;AZ Heilige Familie;Rumst;0.4803459
11030;2845;Niel;2146;65 ans et plus;717;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0725244
11030;2845;Niel;2146;65 ans et plus;717;26;AZ Sint-Maarten;Malines;0.0516039
11030;2845;Niel;2146;65 ans et plus;717;99;GZA ziekenhuizen;Anvers;0.1213389
11030;2845;Niel;2146;65 ans et plus;717;300;UZ Antwerpen;Edegem;0.13947
11030;2845;Niel;2146;65 ans et plus;717;314;AZ Heilige Familie;Rumst;0.5383543
11035;2520;Ranst;3992;Moins de 15 ans;199;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0904523
11035;2520;Ranst;3992;Moins de 15 ans;199;26;AZ Sint-Maarten;Malines;0.0703518
11035;2520;Ranst;3992;Moins de 15 ans;199;97;Heilig-Hartziekenhuis;Lierre;0.2713568
11035;2520;Ranst;3992;Moins de 15 ans;199;300;UZ Antwerpen;Edegem;0.1708543
11035;2520;Ranst;3992;Moins de 15 ans;199;536;AZ Sint-Jozef Malle;Malle;0.0502513
11035;2520;Ranst;3992;Moins de 15 ans;199;682;AZ Monica;Anvers;0.160804
11035;2520;Ranst;3992;De 15 à 64 ans;2221;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1026565
11035;2520;Ranst;3992;De 15 à 64 ans;2221;26;AZ Sint-Maarten;Malines;0.0612337
11035;2520;Ranst;3992;De 15 à 64 ans;2221;97;Heilig-Hartziekenhuis;Lierre;0.3133724
11035;2520;Ranst;3992;De 15 à 64 ans;2221;99;GZA ziekenhuizen;Anvers;0.1121117
11035;2520;Ranst;3992;De 15 à 64 ans;2221;300;UZ Antwerpen;Edegem;0.0661864
11035;2520;Ranst;3992;De 15 à 64 ans;2221;536;AZ Sint-Jozef Malle;Malle;0.087348
11035;2520;Ranst;3992;De 15 à 64 ans;2221;682;AZ Monica;Anvers;0.1647906
11035;2520;Ranst;3992;65 ans et plus;1572;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0553435
11035;2520;Ranst;3992;65 ans et plus;1572;97;Heilig-Hartziekenhuis;Lierre;0.4083969
11035;2520;Ranst;3992;65 ans et plus;1572;99;GZA ziekenhuizen;Anvers;0.0763359
11035;2520;Ranst;3992;65 ans et plus;1572;300;UZ Antwerpen;Edegem;0.0947837
11035;2520;Ranst;3992;65 ans et plus;1572;536;AZ Sint-Jozef Malle;Malle;0.153944
11035;2520;Ranst;3992;65 ans et plus;1572;682;AZ Monica;Anvers;0.148855
11037;2840;Rumst;3269;Moins de 15 ans;144;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1875
11037;2840;Rumst;3269;Moins de 15 ans;144;26;AZ Sint-Maarten;Malines;0.1041667
11037;2840;Rumst;3269;Moins de 15 ans;144;99;GZA ziekenhuizen;Anvers;0.0902778
11037;2840;Rumst;3269;Moins de 15 ans;144;300;UZ Antwerpen;Edegem;0.1111111
11037;2840;Rumst;3269;Moins de 15 ans;144;314;AZ Heilige Familie;Rumst;0.3611111
11037;2840;Rumst;3269;De 15 à 64 ans;1812;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0673289
11037;2840;Rumst;3269;De 15 à 64 ans;1812;26;AZ Sint-Maarten;Malines;0.1545254
11037;2840;Rumst;3269;De 15 à 64 ans;1812;99;GZA ziekenhuizen;Anvers;0.1506623
11037;2840;Rumst;3269;De 15 à 64 ans;1812;300;UZ Antwerpen;Edegem;0.1153422
