code_ins;code_postal;commune_patient;nombre_de_séjours;numéro_agrément_hôpital;dénomination;commune_hôpital;part_de_marché
11037;2840;Rumst;2337;26;AZ Sint-Maarten;Malines;0.182285
11037;2840;Rumst;2337;99;GZA ziekenhuizen;Anvers;0.118528
11037;2840;Rumst;2337;300;UZ Antwerpen;Edegem;0.1570389
11037;2840;Rumst;2337;314;AZ Heilige Familie;Rumst;0.330338
11038;2627;Schelle;1349;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1178651
11038;2627;Schelle;1349;99;GZA ziekenhuizen;Anvers;0.135656
11038;2627;Schelle;1349;300;UZ Antwerpen;Edegem;0.2171979
11038;2627;Schelle;1349;314;AZ Heilige Familie;Rumst;0.3817643
11039;2970;Schilde;2827;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1142554
11039;2970;Schilde;2827;99;GZA ziekenhuizen;Anvers;0.1043509
11039;2970;Schilde;2827;300;UZ Antwerpen;Edegem;0.0756986
11039;2970;Schilde;2827;536;AZ Sint-Jozef Malle;Malle;0.4220021
11039;2970;Schilde;2827;682;AZ Monica;Anvers;0.0955076
11039;2970;Schilde;2827;710;AZ Klina;Brasschaat;0.1054121
11040;2900;Schoten;5295;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.4294618
11040;2900;Schoten;5295;99;GZA ziekenhuizen;Anvers;0.0628895
11040;2900;Schoten;5295;300;UZ Antwerpen;Edegem;0.0681775
11040;2900;Schoten;5295;682;AZ Monica;Anvers;0.094051
11040;2900;Schoten;5295;710;AZ Klina;Brasschaat;0.2528801
11044;2940;Stabroek;2868;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.2604603
11044;2940;Stabroek;2868;300;UZ Antwerpen;Edegem;0.0913529
11044;2940;Stabroek;2868;710;AZ Klina;Brasschaat;0.5135983
11050;2110;Wijnegem;1509;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1530815
11050;2110;Wijnegem;1509;99;GZA ziekenhuizen;Anvers;0.1239231
11050;2110;Wijnegem;1509;300;UZ Antwerpen;Edegem;0.0868125
11050;2110;Wijnegem;1509;536;AZ Sint-Jozef Malle;Malle;0.2478463
11050;2110;Wijnegem;1509;682;AZ Monica;Anvers;0.2650762
11052;2160;Wommelgem;1977;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1593323
11052;2160;Wommelgem;1977;97;Heilig-Hartziekenhuis;Lierre;0.0561457
11052;2160;Wommelgem;1977;99;GZA ziekenhuizen;Anvers;0.1573091
11052;2160;Wommelgem;1977;300;UZ Antwerpen;Edegem;0.0920587
11052;2160;Wommelgem;1977;682;AZ Monica;Anvers;0.4522003
11053;2990;Wuustwezel;2813;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0892286
11053;2990;Wuustwezel;2813;300;UZ Antwerpen;Edegem;0.0892286
11053;2990;Wuustwezel;2813;536;AZ Sint-Jozef Malle;Malle;0.231781
11053;2990;Wuustwezel;2813;710;AZ Klina;Brasschaat;0.4596516
11054;2240;Zandhoven;1956;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0633947
11054;2240;Zandhoven;1956;97;Heilig-Hartziekenhuis;Lierre;0.2080777
11054;2240;Zandhoven;1956;99;GZA ziekenhuizen;Anvers;0.0679959
11054;2240;Zandhoven;1956;300;UZ Antwerpen;Edegem;0.0884458
11054;2240;Zandhoven;1956;308;AZ Herentals;Herentals;0.1099182
11054;2240;Zandhoven;1956;536;AZ Sint-Jozef Malle;Malle;0.301636
11055;2980;Zoersel;3396;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0965842
11055;2980;Zoersel;3396;99;GZA ziekenhuizen;Anvers;0.0585984
11055;2980;Zoersel;3396;300;UZ Antwerpen;Edegem;0.0630153
11055;2980;Zoersel;3396;536;AZ Sint-Jozef Malle;Malle;0.5868669
11055;2980;Zoersel;3396;682;AZ Monica;Anvers;0.061543
11056;2070;Zwijndrecht;2975;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1919328
11056;2070;Zwijndrecht;2975;99;GZA ziekenhuizen;Anvers;0.4107563
11056;2070;Zwijndrecht;2975;300;UZ Antwerpen;Edegem;0.1152941
11056;2070;Zwijndrecht;2975;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);0.1344538
11056;2070;Zwijndrecht;2975;682;AZ Monica;Anvers;0.0810084
11057;2390;Malle;2388;63;AZ Turnhout;Turnhout;0.0607203
11057;2390;Malle;2388;536;AZ Sint-Jozef Malle;Malle;0.6335846
12002;2590;Berlaar;1729;26;AZ Sint-Maarten;Malines;0.0514748
12002;2590;Berlaar;1729;97;Heilig-Hartziekenhuis;Lierre;0.5899364
12002;2590;Berlaar;1729;300;UZ Antwerpen;Edegem;0.059572
12002;2590;Berlaar;1729;689;Imelda Ziekenhuis;Bonheiden;0.1625217
12005;2820;Bonheiden;2264;26;AZ Sint-Maarten;Malines;0.0834806
12005;2820;Bonheiden;2264;689;Imelda Ziekenhuis;Bonheiden;0.7910777
12007;2880;Bornem;3214;104;Sint-Jozefkliniek;Bornem;0.5665837
12007;2880;Bornem;3214;300;UZ Antwerpen;Edegem;0.076229
12007;2880;Bornem;3214;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);0.0933416
12009;2570;Duffel;2844;26;AZ Sint-Maarten;Malines;0.6828411
12009;2570;Duffel;2844;97;Heilig-Hartziekenhuis;Lierre;0.0777075
12009;2570;Duffel;2844;300;UZ Antwerpen;Edegem;0.0625879
12014;2220;Heist-op-den-Berg;6579;97;Heilig-Hartziekenhuis;Lierre;0.2386381
12014;2220;Heist-op-den-Berg;6579;308;AZ Herentals;Herentals;0.0571515
12014;2220;Heist-op-den-Berg;6579;322;UZ Leuven;Louvain;0.0817753
12014;2220;Heist-op-den-Berg;6579;689;Imelda Ziekenhuis;Bonheiden;0.4885241
12021;2500;Lierre;5387;26;AZ Sint-Maarten;Malines;0.0798218
12021;2500;Lierre;5387;97;Heilig-Hartziekenhuis;Lierre;0.6658623
12021;2500;Lierre;5387;300;UZ Antwerpen;Edegem;0.0941155
12025;2800;Malines;13296;26;AZ Sint-Maarten;Malines;0.5988267
12025;2800;Malines;13296;322;UZ Leuven;Louvain;0.0518953
12025;2800;Malines;13296;689;Imelda Ziekenhuis;Bonheiden;0.2161552
12026;2560;Nijlen;3228;26;AZ Sint-Maarten;Malines;0.0591698
12026;2560;Nijlen;3228;97;Heilig-Hartziekenhuis;Lierre;0.598513
12026;2560;Nijlen;3228;300;UZ Antwerpen;Edegem;0.1003717
12026;2560;Nijlen;3228;308;AZ Herentals;Herentals;0.080855
12029;2580;Putte;2640;26;AZ Sint-Maarten;Malines;0.0859848
12029;2580;Putte;2640;97;Heilig-Hartziekenhuis;Lierre;0.0890152
12029;2580;Putte;2640;322;UZ Leuven;Louvain;0.0606061
12029;2580;Putte;2640;689;Imelda Ziekenhuis;Bonheiden;0.6765152
12030;2870;Puurs;2467;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0539116
12030;2870;Puurs;2467;104;Sint-Jozefkliniek;Bornem;0.3781921
12030;2870;Puurs;2467;300;UZ Antwerpen;Edegem;0.1163356
12030;2870;Puurs;2467;314;AZ Heilige Familie;Rumst;0.1864613
12034;2890;Sint-Amands;1239;12;AZ Sint-Blasius;Termonde;0.2348668
12034;2890;Sint-Amands;1239;104;Sint-Jozefkliniek;Bornem;0.4309927
12034;2890;Sint-Amands;1239;300;UZ Antwerpen;Edegem;0.0637611
12035;2860;Sint-Katelijne-Waver;3123;26;AZ Sint-Maarten;Malines;0.4556516
12035;2860;Sint-Katelijne-Waver;3123;689;Imelda Ziekenhuis;Bonheiden;0.3602305
12040;2830;Willebroek;4230;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.050591
12040;2830;Willebroek;4230;26;AZ Sint-Maarten;Malines;0.1371158
12040;2830;Willebroek;4230;104;Sint-Jozefkliniek;Bornem;0.2661939
12040;2830;Willebroek;4230;300;UZ Antwerpen;Edegem;0.108747
12040;2830;Willebroek;4230;314;AZ Heilige Familie;Rumst;0.2286052
13001;2370;Arendonk;2126;63;AZ Turnhout;Turnhout;0.7906867
13002;2387;Baerle-Duc;341;63;AZ Turnhout;Turnhout;0.8387097
13003;2490;Balen;3943;102;Heilig-Hartziekenhuis;Mol;0.5800152
13003;2490;Balen;3943;322;UZ Leuven;Louvain;0.068983
13003;2490;Balen;3943;709;AZ St.-Dimpna;Geel;0.1671316
13004;2340;Beerse;2839;63;AZ Turnhout;Turnhout;0.7407538
13004;2340;Beerse;2839;536;AZ Sint-Jozef Malle;Malle;0.0877069
13006;2480;Dessel;1611;63;AZ Turnhout;Turnhout;0.1191806
13006;2480;Dessel;1611;102;Heilig-Hartziekenhuis;Mol;0.5536934
13006;2480;Dessel;1611;322;UZ Leuven;Louvain;0.0564867
13006;2480;Dessel;1611;709;AZ St.-Dimpna;Geel;0.1570453
13008;2440;Geel;7254;322;UZ Leuven;Louvain;0.0500414
13008;2440;Geel;7254;709;AZ St.-Dimpna;Geel;0.7477254
13010;2280;Grobbendonk;1733;97;Heilig-Hartziekenhuis;Lierre;0.237161
13010;2280;Grobbendonk;1733;300;UZ Antwerpen;Edegem;0.06809
13010;2280;Grobbendonk;1733;308;AZ Herentals;Herentals;0.4523947
13010;2280;Grobbendonk;1733;322;UZ Leuven;Louvain;0.0640508
13011;2200;Herentals;4552;97;Heilig-Hartziekenhuis;Lierre;0.0560193
13011;2200;Herentals;4552;308;AZ Herentals;Herentals;0.6906854
13011;2200;Herentals;4552;322;UZ Leuven;Louvain;0.0606327
13012;2270;Herenthout;1334;97;Heilig-Hartziekenhuis;Lierre;0.3178411
13012;2270;Herenthout;1334;300;UZ Antwerpen;Edegem;0.0517241
13012;2270;Herenthout;1334;308;AZ Herentals;Herentals;0.4130435
13012;2270;Herenthout;1334;322;UZ Leuven;Louvain;0.0629685
13012;2270;Herenthout;1334;689;Imelda Ziekenhuis;Bonheiden;0.0517241
13013;2230;Herselt;2346;308;AZ Herentals;Herentals;0.1500426
13013;2230;Herselt;2346;322;UZ Leuven;Louvain;0.2728048
13013;2230;Herselt;2346;689;Imelda Ziekenhuis;Bonheiden;0.168798
13013;2230;Herselt;2346;709;AZ St.-Dimpna;Geel;0.1798806
13013;2230;Herselt;2346;712;AZ Diest;Diest;0.0703325
13014;2320;Hoogstraten;3156;63;AZ Turnhout;Turnhout;0.6878961
13014;2320;Hoogstraten;3156;536;AZ Sint-Jozef Malle;Malle;0.146071
13016;2235;Hulshout;1553;97;Heilig-Hartziekenhuis;Lierre;0.1635544
13016;2235;Hulshout;1553;308;AZ Herentals;Herentals;0.1873793
13016;2235;Hulshout;1553;322;UZ Leuven;Louvain;0.1204121
13016;2235;Hulshout;1553;689;Imelda Ziekenhuis;Bonheiden;0.3876368
13017;2460;Kasterlee;2772;63;AZ Turnhout;Turnhout;0.4920635
13017;2460;Kasterlee;2772;308;AZ Herentals;Herentals;0.2752525
13017;2460;Kasterlee;2772;322;UZ Leuven;Louvain;0.0530303
13017;2460;Kasterlee;2772;709;AZ St.-Dimpna;Geel;0.0750361
13019;2275;Lille;2567;63;AZ Turnhout;Turnhout;0.4141021
13019;2275;Lille;2567;308;AZ Herentals;Herentals;0.3315154
13019;2275;Lille;2567;536;AZ Sint-Jozef Malle;Malle;0.0697312
13021;2450;Meerhout;1945;102;Heilig-Hartziekenhuis;Mol;0.2508997
13021;2450;Meerhout;1945;322;UZ Leuven;Louvain;0.0611825
13021;2450;Meerhout;1945;709;AZ St.-Dimpna;Geel;0.5398458
13023;2330;Merksplas;1342;63;AZ Turnhout;Turnhout;0.8323398
13025;2400;Mol;6472;102;Heilig-Hartziekenhuis;Mol;0.631026
13025;2400;Mol;6472;322;UZ Leuven;Louvain;0.0650494
13025;2400;Mol;6472;709;AZ St.-Dimpna;Geel;0.1470952
13029;2250;Olen;2025;308;AZ Herentals;Herentals;0.5461728
13029;2250;Olen;2025;322;UZ Leuven;Louvain;0.0632099
13029;2250;Olen;2025;709;AZ St.-Dimpna;Geel;0.1822222
13031;2360;Oud-Turnhout;1967;63;AZ Turnhout;Turnhout;0.833757
13035;2380;Ravels;2464;63;AZ Turnhout;Turnhout;0.862013
13036;2470;Retie;1677;63;AZ Turnhout;Turnhout;0.4633274
13036;2470;Retie;1677;102;Heilig-Hartziekenhuis;Mol;0.281455
13036;2470;Retie;1677;709;AZ St.-Dimpna;Geel;0.1162791
13037;2310;Rijkevorsel;2139;63;AZ Turnhout;Turnhout;0.545582
13037;2310;Rijkevorsel;2139;536;AZ Sint-Jozef Malle;Malle;0.2781674
13040;2300;Turnhout;7305;63;AZ Turnhout;Turnhout;0.8399726
13044;2290;Vorselaar;1241;63;AZ Turnhout;Turnhout;0.0636583
13044;2290;Vorselaar;1241;97;Heilig-Hartziekenhuis;Lierre;0.0862208
13044;2290;Vorselaar;1241;300;UZ Antwerpen;Edegem;0.0572119
13044;2290;Vorselaar;1241;308;AZ Herentals;Herentals;0.6083803
13044;2290;Vorselaar;1241;322;UZ Leuven;Louvain;0.0507655
13046;2350;Vosselaar;1633;63;AZ Turnhout;Turnhout;0.809553
13049;2260;Westerlo;3796;308;AZ Herentals;Herentals;0.3437829
13049;2260;Westerlo;3796;322;UZ Leuven;Louvain;0.0958904
13049;2260;Westerlo;3796;689;Imelda Ziekenhuis;Bonheiden;0.0571654
13049;2260;Westerlo;3796;709;AZ St.-Dimpna;Geel;0.3148051
13053;2430;Laakdal;3003;322;UZ Leuven;Louvain;0.1098901
13053;2430;Laakdal;3003;709;AZ St.-Dimpna;Geel;0.6073926
13053;2430;Laakdal;3003;712;AZ Diest;Diest;0.1058941
21001;1070;Anderlecht;18062;76;CHU Saint-Pierre;Bruxelles;0.1133872
21001;1070;Anderlecht;18062;87;Hôpitaux Iris Sud;Etterbeek;0.2077289
21001;1070;Anderlecht;18062;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.2650869
21001;1070;Anderlecht;18062;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.1462186
21002;1160;Auderghem;4221;87;Hôpitaux Iris Sud;Etterbeek;0.1812367
21002;1160;Auderghem;4221;111;Cliniques de l'Europe;Uccle;0.148543
21002;1160;Auderghem;4221;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.1473584
21002;1160;Auderghem;4221;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.2743426
21003;1082;Berchem-Sainte-Agathe;3667;76;CHU Saint-Pierre;Bruxelles;0.0597218
21003;1082;Berchem-Sainte-Agathe;3667;77;CHU Brugmann;Bruxelles;0.1058086
21003;1082;Berchem-Sainte-Agathe;3667;110;Clinique Saint-Jean;Bruxelles;0.0709026
21003;1082;Berchem-Sainte-Agathe;3667;143;UZ Brussel;Jette;0.2525225
21003;1082;Berchem-Sainte-Agathe;3667;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.1238069
21003;1082;Berchem-Sainte-Agathe;3667;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.1000818
21004;1000;Bruxelles;23522;76;CHU Saint-Pierre;Bruxelles;0.184253
21004;1000;Bruxelles;23522;77;CHU Brugmann;Bruxelles;0.1967945
21004;1000;Bruxelles;23522;110;Clinique Saint-Jean;Bruxelles;0.1107899
21004;1000;Bruxelles;23522;143;UZ Brussel;Jette;0.123714
21004;1000;Bruxelles;23522;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.060284
21004;1000;Bruxelles;23522;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0599439
21005;1040;Etterbeek;5838;76;CHU Saint-Pierre;Bruxelles;0.055841
21005;1040;Etterbeek;5838;87;Hôpitaux Iris Sud;Etterbeek;0.2812607
21005;1040;Etterbeek;5838;111;Cliniques de l'Europe;Uccle;0.1786571
21005;1040;Etterbeek;5838;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.1505653
21005;1040;Etterbeek;5838;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.1435423
21006;1140;Evere;5695;77;CHU Brugmann;Bruxelles;0.1863038
21006;1140;Evere;5695;110;Clinique Saint-Jean;Bruxelles;0.1079895
21006;1140;Evere;5695;111;Cliniques de l'Europe;Uccle;0.1387182
21006;1140;Evere;5695;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.0554873
21006;1140;Evere;5695;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.2602283
21007;1190;Forest;7641;76;CHU Saint-Pierre;Bruxelles;0.2032456
21007;1190;Forest;7641;87;Hôpitaux Iris Sud;Etterbeek;0.235833
21007;1190;Forest;7641;111;Cliniques de l'Europe;Uccle;0.1313964
21007;1190;Forest;7641;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.1063997
21007;1190;Forest;7641;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.1103259
21008;1083;Ganshoren;3753;77;CHU Brugmann;Bruxelles;0.1398881
21008;1083;Ganshoren;3753;110;Clinique Saint-Jean;Bruxelles;0.0679456
21008;1083;Ganshoren;3753;143;UZ Brussel;Jette;0.3682387
21008;1083;Ganshoren;3753;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.0506262
21008;1083;Ganshoren;3753;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.085798
21009;1050;Ixelles;10138;76;CHU Saint-Pierre;Bruxelles;0.0830539
21009;1050;Ixelles;10138;87;Hôpitaux Iris Sud;Etterbeek;0.3168278
21009;1050;Ixelles;10138;111;Cliniques de l'Europe;Uccle;0.1222135
21009;1050;Ixelles;10138;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.1712369
21009;1050;Ixelles;10138;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.0808838
21009;1050;Ixelles;10138;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0629315
21010;1090;Jette;7663;77;CHU Brugmann;Bruxelles;0.2613859
21010;1090;Jette;7663;110;Clinique Saint-Jean;Bruxelles;0.0662926
21010;1090;Jette;7663;143;UZ Brussel;Jette;0.3309409
21010;1090;Jette;7663;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0554613
21011;1081;Koekelberg;2967;76;CHU Saint-Pierre;Bruxelles;0.0980789
21011;1081;Koekelberg;2967;77;CHU Brugmann;Bruxelles;0.1580721
21011;1081;Koekelberg;2967;110;Clinique Saint-Jean;Bruxelles;0.1122346
21011;1081;Koekelberg;2967;143;UZ Brussel;Jette;0.1853724
21011;1081;Koekelberg;2967;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0963937
21011;1081;Koekelberg;2967;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.1017863
21012;1080;Molenbeek-Saint-Jean;13884;76;CHU Saint-Pierre;Bruxelles;0.1081101
21012;1080;Molenbeek-Saint-Jean;13884;77;CHU Brugmann;Bruxelles;0.1224431
21012;1080;Molenbeek-Saint-Jean;13884;87;Hôpitaux Iris Sud;Etterbeek;0.0594209
21012;1080;Molenbeek-Saint-Jean;13884;110;Clinique Saint-Jean;Bruxelles;0.0875828
21012;1080;Molenbeek-Saint-Jean;13884;143;UZ Brussel;Jette;0.1299337
21012;1080;Molenbeek-Saint-Jean;13884;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.1324546
21012;1080;Molenbeek-Saint-Jean;13884;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.1655863
21013;1060;Saint-Gilles;6553;76;CHU Saint-Pierre;Bruxelles;0.3837937
21013;1060;Saint-Gilles;6553;87;Hôpitaux Iris Sud;Etterbeek;0.1710667
21013;1060;Saint-Gilles;6553;111;Cliniques de l'Europe;Uccle;0.051732
21013;1060;Saint-Gilles;6553;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.085457
21013;1060;Saint-Gilles;6553;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.0537159
21013;1060;Saint-Gilles;6553;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0880513
21014;1210;Saint-Josse-ten-Noode;3368;76;CHU Saint-Pierre;Bruxelles;0.1327197
21014;1210;Saint-Josse-ten-Noode;3368;77;CHU Brugmann;Bruxelles;0.1018409
21014;1210;Saint-Josse-ten-Noode;3368;110;Clinique Saint-Jean;Bruxelles;0.3444181
21014;1210;Saint-Josse-ten-Noode;3368;111;Cliniques de l'Europe;Uccle;0.0558195
21014;1210;Saint-Josse-ten-Noode;3368;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.1065914
21015;1030;Schaerbeek;16978;76;CHU Saint-Pierre;Bruxelles;0.0778655
21015;1030;Schaerbeek;16978;77;CHU Brugmann;Bruxelles;0.2255272
21015;1030;Schaerbeek;16978;110;Clinique Saint-Jean;Bruxelles;0.1878902
21015;1030;Schaerbeek;16978;111;Cliniques de l'Europe;Uccle;0.0970079
21015;1030;Schaerbeek;16978;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.055837
21015;1030;Schaerbeek;16978;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.128696
21016;1180;Uccle;10855;76;CHU Saint-Pierre;Bruxelles;0.0579456
21016;1180;Uccle;10855;87;Hôpitaux Iris Sud;Etterbeek;0.0995854
21016;1180;Uccle;10855;111;Cliniques de l'Europe;Uccle;0.3463842
21016;1180;Uccle;10855;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.2110548
21016;1180;Uccle;10855;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0888991
