code_ins;code_postal;commune_patient;nombre_de_séjours;numéro_agrément_hôpital;dénomination;commune_hôpital;part_de_marché
11044;2940;Stabroek;3752;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.255064
11044;2940;Stabroek;3752;99;GZA ziekenhuizen;Anvers;0.0847548
11044;2940;Stabroek;3752;682;AZ Monica;Anvers;0.0850213
11044;2940;Stabroek;3752;710;AZ Klina;Brasschaat;0.4816098
11050;2110;Wijnegem;1816;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1640969
11050;2110;Wijnegem;1816;99;GZA ziekenhuizen;Anvers;0.1305066
11050;2110;Wijnegem;1816;300;UZ Antwerpen;Edegem;0.0539648
11050;2110;Wijnegem;1816;536;AZ Sint-Jozef Malle;Malle;0.1800661
11050;2110;Wijnegem;1816;682;AZ Monica;Anvers;0.3551762
11052;2160;Wommelgem;2683;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1520686
11052;2160;Wommelgem;2683;97;Heilig-Hartziekenhuis;Lierre;0.0518077
11052;2160;Wommelgem;2683;99;GZA ziekenhuizen;Anvers;0.1669773
11052;2160;Wommelgem;2683;300;UZ Antwerpen;Edegem;0.0745434
11052;2160;Wommelgem;2683;682;AZ Monica;Anvers;0.4916139
11053;2990;Wuustwezel;3301;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0860345
11053;2990;Wuustwezel;3301;99;GZA ziekenhuizen;Anvers;0.0587701
11053;2990;Wuustwezel;3301;536;AZ Sint-Jozef Malle;Malle;0.2238716
11053;2990;Wuustwezel;3301;710;AZ Klina;Brasschaat;0.4774311
11054;2240;Zandhoven;2539;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0933438
11054;2240;Zandhoven;2539;97;Heilig-Hartziekenhuis;Lierre;0.1839307
11054;2240;Zandhoven;2539;99;GZA ziekenhuizen;Anvers;0.0618354
11054;2240;Zandhoven;2539;300;UZ Antwerpen;Edegem;0.0949193
11054;2240;Zandhoven;2539;308;AZ Herentals;Herentals;0.1319417
11054;2240;Zandhoven;2539;536;AZ Sint-Jozef Malle;Malle;0.2091375
11054;2240;Zandhoven;2539;682;AZ Monica;Anvers;0.0972824
11055;2980;Zoersel;4320;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0796296
11055;2980;Zoersel;4320;99;GZA ziekenhuizen;Anvers;0.06875
11055;2980;Zoersel;4320;300;UZ Antwerpen;Edegem;0.0625
11055;2980;Zoersel;4320;536;AZ Sint-Jozef Malle;Malle;0.5611111
11055;2980;Zoersel;4320;682;AZ Monica;Anvers;0.1087963
11056;2070;Zwijndrecht;3982;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.185334
11056;2070;Zwijndrecht;3982;99;GZA ziekenhuizen;Anvers;0.3674033
11056;2070;Zwijndrecht;3982;300;UZ Antwerpen;Edegem;0.0595178
11056;2070;Zwijndrecht;3982;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);0.2202411
11056;2070;Zwijndrecht;3982;682;AZ Monica;Anvers;0.1037167
11057;2390;Malle;2779;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0683699
11057;2390;Malle;2779;63;AZ Turnhout;Turnhout;0.0874415
11057;2390;Malle;2779;99;GZA ziekenhuizen;Anvers;0.0546959
11057;2390;Malle;2779;536;AZ Sint-Jozef Malle;Malle;0.5962576
11057;2390;Malle;2779;682;AZ Monica;Anvers;0.0701691
12002;2590;Berlaar;1978;26;AZ Sint-Maarten;Malines;0.1167846
12002;2590;Berlaar;1978;97;Heilig-Hartziekenhuis;Lierre;0.5611729
12002;2590;Berlaar;1978;689;Imelda Ziekenhuis;Bonheiden;0.1177958
12005;2820;Bonheiden;3128;26;AZ Sint-Maarten;Malines;0.1029412
12005;2820;Bonheiden;3128;689;Imelda Ziekenhuis;Bonheiden;0.7592711
12007;2880;Bornem;4667;104;Sint-Jozefkliniek;Bornem;0.6192415
12007;2880;Bornem;4667;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);0.1056353
12009;2570;Duffel;3687;26;AZ Sint-Maarten;Malines;0.7122322
12009;2570;Duffel;3687;97;Heilig-Hartziekenhuis;Lierre;0.0827231
12014;2220;Heist-op-den-Berg;7663;26;AZ Sint-Maarten;Malines;0.0628996
12014;2220;Heist-op-den-Berg;7663;97;Heilig-Hartziekenhuis;Lierre;0.279786
12014;2220;Heist-op-den-Berg;7663;308;AZ Herentals;Herentals;0.0610727
12014;2220;Heist-op-den-Berg;7663;322;UZ Leuven;Louvain;0.0917395
12014;2220;Heist-op-den-Berg;7663;689;Imelda Ziekenhuis;Bonheiden;0.3828788
12021;2500;Lierre;6671;26;AZ Sint-Maarten;Malines;0.1290661
12021;2500;Lierre;6671;97;Heilig-Hartziekenhuis;Lierre;0.6229951
12021;2500;Lierre;6671;300;UZ Antwerpen;Edegem;0.063109
12025;2800;Malines;14202;26;AZ Sint-Maarten;Malines;0.5601324
12025;2800;Malines;14202;322;UZ Leuven;Louvain;0.054781
12025;2800;Malines;14202;689;Imelda Ziekenhuis;Bonheiden;0.2431348
12026;2560;Nijlen;4446;26;AZ Sint-Maarten;Malines;0.1034638
12026;2560;Nijlen;4446;97;Heilig-Hartziekenhuis;Lierre;0.5641026
12026;2560;Nijlen;4446;300;UZ Antwerpen;Edegem;0.0602789
12026;2560;Nijlen;4446;308;AZ Herentals;Herentals;0.0677013
12026;2560;Nijlen;4446;682;AZ Monica;Anvers;0.054206
12029;2580;Putte;3261;26;AZ Sint-Maarten;Malines;0.0880098
12029;2580;Putte;3261;97;Heilig-Hartziekenhuis;Lierre;0.1125422
12029;2580;Putte;3261;322;UZ Leuven;Louvain;0.0647041
12029;2580;Putte;3261;689;Imelda Ziekenhuis;Bonheiden;0.6636001
12030;2870;Puurs;3585;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0635983
12030;2870;Puurs;3585;104;Sint-Jozefkliniek;Bornem;0.3947001
12030;2870;Puurs;3585;300;UZ Antwerpen;Edegem;0.0694561
12030;2870;Puurs;3585;314;AZ Heilige Familie;Rumst;0.2100418
12030;2870;Puurs;3585;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);0.051325
12034;2890;Sint-Amands;1749;12;AZ Sint-Blasius;Termonde;0.2298456
12034;2890;Sint-Amands;1749;104;Sint-Jozefkliniek;Bornem;0.488279
12035;2860;Sint-Katelijne-Waver;3712;26;AZ Sint-Maarten;Malines;0.4509698
12035;2860;Sint-Katelijne-Waver;3712;689;Imelda Ziekenhuis;Bonheiden;0.359375
12040;2830;Willebroek;5186;26;AZ Sint-Maarten;Malines;0.129194
12040;2830;Willebroek;5186;104;Sint-Jozefkliniek;Bornem;0.3843039
12040;2830;Willebroek;5186;300;UZ Antwerpen;Edegem;0.0551485
12040;2830;Willebroek;5186;314;AZ Heilige Familie;Rumst;0.217123
13001;2370;Arendonk;2676;63;AZ Turnhout;Turnhout;0.8176383
13002;2387;Baerle-Duc;521;63;AZ Turnhout;Turnhout;0.9059501
13003;2490;Balen;4545;63;AZ Turnhout;Turnhout;0.0642464
13003;2490;Balen;4545;102;Heilig-Hartziekenhuis;Mol;0.4822882
13003;2490;Balen;4545;322;UZ Leuven;Louvain;0.0778878
13003;2490;Balen;4545;709;AZ St.-Dimpna;Geel;0.1982398
13003;2490;Balen;4545;719;Mariaziekenhuis Noord-Limburg;Overpelt;0.0693069
13004;2340;Beerse;3739;63;AZ Turnhout;Turnhout;0.8060979
13004;2340;Beerse;3739;536;AZ Sint-Jozef Malle;Malle;0.0516181
13006;2480;Dessel;1995;63;AZ Turnhout;Turnhout;0.2320802
13006;2480;Dessel;1995;102;Heilig-Hartziekenhuis;Mol;0.397995
13006;2480;Dessel;1995;709;AZ St.-Dimpna;Geel;0.2240602
13008;2440;Geel;7486;63;AZ Turnhout;Turnhout;0.0705317
13008;2440;Geel;7486;308;AZ Herentals;Herentals;0.0520972
13008;2440;Geel;7486;709;AZ St.-Dimpna;Geel;0.6851456
13010;2280;Grobbendonk;2359;97;Heilig-Hartziekenhuis;Lierre;0.3124205
13010;2280;Grobbendonk;2359;308;AZ Herentals;Herentals;0.4171259
13010;2280;Grobbendonk;2359;322;UZ Leuven;Louvain;0.0538364
13011;2200;Herentals;6170;63;AZ Turnhout;Turnhout;0.0685575
13011;2200;Herentals;6170;97;Heilig-Hartziekenhuis;Lierre;0.1111831
13011;2200;Herentals;6170;308;AZ Herentals;Herentals;0.608752
13011;2200;Herentals;6170;322;UZ Leuven;Louvain;0.0758509
13012;2270;Herenthout;1900;97;Heilig-Hartziekenhuis;Lierre;0.3936842
13012;2270;Herenthout;1900;308;AZ Herentals;Herentals;0.2963158
13012;2270;Herenthout;1900;322;UZ Leuven;Louvain;0.0684211
13012;2270;Herenthout;1900;689;Imelda Ziekenhuis;Bonheiden;0.0521053
13013;2230;Herselt;3031;109;RZ Heilig Hart Tienen;Tirlemont;0.2187397
13013;2230;Herselt;3031;308;AZ Herentals;Herentals;0.1181128
13013;2230;Herselt;3031;322;UZ Leuven;Louvain;0.208842
13013;2230;Herselt;3031;689;Imelda Ziekenhuis;Bonheiden;0.1718905
13013;2230;Herselt;3031;709;AZ St.-Dimpna;Geel;0.117453
13014;2320;Hoogstraten;4198;63;AZ Turnhout;Turnhout;0.7220105
13014;2320;Hoogstraten;4198;536;AZ Sint-Jozef Malle;Malle;0.1048118
13016;2235;Hulshout;1915;97;Heilig-Hartziekenhuis;Lierre;0.1738903
13016;2235;Hulshout;1915;109;RZ Heilig Hart Tienen;Tirlemont;0.0976501
13016;2235;Hulshout;1915;308;AZ Herentals;Herentals;0.1201044
13016;2235;Hulshout;1915;322;UZ Leuven;Louvain;0.1488251
13016;2235;Hulshout;1915;689;Imelda Ziekenhuis;Bonheiden;0.3289817
13017;2460;Kasterlee;3944;63;AZ Turnhout;Turnhout;0.5400609
13017;2460;Kasterlee;3944;308;AZ Herentals;Herentals;0.2631846
13017;2460;Kasterlee;3944;709;AZ St.-Dimpna;Geel;0.0631339
13019;2275;Lille;3405;63;AZ Turnhout;Turnhout;0.5030837
13019;2275;Lille;3405;308;AZ Herentals;Herentals;0.2881057
13021;2450;Meerhout;2022;102;Heilig-Hartziekenhuis;Mol;0.2363996
13021;2450;Meerhout;2022;322;UZ Leuven;Louvain;0.0563798
13021;2450;Meerhout;2022;709;AZ St.-Dimpna;Geel;0.4896142
13023;2330;Merksplas;1722;63;AZ Turnhout;Turnhout;0.8710801
13025;2400;Mol;7232;63;AZ Turnhout;Turnhout;0.0916759
13025;2400;Mol;7232;102;Heilig-Hartziekenhuis;Mol;0.5420354
13025;2400;Mol;7232;322;UZ Leuven;Louvain;0.0734237
13025;2400;Mol;7232;709;AZ St.-Dimpna;Geel;0.1451881
13029;2250;Olen;2851;63;AZ Turnhout;Turnhout;0.0683971
13029;2250;Olen;2851;97;Heilig-Hartziekenhuis;Lierre;0.0810242
13029;2250;Olen;2851;308;AZ Herentals;Herentals;0.5366538
13029;2250;Olen;2851;322;UZ Leuven;Louvain;0.0698001
13029;2250;Olen;2851;709;AZ St.-Dimpna;Geel;0.149772
13031;2360;Oud-Turnhout;2737;63;AZ Turnhout;Turnhout;0.8607965
13035;2380;Ravels;3180;63;AZ Turnhout;Turnhout;0.8833333
13036;2470;Retie;2136;63;AZ Turnhout;Turnhout;0.5224719
13036;2470;Retie;2136;102;Heilig-Hartziekenhuis;Mol;0.2289326
13036;2470;Retie;2136;709;AZ St.-Dimpna;Geel;0.1287453
13037;2310;Rijkevorsel;2428;63;AZ Turnhout;Turnhout;0.5976112
13037;2310;Rijkevorsel;2428;536;AZ Sint-Jozef Malle;Malle;0.2170511
13040;2300;Turnhout;8993;63;AZ Turnhout;Turnhout;0.8750139
13044;2290;Vorselaar;1732;63;AZ Turnhout;Turnhout;0.108545
13044;2290;Vorselaar;1732;97;Heilig-Hartziekenhuis;Lierre;0.1333718
13044;2290;Vorselaar;1732;308;AZ Herentals;Herentals;0.5606236
13044;2290;Vorselaar;1732;322;UZ Leuven;Louvain;0.0710162
13046;2350;Vosselaar;2100;63;AZ Turnhout;Turnhout;0.8652381
13049;2260;Westerlo;5054;97;Heilig-Hartziekenhuis;Lierre;0.0775623
13049;2260;Westerlo;5054;308;AZ Herentals;Herentals;0.3664424
13049;2260;Westerlo;5054;322;UZ Leuven;Louvain;0.1268302
13049;2260;Westerlo;5054;709;AZ St.-Dimpna;Geel;0.2358528
13053;2430;Laakdal;3130;322;UZ Leuven;Louvain;0.15623
13053;2430;Laakdal;3130;709;AZ St.-Dimpna;Geel;0.5303514
13053;2430;Laakdal;3130;712;AZ Diest;Diest;0.0769968
21001;1070;Anderlecht;13722;76;CHU Saint-Pierre;Bruxelles;0.0904387
21001;1070;Anderlecht;13722;87;Hôpitaux Iris Sud;Etterbeek;0.1794928
21001;1070;Anderlecht;13722;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.0528349
21001;1070;Anderlecht;13722;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.2421659
21001;1070;Anderlecht;13722;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.2059467
21002;1160;Auderghem;3844;76;CHU Saint-Pierre;Bruxelles;0.0507284
21002;1160;Auderghem;3844;87;Hôpitaux Iris Sud;Etterbeek;0.1040583
21002;1160;Auderghem;3844;111;Cliniques de l'Europe;Uccle;0.1745578
21002;1160;Auderghem;3844;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.2325702
21002;1160;Auderghem;3844;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.2180021
21003;1082;Berchem-Sainte-Agathe;2876;77;CHU Brugmann;Bruxelles;0.0643255
21003;1082;Berchem-Sainte-Agathe;2876;87;Hôpitaux Iris Sud;Etterbeek;0.0657163
21003;1082;Berchem-Sainte-Agathe;2876;110;Clinique Saint-Jean;Bruxelles;0.077886
21003;1082;Berchem-Sainte-Agathe;2876;143;UZ Brussel;Jette;0.1300417
21003;1082;Berchem-Sainte-Agathe;2876;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.0740612
21003;1082;Berchem-Sainte-Agathe;2876;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.1196106
21003;1082;Berchem-Sainte-Agathe;2876;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.2326147
21004;1000;Bruxelles;17720;76;CHU Saint-Pierre;Bruxelles;0.1502822
21004;1000;Bruxelles;17720;77;CHU Brugmann;Bruxelles;0.128386
21004;1000;Bruxelles;17720;110;Clinique Saint-Jean;Bruxelles;0.1142212
21004;1000;Bruxelles;17720;111;Cliniques de l'Europe;Uccle;0.053781
21004;1000;Bruxelles;17720;143;UZ Brussel;Jette;0.0957675
21004;1000;Bruxelles;17720;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.0896727
21004;1000;Bruxelles;17720;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.0638262
21004;1000;Bruxelles;17720;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0553047
21004;1000;Bruxelles;17720;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.0554176
21005;1040;Etterbeek;4933;76;CHU Saint-Pierre;Bruxelles;0.0527063
21005;1040;Etterbeek;4933;79;Institut Jules Bordet;Bruxelles;0.0506791
21005;1040;Etterbeek;4933;87;Hôpitaux Iris Sud;Etterbeek;0.1895398
21005;1040;Etterbeek;4933;111;Cliniques de l'Europe;Uccle;0.1994729
21005;1040;Etterbeek;4933;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.2134604
21005;1040;Etterbeek;4933;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.1291303
21006;1140;Evere;4907;77;CHU Brugmann;Bruxelles;0.1025066
21006;1140;Evere;4907;110;Clinique Saint-Jean;Bruxelles;0.1269615
21006;1140;Evere;4907;111;Cliniques de l'Europe;Uccle;0.1618097
21006;1140;Evere;4907;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.129407
21006;1140;Evere;4907;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.2011412
21007;1190;Forest;6892;76;CHU Saint-Pierre;Bruxelles;0.1359547
21007;1190;Forest;6892;87;Hôpitaux Iris Sud;Etterbeek;0.2161927
21007;1190;Forest;6892;111;Cliniques de l'Europe;Uccle;0.1768717
21007;1190;Forest;6892;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.1401625
21007;1190;Forest;6892;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0961985
21008;1083;Ganshoren;3321;76;CHU Saint-Pierre;Bruxelles;0.0502861
21008;1083;Ganshoren;3321;77;CHU Brugmann;Bruxelles;0.1074977
21008;1083;Ganshoren;3321;110;Clinique Saint-Jean;Bruxelles;0.0508883
21008;1083;Ganshoren;3321;143;UZ Brussel;Jette;0.2366757
21008;1083;Ganshoren;3321;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.058115
21008;1083;Ganshoren;3321;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0969587
21008;1083;Ganshoren;3321;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.2171033
21009;1050;Ixelles;8940;76;CHU Saint-Pierre;Bruxelles;0.0671141
21009;1050;Ixelles;8940;79;Institut Jules Bordet;Bruxelles;0.0589485
21009;1050;Ixelles;8940;87;Hôpitaux Iris Sud;Etterbeek;0.210962
21009;1050;Ixelles;8940;111;Cliniques de l'Europe;Uccle;0.1526846
21009;1050;Ixelles;8940;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.245302
21009;1050;Ixelles;8940;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.0723714
21010;1090;Jette;6370;76;CHU Saint-Pierre;Bruxelles;0.055887
21010;1090;Jette;6370;77;CHU Brugmann;Bruxelles;0.1638932
21010;1090;Jette;6370;110;Clinique Saint-Jean;Bruxelles;0.0527473
21010;1090;Jette;6370;143;UZ Brussel;Jette;0.2467818
21010;1090;Jette;6370;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.0657771
21010;1090;Jette;6370;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0638932
21010;1090;Jette;6370;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.144427
21011;1081;Koekelberg;2182;76;CHU Saint-Pierre;Bruxelles;0.0728689
21011;1081;Koekelberg;2182;77;CHU Brugmann;Bruxelles;0.091659
21011;1081;Koekelberg;2182;87;Hôpitaux Iris Sud;Etterbeek;0.0522456
21011;1081;Koekelberg;2182;110;Clinique Saint-Jean;Bruxelles;0.0857012
21011;1081;Koekelberg;2182;143;UZ Brussel;Jette;0.1425298
21011;1081;Koekelberg;2182;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.0659945
21011;1081;Koekelberg;2182;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.0582035
21011;1081;Koekelberg;2182;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.1131989
21011;1081;Koekelberg;2182;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.2089826
21012;1080;Molenbeek-Saint-Jean;10856;76;CHU Saint-Pierre;Bruxelles;0.100958
21012;1080;Molenbeek-Saint-Jean;10856;77;CHU Brugmann;Bruxelles;0.0928519
21012;1080;Molenbeek-Saint-Jean;10856;87;Hôpitaux Iris Sud;Etterbeek;0.0630066
