code_ins_patient;code_postal_patient;commune_patient;numéro_agrément_hôpital;commune_hôpital;nom_hôpital;part_de_marché;total_par_commune_patient
21003;1082;Berchem-Sainte-Agathe;77;Bruxelles;CHU Brugmann;0.09395973154362416;2086
21003;1082;Berchem-Sainte-Agathe;87;Etterbeek;Hôpitaux Iris Sud;0.07334611697027804;2086
21003;1082;Berchem-Sainte-Agathe;110;Bruxelles;Clinique Saint-Jean;0.09395973154362416;2086
21003;1082;Berchem-Sainte-Agathe;332;Uccle;Centre Hospitalier Interrégional Édith Cavell;0.1912751677852349;2086
21003;1082;Berchem-Sainte-Agathe;403;Woluwe-Saint-Lambert;Cliniques Universitaires Saint-Luc;0.05417066155321189;2086
21003;1082;Berchem-Sainte-Agathe;406;Anderlecht;Cliniques Universitaires de Bruxelles – Hôpital Érasme;0.1366251198465964;2086
21003;1082;Berchem-Sainte-Agathe;723;Anderlecht;Centre Hospitalier Interrégional Édith Cavell;0.1543624161073825;2086
21004;1000;Bruxelles;76;Bruxelles;CHU Saint-Pierre;0.1485200845665962;15136
21004;1000;Bruxelles;77;Bruxelles;CHU Brugmann;0.1426400634249471;15136
21004;1000;Bruxelles;110;Bruxelles;Clinique Saint-Jean;0.1034619450317125;15136
21004;1000;Bruxelles;111;Uccle;Cliniques de l'Europe;0.0541754756871036;15136
21004;1000;Bruxelles;143;Jette;UZ Brussel;0.1228197674418605;15136
21004;1000;Bruxelles;332;Uccle;Centre Hospitalier Interrégional Édith Cavell;0.08793604651162791;15136
21004;1000;Bruxelles;403;Woluwe-Saint-Lambert;Cliniques Universitaires Saint-Luc;0.06150898520084567;15136
21004;1000;Bruxelles;406;Anderlecht;Cliniques Universitaires de Bruxelles – Hôpital Érasme;0.05998942917547569;15136
21005;1040;Etterbeek;76;Bruxelles;CHU Saint-Pierre;0.05655526992287917;4279
21005;1040;Etterbeek;79;Bruxelles;Institut Jules Bordet;0.05071278336059827;4279
21005;1040;Etterbeek;87;Etterbeek;Hôpitaux Iris Sud;0.2145361065669549;4279
21005;1040;Etterbeek;111;Uccle;Cliniques de l'Europe;0.2030848329048843;4279
21005;1040;Etterbeek;332;Uccle;Centre Hospitalier Interrégional Édith Cavell;0.1738724000934798;4279
21005;1040;Etterbeek;403;Woluwe-Saint-Lambert;Cliniques Universitaires Saint-Luc;0.1411544753447067;4279
21006;1140;Evere;77;Bruxelles;CHU Brugmann;0.125094577553594;3965
21006;1140;Evere;110;Bruxelles;Clinique Saint-Jean;0.1354350567465322;3965
21006;1140;Evere;111;Uccle;Cliniques de l'Europe;0.1722572509457755;3965
21006;1140;Evere;332;Uccle;Centre Hospitalier Interrégional Édith Cavell;0.1109709962168979;3965
21006;1140;Evere;403;Woluwe-Saint-Lambert;Cliniques Universitaires Saint-Luc;0.2138713745271122;3965
21007;1190;Forest;76;Bruxelles;CHU Saint-Pierre;0.1200753682768071;5838
21007;1190;Forest;79;Bruxelles;Institut Jules Bordet;0.07416923603973964;5838
21007;1190;Forest;87;Etterbeek;Hôpitaux Iris Sud;0.2064063035286057;5838
21007;1190;Forest;111;Uccle;Cliniques de l'Europe;0.1915039397053785;5838
21007;1190;Forest;332;Uccle;Centre Hospitalier Interrégional Édith Cavell;0.1250428228845495;5838
21007;1190;Forest;406;Anderlecht;Cliniques Universitaires de Bruxelles – Hôpital Érasme;0.1130524152106886;5838
21008;1083;Ganshoren;76;Bruxelles;CHU Saint-Pierre;0.05674080798910577;2203
21008;1083;Ganshoren;77;Bruxelles;CHU Brugmann;0.153427144802542;2203
21008;1083;Ganshoren;79;Bruxelles;Institut Jules Bordet;0.06899682251475261;2203
21008;1083;Ganshoren;110;Bruxelles;Clinique Saint-Jean;0.0658193372673627;2203
21008;1083;Ganshoren;332;Uccle;Centre Hospitalier Interrégional Édith Cavell;0.2746255106672719;2203
21008;1083;Ganshoren;403;Woluwe-Saint-Lambert;Cliniques Universitaires Saint-Luc;0.05174761688606445;2203
21008;1083;Ganshoren;406;Anderlecht;Cliniques Universitaires de Bruxelles – Hôpital Érasme;0.0985020426690876;2203
21008;1083;Ganshoren;723;Anderlecht;Centre Hospitalier Interrégional Édith Cavell;0.0758057194734453;2203
21009;1050;Ixelles;76;Bruxelles;CHU Saint-Pierre;0.07645513618139085;7233
21009;1050;Ixelles;79;Bruxelles;Institut Jules Bordet;0.06774505737591593;7233
