code_ins;code_postal;commune_patient;nombre_de_séjours;classe;nombre_de_séjours.1;numéro_agrément_hôpital;dénomination;commune_hôpital;nombre_de_séjours.2;part_de_marché
11002;2000;Anvers;93439;Moins de 15 ans;7612;322;UZ Leuven;Louvain;216;0.0283762
11002;2000;Anvers;93439;Moins de 15 ans;7612;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;10;0.0013137
11002;2000;Anvers;93439;Moins de 15 ans;7612;536;AZ Sint-Jozef Malle;Malle;19;0.0024961
11002;2000;Anvers;93439;Moins de 15 ans;7612;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);17;0.0022333
11002;2000;Anvers;93439;Moins de 15 ans;7612;670;UZ Gent;Gand;59;0.0077509
11002;2000;Anvers;93439;Moins de 15 ans;7612;682;AZ Monica;Anvers;1238;0.1626379
11002;2000;Anvers;93439;Moins de 15 ans;7612;710;AZ Klina;Brasschaat;221;0.0290331
11002;2000;Anvers;93439;De 15 à 64 ans;51321;9;Ziekenhuisnetwerk Antwerpen;Anvers;19216;0.3744276
11002;2000;Anvers;93439;De 15 à 64 ans;51321;12;AZ Sint-Blasius;Termonde;20;0.0003897
11002;2000;Anvers;93439;De 15 à 64 ans;51321;17;AZ Maria Middelares;Gand;17;0.0003312
11002;2000;Anvers;93439;De 15 à 64 ans;51321;26;AZ Sint-Maarten;Malines;307;0.005982
11002;2000;Anvers;93439;De 15 à 64 ans;51321;49;AZ Sint-Jan Brugge - Oostende;Bruges;32;0.0006235
11002;2000;Anvers;93439;De 15 à 64 ans;51321;63;AZ Turnhout;Turnhout;105;0.0020459
11002;2000;Anvers;93439;De 15 à 64 ans;51321;76;CHU Saint-Pierre;Bruxelles;22;0.0004287
11002;2000;Anvers;93439;De 15 à 64 ans;51321;79;Institut Jules Bordet;Bruxelles;27;0.0005261
11002;2000;Anvers;93439;De 15 à 64 ans;51321;87;Hôpitaux Iris Sud;Etterbeek;16;0.0003118
11002;2000;Anvers;93439;De 15 à 64 ans;51321;97;Heilig-Hartziekenhuis;Lierre;155;0.0030202
11002;2000;Anvers;93439;De 15 à 64 ans;51321;99;GZA ziekenhuizen;Anvers;12951;0.2523528
11002;2000;Anvers;93439;De 15 à 64 ans;51321;102;Heilig-Hartziekenhuis;Mol;28;0.0005456
11002;2000;Anvers;93439;De 15 à 64 ans;51321;104;AZ Rivierenland;Rumst;484;0.0094308
11002;2000;Anvers;93439;De 15 à 64 ans;51321;108;RZ Heilig Hart;Louvain;59;0.0011496
11002;2000;Anvers;93439;De 15 à 64 ans;51321;109;RZ Heilig Hart Tienen;Tirlemont;14;0.0002728
11002;2000;Anvers;93439;De 15 à 64 ans;51321;110;Clinique Saint-Jean;Bruxelles;29;0.0005651
11002;2000;Anvers;93439;De 15 à 64 ans;51321;111;Cliniques de l'Europe;Uccle;11;0.0002143
11002;2000;Anvers;93439;De 15 à 64 ans;51321;117;AZ Delta;Roulers;17;0.0003312
11002;2000;Anvers;93439;De 15 à 64 ans;51321;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);28;0.0005456
11002;2000;Anvers;93439;De 15 à 64 ans;51321;140;AZ Sint-Lucas Brugge;Bruges;11;0.0002143
11002;2000;Anvers;93439;De 15 à 64 ans;51321;143;UZ Brussel;Jette;304;0.0059235
11002;2000;Anvers;93439;De 15 à 64 ans;51321;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);15;0.0002923
11002;2000;Anvers;93439;De 15 à 64 ans;51321;204;AZ Jan Portaels;Vilvorde;29;0.0005651
11002;2000;Anvers;93439;De 15 à 64 ans;51321;243;Jessa Ziekenhuis;Hasselt;34;0.0006625
11002;2000;Anvers;93439;De 15 à 64 ans;51321;265;AZ Lokeren;Lokeren;24;0.0004676
11002;2000;Anvers;93439;De 15 à 64 ans;51321;290;AZ Sint-Lucas;Gand;33;0.000643
11002;2000;Anvers;93439;De 15 à 64 ans;51321;300;UZ Antwerpen;Edegem;3792;0.0738879
11002;2000;Anvers;93439;De 15 à 64 ans;51321;308;AZ Herentals;Herentals;69;0.0013445
11002;2000;Anvers;93439;De 15 à 64 ans;51321;322;UZ Leuven;Louvain;699;0.0136202
11002;2000;Anvers;93439;De 15 à 64 ans;51321;332;CHIREC - Hôpital Delta;Auderghem;37;0.000721
11002;2000;Anvers;93439;De 15 à 64 ans;51321;371;Ziekenhuis Oost-Limburg;Genk;55;0.0010717
11002;2000;Anvers;93439;De 15 à 64 ans;51321;392;AZ Zeno;Knokke-Heist;9;0.0001754
11002;2000;Anvers;93439;De 15 à 64 ans;51321;396;AZ Groeninge;Courtrai;11;0.0002143
11002;2000;Anvers;93439;De 15 à 64 ans;51321;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;16;0.0003118
11002;2000;Anvers;93439;De 15 à 64 ans;51321;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;12;0.0002338
11002;2000;Anvers;93439;De 15 à 64 ans;51321;525;AZ Damiaan Oostende;Ostende;11;0.0002143
11002;2000;Anvers;93439;De 15 à 64 ans;51321;536;AZ Sint-Jozef Malle;Malle;180;0.0035073
11002;2000;Anvers;93439;De 15 à 64 ans;51321;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);369;0.00719
11002;2000;Anvers;93439;De 15 à 64 ans;51321;670;UZ Gent;Gand;114;0.0022213
11002;2000;Anvers;93439;De 15 à 64 ans;51321;682;AZ Monica;Anvers;9459;0.1843105
11002;2000;Anvers;93439;De 15 à 64 ans;51321;689;Imelda Ziekenhuis;Bonheiden;105;0.0020459
11002;2000;Anvers;93439;De 15 à 64 ans;51321;709;AZ St.-Dimpna;Geel;44;0.0008573
11002;2000;Anvers;93439;De 15 à 64 ans;51321;710;AZ Klina;Brasschaat;2184;0.0425557
11002;2000;Anvers;93439;De 15 à 64 ans;51321;712;AZ Diest;Diest;6;0.0001169
11002;2000;Anvers;93439;De 15 à 64 ans;51321;713;AZ Jan Palfijn Gent;Gand;68;0.001325
11002;2000;Anvers;93439;De 15 à 64 ans;51321;714;Sint-Franciscusziekenhuis;Heusden-Zolder;10;0.0001949
11002;2000;Anvers;93439;De 15 à 64 ans;51321;716;AZ Vesalius;Tongres;6;0.0001169
11002;2000;Anvers;93439;De 15 à 64 ans;51321;719;Mariaziekenhuis Noord-Limburg;Pelt;16;0.0003118
11002;2000;Anvers;93439;De 15 à 64 ans;51321;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;8;0.0001559
11002;2000;Anvers;93439;65 ans et plus;34506;9;Ziekenhuisnetwerk Antwerpen;Anvers;13844;0.4012056
11002;2000;Anvers;93439;65 ans et plus;34506;12;AZ Sint-Blasius;Termonde;8;0.0002318
11002;2000;Anvers;93439;65 ans et plus;34506;26;AZ Sint-Maarten;Malines;60;0.0017388
11002;2000;Anvers;93439;65 ans et plus;34506;49;AZ Sint-Jan Brugge - Oostende;Bruges;36;0.0010433
11002;2000;Anvers;93439;65 ans et plus;34506;57;Jan Yperman Ziekenhuis;Ypres;13;0.0003767
11002;2000;Anvers;93439;65 ans et plus;34506;63;AZ Turnhout;Turnhout;41;0.0011882
11002;2000;Anvers;93439;65 ans et plus;34506;79;Institut Jules Bordet;Bruxelles;25;0.0007245
11002;2000;Anvers;93439;65 ans et plus;34506;97;Heilig-Hartziekenhuis;Lierre;66;0.0019127
11002;2000;Anvers;93439;65 ans et plus;34506;99;GZA ziekenhuizen;Anvers;8943;0.2591723
11002;2000;Anvers;93439;65 ans et plus;34506;102;Heilig-Hartziekenhuis;Mol;5;0.0001449
11002;2000;Anvers;93439;65 ans et plus;34506;104;AZ Rivierenland;Rumst;217;0.0062888
11002;2000;Anvers;93439;65 ans et plus;34506;108;RZ Heilig Hart;Louvain;7;0.0002029
11002;2000;Anvers;93439;65 ans et plus;34506;109;RZ Heilig Hart Tienen;Tirlemont;5;0.0001449
11002;2000;Anvers;93439;65 ans et plus;34506;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);23;0.0006666
11002;2000;Anvers;93439;65 ans et plus;34506;143;UZ Brussel;Jette;46;0.0013331
11002;2000;Anvers;93439;65 ans et plus;34506;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);7;0.0002029
11002;2000;Anvers;93439;65 ans et plus;34506;204;AZ Jan Portaels;Vilvorde;12;0.0003478
11002;2000;Anvers;93439;65 ans et plus;34506;243;Jessa Ziekenhuis;Hasselt;9;0.0002608
11002;2000;Anvers;93439;65 ans et plus;34506;265;AZ Lokeren;Lokeren;27;0.0007825
11002;2000;Anvers;93439;65 ans et plus;34506;290;AZ Sint-Lucas;Gand;16;0.0004637
11002;2000;Anvers;93439;65 ans et plus;34506;300;UZ Antwerpen;Edegem;2713;0.078624
11002;2000;Anvers;93439;65 ans et plus;34506;308;AZ Herentals;Herentals;17;0.0004927
11002;2000;Anvers;93439;65 ans et plus;34506;310;AZ West;Furnes;6;0.0001739
11002;2000;Anvers;93439;65 ans et plus;34506;322;UZ Leuven;Louvain;260;0.0075349
11002;2000;Anvers;93439;65 ans et plus;34506;332;CHIREC - Hôpital Delta;Auderghem;11;0.0003188
11002;2000;Anvers;93439;65 ans et plus;34506;371;Ziekenhuis Oost-Limburg;Genk;26;0.0007535
11002;2000;Anvers;93439;65 ans et plus;34506;392;AZ Zeno;Knokke-Heist;25;0.0007245
11002;2000;Anvers;93439;65 ans et plus;34506;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;19;0.0005506
11002;2000;Anvers;93439;65 ans et plus;34506;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;7;0.0002029
11002;2000;Anvers;93439;65 ans et plus;34506;525;AZ Damiaan Oostende;Ostende;7;0.0002029
11002;2000;Anvers;93439;65 ans et plus;34506;536;AZ Sint-Jozef Malle;Malle;115;0.0033328
11002;2000;Anvers;93439;65 ans et plus;34506;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);108;0.0031299
11002;2000;Anvers;93439;65 ans et plus;34506;670;UZ Gent;Gand;29;0.0008404
11002;2000;Anvers;93439;65 ans et plus;34506;682;AZ Monica;Anvers;6137;0.1778531
11002;2000;Anvers;93439;65 ans et plus;34506;689;Imelda Ziekenhuis;Bonheiden;50;0.001449
11002;2000;Anvers;93439;65 ans et plus;34506;709;AZ St.-Dimpna;Geel;9;0.0002608
11002;2000;Anvers;93439;65 ans et plus;34506;710;AZ Klina;Brasschaat;1497;0.0433838
11002;2000;Anvers;93439;65 ans et plus;34506;714;Sint-Franciscusziekenhuis;Heusden-Zolder;12;0.0003478
11004;2530;Boechout;2886;Moins de 15 ans;124;9;Ziekenhuisnetwerk Antwerpen;Anvers;30;0.2419355
11004;2530;Boechout;2886;Moins de 15 ans;124;26;AZ Sint-Maarten;Malines;14;0.1129032
11004;2530;Boechout;2886;Moins de 15 ans;124;97;Heilig-Hartziekenhuis;Lierre;17;0.1370968
11004;2530;Boechout;2886;Moins de 15 ans;124;99;GZA ziekenhuizen;Anvers;22;0.1774194
11004;2530;Boechout;2886;Moins de 15 ans;124;300;UZ Antwerpen;Edegem;18;0.1451613
11004;2530;Boechout;2886;Moins de 15 ans;124;682;AZ Monica;Anvers;13;0.1048387
11004;2530;Boechout;2886;De 15 à 64 ans;1569;9;Ziekenhuisnetwerk Antwerpen;Anvers;141;0.0898662
11004;2530;Boechout;2886;De 15 à 64 ans;1569;26;AZ Sint-Maarten;Malines;102;0.0650096
11004;2530;Boechout;2886;De 15 à 64 ans;1569;97;Heilig-Hartziekenhuis;Lierre;245;0.1561504
11004;2530;Boechout;2886;De 15 à 64 ans;1569;99;GZA ziekenhuizen;Anvers;663;0.4225621
11004;2530;Boechout;2886;De 15 à 64 ans;1569;104;AZ Rivierenland;Rumst;10;0.0063735
11004;2530;Boechout;2886;De 15 à 64 ans;1569;108;RZ Heilig Hart;Louvain;5;0.0031867
11004;2530;Boechout;2886;De 15 à 64 ans;1569;109;RZ Heilig Hart Tienen;Tirlemont;5;0.0031867
11004;2530;Boechout;2886;De 15 à 64 ans;1569;300;UZ Antwerpen;Edegem;147;0.0936902
11004;2530;Boechout;2886;De 15 à 64 ans;1569;322;UZ Leuven;Louvain;36;0.0229446
11004;2530;Boechout;2886;De 15 à 64 ans;1569;536;AZ Sint-Jozef Malle;Malle;6;0.0038241
11004;2530;Boechout;2886;De 15 à 64 ans;1569;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);5;0.0031867
11004;2530;Boechout;2886;De 15 à 64 ans;1569;682;AZ Monica;Anvers;159;0.1013384
11004;2530;Boechout;2886;De 15 à 64 ans;1569;689;Imelda Ziekenhuis;Bonheiden;6;0.0038241
11004;2530;Boechout;2886;De 15 à 64 ans;1569;710;AZ Klina;Brasschaat;10;0.0063735
11004;2530;Boechout;2886;65 ans et plus;1193;9;Ziekenhuisnetwerk Antwerpen;Anvers;123;0.1031014
11004;2530;Boechout;2886;65 ans et plus;1193;26;AZ Sint-Maarten;Malines;37;0.0310142
11004;2530;Boechout;2886;65 ans et plus;1193;97;Heilig-Hartziekenhuis;Lierre;266;0.2229673
11004;2530;Boechout;2886;65 ans et plus;1193;99;GZA ziekenhuizen;Anvers;514;0.4308466
11004;2530;Boechout;2886;65 ans et plus;1193;300;UZ Antwerpen;Edegem;96;0.0804694
11004;2530;Boechout;2886;65 ans et plus;1193;322;UZ Leuven;Louvain;48;0.0402347
11004;2530;Boechout;2886;65 ans et plus;1193;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);12;0.0100587
11004;2530;Boechout;2886;65 ans et plus;1193;682;AZ Monica;Anvers;77;0.0645432
11005;2850;Boom;4034;Moins de 15 ans;294;9;Ziekenhuisnetwerk Antwerpen;Anvers;65;0.2210884
11005;2850;Boom;4034;Moins de 15 ans;294;99;GZA ziekenhuizen;Anvers;21;0.0714286
11005;2850;Boom;4034;Moins de 15 ans;294;104;AZ Rivierenland;Rumst;152;0.5170068
11005;2850;Boom;4034;Moins de 15 ans;294;143;UZ Brussel;Jette;5;0.0170068
11005;2850;Boom;4034;Moins de 15 ans;294;300;UZ Antwerpen;Edegem;26;0.0884354
11005;2850;Boom;4034;Moins de 15 ans;294;682;AZ Monica;Anvers;7;0.0238095
11005;2850;Boom;4034;De 15 à 64 ans;2379;9;Ziekenhuisnetwerk Antwerpen;Anvers;173;0.0727196
11005;2850;Boom;4034;De 15 à 64 ans;2379;26;AZ Sint-Maarten;Malines;96;0.0403531
11005;2850;Boom;4034;De 15 à 64 ans;2379;79;Institut Jules Bordet;Bruxelles;5;0.0021017
11005;2850;Boom;4034;De 15 à 64 ans;2379;97;Heilig-Hartziekenhuis;Lierre;9;0.0037831
11005;2850;Boom;4034;De 15 à 64 ans;2379;99;GZA ziekenhuizen;Anvers;250;0.1050862
11005;2850;Boom;4034;De 15 à 64 ans;2379;104;AZ Rivierenland;Rumst;1334;0.5607398
11005;2850;Boom;4034;De 15 à 64 ans;2379;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);5;0.0021017
11005;2850;Boom;4034;De 15 à 64 ans;2379;143;UZ Brussel;Jette;6;0.0025221
11005;2850;Boom;4034;De 15 à 64 ans;2379;204;AZ Jan Portaels;Vilvorde;5;0.0021017
11005;2850;Boom;4034;De 15 à 64 ans;2379;217;AZ Sint-Elisabeth;Zottegem;11;0.0046238
11005;2850;Boom;4034;De 15 à 64 ans;2379;300;UZ Antwerpen;Edegem;276;0.1160151
11005;2850;Boom;4034;De 15 à 64 ans;2379;322;UZ Leuven;Louvain;33;0.0138714
11005;2850;Boom;4034;De 15 à 64 ans;2379;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;15;0.0063052
11005;2850;Boom;4034;De 15 à 64 ans;2379;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);15;0.0063052
11005;2850;Boom;4034;De 15 à 64 ans;2379;670;UZ Gent;Gand;16;0.0067255
11005;2850;Boom;4034;De 15 à 64 ans;2379;682;AZ Monica;Anvers;76;0.0319462
11005;2850;Boom;4034;De 15 à 64 ans;2379;689;Imelda Ziekenhuis;Bonheiden;21;0.0088272
11005;2850;Boom;4034;65 ans et plus;1361;9;Ziekenhuisnetwerk Antwerpen;Anvers;108;0.0793534
11005;2850;Boom;4034;65 ans et plus;1361;26;AZ Sint-Maarten;Malines;90;0.0661278
11005;2850;Boom;4034;65 ans et plus;1361;99;GZA ziekenhuizen;Anvers;103;0.0756796
11005;2850;Boom;4034;65 ans et plus;1361;104;AZ Rivierenland;Rumst;828;0.6083762
11005;2850;Boom;4034;65 ans et plus;1361;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);8;0.005878
11005;2850;Boom;4034;65 ans et plus;1361;300;UZ Antwerpen;Edegem;190;0.1396032
11005;2850;Boom;4034;65 ans et plus;1361;682;AZ Monica;Anvers;20;0.0146951
11007;2150;Borsbeek;2444;Moins de 15 ans;155;9;Ziekenhuisnetwerk Antwerpen;Anvers;47;0.3032258
11007;2150;Borsbeek;2444;Moins de 15 ans;155;99;GZA ziekenhuizen;Anvers;19;0.1225806
11007;2150;Borsbeek;2444;Moins de 15 ans;155;300;UZ Antwerpen;Edegem;9;0.0580645
11007;2150;Borsbeek;2444;Moins de 15 ans;155;682;AZ Monica;Anvers;58;0.3741935
11007;2150;Borsbeek;2444;De 15 à 64 ans;1283;9;Ziekenhuisnetwerk Antwerpen;Anvers;215;0.167576
11007;2150;Borsbeek;2444;De 15 à 64 ans;1283;26;AZ Sint-Maarten;Malines;16;0.0124708
11007;2150;Borsbeek;2444;De 15 à 64 ans;1283;63;AZ Turnhout;Turnhout;6;0.0046765
11007;2150;Borsbeek;2444;De 15 à 64 ans;1283;97;Heilig-Hartziekenhuis;Lierre;18;0.0140296
11007;2150;Borsbeek;2444;De 15 à 64 ans;1283;99;GZA ziekenhuizen;Anvers;285;0.2221356
11007;2150;Borsbeek;2444;De 15 à 64 ans;1283;104;AZ Rivierenland;Rumst;5;0.0038971
11007;2150;Borsbeek;2444;De 15 à 64 ans;1283;300;UZ Antwerpen;Edegem;125;0.0974279
11007;2150;Borsbeek;2444;De 15 à 64 ans;1283;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);11;0.0085737
11007;2150;Borsbeek;2444;De 15 à 64 ans;1283;682;AZ Monica;Anvers;556;0.4333593
11007;2150;Borsbeek;2444;De 15 à 64 ans;1283;710;AZ Klina;Brasschaat;15;0.0116913
11007;2150;Borsbeek;2444;65 ans et plus;1006;9;Ziekenhuisnetwerk Antwerpen;Anvers;200;0.1988072
11007;2150;Borsbeek;2444;65 ans et plus;1006;97;Heilig-Hartziekenhuis;Lierre;9;0.0089463
11007;2150;Borsbeek;2444;65 ans et plus;1006;99;GZA ziekenhuizen;Anvers;169;0.167992
11007;2150;Borsbeek;2444;65 ans et plus;1006;300;UZ Antwerpen;Edegem;113;0.112326
11007;2150;Borsbeek;2444;65 ans et plus;1006;682;AZ Monica;Anvers;493;0.4900596
11007;2150;Borsbeek;2444;65 ans et plus;1006;710;AZ Klina;Brasschaat;8;0.0079523
11008;2930;Brasschaat;7755;Moins de 15 ans;337;9;Ziekenhuisnetwerk Antwerpen;Anvers;62;0.1839763
11008;2930;Brasschaat;7755;Moins de 15 ans;337;99;GZA ziekenhuizen;Anvers;15;0.0445104
11008;2930;Brasschaat;7755;Moins de 15 ans;337;300;UZ Antwerpen;Edegem;24;0.0712166
11008;2930;Brasschaat;7755;Moins de 15 ans;337;322;UZ Leuven;Louvain;5;0.0148368
11008;2930;Brasschaat;7755;Moins de 15 ans;337;536;AZ Sint-Jozef Malle;Malle;7;0.0207715
11008;2930;Brasschaat;7755;Moins de 15 ans;337;670;UZ Gent;Gand;5;0.0148368
11008;2930;Brasschaat;7755;Moins de 15 ans;337;682;AZ Monica;Anvers;38;0.1127596
11008;2930;Brasschaat;7755;Moins de 15 ans;337;710;AZ Klina;Brasschaat;174;0.5163205
11008;2930;Brasschaat;7755;De 15 à 64 ans;3930;9;Ziekenhuisnetwerk Antwerpen;Anvers;530;0.1348601
11008;2930;Brasschaat;7755;De 15 à 64 ans;3930;26;AZ Sint-Maarten;Malines;17;0.0043257
11008;2930;Brasschaat;7755;De 15 à 64 ans;3930;49;AZ Sint-Jan Brugge - Oostende;Bruges;6;0.0015267
11008;2930;Brasschaat;7755;De 15 à 64 ans;3930;63;AZ Turnhout;Turnhout;14;0.0035623
11008;2930;Brasschaat;7755;De 15 à 64 ans;3930;97;Heilig-Hartziekenhuis;Lierre;8;0.0020356
11008;2930;Brasschaat;7755;De 15 à 64 ans;3930;99;GZA ziekenhuizen;Anvers;326;0.0829517
11008;2930;Brasschaat;7755;De 15 à 64 ans;3930;104;AZ Rivierenland;Rumst;14;0.0035623
11008;2930;Brasschaat;7755;De 15 à 64 ans;3930;143;UZ Brussel;Jette;15;0.0038168
11008;2930;Brasschaat;7755;De 15 à 64 ans;3930;300;UZ Antwerpen;Edegem;166;0.0422392
11008;2930;Brasschaat;7755;De 15 à 64 ans;3930;322;UZ Leuven;Louvain;54;0.0137405
11008;2930;Brasschaat;7755;De 15 à 64 ans;3930;371;Ziekenhuis Oost-Limburg;Genk;6;0.0015267
11008;2930;Brasschaat;7755;De 15 à 64 ans;3930;536;AZ Sint-Jozef Malle;Malle;57;0.0145038
11008;2930;Brasschaat;7755;De 15 à 64 ans;3930;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);15;0.0038168
11008;2930;Brasschaat;7755;De 15 à 64 ans;3930;682;AZ Monica;Anvers;280;0.0712468
11008;2930;Brasschaat;7755;De 15 à 64 ans;3930;710;AZ Klina;Brasschaat;2374;0.6040712
11008;2930;Brasschaat;7755;65 ans et plus;3488;9;Ziekenhuisnetwerk Antwerpen;Anvers;344;0.0986239
11008;2930;Brasschaat;7755;65 ans et plus;3488;99;GZA ziekenhuizen;Anvers;221;0.0633601
11008;2930;Brasschaat;7755;65 ans et plus;3488;300;UZ Antwerpen;Edegem;185;0.053039
11008;2930;Brasschaat;7755;65 ans et plus;3488;322;UZ Leuven;Louvain;44;0.0126147
11008;2930;Brasschaat;7755;65 ans et plus;3488;536;AZ Sint-Jozef Malle;Malle;79;0.0226491
11008;2930;Brasschaat;7755;65 ans et plus;3488;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);8;0.0022936
11008;2930;Brasschaat;7755;65 ans et plus;3488;682;AZ Monica;Anvers;148;0.0424312
11008;2930;Brasschaat;7755;65 ans et plus;3488;710;AZ Klina;Brasschaat;2434;0.6978211
11009;2960;Brecht;6212;Moins de 15 ans;297;9;Ziekenhuisnetwerk Antwerpen;Anvers;50;0.1683502
11009;2960;Brecht;6212;Moins de 15 ans;297;63;AZ Turnhout;Turnhout;9;0.030303
11009;2960;Brecht;6212;Moins de 15 ans;297;99;GZA ziekenhuizen;Anvers;9;0.030303
11009;2960;Brecht;6212;Moins de 15 ans;297;300;UZ Antwerpen;Edegem;11;0.037037
11009;2960;Brecht;6212;Moins de 15 ans;297;536;AZ Sint-Jozef Malle;Malle;98;0.3299663
11009;2960;Brecht;6212;Moins de 15 ans;297;682;AZ Monica;Anvers;35;0.1178451
11009;2960;Brecht;6212;Moins de 15 ans;297;710;AZ Klina;Brasschaat;75;0.2525253
11009;2960;Brecht;6212;De 15 à 64 ans;3516;9;Ziekenhuisnetwerk Antwerpen;Anvers;370;0.1052332
11009;2960;Brecht;6212;De 15 à 64 ans;3516;26;AZ Sint-Maarten;Malines;7;0.0019909
11009;2960;Brecht;6212;De 15 à 64 ans;3516;63;AZ Turnhout;Turnhout;138;0.0392491
11009;2960;Brecht;6212;De 15 à 64 ans;3516;97;Heilig-Hartziekenhuis;Lierre;20;0.0056883
11009;2960;Brecht;6212;De 15 à 64 ans;3516;99;GZA ziekenhuizen;Anvers;195;0.0554608
11009;2960;Brecht;6212;De 15 à 64 ans;3516;104;AZ Rivierenland;Rumst;8;0.0022753
11009;2960;Brecht;6212;De 15 à 64 ans;3516;108;RZ Heilig Hart;Louvain;6;0.0017065
