code_ins_patient;code_postal_patient;commune_patient;numéro_agrément_hôpital;commune_hôpital;nom_hôpital;part_de_marché;total_par_commune_patient
11030;2845;Niel;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1207430340557276;1938
11030;2845;Niel;99;Anvers;GZA ziekenhuizen;0.1135190918472652;1938
11030;2845;Niel;300;Edegem;UZ Antwerpen;0.1238390092879257;1938
11030;2845;Niel;314;Rumst;AZ Heilige Familie;0.4860681114551084;1938
11035;2520;Ranst;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.08903153781747139;3583
11035;2520;Ranst;26;Malines;AZ Sint-Maarten;0.05526095450739604;3583
11035;2520;Ranst;97;Lierre;Heilig-Hartziekenhuis;0.3181691320122802;3583
11035;2520;Ranst;99;Anvers;GZA ziekenhuizen;0.1024281328495674;3583
11035;2520;Ranst;300;Edegem;UZ Antwerpen;0.1015908456600614;3583
11035;2520;Ranst;536;Malle;AZ Sint-Jozef Malle;0.09405526095450739;3583
11035;2520;Ranst;682;Anvers;AZ Monica;0.1487580240022328;3583
11037;2840;Rumst;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.08189929891650732;3138
11037;2840;Rumst;26;Malines;AZ Sint-Maarten;0.177182919056724;3138
11037;2840;Rumst;99;Anvers;GZA ziekenhuizen;0.1347992351816444;3138
11037;2840;Rumst;300;Edegem;UZ Antwerpen;0.1175908221797323;3138
11037;2840;Rumst;314;Rumst;AZ Heilige Familie;0.3731676226896112;3138
11038;2627;Schelle;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1403508771929824;1938
11038;2627;Schelle;99;Anvers;GZA ziekenhuizen;0.172858617131063;1938
11038;2627;Schelle;300;Edegem;UZ Antwerpen;0.1367389060887513;1938
11038;2627;Schelle;314;Rumst;AZ Heilige Familie;0.4293085655314757;1938
11039;2970;Schilde;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1634121274409044;3892
11039;2970;Schilde;99;Anvers;GZA ziekenhuizen;0.1744604316546763;3892
11039;2970;Schilde;300;Edegem;UZ Antwerpen;0.05832476875642343;3892
11039;2970;Schilde;536;Malle;AZ Sint-Jozef Malle;0.3273381294964029;3892
11039;2970;Schilde;682;Anvers;AZ Monica;0.1505652620760534;3892
11039;2970;Schilde;710;Brasschaat;AZ Klina;0.0724563206577595;3892
11040;2900;Schoten;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.4558758314855876;6765
11040;2900;Schoten;99;Anvers;GZA ziekenhuizen;0.08795269770879527;6765
11040;2900;Schoten;682;Anvers;AZ Monica;0.1435328898743533;6765
11040;2900;Schoten;710;Brasschaat;AZ Klina;0.20339985218034;6765
11044;2940;Stabroek;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.2544655929721816;3415
11044;2940;Stabroek;99;Anvers;GZA ziekenhuizen;0.07496339677891654;3415
11044;2940;Stabroek;300;Edegem;UZ Antwerpen;0.06237188872620791;3415
11044;2940;Stabroek;682;Anvers;AZ Monica;0.08111273792093704;3415
11044;2940;Stabroek;710;Brasschaat;AZ Klina;0.4884333821376281;3415
11050;2110;Wijnegem;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1572972972972973;1850
11050;2110;Wijnegem;99;Anvers;GZA ziekenhuizen;0.147027027027027;1850
11050;2110;Wijnegem;536;Malle;AZ Sint-Jozef Malle;0.187027027027027;1850
11050;2110;Wijnegem;682;Anvers;AZ Monica;0.3648648648648649;1850
11052;2160;Wommelgem;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1703341483292584;2454
11052;2160;Wommelgem;99;Anvers;GZA ziekenhuizen;0.169519152404238;2454
11052;2160;Wommelgem;300;Edegem;UZ Antwerpen;0.06275468622656886;2454
11052;2160;Wommelgem;682;Anvers;AZ Monica;0.4902200488997555;2454
11053;2990;Wuustwezel;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.08629441624365482;3152
11053;2990;Wuustwezel;99;Anvers;GZA ziekenhuizen;0.07772842639593909;3152
11053;2990;Wuustwezel;536;Malle;AZ Sint-Jozef Malle;0.2208121827411167;3152
11053;2990;Wuustwezel;710;Brasschaat;AZ Klina;0.45748730964467;3152
11054;2240;Zandhoven;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.09321305841924399;2328
11054;2240;Zandhoven;97;Lierre;Heilig-Hartziekenhuis;0.2087628865979382;2328
11054;2240;Zandhoven;99;Anvers;GZA ziekenhuizen;0.06529209621993128;2328
11054;2240;Zandhoven;300;Edegem;UZ Antwerpen;0.05756013745704467;2328
11054;2240;Zandhoven;308;Herentals;AZ Herentals;0.1121134020618557;2328
11054;2240;Zandhoven;536;Malle;AZ Sint-Jozef Malle;0.2353951890034364;2328
11054;2240;Zandhoven;682;Anvers;AZ Monica;0.1103951890034364;2328
11055;2980;Zoersel;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.09236363636363637;4125
11055;2980;Zoersel;99;Anvers;GZA ziekenhuizen;0.06787878787878789;4125
11055;2980;Zoersel;536;Malle;AZ Sint-Jozef Malle;0.5898181818181818;4125
11055;2980;Zoersel;682;Anvers;AZ Monica;0.1054545454545455;4125
11056;2070;Zwijndrecht;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1883182275931521;3972
11056;2070;Zwijndrecht;99;Anvers;GZA ziekenhuizen;0.4136455186304129;3972
11056;2070;Zwijndrecht;300;Edegem;UZ Antwerpen;0.05110775427995972;3972
11056;2070;Zwijndrecht;595;Saint-Nicolas (Flandre orientale);AZ Nikolaas;0.2014098690835851;3972
11056;2070;Zwijndrecht;682;Anvers;AZ Monica;0.09768378650553877;3972
11057;2390;Malle;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.0621381705905056;2591
11057;2390;Malle;63;Turnhout;AZ Turnhout;0.09417213431107681;2591
11057;2390;Malle;99;Anvers;GZA ziekenhuizen;0.06020841373986878;2591
11057;2390;Malle;536;Malle;AZ Sint-Jozef Malle;0.6159783867232729;2591
11057;2390;Malle;682;Anvers;AZ Monica;0.06754148977228869;2591
12002;2590;Berlaar;26;Malines;AZ Sint-Maarten;0.0927521540800811;1973
12002;2590;Berlaar;97;Lierre;Heilig-Hartziekenhuis;0.5696908261530664;1973
12002;2590;Berlaar;300;Edegem;UZ Antwerpen;0.05220476431829701;1973
12002;2590;Berlaar;689;Bonheiden;Imelda Ziekenhuis;0.1175874303091738;1973
12005;2820;Bonheiden;26;Malines;AZ Sint-Maarten;0.0916054899457389;3133
12005;2820;Bonheiden;322;Louvain;UZ Leuven;0.05266517714650495;3133
12005;2820;Bonheiden;689;Bonheiden;Imelda Ziekenhuis;0.7663581232045963;3133
12007;2880;Bornem;104;Bornem;Sint-Jozefkliniek;0.6181059107888376;4551
12007;2880;Bornem;300;Edegem;UZ Antwerpen;0.05361459019995606;4551
12007;2880;Bornem;314;Rumst;AZ Heilige Familie;0.05339485827290705;4551
12007;2880;Bornem;595;Saint-Nicolas (Flandre orientale);AZ Nikolaas;0.08130081300813008;4551
12009;2570;Duffel;26;Malines;AZ Sint-Maarten;0.6968208092485549;3460
12009;2570;Duffel;97;Lierre;Heilig-Hartziekenhuis;0.09739884393063585;3460
12014;2220;Heist-op-den-Berg;26;Malines;AZ Sint-Maarten;0.06577906670181914;7586
12014;2220;Heist-op-den-Berg;97;Lierre;Heilig-Hartziekenhuis;0.2697073556551542;7586
12014;2220;Heist-op-den-Berg;308;Herentals;AZ Herentals;0.05576061165304508;7586
12014;2220;Heist-op-den-Berg;322;Louvain;UZ Leuven;0.07935670972844713;7586
12014;2220;Heist-op-den-Berg;689;Bonheiden;Imelda Ziekenhuis;0.413524914315845;7586
12021;2500;Lierre;26;Malines;AZ Sint-Maarten;0.1268963337547408;6328
12021;2500;Lierre;97;Lierre;Heilig-Hartziekenhuis;0.6355878634639697;6328
12025;2800;Malines;26;Malines;AZ Sint-Maarten;0.5464635323314491;14506
12025;2800;Malines;322;Louvain;UZ Leuven;0.06418033916999862;14506
12025;2800;Malines;689;Bonheiden;Imelda Ziekenhuis;0.2427960843788777;14506
12026;2560;Nijlen;26;Malines;AZ Sint-Maarten;0.1034727143869596;4233
12026;2560;Nijlen;97;Lierre;Heilig-Hartziekenhuis;0.5520907158043941;4233
12026;2560;Nijlen;300;Edegem;UZ Antwerpen;0.0720529175525632;4233
12026;2560;Nijlen;308;Herentals;AZ Herentals;0.06071344200330735;4233
12029;2580;Putte;26;Malines;AZ Sint-Maarten;0.1242993735575338;3033
12029;2580;Putte;97;Lierre;Heilig-Hartziekenhuis;0.118034948895483;3033
12029;2580;Putte;322;Louvain;UZ Leuven;0.0722057368941642;3033
12029;2580;Putte;689;Bonheiden;Imelda Ziekenhuis;0.5957797560171447;3033
12030;2870;Puurs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.07760663507109004;3376
12030;2870;Puurs;104;Bornem;Sint-Jozefkliniek;0.4686018957345972;3376
12030;2870;Puurs;300;Edegem;UZ Antwerpen;0.057760663507109;3376
12030;2870;Puurs;314;Rumst;AZ Heilige Familie;0.1729857819905213;3376
12034;2890;Sint-Amands;12;Termonde;AZ Sint-Blasius;0.2138517618469016;1646
12034;2890;Sint-Amands;104;Bornem;Sint-Jozefkliniek;0.5236938031591738;1646
12035;2860;Sint-Katelijne-Waver;26;Malines;AZ Sint-Maarten;0.4566501299314907;4233
12035;2860;Sint-Katelijne-Waver;689;Bonheiden;Imelda Ziekenhuis;0.3364044412945901;4233
12040;2830;Willebroek;26;Malines;AZ Sint-Maarten;0.1154706241105916;4919
12040;2830;Willebroek;104;Bornem;Sint-Jozefkliniek;0.3913397031917056;4919
12040;2830;Willebroek;300;Edegem;UZ Antwerpen;0.06078471233990648;4919
12040;2830;Willebroek;314;Rumst;AZ Heilige Familie;0.2002439520227688;4919
13001;2370;Arendonk;63;Turnhout;AZ Turnhout;0.7836102719033232;2648
13001;2370;Arendonk;709;Geel;AZ St.-Dimpna;0.06193353474320241;2648
13002;2387;Baerle-Duc;63;Turnhout;AZ Turnhout;0.9311594202898551;552
13003;2490;Balen;63;Turnhout;AZ Turnhout;0.05451213925790197;4366
13003;2490;Balen;102;Mol;Heilig-Hartziekenhuis;0.4759505267979844;4366
13003;2490;Balen;322;Louvain;UZ Leuven;0.07535501603298213;4366
13003;2490;Balen;709;Geel;AZ St.-Dimpna;0.1949152542372881;4366
13003;2490;Balen;719;Overpelt;Mariaziekenhuis Noord-Limburg;0.08360054970224462;4366
13004;2340;Beerse;63;Turnhout;AZ Turnhout;0.7807874895280648;3581
13004;2340;Beerse;536;Malle;AZ Sint-Jozef Malle;0.05808433398492041;3581
13006;2480;Dessel;63;Turnhout;AZ Turnhout;0.1963443396226415;1696
13006;2480;Dessel;102;Mol;Heilig-Hartziekenhuis;0.4380896226415094;1696
13006;2480;Dessel;322;Louvain;UZ Leuven;0.05660377358490566;1696
13006;2480;Dessel;709;Geel;AZ St.-Dimpna;0.2110849056603774;1696
13008;2440;Geel;63;Turnhout;AZ Turnhout;0.06486101211689238;7015
13008;2440;Geel;322;Louvain;UZ Leuven;0.05217391304347826;7015
13008;2440;Geel;709;Geel;AZ St.-Dimpna;0.6995010691375624;7015
13010;2280;Grobbendonk;97;Lierre;Heilig-Hartziekenhuis;0.2819947043248014;2266
13010;2280;Grobbendonk;308;Herentals;AZ Herentals;0.4037952338923212;2266
13011;2200;Herentals;63;Turnhout;AZ Turnhout;0.05755265068990559;5508
13011;2200;Herentals;97;Lierre;Heilig-Hartziekenhuis;0.1092955700798838;5508
13011;2200;Herentals;308;Herentals;AZ Herentals;0.6232752360203341;5508
13011;2200;Herentals;322;Louvain;UZ Leuven;0.06100217864923747;5508
13012;2270;Herenthout;97;Lierre;Heilig-Hartziekenhuis;0.3616149795201872;1709
13012;2270;Herenthout;308;Herentals;AZ Herentals;0.2878876535985957;1709
13012;2270;Herenthout;689;Bonheiden;Imelda Ziekenhuis;0.08777062609713282;1709
13013;2230;Herselt;109;Tirlemont;RZ Heilig Hart Tienen;0.2069339111592633;2769
13013;2230;Herselt;308;Herentals;AZ Herentals;0.1076200794510654;2769
13013;2230;Herselt;322;Louvain;UZ Leuven;0.2466594438425424;2769
13013;2230;Herselt;689;Bonheiden;Imelda Ziekenhuis;0.1646803900325027;2769
13013;2230;Herselt;709;Geel;AZ St.-Dimpna;0.1036475261827375;2769
13014;2320;Hoogstraten;63;Turnhout;AZ Turnhout;0.7398705346439702;4171
13014;2320;Hoogstraten;536;Malle;AZ Sint-Jozef Malle;0.1083672980100695;4171
13016;2235;Hulshout;97;Lierre;Heilig-Hartziekenhuis;0.1836141778036026;1721
13016;2235;Hulshout;109;Tirlemont;RZ Heilig Hart Tienen;0.08483439860546194;1721
13016;2235;Hulshout;308;Herentals;AZ Herentals;0.1150493898895991;1721
13016;2235;Hulshout;322;Louvain;UZ Leuven;0.1377106333527019;1721
13016;2235;Hulshout;689;Bonheiden;Imelda Ziekenhuis;0.3381754793724579;1721
13017;2460;Kasterlee;63;Turnhout;AZ Turnhout;0.5466871322588898;3909
13017;2460;Kasterlee;308;Herentals;AZ Herentals;0.243540547454592;3909
13017;2460;Kasterlee;322;Louvain;UZ Leuven;0.05167562036326426;3909
13017;2460;Kasterlee;709;Geel;AZ St.-Dimpna;0.06600153491941672;3909
13019;2275;Lille;63;Turnhout;AZ Turnhout;0.4714898835070509;3262
13019;2275;Lille;308;Herentals;AZ Herentals;0.2952176578786021;3262
13021;2450;Meerhout;102;Mol;Heilig-Hartziekenhuis;0.1982276119402985;2144
13021;2450;Meerhout;322;Louvain;UZ Leuven;0.07136194029850747;2144
13021;2450;Meerhout;709;Geel;AZ St.-Dimpna;0.5191231343283582;2144
13023;2330;Merksplas;63;Turnhout;AZ Turnhout;0.851557727550397;1637
13025;2400;Mol;63;Turnhout;AZ Turnhout;0.0725098395398123;6606
13025;2400;Mol;102;Mol;Heilig-Hartziekenhuis;0.5357250983953982;6606
13025;2400;Mol;322;Louvain;UZ Leuven;0.08900999091734786;6606
13025;2400;Mol;709;Geel;AZ St.-Dimpna;0.1481986073266727;6606
13025;2400;Mol;719;Overpelt;Mariaziekenhuis Noord-Limburg;0.05994550408719346;6606
13029;2250;Olen;63;Turnhout;AZ Turnhout;0.053728949478749;2494
13029;2250;Olen;97;Lierre;Heilig-Hartziekenhuis;0.0809943865276664;2494
13029;2250;Olen;308;Herentals;AZ Herentals;0.5256615878107458;2494
13029;2250;Olen;322;Louvain;UZ Leuven;0.07257417802726544;2494
13029;2250;Olen;709;Geel;AZ St.-Dimpna;0.169607056936648;2494
13031;2360;Oud-Turnhout;63;Turnhout;AZ Turnhout;0.8630999213217939;2542
13035;2380;Ravels;63;Turnhout;AZ Turnhout;0.879986125563649;2883
13036;2470;Retie;63;Turnhout;AZ Turnhout;0.5142421159715158;1966
13036;2470;Retie;102;Mol;Heilig-Hartziekenhuis;0.2278738555442523;1966
13036;2470;Retie;709;Geel;AZ St.-Dimpna;0.1388606307222787;1966
13037;2310;Rijkevorsel;63;Turnhout;AZ Turnhout;0.601520572450805;2236
13037;2310;Rijkevorsel;536;Malle;AZ Sint-Jozef Malle;0.2025939177101968;2236
13040;2300;Turnhout;63;Turnhout;AZ Turnhout;0.8716934207551436;8846
13044;2290;Vorselaar;63;Turnhout;AZ Turnhout;0.08966745843230403;1684
13044;2290;Vorselaar;97;Lierre;Heilig-Hartziekenhuis;0.1336104513064133;1684
13044;2290;Vorselaar;308;Herentals;AZ Herentals;0.5831353919239906;1684
13044;2290;Vorselaar;322;Louvain;UZ Leuven;0.05463182897862233;1684
13046;2350;Vosselaar;63;Turnhout;AZ Turnhout;0.8315412186379928;1953
13049;2260;Westerlo;97;Lierre;Heilig-Hartziekenhuis;0.07863247863247863;4680
13049;2260;Westerlo;308;Herentals;AZ Herentals;0.3104700854700855;4680
13049;2260;Westerlo;322;Louvain;UZ Leuven;0.1333333333333333;4680
13049;2260;Westerlo;689;Bonheiden;Imelda Ziekenhuis;0.05491452991452991;4680
13049;2260;Westerlo;709;Geel;AZ St.-Dimpna;0.254059829059829;4680
13053;2430;Laakdal;322;Louvain;UZ Leuven;0.1592423710978604;2851
13053;2430;Laakdal;709;Geel;AZ St.-Dimpna;0.5327955103472466;2851
13053;2430;Laakdal;712;Diest;AZ Diest;0.1020694493160295;2851
21001;1070;Anderlecht;76;Bruxelles;CHU Saint-Pierre;0.09224208872596694;13367
21001;1070;Anderlecht;87;Etterbeek;Hôpitaux Iris Sud;0.1784992892945313;13367
21001;1070;Anderlecht;406;Anderlecht;Cliniques Universitaires de Bruxelles - Hôpital Érasme;0.2468766364928555;13367
21001;1070;Anderlecht;723;Anderlecht;CH Interregional Edith Cavell - SARE;0.2025884641280766;13367
21002;1160;Auderghem;76;Bruxelles;CHU Saint-Pierre;0.05017033137194177;3229
21002;1160;Auderghem;87;Etterbeek;Hôpitaux Iris Sud;0.09941158253329205;3229
21002;1160;Auderghem;111;Uccle;Cliniques de l'Europe;0.2127593682254568;3229
21002;1160;Auderghem;332;Uccle;Centre Hospitalier Interrégional Édith Cavell;0.1876742025394859;3229
21002;1160;Auderghem;403;Woluwe-Saint-Lambert;Cliniques Universitaires Saint-Luc;0.2084236605760297;3229
21003;1082;Berchem-Sainte-Agathe;76;Bruxelles;CHU Saint-Pierre;0.05630630630630631;2664
21003;1082;Berchem-Sainte-Agathe;77;Bruxelles;CHU Brugmann;0.0686936936936937;2664
21003;1082;Berchem-Sainte-Agathe;87;Etterbeek;Hôpitaux Iris Sud;0.06456456456456457;2664
21003;1082;Berchem-Sainte-Agathe;110;Bruxelles;Clinique Saint-Jean;0.07057057057057058;2664
21003;1082;Berchem-Sainte-Agathe;143;Jette;UZ Brussel;0.1655405405405405;2664
21003;1082;Berchem-Sainte-Agathe;332;Uccle;Centre Hospitalier Interrégional Édith Cavell;0.06193693693693694;2664
21003;1082;Berchem-Sainte-Agathe;403;Woluwe-Saint-Lambert;Cliniques Universitaires Saint-Luc;0.05555555555555555;2664
21003;1082;Berchem-Sainte-Agathe;406;Anderlecht;Cliniques Universitaires de Bruxelles - Hôpital Érasme;0.1133633633633634;2664
21003;1082;Berchem-Sainte-Agathe;723;Anderlecht;CH Interregional Edith Cavell - SARE;0.2154654654654655;2664
21004;1000;Bruxelles;76;Bruxelles;CHU Saint-Pierre;0.1498576908798416;16162
21004;1000;Bruxelles;77;Bruxelles;CHU Brugmann;0.14305160252444;16162
21004;1000;Bruxelles;87;Etterbeek;Hôpitaux Iris Sud;0.05073629501299344;16162
21004;1000;Bruxelles;110;Bruxelles;Clinique Saint-Jean;0.1073505754238337;16162
21004;1000;Bruxelles;111;Uccle;Cliniques de l'Europe;0.05463432743472343;16162
21004;1000;Bruxelles;143;Jette;UZ Brussel;0.112424204925133;16162
21004;1000;Bruxelles;332;Uccle;Centre Hospitalier Interrégional Édith Cavell;0.06812275708451924;16162
21004;1000;Bruxelles;403;Woluwe-Saint-Lambert;Cliniques Universitaires Saint-Luc;0.06082168048508848;16162
21004;1000;Bruxelles;406;Anderlecht;Cliniques Universitaires de Bruxelles - Hôpital Érasme;0.05896547456997896;16162
21004;1000;Bruxelles;723;Anderlecht;CH Interregional Edith Cavell - SARE;0.0509219156045044;16162
21005;1040;Etterbeek;87;Etterbeek;Hôpitaux Iris Sud;0.2293558606124604;4735
21005;1040;Etterbeek;111;Uccle;Cliniques de l'Europe;0.1957761351636748;4735
21005;1040;Etterbeek;332;Uccle;Centre Hospitalier Interrégional Édith Cavell;0.145934530095037;4735
21005;1040;Etterbeek;403;Woluwe-Saint-Lambert;Cliniques Universitaires Saint-Luc;0.1634635691657867;4735
21006;1140;Evere;77;Bruxelles;CHU Brugmann;0.1292857142857143;4200
21006;1140;Evere;110;Bruxelles;Clinique Saint-Jean;0.1192857142857143;4200
21006;1140;Evere;111;Uccle;Cliniques de l'Europe;0.159047619047619;4200
21006;1140;Evere;332;Uccle;Centre Hospitalier Interrégional Édith Cavell;0.1002380952380952;4200
21006;1140;Evere;403;Woluwe-Saint-Lambert;Cliniques Universitaires Saint-Luc;0.2302380952380952;4200
21007;1190;Forest;76;Bruxelles;CHU Saint-Pierre;0.1380842659644503;6076
21007;1190;Forest;79;Bruxelles;Institut Jules Bordet;0.05200789993416721;6076
21007;1190;Forest;87;Etterbeek;Hôpitaux Iris Sud;0.2258064516129032;6076
21007;1190;Forest;111;Uccle;Cliniques de l'Europe;0.1769256089532587;6076
21007;1190;Forest;332;Uccle;Centre Hospitalier Interrégional Édith Cavell;0.1150427913100724;6076
21007;1190;Forest;406;Anderlecht;Cliniques Universitaires de Bruxelles - Hôpital Érasme;0.1017116524028966;6076
21008;1083;Ganshoren;77;Bruxelles;CHU Brugmann;0.0967848856479947;3017
21008;1083;Ganshoren;143;Jette;UZ Brussel;0.2707988067616838;3017
21008;1083;Ganshoren;332;Uccle;Centre Hospitalier Interrégional Édith Cavell;0.05303281405369573;3017
21008;1083;Ganshoren;406;Anderlecht;Cliniques Universitaires de Bruxelles - Hôpital Érasme;0.09081869406695393;3017
21008;1083;Ganshoren;723;Anderlecht;CH Interregional Edith Cavell - SARE;0.2088167053364269;3017
21009;1050;Ixelles;76;Bruxelles;CHU Saint-Pierre;0.06981279251170047;7692
21009;1050;Ixelles;79;Bruxelles;Institut Jules Bordet;0.06747269890795632;7692
