nis_code_patiënt;postcode_patiënt;gemeente_patiënt;erkenningsnummer_ziekenhuis;gemeente_ziekenhuis;naam_ziekenhuis;marktaandeel;totaal_patiënten_per_gemeente
11016;2910;Essen;99;Antwerpen;AZ Sint-Augustinus;0.07612594659226783;2509
11016;2910;Essen;536;Malle;AZ Sint-Jozef Malle;0.05619768832204065;2509
11016;2910;Essen;710;Brasschaat;AZ Klina;0.6042247907532882;2509
11018;2620;Hemiksem;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1760423560555923;1511
11018;2620;Hemiksem;99;Antwerpen;AZ Sint-Augustinus;0.1350099272005295;1511
11018;2620;Hemiksem;300;Edegem;UZ Antwerpen;0.1078755790866976;1511
11018;2620;Hemiksem;314;Rumst;AZ Heilige Familie;0.4222369291859696;1511
11018;2620;Hemiksem;682;Antwerpen;AZ Monica;0.05228325612177366;1511
11021;2540;Hove;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1032056293979672;1279
11021;2540;Hove;99;Antwerpen;AZ Sint-Augustinus;0.2814698983580923;1279
11021;2540;Hove;100;Antwerpen;Sint-Vincentiusziekenhuis;0.3174354964816263;1279
11021;2540;Hove;300;Edegem;UZ Antwerpen;0.08522283033620015;1279
11021;2540;Hove;682;Antwerpen;AZ Monica;0.06958561376075059;1279
11022;2920;Kalmthout;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1632401315789474;2432
11022;2920;Kalmthout;99;Antwerpen;AZ Sint-Augustinus;0.09703947368421052;2432
11022;2920;Kalmthout;536;Malle;AZ Sint-Jozef Malle;0.06291118421052631;2432
11022;2920;Kalmthout;682;Antwerpen;AZ Monica;0.06825657894736842;2432
11022;2920;Kalmthout;710;Brasschaat;AZ Klina;0.5028782894736842;2432
11023;2950;Kapellen (Antwerpen);9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1743455497382199;3820
11023;2950;Kapellen (Antwerpen);99;Antwerpen;AZ Sint-Augustinus;0.08376963350785341;3820
11023;2950;Kapellen (Antwerpen);300;Edegem;UZ Antwerpen;0.05261780104712042;3820
11023;2950;Kapellen (Antwerpen);682;Antwerpen;AZ Monica;0.09293193717277487;3820
11023;2950;Kapellen (Antwerpen);710;Brasschaat;AZ Klina;0.5157068062827225;3820
11024;2550;Kontich;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1058707124010554;3032
11024;2550;Kontich;26;Mechelen;AZ Sint-Maarten;0.1286279683377309;3032
11024;2550;Kontich;99;Antwerpen;AZ Sint-Augustinus;0.1912928759894459;3032
11024;2550;Kontich;100;Antwerpen;Sint-Vincentiusziekenhuis;0.1932717678100264;3032
11024;2550;Kontich;300;Edegem;UZ Antwerpen;0.1329155672823219;3032
11024;2550;Kontich;314;Rumst;AZ Heilige Familie;0.07849604221635884;3032
11024;2550;Kontich;682;Antwerpen;AZ Monica;0.07222955145118734;3032
11025;2547;Lint;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.08183306055646482;1222
11025;2547;Lint;26;Mechelen;AZ Sint-Maarten;0.3477905073649755;1222
11025;2547;Lint;97;Lier;H.-Hartziekenhuis Lier;0.1031096563011457;1222
11025;2547;Lint;99;Antwerpen;AZ Sint-Augustinus;0.1407528641571195;1222
11025;2547;Lint;100;Antwerpen;Sint-Vincentiusziekenhuis;0.102291325695581;1222
11025;2547;Lint;300;Edegem;UZ Antwerpen;0.09410801963993454;1222
11029;2640;Mortsel;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1640739653654241;3407
11029;2640;Mortsel;99;Antwerpen;AZ Sint-Augustinus;0.2166128558849428;3407
11029;2640;Mortsel;100;Antwerpen;Sint-Vincentiusziekenhuis;0.3410625183445847;3407
11029;2640;Mortsel;300;Edegem;UZ Antwerpen;0.07425887877898445;3407
11029;2640;Mortsel;682;Antwerpen;AZ Monica;0.1056648077487526;3407
11030;2845;Niel;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.09486404833836858;1655
11030;2845;Niel;99;Antwerpen;AZ Sint-Augustinus;0.0688821752265861;1655
11030;2845;Niel;300;Edegem;UZ Antwerpen;0.09063444108761329;1655
11030;2845;Niel;314;Rumst;AZ Heilige Familie;0.6145015105740181;1655
11035;2520;Ranst;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.09619450317124736;2838
11035;2520;Ranst;26;Mechelen;AZ Sint-Maarten;0.07434813248766738;2838
11035;2520;Ranst;97;Lier;H.-Hartziekenhuis Lier;0.299154334038055;2838
11035;2520;Ranst;99;Antwerpen;AZ Sint-Augustinus;0.07399577167019028;2838
11035;2520;Ranst;300;Edegem;UZ Antwerpen;0.05214940098661029;2838
11035;2520;Ranst;536;Malle;AZ Sint-Jozef Malle;0.1000704721634954;2838
11035;2520;Ranst;682;Antwerpen;AZ Monica;0.1948555320648344;2838
11037;2840;Rumst;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.06381352693924341;2617
11037;2840;Rumst;26;Mechelen;AZ Sint-Maarten;0.1543752388230799;2617
11037;2840;Rumst;99;Antwerpen;AZ Sint-Augustinus;0.123041650745128;2617
11037;2840;Rumst;300;Edegem;UZ Antwerpen;0.06381352693924341;2617
11037;2840;Rumst;314;Rumst;AZ Heilige Familie;0.4661826518914788;2617
11038;2627;Schelle;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1198060941828255;1444
11038;2627;Schelle;99;Antwerpen;AZ Sint-Augustinus;0.1246537396121884;1444
11038;2627;Schelle;300;Edegem;UZ Antwerpen;0.09626038781163435;1444
11038;2627;Schelle;314;Rumst;AZ Heilige Familie;0.5491689750692521;1444
11039;2970;Schilde;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1508593252705283;3142
11039;2970;Schilde;99;Antwerpen;AZ Sint-Augustinus;0.1327180140038192;3142
11039;2970;Schilde;300;Edegem;UZ Antwerpen;0.07033736473583704;3142
11039;2970;Schilde;536;Malle;AZ Sint-Jozef Malle;0.2947167409293444;3142
11039;2970;Schilde;682;Antwerpen;AZ Monica;0.1810948440483768;3142
11039;2970;Schilde;710;Brasschaat;AZ Klina;0.06429026098026734;3142
11040;2900;Schoten;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.4540379605508001;5374
11040;2900;Schoten;99;Antwerpen;AZ Sint-Augustinus;0.06363974692966133;5374
11040;2900;Schoten;682;Antwerpen;AZ Monica;0.1684034238928173;5374
11040;2900;Schoten;710;Brasschaat;AZ Klina;0.1898027540007443;5374
11044;2940;Stabroek;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.2365038560411311;2723
11044;2940;Stabroek;99;Antwerpen;AZ Sint-Augustinus;0.05692251193536541;2723
11044;2940;Stabroek;300;Edegem;UZ Antwerpen;0.06206390011017261;2723
11044;2940;Stabroek;682;Antwerpen;AZ Monica;0.1149467499081895;2723
11044;2940;Stabroek;710;Brasschaat;AZ Klina;0.4741094381197209;2723
11050;2110;Wijnegem;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1579352850539291;1298
11050;2110;Wijnegem;99;Antwerpen;AZ Sint-Augustinus;0.09167950693374423;1298
11050;2110;Wijnegem;300;Edegem;UZ Antwerpen;0.0839753466872111;1298
11050;2110;Wijnegem;536;Malle;AZ Sint-Jozef Malle;0.137904468412943;1298
11050;2110;Wijnegem;682;Antwerpen;AZ Monica;0.4368258859784284;1298
11052;2160;Wommelgem;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1797352342158859;1964
11052;2160;Wommelgem;99;Antwerpen;AZ Sint-Augustinus;0.1221995926680244;1964
11052;2160;Wommelgem;682;Antwerpen;AZ Monica;0.4704684317718941;1964
11053;2990;Wuustwezel;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.151840490797546;2608
11053;2990;Wuustwezel;99;Antwerpen;AZ Sint-Augustinus;0.05138036809815951;2608
11053;2990;Wuustwezel;536;Malle;AZ Sint-Jozef Malle;0.2787576687116564;2608
11053;2990;Wuustwezel;710;Brasschaat;AZ Klina;0.3757668711656442;2608
11054;2240;Zandhoven;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1106651376146789;1744
11054;2240;Zandhoven;97;Lier;H.-Hartziekenhuis Lier;0.2098623853211009;1744
11054;2240;Zandhoven;99;Antwerpen;AZ Sint-Augustinus;0.06479357798165138;1744
11054;2240;Zandhoven;308;Herentals;AZ Sint-Elisabeth Herentals;0.1026376146788991;1744
11054;2240;Zandhoven;536;Malle;AZ Sint-Jozef Malle;0.2138761467889908;1744
11054;2240;Zandhoven;682;Antwerpen;AZ Monica;0.1123853211009174;1744
11055;2980;Zoersel;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.09424544920728127;3406
11055;2980;Zoersel;99;Antwerpen;AZ Sint-Augustinus;0.07075748678802114;3406
11055;2980;Zoersel;536;Malle;AZ Sint-Jozef Malle;0.5419847328244275;3406
11055;2980;Zoersel;682;Antwerpen;AZ Monica;0.1256605989430417;3406
11056;2070;Zwijndrecht;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1680255228642325;2821
11056;2070;Zwijndrecht;99;Antwerpen;AZ Sint-Augustinus;0.2725983693725629;2821
11056;2070;Zwijndrecht;100;Antwerpen;Sint-Vincentiusziekenhuis;0.08117688762850053;2821
11056;2070;Zwijndrecht;300;Edegem;UZ Antwerpen;0.07621410847217298;2821
11056;2070;Zwijndrecht;595;Sint-Niklaas;AZ Nikolaas;0.2112725983693726;2821
11056;2070;Zwijndrecht;682;Antwerpen;AZ Monica;0.1311591634172279;2821
11057;2390;Malle;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.07146193367585241;2141
11057;2390;Malle;63;Turnhout;Sint-Elisabethziekenhuis;0.05137786081270435;2141
11057;2390;Malle;536;Malle;AZ Sint-Jozef Malle;0.6445586174684726;2141
11057;2390;Malle;682;Antwerpen;AZ Monica;0.07239607659971976;2141
12002;2590;Berlaar;26;Mechelen;AZ Sint-Maarten;0.1097867001254705;1594
12002;2590;Berlaar;97;Lier;H.-Hartziekenhuis Lier;0.5257214554579673;1594
12002;2590;Berlaar;322;Leuven;UZ Leuven;0.06838143036386449;1594
12002;2590;Berlaar;689;Bonheiden;Imelda Ziekenhuis;0.1210790464240903;1594
12005;2820;Bonheiden;26;Mechelen;AZ Sint-Maarten;0.1337907375643225;2332
12005;2820;Bonheiden;689;Bonheiden;Imelda Ziekenhuis;0.7324185248713551;2332
12007;2880;Bornem;12;Dendermonde;AZ Sint-Blasius;0.05294486215538847;3192
12007;2880;Bornem;104;Bornem;Sint-Jozefkliniek;0.631265664160401;3192
12007;2880;Bornem;314;Rumst;AZ Heilige Familie;0.05325814536340852;3192
12007;2880;Bornem;595;Sint-Niklaas;AZ Nikolaas;0.06359649122807018;3192
12009;2570;Duffel;26;Mechelen;AZ Sint-Maarten;0.6952946550936501;2189
12009;2570;Duffel;97;Lier;H.-Hartziekenhuis Lier;0.07948835084513477;2189
12014;2220;Heist-op-den-Berg;26;Mechelen;AZ Sint-Maarten;0.07238846084931017;5581
12014;2220;Heist-op-den-Berg;97;Lier;H.-Hartziekenhuis Lier;0.2533596129725856;5581
12014;2220;Heist-op-den-Berg;322;Leuven;UZ Leuven;0.1143164307471779;5581
12014;2220;Heist-op-den-Berg;689;Bonheiden;Imelda Ziekenhuis;0.3893567461028489;5581
12021;2500;Lier;26;Mechelen;AZ Sint-Maarten;0.1374622356495468;4634
12021;2500;Lier;97;Lier;H.-Hartziekenhuis Lier;0.6018558480794131;4634
12021;2500;Lier;300;Edegem;UZ Antwerpen;0.05308588692274493;4634
12025;2800;Mechelen;26;Mechelen;AZ Sint-Maarten;0.5710612034973427;11666
12025;2800;Mechelen;689;Bonheiden;Imelda Ziekenhuis;0.2291273787073547;11666
12026;2560;Nijlen;26;Mechelen;AZ Sint-Maarten;0.09675259457649815;2987
12026;2560;Nijlen;97;Lier;H.-Hartziekenhuis Lier;0.5349849347171075;2987
12026;2560;Nijlen;300;Edegem;UZ Antwerpen;0.05155674589889521;2987
12026;2560;Nijlen;308;Herentals;AZ Sint-Elisabeth Herentals;0.06193505189152997;2987
12026;2560;Nijlen;682;Antwerpen;AZ Monica;0.05021760964178105;2987
12029;2580;Putte;26;Mechelen;AZ Sint-Maarten;0.120957580848383;2381
12029;2580;Putte;97;Lier;H.-Hartziekenhuis Lier;0.0995380092398152;2381
12029;2580;Putte;322;Leuven;UZ Leuven;0.0747585048299034;2381
12029;2580;Putte;689;Bonheiden;Imelda Ziekenhuis;0.6064678706425871;2381
12030;2870;Puurs;104;Bornem;Sint-Jozefkliniek;0.4026635330983157;2553
12030;2870;Puurs;314;Rumst;AZ Heilige Familie;0.2471602036819428;2553
12034;2890;Sint-Amands;12;Dendermonde;AZ Sint-Blasius;0.2085521380345086;1333
12034;2890;Sint-Amands;104;Bornem;Sint-Jozefkliniek;0.4816204051012753;1333
12035;2860;Sint-Katelijne-Waver;26;Mechelen;AZ Sint-Maarten;0.4858247422680412;3104
12035;2860;Sint-Katelijne-Waver;322;Leuven;UZ Leuven;0.0705541237113402;3104
12035;2860;Sint-Katelijne-Waver;689;Bonheiden;Imelda Ziekenhuis;0.3102448453608248;3104
12040;2830;Willebroek;26;Mechelen;AZ Sint-Maarten;0.1200607902735562;3948
12040;2830;Willebroek;104;Bornem;Sint-Jozefkliniek;0.3563829787234042;3948
12040;2830;Willebroek;314;Rumst;AZ Heilige Familie;0.2548125633232016;3948
13001;2370;Arendonk;63;Turnhout;Sint-Elisabethziekenhuis;0.3728733459357278;2116
13001;2370;Arendonk;90;Turnhout;AZ Sint-Jozef;0.3809073724007561;2116
13001;2370;Arendonk;322;Leuven;UZ Leuven;0.0671077504725898;2116
13002;2387;Baarle-Hertog;63;Turnhout;Sint-Elisabethziekenhuis;0.3101736972704714;403
13002;2387;Baarle-Hertog;90;Turnhout;AZ Sint-Jozef;0.5955334987593052;403
13003;2490;Balen;102;Mol;H. Hartziekenhuis Mol;0.5671740569159497;3022
13003;2490;Balen;322;Leuven;UZ Leuven;0.05691594970218398;3022
13003;2490;Balen;709;Geel;AZ St.-Dimpna;0.1786896095301125;3022
13003;2490;Balen;719;Overpelt;Mariaziekenhuis Noord-Limburg;0.06154864328259431;3022
13004;2340;Beerse;63;Turnhout;Sint-Elisabethziekenhuis;0.3074712643678161;2436
13004;2340;Beerse;90;Turnhout;AZ Sint-Jozef;0.4433497536945813;2436
13004;2340;Beerse;536;Malle;AZ Sint-Jozef Malle;0.0784072249589491;2436
13006;2480;Dessel;63;Turnhout;Sint-Elisabethziekenhuis;0.1583011583011583;1554
13006;2480;Dessel;90;Turnhout;AZ Sint-Jozef;0.0546975546975547;1554
13006;2480;Dessel;102;Mol;H. Hartziekenhuis Mol;0.5167310167310167;1554
13006;2480;Dessel;709;Geel;AZ St.-Dimpna;0.1557271557271557;1554
13008;2440;Geel;322;Leuven;UZ Leuven;0.07302405498281787;5820
13008;2440;Geel;709;Geel;AZ St.-Dimpna;0.681786941580756;5820
13010;2280;Grobbendonk;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.05204460966542751;1883
13010;2280;Grobbendonk;97;Lier;H.-Hartziekenhuis Lier;0.2458842272968667;1883
13010;2280;Grobbendonk;308;Herentals;AZ Sint-Elisabeth Herentals;0.3850238980350504;1883
13010;2280;Grobbendonk;322;Leuven;UZ Leuven;0.05682421667551779;1883
13011;2200;Herentals;97;Lier;H.-Hartziekenhuis Lier;0.07421697684975034;4406
13011;2200;Herentals;308;Herentals;AZ Sint-Elisabeth Herentals;0.682932364956877;4406
13012;2270;Herenthout;97;Lier;H.-Hartziekenhuis Lier;0.3559201141226819;1402
13012;2270;Herenthout;308;Herentals;AZ Sint-Elisabeth Herentals;0.3195435092724679;1402
13012;2270;Herenthout;322;Leuven;UZ Leuven;0.05563480741797432;1402
13012;2270;Herenthout;689;Bonheiden;Imelda Ziekenhuis;0.0912981455064194;1402
13013;2230;Herselt;109;Tienen;Regionaal Ziekenhuis Heilig Hart Tienen;0.1579925650557621;2152
13013;2230;Herselt;308;Herentals;AZ Sint-Elisabeth Herentals;0.09665427509293681;2152
13013;2230;Herselt;322;Leuven;UZ Leuven;0.3118029739776952;2152
13013;2230;Herselt;689;Bonheiden;Imelda Ziekenhuis;0.1426579925650558;2152
13013;2230;Herselt;709;Geel;AZ St.-Dimpna;0.1310408921933086;2152
13014;2320;Hoogstraten;63;Turnhout;Sint-Elisabethziekenhuis;0.1407242693773825;3148
13014;2320;Hoogstraten;90;Turnhout;AZ Sint-Jozef;0.5432020330368488;3148
13014;2320;Hoogstraten;536;Malle;AZ Sint-Jozef Malle;0.1581956797966963;3148
13016;2235;Hulshout;97;Lier;H.-Hartziekenhuis Lier;0.1526073619631902;1304
13016;2235;Hulshout;109;Tienen;Regionaal Ziekenhuis Heilig Hart Tienen;0.06441717791411043;1304
13016;2235;Hulshout;308;Herentals;AZ Sint-Elisabeth Herentals;0.1533742331288344;1304
13016;2235;Hulshout;322;Leuven;UZ Leuven;0.1610429447852761;1304
13016;2235;Hulshout;689;Bonheiden;Imelda Ziekenhuis;0.2852760736196319;1304
13017;2460;Kasterlee;63;Turnhout;Sint-Elisabethziekenhuis;0.3484429065743945;2890
13017;2460;Kasterlee;90;Turnhout;AZ Sint-Jozef;0.2083044982698962;2890
13017;2460;Kasterlee;308;Herentals;AZ Sint-Elisabeth Herentals;0.2487889273356401;2890
13019;2275;Lille;63;Turnhout;Sint-Elisabethziekenhuis;0.2365428354814253;2638
13019;2275;Lille;90;Turnhout;AZ Sint-Jozef;0.1921910538286581;2638
13019;2275;Lille;308;Herentals;AZ Sint-Elisabeth Herentals;0.2831690674753601;2638
13019;2275;Lille;322;Leuven;UZ Leuven;0.06141015921152388;2638
13021;2450;Meerhout;102;Mol;H. Hartziekenhuis Mol;0.2778864970645792;1533
13021;2450;Meerhout;322;Leuven;UZ Leuven;0.06588388780169602;1533
13021;2450;Meerhout;709;Geel;AZ St.-Dimpna;0.4605348988910632;1533
13023;2330;Merksplas;63;Turnhout;Sint-Elisabethziekenhuis;0.2771929824561403;1140
13023;2330;Merksplas;90;Turnhout;AZ Sint-Jozef;0.5684210526315789;1140
13025;2400;Mol;102;Mol;H. Hartziekenhuis Mol;0.6240110759493671;5056
13025;2400;Mol;322;Leuven;UZ Leuven;0.0658623417721519;5056
13025;2400;Mol;709;Geel;AZ St.-Dimpna;0.1372626582278481;5056
13029;2250;Olen;308;Herentals;AZ Sint-Elisabeth Herentals;0.5392364793213149;1886
13029;2250;Olen;322;Leuven;UZ Leuven;0.05885471898197243;1886
13029;2250;Olen;709;Geel;AZ St.-Dimpna;0.2020148462354189;1886
13031;2360;Oud-Turnhout;63;Turnhout;Sint-Elisabethziekenhuis;0.4951028403525955;2042
13031;2360;Oud-Turnhout;90;Turnhout;AZ Sint-Jozef;0.366307541625857;2042
13035;2380;Ravels;63;Turnhout;Sint-Elisabethziekenhuis;0.3479836882646126;2207
13035;2380;Ravels;90;Turnhout;AZ Sint-Jozef;0.5047575894879928;2207
13036;2470;Retie;63;Turnhout;Sint-Elisabethziekenhuis;0.3002466091245376;1622
13036;2470;Retie;90;Turnhout;AZ Sint-Jozef;0.2028360049321825;1622
13036;2470;Retie;102;Mol;H. Hartziekenhuis Mol;0.2293464858199753;1622
13036;2470;Retie;322;Leuven;UZ Leuven;0.07336621454993834;1622
13036;2470;Retie;709;Geel;AZ St.-Dimpna;0.12577065351418;1622
13037;2310;Rijkevorsel;63;Turnhout;Sint-Elisabethziekenhuis;0.1786786786786787;1998
13037;2310;Rijkevorsel;90;Turnhout;AZ Sint-Jozef;0.4334334334334334;1998
13037;2310;Rijkevorsel;536;Malle;AZ Sint-Jozef Malle;0.2192192192192192;1998
13040;2300;Turnhout;63;Turnhout;Sint-Elisabethziekenhuis;0.4926695174098962;6548
13040;2300;Turnhout;90;Turnhout;AZ Sint-Jozef;0.3605681124007331;6548
13044;2290;Vorselaar;97;Lier;H.-Hartziekenhuis Lier;0.09956395348837209;1376
13044;2290;Vorselaar;308;Herentals;AZ Sint-Elisabeth Herentals;0.5915697674418605;1376
13046;2350;Vosselaar;63;Turnhout;Sint-Elisabethziekenhuis;0.4168212739641311;1617
13046;2350;Vosselaar;90;Turnhout;AZ Sint-Jozef;0.4075448361162647;1617
13049;2260;Westerlo;308;Herentals;AZ Sint-Elisabeth Herentals;0.3142554319024907;3774
13049;2260;Westerlo;322;Leuven;UZ Leuven;0.1981981981981982;3774
13049;2260;Westerlo;689;Bonheiden;Imelda Ziekenhuis;0.05060943296237414;3774
13049;2260;Westerlo;709;Geel;AZ St.-Dimpna;0.2424483306836248;3774
13053;2430;Laakdal;322;Leuven;UZ Leuven;0.1356147021546261;2367
13053;2430;Laakdal;709;Geel;AZ St.-Dimpna;0.5264047317279257;2367
13053;2430;Laakdal;712;Diest;AZ Diest;0.1089987325728771;2367
21001;1070;Anderlecht;76;Brussel;UMC Sint-Pieter;0.06726498889711324;10808
21001;1070;Anderlecht;87;Etterbeek;Iris Ziekenhuizen Zuid;0.1808845299777942;10808
21001;1070;Anderlecht;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.07068837897853442;10808
21001;1070;Anderlecht;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.2579570688378979;10808
21001;1070;Anderlecht;723;Anderlecht;Sint-Anna – Sint-Remi Kliniek;0.222520355292376;10808
21002;1160;Oudergem;87;Etterbeek;Iris Ziekenhuizen Zuid;0.1179012345679012;3240
21002;1160;Oudergem;111;Ukkel;Europaziekenhuizen;0.1453703703703704;3240
21002;1160;Oudergem;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.2549382716049383;3240
21002;1160;Oudergem;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.2768518518518518;3240
21003;1082;Sint-Agatha-Berchem;76;Brussel;UMC Sint-Pieter;0.0522911051212938;1855
21003;1082;Sint-Agatha-Berchem;77;Brussel;UVC Brugmann;0.09433962264150944;1855
21003;1082;Sint-Agatha-Berchem;110;Brussel;Kliniek Sint-Jan;0.09703504043126684;1855
21003;1082;Sint-Agatha-Berchem;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.1784366576819407;1855
21003;1082;Sint-Agatha-Berchem;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.169811320754717;1855
21003;1082;Sint-Agatha-Berchem;723;Anderlecht;Sint-Anna – Sint-Remi Kliniek;0.1018867924528302;1855
21004;1000;Brussel;76;Brussel;UMC Sint-Pieter;0.1420595533498759;12896
21004;1000;Brussel;77;Brussel;UVC Brugmann;0.1303504962779156;12896
21004;1000;Brussel;79;Brussel;Jules Bordet Instituut;0.05086848635235732;12896
21004;1000;Brussel;110;Brussel;Kliniek Sint-Jan;0.08599565756823821;12896
21004;1000;Brussel;143;Jette;Universitair Ziekenhuis Brussel;0.09778225806451613;12896
21004;1000;Brussel;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.120735111662531;12896
21004;1000;Brussel;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.06955645161290322;12896
21004;1000;Brussel;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.08886476426799007;12896
21005;1040;Etterbeek;87;Etterbeek;Iris Ziekenhuizen Zuid;0.1697015680323723;3954
21005;1040;Etterbeek;111;Ukkel;Europaziekenhuizen;0.1828528072837633;3954
21005;1040;Etterbeek;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.2245827010622155;3954
21005;1040;Etterbeek;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.1712190187152251;3954
21006;1140;Evere;77;Brussel;UVC Brugmann;0.09554497057999439;3569
21006;1140;Evere;110;Brussel;Kliniek Sint-Jan;0.1353320257775287;3569
21006;1140;Evere;111;Ukkel;Europaziekenhuizen;0.1328103110114878;3569
