nis_code_patiënt;postcode_patiënt;gemeente_patiënt;erkenningsnummer_ziekenhuis;gemeente_ziekenhuis;naam_ziekenhuis;marktaandeel;totaal_patiënten_per_gemeente
11008;2930;Brasschaat;99;Antwerpen;GZA ziekenhuizen;0.0961072524632531;6191
11008;2930;Brasschaat;682;Antwerpen;AZ Monica;0.07074785979647875;6191
11008;2930;Brasschaat;710;Brasschaat;AZ Klina;0.6011952834760136;6191
11009;2960;Brecht;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1557059961315281;5170
11009;2960;Brecht;99;Antwerpen;GZA ziekenhuizen;0.06305609284332689;5170
11009;2960;Brecht;536;Malle;AZ Sint-Jozef Malle;0.3938104448742746;5170
11009;2960;Brecht;682;Antwerpen;AZ Monica;0.0827852998065764;5170
11009;2960;Brecht;710;Brasschaat;AZ Klina;0.1880077369439072;5170
11013;2650;Edegem;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1728170478170478;3848
11013;2650;Edegem;99;Antwerpen;GZA ziekenhuizen;0.5327442827442828;3848
11013;2650;Edegem;300;Edegem;UZ Antwerpen;0.1338357588357588;3848
11013;2650;Edegem;682;Antwerpen;AZ Monica;0.05665280665280666;3848
11016;2910;Essen;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1151771956856703;2596
11016;2910;Essen;99;Antwerpen;GZA ziekenhuizen;0.09167950693374423;2596
11016;2910;Essen;536;Malle;AZ Sint-Jozef Malle;0.062788906009245;2596
11016;2910;Essen;710;Brasschaat;AZ Klina;0.5824345146379045;2596
11018;2620;Hemiksem;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.2356349589570256;2071
11018;2620;Hemiksem;99;Antwerpen;GZA ziekenhuizen;0.1820376629647513;2071
11018;2620;Hemiksem;300;Edegem;UZ Antwerpen;0.1014002897151135;2071
11018;2620;Hemiksem;314;Rumst;AZ Heilige Familie;0.3365523901496861;2071
11018;2620;Hemiksem;682;Antwerpen;AZ Monica;0.05697730564944471;2071
11021;2540;Hove;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1169170476812541;1531
11021;2540;Hove;99;Antwerpen;GZA ziekenhuizen;0.5617243631613325;1531
11021;2540;Hove;300;Edegem;UZ Antwerpen;0.09470934030045722;1531
11021;2540;Hove;682;Antwerpen;AZ Monica;0.0705421293272371;1531
11022;2920;Kalmthout;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.09820485744456177;2841
11022;2920;Kalmthout;99;Antwerpen;GZA ziekenhuizen;0.1045406546990496;2841
11022;2920;Kalmthout;300;Edegem;UZ Antwerpen;0.06124604012671594;2841
11022;2920;Kalmthout;536;Malle;AZ Sint-Jozef Malle;0.05702217529039071;2841
11022;2920;Kalmthout;682;Antwerpen;AZ Monica;0.05455825413586765;2841
11022;2920;Kalmthout;710;Brasschaat;AZ Klina;0.5695177754311862;2841
11023;2950;Kapellen (Antwerpen);9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1716981132075472;4240
11023;2950;Kapellen (Antwerpen);99;Antwerpen;GZA ziekenhuizen;0.1009433962264151;4240
11023;2950;Kapellen (Antwerpen);300;Edegem;UZ Antwerpen;0.06320754716981132;4240
11023;2950;Kapellen (Antwerpen);682;Antwerpen;AZ Monica;0.09622641509433963;4240
11023;2950;Kapellen (Antwerpen);710;Brasschaat;AZ Klina;0.5238207547169811;4240
11024;2550;Kontich;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1234089651355838;3614
11024;2550;Kontich;26;Mechelen;AZ Sint-Maarten;0.1660210293303818;3614
11024;2550;Kontich;99;Antwerpen;GZA ziekenhuizen;0.3278915329275042;3614
11024;2550;Kontich;300;Edegem;UZ Antwerpen;0.1665744327614831;3614
11024;2550;Kontich;314;Rumst;AZ Heilige Familie;0.06142778085224129;3614
11024;2550;Kontich;682;Antwerpen;AZ Monica;0.07581627006087438;3614
11025;2547;Lint;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.06741573033707865;1335
11025;2547;Lint;26;Mechelen;AZ Sint-Maarten;0.3535580524344569;1335
11025;2547;Lint;97;Lier;Heilig-Hartziekenhuis;0.1355805243445693;1335
11025;2547;Lint;99;Antwerpen;GZA ziekenhuizen;0.1910112359550562;1335
11025;2547;Lint;300;Edegem;UZ Antwerpen;0.08913857677902622;1335
11025;2547;Lint;682;Antwerpen;AZ Monica;0.0599250936329588;1335
11029;2640;Mortsel;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1810690423162583;4490
11029;2640;Mortsel;99;Antwerpen;GZA ziekenhuizen;0.6035634743875279;4490
11029;2640;Mortsel;300;Edegem;UZ Antwerpen;0.06169265033407573;4490
11029;2640;Mortsel;682;Antwerpen;AZ Monica;0.066815144766147;4490
11030;2845;Niel;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1241865509761388;1844
11030;2845;Niel;99;Antwerpen;GZA ziekenhuizen;0.1328633405639913;1844
11030;2845;Niel;104;Bornem;Sint-Jozefkliniek;0.05477223427331887;1844
11030;2845;Niel;300;Edegem;UZ Antwerpen;0.09598698481561822;1844
11030;2845;Niel;314;Rumst;AZ Heilige Familie;0.4810195227765727;1844
11035;2520;Ranst;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.09905956112852665;3190
11035;2520;Ranst;26;Mechelen;AZ Sint-Maarten;0.0561128526645768;3190
11035;2520;Ranst;97;Lier;Heilig-Hartziekenhuis;0.3285266457680251;3190
11035;2520;Ranst;99;Antwerpen;GZA ziekenhuizen;0.1175548589341693;3190
11035;2520;Ranst;300;Edegem;UZ Antwerpen;0.05924764890282132;3190
11035;2520;Ranst;536;Malle;AZ Sint-Jozef Malle;0.1141065830721003;3190
11035;2520;Ranst;682;Antwerpen;AZ Monica;0.1608150470219436;3190
11037;2840;Rumst;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.08613138686131387;2740
11037;2840;Rumst;26;Mechelen;AZ Sint-Maarten;0.1605839416058394;2740
11037;2840;Rumst;99;Antwerpen;GZA ziekenhuizen;0.1427007299270073;2740
11037;2840;Rumst;300;Edegem;UZ Antwerpen;0.07372262773722628;2740
11037;2840;Rumst;314;Rumst;AZ Heilige Familie;0.3905109489051095;2740
11038;2627;Schelle;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1412698412698413;1890
11038;2627;Schelle;99;Antwerpen;GZA ziekenhuizen;0.1772486772486772;1890
11038;2627;Schelle;300;Edegem;UZ Antwerpen;0.1391534391534391;1890
11038;2627;Schelle;314;Rumst;AZ Heilige Familie;0.4296296296296296;1890
11039;2970;Schilde;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1398168103448276;3712
11039;2970;Schilde;99;Antwerpen;GZA ziekenhuizen;0.1802262931034483;3712
11039;2970;Schilde;300;Edegem;UZ Antwerpen;0.06492456896551724;3712
11039;2970;Schilde;536;Malle;AZ Sint-Jozef Malle;0.3168103448275862;3712
11039;2970;Schilde;682;Antwerpen;AZ Monica;0.1613685344827586;3712
11039;2970;Schilde;710;Brasschaat;AZ Klina;0.06654094827586207;3712
11040;2900;Schoten;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.4552178806882136;6219
11040;2900;Schoten;99;Antwerpen;GZA ziekenhuizen;0.1069303746583052;6219
11040;2900;Schoten;682;Antwerpen;AZ Monica;0.1564560218684676;6219
11040;2900;Schoten;710;Brasschaat;AZ Klina;0.1882939379321434;6219
11044;2940;Stabroek;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.2337007874015748;3175
11044;2940;Stabroek;99;Antwerpen;GZA ziekenhuizen;0.0815748031496063;3175
11044;2940;Stabroek;682;Antwerpen;AZ Monica;0.0995275590551181;3175
11044;2940;Stabroek;710;Brasschaat;AZ Klina;0.5011023622047244;3175
11050;2110;Wijnegem;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1464264962231261;1721
11050;2110;Wijnegem;99;Antwerpen;GZA ziekenhuizen;0.1905868680999419;1721
11050;2110;Wijnegem;300;Edegem;UZ Antwerpen;0.05229517722254503;1721
11050;2110;Wijnegem;536;Malle;AZ Sint-Jozef Malle;0.210923881464265;1721
11050;2110;Wijnegem;682;Antwerpen;AZ Monica;0.3352701917489831;1721
11052;2160;Wommelgem;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1710526315789474;2432
11052;2160;Wommelgem;97;Lier;Heilig-Hartziekenhuis;0.06044407894736842;2432
11052;2160;Wommelgem;99;Antwerpen;GZA ziekenhuizen;0.1603618421052632;2432
11052;2160;Wommelgem;682;Antwerpen;AZ Monica;0.484375;2432
11053;2990;Wuustwezel;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.08971840209561231;3054
11053;2990;Wuustwezel;99;Antwerpen;GZA ziekenhuizen;0.05926653569089718;3054
11053;2990;Wuustwezel;536;Malle;AZ Sint-Jozef Malle;0.2481990831696136;3054
11053;2990;Wuustwezel;682;Antwerpen;AZ Monica;0.0527177472167649;3054
11053;2990;Wuustwezel;710;Brasschaat;AZ Klina;0.4505566470203012;3054
11054;2240;Zandhoven;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.09674620390455531;2305
11054;2240;Zandhoven;97;Lier;Heilig-Hartziekenhuis;0.1921908893709328;2305
11054;2240;Zandhoven;99;Antwerpen;GZA ziekenhuizen;0.08893709327548807;2305
11054;2240;Zandhoven;308;Herentals;AZ Herentals;0.1032537960954447;2305
11054;2240;Zandhoven;536;Malle;AZ Sint-Jozef Malle;0.2360086767895878;2305
11054;2240;Zandhoven;682;Antwerpen;AZ Monica;0.0876355748373102;2305
11055;2980;Zoersel;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1169574700109051;3668
11055;2980;Zoersel;99;Antwerpen;GZA ziekenhuizen;0.0806979280261723;3668
11055;2980;Zoersel;536;Malle;AZ Sint-Jozef Malle;0.5504362050163577;3668
11055;2980;Zoersel;682;Antwerpen;AZ Monica;0.1125954198473282;3668
11056;2070;Zwijndrecht;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1743268969268425;3677
11056;2070;Zwijndrecht;99;Antwerpen;GZA ziekenhuizen;0.4033179222192004;3677
11056;2070;Zwijndrecht;595;Sint-Niklaas;AZ Nikolaas;0.2265433777536035;3677
11056;2070;Zwijndrecht;682;Antwerpen;AZ Monica;0.09573021484906173;3677
11057;2390;Malle;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.06025994486018117;2539
11057;2390;Malle;63;Turnhout;AZ Turnhout;0.09216226860968886;2539
11057;2390;Malle;536;Malle;AZ Sint-Jozef Malle;0.6337140606538008;2539
11057;2390;Malle;682;Antwerpen;AZ Monica;0.06971248523040567;2539
12002;2590;Berlaar;26;Mechelen;AZ Sint-Maarten;0.1004813477737665;1662
12002;2590;Berlaar;97;Lier;Heilig-Hartziekenhuis;0.5505415162454874;1662
12002;2590;Berlaar;689;Bonheiden;Imelda Ziekenhuis;0.1221419975932611;1662
12005;2820;Bonheiden;26;Mechelen;AZ Sint-Maarten;0.08749544294567992;2743
12005;2820;Bonheiden;322;Leuven;UZ Leuven;0.06416332482683193;2743
12005;2820;Bonheiden;689;Bonheiden;Imelda Ziekenhuis;0.7601166605905942;2743
12007;2880;Bornem;104;Bornem;Sint-Jozefkliniek;0.6415851517431653;3987
12007;2880;Bornem;595;Sint-Niklaas;AZ Nikolaas;0.09932279909706546;3987
12009;2570;Duffel;26;Mechelen;AZ Sint-Maarten;0.6926268751994893;3133
12009;2570;Duffel;97;Lier;Heilig-Hartziekenhuis;0.09032875837855091;3133
12009;2570;Duffel;300;Edegem;UZ Antwerpen;0.05011171401212895;3133
12014;2220;Heist-op-den-Berg;26;Mechelen;AZ Sint-Maarten;0.06842105263157895;6840
12014;2220;Heist-op-den-Berg;97;Lier;Heilig-Hartziekenhuis;0.2862573099415205;6840
12014;2220;Heist-op-den-Berg;308;Herentals;AZ Herentals;0.05043859649122807;6840
12014;2220;Heist-op-den-Berg;322;Leuven;UZ Leuven;0.09283625730994152;6840
12014;2220;Heist-op-den-Berg;689;Bonheiden;Imelda Ziekenhuis;0.3875730994152047;6840
12021;2500;Lier;26;Mechelen;AZ Sint-Maarten;0.1289432856404068;5801
12021;2500;Lier;97;Lier;Heilig-Hartziekenhuis;0.623513187381486;5801
12021;2500;Lier;99;Antwerpen;GZA ziekenhuizen;0.05188760558524393;5801
12021;2500;Lier;300;Edegem;UZ Antwerpen;0.0520599896569557;5801
12025;2800;Mechelen;26;Mechelen;AZ Sint-Maarten;0.5535473226338683;13334
12025;2800;Mechelen;322;Leuven;UZ Leuven;0.05294735263236838;13334
12025;2800;Mechelen;689;Bonheiden;Imelda Ziekenhuis;0.2510874456277186;13334
12026;2560;Nijlen;26;Mechelen;AZ Sint-Maarten;0.09124966550709125;3737
12026;2560;Nijlen;97;Lier;Heilig-Hartziekenhuis;0.5825528498795826;3737
12026;2560;Nijlen;300;Edegem;UZ Antwerpen;0.06047631790206048;3737
12026;2560;Nijlen;308;Herentals;AZ Herentals;0.05405405405405406;3737
12029;2580;Putte;26;Mechelen;AZ Sint-Maarten;0.1055294542826165;2767
12029;2580;Putte;97;Lier;Heilig-Hartziekenhuis;0.1167329237441272;2767
12029;2580;Putte;322;Leuven;UZ Leuven;0.06722081676906397;2767
12029;2580;Putte;689;Bonheiden;Imelda Ziekenhuis;0.6179978315865559;2767
12030;2870;Puurs;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.07073760580411124;3308
12030;2870;Puurs;104;Bornem;Sint-Jozefkliniek;0.4407496977025393;3308
12030;2870;Puurs;300;Edegem;UZ Antwerpen;0.05713422007255139;3308
12030;2870;Puurs;314;Rumst;AZ Heilige Familie;0.1834945586457074;3308
12034;2890;Sint-Amands;12;Dendermonde;AZ Sint-Blasius;0.195855614973262;1496
12034;2890;Sint-Amands;104;Bornem;Sint-Jozefkliniek;0.5407754010695187;1496
12035;2860;Sint-Katelijne-Waver;26;Mechelen;AZ Sint-Maarten;0.4782494758909853;3816
12035;2860;Sint-Katelijne-Waver;689;Bonheiden;Imelda Ziekenhuis;0.3647798742138365;3816
12040;2830;Willebroek;26;Mechelen;AZ Sint-Maarten;0.1102580507570911;4689
12040;2830;Willebroek;104;Bornem;Sint-Jozefkliniek;0.3883557261676264;4689
12040;2830;Willebroek;300;Edegem;UZ Antwerpen;0.05310300703774792;4689
12040;2830;Willebroek;314;Rumst;AZ Heilige Familie;0.2162507997440819;4689
13001;2370;Arendonk;63;Turnhout;AZ Turnhout;0.7665402444163506;2373
13001;2370;Arendonk;322;Leuven;UZ Leuven;0.05014749262536873;2373
13001;2370;Arendonk;709;Geel;AZ St.-Dimpna;0.06658238516645597;2373
13002;2387;Baarle-Hertog;63;Turnhout;AZ Turnhout;0.9148936170212766;470
13003;2490;Balen;102;Mol;Heilig-Hartziekenhuis;0.5249811699723826;3983
13003;2490;Balen;322;Leuven;UZ Leuven;0.08285212151644489;3983
13003;2490;Balen;709;Geel;AZ St.-Dimpna;0.1739894551845343;3983
13003;2490;Balen;719;Overpelt;Mariaziekenhuis Noord-Limburg;0.08536279186542807;3983
13004;2340;Beerse;63;Turnhout;AZ Turnhout;0.7756206238064927;3142
13004;2340;Beerse;536;Malle;AZ Sint-Jozef Malle;0.06301718650541056;3142
13006;2480;Dessel;63;Turnhout;AZ Turnhout;0.1691661667666467;1667
13006;2480;Dessel;102;Mol;Heilig-Hartziekenhuis;0.4967006598680264;1667
13006;2480;Dessel;709;Geel;AZ St.-Dimpna;0.2069586082783443;1667
13008;2440;Geel;322;Leuven;UZ Leuven;0.05796642382008236;6314
13008;2440;Geel;709;Geel;AZ St.-Dimpna;0.7039911308203991;6314
13010;2280;Grobbendonk;97;Lier;Heilig-Hartziekenhuis;0.2556668423827095;1897
13010;2280;Grobbendonk;308;Herentals;AZ Herentals;0.3726937269372694;1897
13010;2280;Grobbendonk;682;Antwerpen;AZ Monica;0.0595677385345282;1897
13011;2200;Herentals;63;Turnhout;AZ Turnhout;0.05151332932451393;4989
13011;2200;Herentals;97;Lier;Heilig-Hartziekenhuis;0.1098416516335939;4989
13011;2200;Herentals;308;Herentals;AZ Herentals;0.6319903788334336;4989
13012;2270;Herenthout;97;Lier;Heilig-Hartziekenhuis;0.3546004029550033;1489
13012;2270;Herenthout;308;Herentals;AZ Herentals;0.3707186030893217;1489
13012;2270;Herenthout;689;Bonheiden;Imelda Ziekenhuis;0.06178643384822028;1489
13013;2230;Herselt;109;Tienen;Regionaal ziekenhuis Heilig Hart Tienen;0.2039072039072039;2457
13013;2230;Herselt;308;Herentals;AZ Herentals;0.1062271062271062;2457
13013;2230;Herselt;322;Leuven;UZ Leuven;0.2775742775742776;2457
13013;2230;Herselt;689;Bonheiden;Imelda Ziekenhuis;0.1375661375661376;2457
13013;2230;Herselt;709;Geel;AZ St.-Dimpna;0.1176231176231176;2457
13014;2320;Hoogstraten;63;Turnhout;AZ Turnhout;0.705002578648788;3878
13014;2320;Hoogstraten;536;Malle;AZ Sint-Jozef Malle;0.1139762764311501;3878
13016;2235;Hulshout;97;Lier;Heilig-Hartziekenhuis;0.1489234449760766;1672
13016;2235;Hulshout;109;Tienen;Regionaal ziekenhuis Heilig Hart Tienen;0.07595693779904306;1672
13016;2235;Hulshout;308;Herentals;AZ Herentals;0.1184210526315789;1672
13016;2235;Hulshout;322;Leuven;UZ Leuven;0.1830143540669857;1672
13016;2235;Hulshout;689;Bonheiden;Imelda Ziekenhuis;0.3444976076555024;1672
13017;2460;Kasterlee;63;Turnhout;AZ Turnhout;0.571509009009009;3552
13017;2460;Kasterlee;308;Herentals;AZ Herentals;0.2376126126126126;3552
13017;2460;Kasterlee;709;Geel;AZ St.-Dimpna;0.05771396396396396;3552
13019;2275;Lille;63;Turnhout;AZ Turnhout;0.4773717733825009;2983
13019;2275;Lille;308;Herentals;AZ Herentals;0.2772376801877305;2983
13021;2450;Meerhout;102;Mol;Heilig-Hartziekenhuis;0.2183098591549296;1846
13021;2450;Meerhout;322;Leuven;UZ Leuven;0.09209100758396534;1846
13021;2450;Meerhout;709;Geel;AZ St.-Dimpna;0.4891657638136511;1846
13023;2330;Merksplas;63;Turnhout;AZ Turnhout;0.8546475358702433;1603
13025;2400;Mol;102;Mol;Heilig-Hartziekenhuis;0.570877531340405;6222
13025;2400;Mol;322;Leuven;UZ Leuven;0.06027000964320154;6222
13025;2400;Mol;709;Geel;AZ St.-Dimpna;0.1714882674381228;6222
13025;2400;Mol;719;Overpelt;Mariaziekenhuis Noord-Limburg;0.05657344905175185;6222
13029;2250;Olen;97;Lier;Heilig-Hartziekenhuis;0.06714975845410628;2070
13029;2250;Olen;308;Herentals;AZ Herentals;0.5120772946859904;2070
13029;2250;Olen;322;Leuven;UZ Leuven;0.06618357487922705;2070
13029;2250;Olen;709;Geel;AZ St.-Dimpna;0.1806763285024155;2070
13031;2360;Oud-Turnhout;63;Turnhout;AZ Turnhout;0.8491346877351392;2658
13035;2380;Ravels;63;Turnhout;AZ Turnhout;0.833217270194986;2872
13035;2380;Ravels;322;Leuven;UZ Leuven;0.06302228412256268;2872
13036;2470;Retie;63;Turnhout;AZ Turnhout;0.4782838983050847;1888
13036;2470;Retie;102;Mol;Heilig-Hartziekenhuis;0.2378177966101695;1888
13036;2470;Retie;709;Geel;AZ St.-Dimpna;0.1647245762711864;1888
13037;2310;Rijkevorsel;63;Turnhout;AZ Turnhout;0.5760271071579839;2361
13037;2310;Rijkevorsel;536;Malle;AZ Sint-Jozef Malle;0.2304108428631935;2361
13040;2300;Turnhout;63;Turnhout;AZ Turnhout;0.8810055209679314;8513
13044;2290;Vorselaar;63;Turnhout;AZ Turnhout;0.0977979274611399;1544
13044;2290;Vorselaar;97;Lier;Heilig-Hartziekenhuis;0.09974093264248704;1544
13044;2290;Vorselaar;308;Herentals;AZ Herentals;0.5712435233160622;1544
13044;2290;Vorselaar;322;Leuven;UZ Leuven;0.05505181347150259;1544
13046;2350;Vosselaar;63;Turnhout;AZ Turnhout;0.7884514435695538;1905
13046;2350;Vosselaar;322;Leuven;UZ Leuven;0.06089238845144357;1905
13049;2260;Westerlo;97;Lier;Heilig-Hartziekenhuis;0.06860409718913768;4198
13049;2260;Westerlo;308;Herentals;AZ Herentals;0.3242020009528347;4198
13049;2260;Westerlo;322;Leuven;UZ Leuven;0.1281562648880419;4198
13049;2260;Westerlo;689;Bonheiden;Imelda Ziekenhuis;0.06026679371129109;4198
13049;2260;Westerlo;709;Geel;AZ St.-Dimpna;0.2548832777513101;4198
13053;2430;Laakdal;322;Leuven;UZ Leuven;0.1164705882352941;2550
13053;2430;Laakdal;709;Geel;AZ St.-Dimpna;0.5501960784313725;2550
13053;2430;Laakdal;712;Diest;AZ Diest;0.1050980392156863;2550
21001;1070;Anderlecht;76;Brussel;UMC Sint-Pieter;0.09263713243851346;12889
21001;1070;Anderlecht;87;Etterbeek;Iris Ziekenhuizen Zuid;0.1683606175808829;12889
21001;1070;Anderlecht;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.0532236791062146;12889
21001;1070;Anderlecht;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.2508340445340989;12889
21001;1070;Anderlecht;723;Anderlecht;CHIREC - Sare;0.1874466599425867;12889
21002;1160;Oudergem;76;Brussel;UMC Sint-Pieter;0.05192367844854551;3197
21002;1160;Oudergem;79;Brussel;Jules Bordet Instituut;0.05129809196121364;3197
21002;1160;Oudergem;87;Etterbeek;Iris Ziekenhuizen Zuid;0.09978104472943385;3197
21002;1160;Oudergem;110;Brussel;Kliniek Sint-Jan;0.06130747575852362;3197
21002;1160;Oudergem;111;Ukkel;Europaziekenhuizen;0.1839224272755708;3197
21002;1160;Oudergem;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.1976853299968721;3197
21002;1160;Oudergem;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.2017516421645292;3197
21003;1082;Sint-Agatha-Berchem;76;Brussel;UMC Sint-Pieter;0.0548141086749285;2098
21003;1082;Sint-Agatha-Berchem;77;Brussel;UVC Brugmann;0.09151572926596759;2098
21003;1082;Sint-Agatha-Berchem;87;Etterbeek;Iris Ziekenhuizen Zuid;0.07626310772163966;2098
21003;1082;Sint-Agatha-Berchem;110;Brussel;Kliniek Sint-Jan;0.08531935176358436;2098
21003;1082;Sint-Agatha-Berchem;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.1239275500476644;2098
21003;1082;Sint-Agatha-Berchem;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.05624404194470925;2098
21003;1082;Sint-Agatha-Berchem;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.1482364156339371;2098
21003;1082;Sint-Agatha-Berchem;723;Anderlecht;CHIREC - Sare;0.1687321258341277;2098
21004;1000;Brussel;76;Brussel;UMC Sint-Pieter;0.1564235113919203;15669
21004;1000;Brussel;77;Brussel;UVC Brugmann;0.1381070904333397;15669
21004;1000;Brussel;110;Brussel;Kliniek Sint-Jan;0.114748867189993;15669
21004;1000;Brussel;143;Jette;Universitair Ziekenhuis Brussel;0.1157061714212777;15669
21004;1000;Brussel;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.07798838470866042;15669
21004;1000;Brussel;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.06375646180356118;15669
21004;1000;Brussel;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.06216095475142;15669
21005;1040;Etterbeek;79;Brussel;Jules Bordet Instituut;0.05587455830388693;4528
21005;1040;Etterbeek;87;Etterbeek;Iris Ziekenhuizen Zuid;0.2210689045936396;4528
21005;1040;Etterbeek;111;Ukkel;Europaziekenhuizen;0.2000883392226148;4528
21005;1040;Etterbeek;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.1592314487632509;4528
21005;1040;Etterbeek;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.1351590106007067;4528
21006;1140;Evere;77;Brussel;UVC Brugmann;0.1298019565736101;4191
21006;1140;Evere;110;Brussel;Kliniek Sint-Jan;0.122643760439036;4191
21006;1140;Evere;111;Ukkel;Europaziekenhuizen;0.164638511095204;4191
21006;1140;Evere;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.1009305654974946;4191
21006;1140;Evere;403;Sint-Lambrechts-Woluwe;Cliniques Universitaires Saint-Luc;0.2140300644237652;4191
21007;1190;Vorst;76;Brussel;UMC Sint-Pieter;0.1377043654137873;5933
21007;1190;Vorst;79;Brussel;Jules Bordet Instituut;0.06674532277094218;5933
21007;1190;Vorst;87;Etterbeek;Iris Ziekenhuizen Zuid;0.2142255182875442;5933
21007;1190;Vorst;111;Ukkel;Europaziekenhuizen;0.1926512725434013;5933
21007;1190;Vorst;332;Ukkel;Centre Hospitalier Interrégional Édith Cavell;0.1119163997977414;5933
21007;1190;Vorst;406;Anderlecht;Cliniques Universitaires de Bruxelles – Erasmus Ziekenhuis;0.09944378897690881;5933
21008;1083;Ganshoren;76;Brussel;UMC Sint-Pieter;0.05138148327678139;2063
21008;1083;Ganshoren;77;Brussel;UVC Brugmann;0.1085797382452739;2063
21008;1083;Ganshoren;79;Brussel;Jules Bordet Instituut;0.06156083373727581;2063
