nis_code_patiënt;postcode_patiënt;gemeente_patiënt;aantal_verblijven_per_gemeente;categorie;aantal_verblijven_per_ziekenhuis_gemeente_patient;erkenningsnummer_ziekenhuis;naam_ziekenhuis;gemeente_ziekenhuis;marktaandeel
11004;2530;Boechout;2480;65 jaar en ouder;843;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1043891
11004;2530;Boechout;2480;65 jaar en ouder;843;97;Heilig-Hartziekenhuis;Lier;0.3226572
11004;2530;Boechout;2480;65 jaar en ouder;843;99;GZA ziekenhuizen;Antwerpen;0.4223013
11004;2530;Boechout;2480;65 jaar en ouder;843;300;UZ Antwerpen;Edegem;0.0510083
11005;2850;Boom;3750;Jonger dan 15 jaar;273;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.2490842
11005;2850;Boom;3750;Jonger dan 15 jaar;273;99;GZA ziekenhuizen;Antwerpen;0.0622711
11005;2850;Boom;3750;Jonger dan 15 jaar;273;300;UZ Antwerpen;Edegem;0.0915751
11005;2850;Boom;3750;Jonger dan 15 jaar;273;314;AZ Heilige Familie;Rumst;0.5091575
11005;2850;Boom;3750;Tussen 15 en 64 jaar;2115;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.0874704
11005;2850;Boom;3750;Tussen 15 en 64 jaar;2115;99;GZA ziekenhuizen;Antwerpen;0.1007092
11005;2850;Boom;3750;Tussen 15 en 64 jaar;2115;300;UZ Antwerpen;Edegem;0.1408983
11005;2850;Boom;3750;Tussen 15 en 64 jaar;2115;314;AZ Heilige Familie;Rumst;0.4926714
11005;2850;Boom;3750;65 jaar en ouder;1362;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.0770925
11005;2850;Boom;3750;65 jaar en ouder;1362;99;GZA ziekenhuizen;Antwerpen;0.0954479
11005;2850;Boom;3750;65 jaar en ouder;1362;300;UZ Antwerpen;Edegem;0.0873715
11005;2850;Boom;3750;65 jaar en ouder;1362;314;AZ Heilige Familie;Rumst;0.6218796
11007;2150;Borsbeek;2077;Jonger dan 15 jaar;123;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.3252033
11007;2150;Borsbeek;2077;Jonger dan 15 jaar;123;99;GZA ziekenhuizen;Antwerpen;0.1544715
11007;2150;Borsbeek;2077;Jonger dan 15 jaar;123;682;AZ Monica;Antwerpen;0.3495935
11007;2150;Borsbeek;2077;Tussen 15 en 64 jaar;1249;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1665332
11007;2150;Borsbeek;2077;Tussen 15 en 64 jaar;1249;99;GZA ziekenhuizen;Antwerpen;0.2097678
11007;2150;Borsbeek;2077;Tussen 15 en 64 jaar;1249;300;UZ Antwerpen;Edegem;0.0728583
11007;2150;Borsbeek;2077;Tussen 15 en 64 jaar;1249;682;AZ Monica;Antwerpen;0.438751
11007;2150;Borsbeek;2077;65 jaar en ouder;705;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.2453901
11007;2150;Borsbeek;2077;65 jaar en ouder;705;99;GZA ziekenhuizen;Antwerpen;0.1687943
11007;2150;Borsbeek;2077;65 jaar en ouder;705;300;UZ Antwerpen;Edegem;0.0595745
11007;2150;Borsbeek;2077;65 jaar en ouder;705;682;AZ Monica;Antwerpen;0.4780142
11008;2930;Brasschaat;7206;Jonger dan 15 jaar;379;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1530343
11008;2930;Brasschaat;7206;Jonger dan 15 jaar;379;682;AZ Monica;Antwerpen;0.0897098
11008;2930;Brasschaat;7206;Jonger dan 15 jaar;379;710;AZ Klina;Brasschaat;0.6332454
11008;2930;Brasschaat;7206;Tussen 15 en 64 jaar;3771;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1235746
11008;2930;Brasschaat;7206;Tussen 15 en 64 jaar;3771;99;GZA ziekenhuizen;Antwerpen;0.0790241
11008;2930;Brasschaat;7206;Tussen 15 en 64 jaar;3771;682;AZ Monica;Antwerpen;0.0893662
11008;2930;Brasschaat;7206;Tussen 15 en 64 jaar;3771;710;AZ Klina;Brasschaat;0.5796871
11008;2930;Brasschaat;7206;65 jaar en ouder;3056;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1155105
11008;2930;Brasschaat;7206;65 jaar en ouder;3056;99;GZA ziekenhuizen;Antwerpen;0.1066754
11008;2930;Brasschaat;7206;65 jaar en ouder;3056;710;AZ Klina;Brasschaat;0.6439791
11009;2960;Brecht;5277;Jonger dan 15 jaar;314;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1146497
11009;2960;Brecht;5277;Jonger dan 15 jaar;314;300;UZ Antwerpen;Edegem;0.0509554
11009;2960;Brecht;5277;Jonger dan 15 jaar;314;536;AZ Sint-Jozef Malle;Malle;0.3471338
11009;2960;Brecht;5277;Jonger dan 15 jaar;314;682;AZ Monica;Antwerpen;0.0987261
11009;2960;Brecht;5277;Jonger dan 15 jaar;314;710;AZ Klina;Brasschaat;0.2707006
11009;2960;Brecht;5277;Tussen 15 en 64 jaar;3226;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.116863
11009;2960;Brecht;5277;Tussen 15 en 64 jaar;3226;99;GZA ziekenhuizen;Antwerpen;0.0774954
11009;2960;Brecht;5277;Tussen 15 en 64 jaar;3226;536;AZ Sint-Jozef Malle;Malle;0.3521389
11009;2960;Brecht;5277;Tussen 15 en 64 jaar;3226;682;AZ Monica;Antwerpen;0.0979541
11009;2960;Brecht;5277;Tussen 15 en 64 jaar;3226;710;AZ Klina;Brasschaat;0.2380657
11009;2960;Brecht;5277;65 jaar en ouder;1737;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1398964
11009;2960;Brecht;5277;65 jaar en ouder;1737;536;AZ Sint-Jozef Malle;Malle;0.4605642
11009;2960;Brecht;5277;65 jaar en ouder;1737;682;AZ Monica;Antwerpen;0.0857801
11009;2960;Brecht;5277;65 jaar en ouder;1737;710;AZ Klina;Brasschaat;0.1600461
11013;2650;Edegem;4354;Jonger dan 15 jaar;243;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.308642
11013;2650;Edegem;4354;Jonger dan 15 jaar;243;99;GZA ziekenhuizen;Antwerpen;0.3004115
11013;2650;Edegem;4354;Jonger dan 15 jaar;243;300;UZ Antwerpen;Edegem;0.1975309
11013;2650;Edegem;4354;Tussen 15 en 64 jaar;2227;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1409969
11013;2650;Edegem;4354;Tussen 15 en 64 jaar;2227;99;GZA ziekenhuizen;Antwerpen;0.545577
11013;2650;Edegem;4354;Tussen 15 en 64 jaar;2227;300;UZ Antwerpen;Edegem;0.1100135
11013;2650;Edegem;4354;Tussen 15 en 64 jaar;2227;682;AZ Monica;Antwerpen;0.0749888
11013;2650;Edegem;4354;65 jaar en ouder;1884;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1369427
11013;2650;Edegem;4354;65 jaar en ouder;1884;99;GZA ziekenhuizen;Antwerpen;0.5737792
11013;2650;Edegem;4354;65 jaar en ouder;1884;300;UZ Antwerpen;Edegem;0.1650743
11016;2910;Essen;2961;Jonger dan 15 jaar;274;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1240876
11016;2910;Essen;2961;Jonger dan 15 jaar;274;536;AZ Sint-Jozef Malle;Malle;0.0912409
11016;2910;Essen;2961;Jonger dan 15 jaar;274;670;UZ Gent;Gent;0.0875912
11016;2910;Essen;2961;Jonger dan 15 jaar;274;710;AZ Klina;Brasschaat;0.5656934
11016;2910;Essen;2961;Tussen 15 en 64 jaar;1724;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1061485
11016;2910;Essen;2961;Tussen 15 en 64 jaar;1724;99;GZA ziekenhuizen;Antwerpen;0.0719258
11016;2910;Essen;2961;Tussen 15 en 64 jaar;1724;536;AZ Sint-Jozef Malle;Malle;0.0562645
11016;2910;Essen;2961;Tussen 15 en 64 jaar;1724;710;AZ Klina;Brasschaat;0.613109
11016;2910;Essen;2961;65 jaar en ouder;963;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1516096
11016;2910;Essen;2961;65 jaar en ouder;963;99;GZA ziekenhuizen;Antwerpen;0.0560748
11016;2910;Essen;2961;65 jaar en ouder;963;300;UZ Antwerpen;Edegem;0.0550363
11016;2910;Essen;2961;65 jaar en ouder;963;710;AZ Klina;Brasschaat;0.5991693
11018;2620;Hemiksem;2315;Jonger dan 15 jaar;171;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.3216374
11018;2620;Hemiksem;2315;Jonger dan 15 jaar;171;99;GZA ziekenhuizen;Antwerpen;0.1812865
11018;2620;Hemiksem;2315;Jonger dan 15 jaar;171;314;AZ Heilige Familie;Rumst;0.1812865
11018;2620;Hemiksem;2315;Jonger dan 15 jaar;171;322;UZ Leuven;Leuven;0.1578947
11018;2620;Hemiksem;2315;Tussen 15 en 64 jaar;1354;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.2008863
11018;2620;Hemiksem;2315;Tussen 15 en 64 jaar;1354;99;GZA ziekenhuizen;Antwerpen;0.2562777
11018;2620;Hemiksem;2315;Tussen 15 en 64 jaar;1354;300;UZ Antwerpen;Edegem;0.0893648
11018;2620;Hemiksem;2315;Tussen 15 en 64 jaar;1354;314;AZ Heilige Familie;Rumst;0.3124077
11018;2620;Hemiksem;2315;Tussen 15 en 64 jaar;1354;682;AZ Monica;Antwerpen;0.0620384
11018;2620;Hemiksem;2315;65 jaar en ouder;790;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.2189873
11018;2620;Hemiksem;2315;65 jaar en ouder;790;99;GZA ziekenhuizen;Antwerpen;0.1468354
11018;2620;Hemiksem;2315;65 jaar en ouder;790;300;UZ Antwerpen;Edegem;0.1164557
11018;2620;Hemiksem;2315;65 jaar en ouder;790;314;AZ Heilige Familie;Rumst;0.4455696
11021;2540;Hove;1724;Jonger dan 15 jaar;67;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.0895522
11021;2540;Hove;1724;Jonger dan 15 jaar;67;26;AZ Sint-Maarten;Mechelen;0.0597015
11021;2540;Hove;1724;Jonger dan 15 jaar;67;99;GZA ziekenhuizen;Antwerpen;0.3432836
11021;2540;Hove;1724;Jonger dan 15 jaar;67;300;UZ Antwerpen;Edegem;0.3134328
11021;2540;Hove;1724;Jonger dan 15 jaar;67;322;UZ Leuven;Leuven;0.0597015
11021;2540;Hove;1724;Jonger dan 15 jaar;67;682;AZ Monica;Antwerpen;0.0746269
11021;2540;Hove;1724;Tussen 15 en 64 jaar;903;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.0930233
11021;2540;Hove;1724;Tussen 15 en 64 jaar;903;26;AZ Sint-Maarten;Mechelen;0.0863787
11021;2540;Hove;1724;Tussen 15 en 64 jaar;903;99;GZA ziekenhuizen;Antwerpen;0.4684385
11021;2540;Hove;1724;Tussen 15 en 64 jaar;903;300;UZ Antwerpen;Edegem;0.1650055
11021;2540;Hove;1724;Tussen 15 en 64 jaar;903;682;AZ Monica;Antwerpen;0.0908084
11021;2540;Hove;1724;65 jaar en ouder;754;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1074271
11021;2540;Hove;1724;65 jaar en ouder;754;26;AZ Sint-Maarten;Mechelen;0.0676393
11021;2540;Hove;1724;65 jaar en ouder;754;99;GZA ziekenhuizen;Antwerpen;0.596817
11021;2540;Hove;1724;65 jaar en ouder;754;300;UZ Antwerpen;Edegem;0.0755968
11021;2540;Hove;1724;65 jaar en ouder;754;322;UZ Leuven;Leuven;0.066313
11022;2920;Kalmthout;3120;Jonger dan 15 jaar;164;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1585366
11022;2920;Kalmthout;3120;Jonger dan 15 jaar;164;99;GZA ziekenhuizen;Antwerpen;0.0853659
11022;2920;Kalmthout;3120;Jonger dan 15 jaar;164;682;AZ Monica;Antwerpen;0.0914634
11022;2920;Kalmthout;3120;Jonger dan 15 jaar;164;710;AZ Klina;Brasschaat;0.5426829
11022;2920;Kalmthout;3120;Tussen 15 en 64 jaar;1734;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1078431
11022;2920;Kalmthout;3120;Tussen 15 en 64 jaar;1734;99;GZA ziekenhuizen;Antwerpen;0.0986159
11022;2920;Kalmthout;3120;Tussen 15 en 64 jaar;1734;300;UZ Antwerpen;Edegem;0.0524798
11022;2920;Kalmthout;3120;Tussen 15 en 64 jaar;1734;536;AZ Sint-Jozef Malle;Malle;0.0640138
11022;2920;Kalmthout;3120;Tussen 15 en 64 jaar;1734;682;AZ Monica;Antwerpen;0.0565167
11022;2920;Kalmthout;3120;Tussen 15 en 64 jaar;1734;710;AZ Klina;Brasschaat;0.5449827
11022;2920;Kalmthout;3120;65 jaar en ouder;1222;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1530278
11022;2920;Kalmthout;3120;65 jaar en ouder;1222;710;AZ Klina;Brasschaat;0.6914894
11023;2950;Kapellen (Antwerpen);4917;Jonger dan 15 jaar;286;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1538462
11023;2950;Kapellen (Antwerpen);4917;Jonger dan 15 jaar;286;300;UZ Antwerpen;Edegem;0.0839161
11023;2950;Kapellen (Antwerpen);4917;Jonger dan 15 jaar;286;682;AZ Monica;Antwerpen;0.0804196
11023;2950;Kapellen (Antwerpen);4917;Jonger dan 15 jaar;286;710;AZ Klina;Brasschaat;0.5769231
11023;2950;Kapellen (Antwerpen);4917;Tussen 15 en 64 jaar;2557;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1834181
11023;2950;Kapellen (Antwerpen);4917;Tussen 15 en 64 jaar;2557;99;GZA ziekenhuizen;Antwerpen;0.1052014
11023;2950;Kapellen (Antwerpen);4917;Tussen 15 en 64 jaar;2557;682;AZ Monica;Antwerpen;0.0981619
11023;2950;Kapellen (Antwerpen);4917;Tussen 15 en 64 jaar;2557;710;AZ Klina;Brasschaat;0.4951115
11023;2950;Kapellen (Antwerpen);4917;65 jaar en ouder;2074;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1952748
11023;2950;Kapellen (Antwerpen);4917;65 jaar en ouder;2074;99;GZA ziekenhuizen;Antwerpen;0.1055931
11023;2950;Kapellen (Antwerpen);4917;65 jaar en ouder;2074;300;UZ Antwerpen;Edegem;0.0703954
11023;2950;Kapellen (Antwerpen);4917;65 jaar en ouder;2074;710;AZ Klina;Brasschaat;0.5351977
11024;2550;Kontich;3894;Jonger dan 15 jaar;171;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1520468
11024;2550;Kontich;3894;Jonger dan 15 jaar;171;26;AZ Sint-Maarten;Mechelen;0.1345029
11024;2550;Kontich;3894;Jonger dan 15 jaar;171;99;GZA ziekenhuizen;Antwerpen;0.3099415
11024;2550;Kontich;3894;Jonger dan 15 jaar;171;300;UZ Antwerpen;Edegem;0.1929825
11024;2550;Kontich;3894;Jonger dan 15 jaar;171;314;AZ Heilige Familie;Rumst;0.0643275
11024;2550;Kontich;3894;Jonger dan 15 jaar;171;682;AZ Monica;Antwerpen;0.0526316
11024;2550;Kontich;3894;Tussen 15 en 64 jaar;2144;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.0848881
11024;2550;Kontich;3894;Tussen 15 en 64 jaar;2144;26;AZ Sint-Maarten;Mechelen;0.1711754
11024;2550;Kontich;3894;Tussen 15 en 64 jaar;2144;99;GZA ziekenhuizen;Antwerpen;0.3731343
11024;2550;Kontich;3894;Tussen 15 en 64 jaar;2144;300;UZ Antwerpen;Edegem;0.1152052
11024;2550;Kontich;3894;Tussen 15 en 64 jaar;2144;314;AZ Heilige Familie;Rumst;0.0657649
11024;2550;Kontich;3894;Tussen 15 en 64 jaar;2144;682;AZ Monica;Antwerpen;0.0844216
11024;2550;Kontich;3894;65 jaar en ouder;1579;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.0626979
11024;2550;Kontich;3894;65 jaar en ouder;1579;26;AZ Sint-Maarten;Mechelen;0.1538949
11024;2550;Kontich;3894;65 jaar en ouder;1579;99;GZA ziekenhuizen;Antwerpen;0.4331856
11024;2550;Kontich;3894;65 jaar en ouder;1579;300;UZ Antwerpen;Edegem;0.1716276
11024;2550;Kontich;3894;65 jaar en ouder;1579;314;AZ Heilige Familie;Rumst;0.0740975
11025;2547;Lint;1680;Jonger dan 15 jaar;88;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1022727
11025;2547;Lint;1680;Jonger dan 15 jaar;88;26;AZ Sint-Maarten;Mechelen;0.2272727
11025;2547;Lint;1680;Jonger dan 15 jaar;88;97;Heilig-Hartziekenhuis;Lier;0.125
11025;2547;Lint;1680;Jonger dan 15 jaar;88;99;GZA ziekenhuizen;Antwerpen;0.1931818
11025;2547;Lint;1680;Jonger dan 15 jaar;88;300;UZ Antwerpen;Edegem;0.125
11025;2547;Lint;1680;Jonger dan 15 jaar;88;322;UZ Leuven;Leuven;0.0568182
11025;2547;Lint;1680;Tussen 15 en 64 jaar;1052;26;AZ Sint-Maarten;Mechelen;0.3336502
11025;2547;Lint;1680;Tussen 15 en 64 jaar;1052;97;Heilig-Hartziekenhuis;Lier;0.1321293
11025;2547;Lint;1680;Tussen 15 en 64 jaar;1052;99;GZA ziekenhuizen;Antwerpen;0.2585551
11025;2547;Lint;1680;Tussen 15 en 64 jaar;1052;300;UZ Antwerpen;Edegem;0.0846008
11025;2547;Lint;1680;Tussen 15 en 64 jaar;1052;682;AZ Monica;Antwerpen;0.0674905
11025;2547;Lint;1680;65 jaar en ouder;540;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.0574074
11025;2547;Lint;1680;65 jaar en ouder;540;26;AZ Sint-Maarten;Mechelen;0.3740741
11025;2547;Lint;1680;65 jaar en ouder;540;97;Heilig-Hartziekenhuis;Lier;0.2
11025;2547;Lint;1680;65 jaar en ouder;540;99;GZA ziekenhuizen;Antwerpen;0.1537037
11025;2547;Lint;1680;65 jaar en ouder;540;300;UZ Antwerpen;Edegem;0.1314815
11029;2640;Mortsel;4880;Jonger dan 15 jaar;268;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.3059701
11029;2640;Mortsel;4880;Jonger dan 15 jaar;268;99;GZA ziekenhuizen;Antwerpen;0.488806
11029;2640;Mortsel;4880;Jonger dan 15 jaar;268;300;UZ Antwerpen;Edegem;0.0671642
11029;2640;Mortsel;4880;Jonger dan 15 jaar;268;682;AZ Monica;Antwerpen;0.0522388
11029;2640;Mortsel;4880;Tussen 15 en 64 jaar;2652;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.2009804
11029;2640;Mortsel;4880;Tussen 15 en 64 jaar;2652;99;GZA ziekenhuizen;Antwerpen;0.5667421
11029;2640;Mortsel;4880;Tussen 15 en 64 jaar;2652;300;UZ Antwerpen;Edegem;0.0656109
11029;2640;Mortsel;4880;Tussen 15 en 64 jaar;2652;682;AZ Monica;Antwerpen;0.0780543
11029;2640;Mortsel;4880;65 jaar en ouder;1960;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1607143
11029;2640;Mortsel;4880;65 jaar en ouder;1960;99;GZA ziekenhuizen;Antwerpen;0.6403061
11029;2640;Mortsel;4880;65 jaar en ouder;1960;300;UZ Antwerpen;Edegem;0.0760204
11029;2640;Mortsel;4880;65 jaar en ouder;1960;682;AZ Monica;Antwerpen;0.0505102
11030;2845;Niel;2109;Jonger dan 15 jaar;194;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.257732
11030;2845;Niel;2109;Jonger dan 15 jaar;194;99;GZA ziekenhuizen;Antwerpen;0.0927835
11030;2845;Niel;2109;Jonger dan 15 jaar;194;300;UZ Antwerpen;Edegem;0.0618557
11030;2845;Niel;2109;Jonger dan 15 jaar;194;314;AZ Heilige Familie;Rumst;0.3453608
11030;2845;Niel;2109;Jonger dan 15 jaar;194;322;UZ Leuven;Leuven;0.1701031
11030;2845;Niel;2109;Tussen 15 en 64 jaar;1212;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1023102
11030;2845;Niel;2109;Tussen 15 en 64 jaar;1212;99;GZA ziekenhuizen;Antwerpen;0.1608911
11030;2845;Niel;2109;Tussen 15 en 64 jaar;1212;300;UZ Antwerpen;Edegem;0.1171617
11030;2845;Niel;2109;Tussen 15 en 64 jaar;1212;314;AZ Heilige Familie;Rumst;0.4760726
11030;2845;Niel;2109;65 jaar en ouder;703;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.0967283
11030;2845;Niel;2109;65 jaar en ouder;703;26;AZ Sint-Maarten;Mechelen;0.0526316
11030;2845;Niel;2109;65 jaar en ouder;703;99;GZA ziekenhuizen;Antwerpen;0.1095306
11030;2845;Niel;2109;65 jaar en ouder;703;300;UZ Antwerpen;Edegem;0.1095306
11030;2845;Niel;2109;65 jaar en ouder;703;314;AZ Heilige Familie;Rumst;0.5732575
11035;2520;Ranst;3712;Jonger dan 15 jaar;172;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1162791
11035;2520;Ranst;3712;Jonger dan 15 jaar;172;26;AZ Sint-Maarten;Mechelen;0.0581395
11035;2520;Ranst;3712;Jonger dan 15 jaar;172;97;Heilig-Hartziekenhuis;Lier;0.25
11035;2520;Ranst;3712;Jonger dan 15 jaar;172;99;GZA ziekenhuizen;Antwerpen;0.0755814
11035;2520;Ranst;3712;Jonger dan 15 jaar;172;300;UZ Antwerpen;Edegem;0.0930233
11035;2520;Ranst;3712;Jonger dan 15 jaar;172;536;AZ Sint-Jozef Malle;Malle;0.127907
11035;2520;Ranst;3712;Jonger dan 15 jaar;172;682;AZ Monica;Antwerpen;0.127907
11035;2520;Ranst;3712;Tussen 15 en 64 jaar;2216;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1290614
11035;2520;Ranst;3712;Tussen 15 en 64 jaar;2216;26;AZ Sint-Maarten;Mechelen;0.0636282
11035;2520;Ranst;3712;Tussen 15 en 64 jaar;2216;97;Heilig-Hartziekenhuis;Lier;0.2978339
11035;2520;Ranst;3712;Tussen 15 en 64 jaar;2216;99;GZA ziekenhuizen;Antwerpen;0.1146209
11035;2520;Ranst;3712;Tussen 15 en 64 jaar;2216;300;UZ Antwerpen;Edegem;0.0631769
11035;2520;Ranst;3712;Tussen 15 en 64 jaar;2216;536;AZ Sint-Jozef Malle;Malle;0.0830325
11035;2520;Ranst;3712;Tussen 15 en 64 jaar;2216;682;AZ Monica;Antwerpen;0.166065
11035;2520;Ranst;3712;65 jaar en ouder;1324;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.0634441
11035;2520;Ranst;3712;65 jaar en ouder;1324;97;Heilig-Hartziekenhuis;Lier;0.3716012
11035;2520;Ranst;3712;65 jaar en ouder;1324;99;GZA ziekenhuizen;Antwerpen;0.0679758
11035;2520;Ranst;3712;65 jaar en ouder;1324;300;UZ Antwerpen;Edegem;0.0996979
11035;2520;Ranst;3712;65 jaar en ouder;1324;536;AZ Sint-Jozef Malle;Malle;0.1563444
11035;2520;Ranst;3712;65 jaar en ouder;1324;682;AZ Monica;Antwerpen;0.1616314
