code_ins;code_postal;commune_patient;nombre_de_séjours_par_comunne_patient;catégorie;nombre_de_séjours_par_hôpital_comunne_patient;numéro_agrément_hôpital;dénomination;commune_hôpital;part_de_marché
11004;2530;Boechout;1798;Moins de 15 ans;112;300;UZ Antwerpen;Edegem;0.2232143
11004;2530;Boechout;1798;Moins de 15 ans;112;682;AZ Monica;Anvers;0.0535714
11004;2530;Boechout;1798;De 15 à 64 ans;847;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1216057
11004;2530;Boechout;1798;De 15 à 64 ans;847;26;AZ Sint-Maarten;Malines;0.0519481
11004;2530;Boechout;1798;De 15 à 64 ans;847;97;Heilig-Hartziekenhuis;Lierre;0.1310508
11004;2530;Boechout;1798;De 15 à 64 ans;847;99;GZA ziekenhuizen;Anvers;0.3872491
11004;2530;Boechout;1798;De 15 à 64 ans;847;300;UZ Antwerpen;Edegem;0.1546635
11004;2530;Boechout;1798;De 15 à 64 ans;847;682;AZ Monica;Anvers;0.0791027
11004;2530;Boechout;1798;65 ans et plus;839;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0929678
11004;2530;Boechout;1798;65 ans et plus;839;97;Heilig-Hartziekenhuis;Lierre;0.2777116
11004;2530;Boechout;1798;65 ans et plus;839;99;GZA ziekenhuizen;Anvers;0.4064362
11004;2530;Boechout;1798;65 ans et plus;839;300;UZ Antwerpen;Edegem;0.0727056
11004;2530;Boechout;1798;65 ans et plus;839;682;AZ Monica;Anvers;0.0536353
11005;2850;Boom;2994;Moins de 15 ans;199;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.2914573
11005;2850;Boom;2994;Moins de 15 ans;199;99;GZA ziekenhuizen;Anvers;0.1859296
11005;2850;Boom;2994;Moins de 15 ans;199;300;UZ Antwerpen;Edegem;0.2864322
11005;2850;Boom;2994;De 15 à 64 ans;1445;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0858131
11005;2850;Boom;2994;De 15 à 64 ans;1445;99;GZA ziekenhuizen;Anvers;0.1224913
11005;2850;Boom;2994;De 15 à 64 ans;1445;300;UZ Antwerpen;Edegem;0.2
11005;2850;Boom;2994;De 15 à 64 ans;1445;314;AZ Heilige Familie;Rumst;0.4020761
11005;2850;Boom;2994;65 ans et plus;1350;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0940741
11005;2850;Boom;2994;65 ans et plus;1350;300;UZ Antwerpen;Edegem;0.1007407
11005;2850;Boom;2994;65 ans et plus;1350;314;AZ Heilige Familie;Rumst;0.6488889
11007;2150;Borsbeek;1658;Moins de 15 ans;177;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1355932
11007;2150;Borsbeek;1658;Moins de 15 ans;177;99;GZA ziekenhuizen;Anvers;0.1920904
11007;2150;Borsbeek;1658;Moins de 15 ans;177;300;UZ Antwerpen;Edegem;0.0677966
11007;2150;Borsbeek;1658;Moins de 15 ans;177;670;UZ Gent;Gand;0.0621469
11007;2150;Borsbeek;1658;Moins de 15 ans;177;682;AZ Monica;Anvers;0.4632768
11007;2150;Borsbeek;1658;De 15 à 64 ans;835;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1580838
11007;2150;Borsbeek;1658;De 15 à 64 ans;835;99;GZA ziekenhuizen;Anvers;0.2215569
11007;2150;Borsbeek;1658;De 15 à 64 ans;835;300;UZ Antwerpen;Edegem;0.1473054
11007;2150;Borsbeek;1658;De 15 à 64 ans;835;682;AZ Monica;Anvers;0.3700599
11007;2150;Borsbeek;1658;65 ans et plus;646;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1671827
11007;2150;Borsbeek;1658;65 ans et plus;646;99;GZA ziekenhuizen;Anvers;0.1594427
11007;2150;Borsbeek;1658;65 ans et plus;646;300;UZ Antwerpen;Edegem;0.0572755
11007;2150;Borsbeek;1658;65 ans et plus;646;682;AZ Monica;Anvers;0.5433437
11008;2930;Brasschaat;5833;Moins de 15 ans;384;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1145833
11008;2930;Brasschaat;5833;Moins de 15 ans;384;300;UZ Antwerpen;Edegem;0.0807292
11008;2930;Brasschaat;5833;Moins de 15 ans;384;710;AZ Klina;Brasschaat;0.7005208
11008;2930;Brasschaat;5833;De 15 à 64 ans;2668;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1154423
11008;2930;Brasschaat;5833;De 15 à 64 ans;2668;99;GZA ziekenhuizen;Anvers;0.0502249
11008;2930;Brasschaat;5833;De 15 à 64 ans;2668;300;UZ Antwerpen;Edegem;0.1173163
11008;2930;Brasschaat;5833;De 15 à 64 ans;2668;682;AZ Monica;Anvers;0.0502249
11008;2930;Brasschaat;5833;De 15 à 64 ans;2668;710;AZ Klina;Brasschaat;0.576087
11008;2930;Brasschaat;5833;65 ans et plus;2781;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0873786
11008;2930;Brasschaat;5833;65 ans et plus;2781;300;UZ Antwerpen;Edegem;0.0737145
11008;2930;Brasschaat;5833;65 ans et plus;2781;710;AZ Klina;Brasschaat;0.7270766
11009;2960;Brecht;4315;Moins de 15 ans;453;300;UZ Antwerpen;Edegem;0.0927152
11009;2960;Brecht;4315;Moins de 15 ans;453;536;AZ Sint-Jozef Malle;Malle;0.6335541
11009;2960;Brecht;4315;Moins de 15 ans;453;710;AZ Klina;Brasschaat;0.1368653
11009;2960;Brecht;4315;De 15 à 64 ans;2199;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0959527
11009;2960;Brecht;4315;De 15 à 64 ans;2199;99;GZA ziekenhuizen;Anvers;0.0700318
11009;2960;Brecht;4315;De 15 à 64 ans;2199;300;UZ Antwerpen;Edegem;0.0932242
11009;2960;Brecht;4315;De 15 à 64 ans;2199;536;AZ Sint-Jozef Malle;Malle;0.3838108
11009;2960;Brecht;4315;De 15 à 64 ans;2199;682;AZ Monica;Anvers;0.0650296
11009;2960;Brecht;4315;De 15 à 64 ans;2199;710;AZ Klina;Brasschaat;0.2078217
11009;2960;Brecht;4315;65 ans et plus;1663;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1130487
11009;2960;Brecht;4315;65 ans et plus;1663;536;AZ Sint-Jozef Malle;Malle;0.5063139
11009;2960;Brecht;4315;65 ans et plus;1663;710;AZ Klina;Brasschaat;0.1894167
11013;2650;Edegem;3425;Moins de 15 ans;236;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1822034
11013;2650;Edegem;3425;Moins de 15 ans;236;99;GZA ziekenhuizen;Anvers;0.3940678
11013;2650;Edegem;3425;Moins de 15 ans;236;300;UZ Antwerpen;Edegem;0.2457627
11013;2650;Edegem;3425;Moins de 15 ans;236;322;UZ Leuven;Louvain;0.1101695
11013;2650;Edegem;3425;De 15 à 64 ans;1486;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1453567
11013;2650;Edegem;3425;De 15 à 64 ans;1486;99;GZA ziekenhuizen;Anvers;0.4118439
11013;2650;Edegem;3425;De 15 à 64 ans;1486;300;UZ Antwerpen;Edegem;0.282638
11013;2650;Edegem;3425;65 ans et plus;1703;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1638285
11013;2650;Edegem;3425;65 ans et plus;1703;99;GZA ziekenhuizen;Anvers;0.5184968
11013;2650;Edegem;3425;65 ans et plus;1703;300;UZ Antwerpen;Edegem;0.2078685
11016;2910;Essen;2420;Moins de 15 ans;198;300;UZ Antwerpen;Edegem;0.0757576
11016;2910;Essen;2420;Moins de 15 ans;198;536;AZ Sint-Jozef Malle;Malle;0.1161616
11016;2910;Essen;2420;Moins de 15 ans;198;670;UZ Gent;Gand;0.0757576
11016;2910;Essen;2420;Moins de 15 ans;198;710;AZ Klina;Brasschaat;0.6363636
11016;2910;Essen;2420;De 15 à 64 ans;1261;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0785091
11016;2910;Essen;2420;De 15 à 64 ans;1261;300;UZ Antwerpen;Edegem;0.0880254
11016;2910;Essen;2420;De 15 à 64 ans;1261;536;AZ Sint-Jozef Malle;Malle;0.0761301
11016;2910;Essen;2420;De 15 à 64 ans;1261;710;AZ Klina;Brasschaat;0.5987312
11016;2910;Essen;2420;65 ans et plus;961;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1217482
11016;2910;Essen;2420;65 ans et plus;961;300;UZ Antwerpen;Edegem;0.0884495
11016;2910;Essen;2420;65 ans et plus;961;536;AZ Sint-Jozef Malle;Malle;0.0603538
11016;2910;Essen;2420;65 ans et plus;961;710;AZ Klina;Brasschaat;0.6305931
11018;2620;Hemiksem;1875;Moins de 15 ans;166;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.3253012
11018;2620;Hemiksem;1875;Moins de 15 ans;166;99;GZA ziekenhuizen;Anvers;0.3072289
11018;2620;Hemiksem;1875;Moins de 15 ans;166;300;UZ Antwerpen;Edegem;0.1506024
11018;2620;Hemiksem;1875;Moins de 15 ans;166;322;UZ Leuven;Louvain;0.1144578
11018;2620;Hemiksem;1875;De 15 à 64 ans;866;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.2113164
11018;2620;Hemiksem;1875;De 15 à 64 ans;866;99;GZA ziekenhuizen;Anvers;0.2136259
11018;2620;Hemiksem;1875;De 15 à 64 ans;866;300;UZ Antwerpen;Edegem;0.2263279
11018;2620;Hemiksem;1875;De 15 à 64 ans;866;314;AZ Heilige Familie;Rumst;0.221709
11018;2620;Hemiksem;1875;65 ans et plus;843;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.2123369
11018;2620;Hemiksem;1875;65 ans et plus;843;99;GZA ziekenhuizen;Anvers;0.1447212
11018;2620;Hemiksem;1875;65 ans et plus;843;300;UZ Antwerpen;Edegem;0.1340451
11018;2620;Hemiksem;1875;65 ans et plus;843;314;AZ Heilige Familie;Rumst;0.4270463
11021;2540;Hove;1186;Moins de 15 ans;71;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0985915
11021;2540;Hove;1186;Moins de 15 ans;71;99;GZA ziekenhuizen;Anvers;0.3802817
11021;2540;Hove;1186;Moins de 15 ans;71;300;UZ Antwerpen;Edegem;0.3802817
11021;2540;Hove;1186;De 15 à 64 ans;478;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.083682
11021;2540;Hove;1186;De 15 à 64 ans;478;99;GZA ziekenhuizen;Anvers;0.4414226
11021;2540;Hove;1186;De 15 à 64 ans;478;300;UZ Antwerpen;Edegem;0.2677824
11021;2540;Hove;1186;65 ans et plus;637;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0941915
11021;2540;Hove;1186;65 ans et plus;637;99;GZA ziekenhuizen;Anvers;0.5871272
11021;2540;Hove;1186;65 ans et plus;637;300;UZ Antwerpen;Edegem;0.1648352
11022;2920;Kalmthout;2521;Moins de 15 ans;188;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0957447
11022;2920;Kalmthout;2521;Moins de 15 ans;188;300;UZ Antwerpen;Edegem;0.0638298
11022;2920;Kalmthout;2521;Moins de 15 ans;188;536;AZ Sint-Jozef Malle;Malle;0.0797872
11022;2920;Kalmthout;2521;Moins de 15 ans;188;710;AZ Klina;Brasschaat;0.712766
11022;2920;Kalmthout;2521;De 15 à 64 ans;1203;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1147132
11022;2920;Kalmthout;2521;De 15 à 64 ans;1203;99;GZA ziekenhuizen;Anvers;0.0532003
11022;2920;Kalmthout;2521;De 15 à 64 ans;1203;300;UZ Antwerpen;Edegem;0.1413134
11022;2920;Kalmthout;2521;De 15 à 64 ans;1203;710;AZ Klina;Brasschaat;0.5187032
11022;2920;Kalmthout;2521;65 ans et plus;1130;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0831858
11022;2920;Kalmthout;2521;65 ans et plus;1130;300;UZ Antwerpen;Edegem;0.0867257
11022;2920;Kalmthout;2521;65 ans et plus;1130;536;AZ Sint-Jozef Malle;Malle;0.0513274
11022;2920;Kalmthout;2521;65 ans et plus;1130;710;AZ Klina;Brasschaat;0.6831858
11023;2950;Kapellen (Anvers);4003;Moins de 15 ans;246;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1585366
11023;2950;Kapellen (Anvers);4003;Moins de 15 ans;246;300;UZ Antwerpen;Edegem;0.0813008
11023;2950;Kapellen (Anvers);4003;Moins de 15 ans;246;710;AZ Klina;Brasschaat;0.6341463
11023;2950;Kapellen (Anvers);4003;De 15 à 64 ans;1830;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1765027
11023;2950;Kapellen (Anvers);4003;De 15 à 64 ans;1830;99;GZA ziekenhuizen;Anvers;0.0715847
11023;2950;Kapellen (Anvers);4003;De 15 à 64 ans;1830;300;UZ Antwerpen;Edegem;0.1180328
11023;2950;Kapellen (Anvers);4003;De 15 à 64 ans;1830;710;AZ Klina;Brasschaat;0.4972678
11023;2950;Kapellen (Anvers);4003;65 ans et plus;1927;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1515309
11023;2950;Kapellen (Anvers);4003;65 ans et plus;1927;300;UZ Antwerpen;Edegem;0.0814738
11023;2950;Kapellen (Anvers);4003;65 ans et plus;1927;710;AZ Klina;Brasschaat;0.6761806
11024;2550;Kontich;3037;Moins de 15 ans;181;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1160221
11024;2550;Kontich;3037;Moins de 15 ans;181;97;Heilig-Hartziekenhuis;Lierre;0.0773481
11024;2550;Kontich;3037;Moins de 15 ans;181;99;GZA ziekenhuizen;Anvers;0.3867403
11024;2550;Kontich;3037;Moins de 15 ans;181;300;UZ Antwerpen;Edegem;0.2596685
11024;2550;Kontich;3037;Moins de 15 ans;181;670;UZ Gent;Gand;0.0718232
11024;2550;Kontich;3037;De 15 à 64 ans;1388;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0943804
11024;2550;Kontich;3037;De 15 à 64 ans;1388;26;AZ Sint-Maarten;Malines;0.1123919
11024;2550;Kontich;3037;De 15 à 64 ans;1388;99;GZA ziekenhuizen;Anvers;0.3566282
11024;2550;Kontich;3037;De 15 à 64 ans;1388;300;UZ Antwerpen;Edegem;0.2449568
11024;2550;Kontich;3037;65 ans et plus;1468;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.096049
11024;2550;Kontich;3037;65 ans et plus;1468;26;AZ Sint-Maarten;Malines;0.1158038
11024;2550;Kontich;3037;65 ans et plus;1468;99;GZA ziekenhuizen;Anvers;0.4298365
11024;2550;Kontich;3037;65 ans et plus;1468;300;UZ Antwerpen;Edegem;0.2029973
11025;2547;Lint;1249;Moins de 15 ans;107;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1121495
11025;2547;Lint;1249;Moins de 15 ans;107;26;AZ Sint-Maarten;Malines;0.0841121
11025;2547;Lint;1249;Moins de 15 ans;107;97;Heilig-Hartziekenhuis;Lierre;0.1962617
11025;2547;Lint;1249;Moins de 15 ans;107;99;GZA ziekenhuizen;Anvers;0.2990654
11025;2547;Lint;1249;Moins de 15 ans;107;300;UZ Antwerpen;Edegem;0.1869159
11025;2547;Lint;1249;Moins de 15 ans;107;322;UZ Leuven;Louvain;0.1028037
11025;2547;Lint;1249;De 15 à 64 ans;693;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0721501
11025;2547;Lint;1249;De 15 à 64 ans;693;26;AZ Sint-Maarten;Malines;0.3290043
11025;2547;Lint;1249;De 15 à 64 ans;693;97;Heilig-Hartziekenhuis;Lierre;0.1067821
11025;2547;Lint;1249;De 15 à 64 ans;693;99;GZA ziekenhuizen;Anvers;0.2164502
11025;2547;Lint;1249;De 15 à 64 ans;693;300;UZ Antwerpen;Edegem;0.1428571
11025;2547;Lint;1249;65 ans et plus;449;26;AZ Sint-Maarten;Malines;0.4120267
11025;2547;Lint;1249;65 ans et plus;449;97;Heilig-Hartziekenhuis;Lierre;0.1737194
11025;2547;Lint;1249;65 ans et plus;449;99;GZA ziekenhuizen;Anvers;0.1514477
11025;2547;Lint;1249;65 ans et plus;449;300;UZ Antwerpen;Edegem;0.1135857
11029;2640;Mortsel;4039;Moins de 15 ans;254;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.2086614
11029;2640;Mortsel;4039;Moins de 15 ans;254;99;GZA ziekenhuizen;Anvers;0.507874
11029;2640;Mortsel;4039;Moins de 15 ans;254;300;UZ Antwerpen;Edegem;0.1496063
11029;2640;Mortsel;4039;De 15 à 64 ans;1878;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1554846
11029;2640;Mortsel;4039;De 15 à 64 ans;1878;99;GZA ziekenhuizen;Anvers;0.5670927
11029;2640;Mortsel;4039;De 15 à 64 ans;1878;300;UZ Antwerpen;Edegem;0.1443024
11029;2640;Mortsel;4039;65 ans et plus;1907;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.162559
11029;2640;Mortsel;4039;65 ans et plus;1907;99;GZA ziekenhuizen;Anvers;0.6413214
11029;2640;Mortsel;4039;65 ans et plus;1907;300;UZ Antwerpen;Edegem;0.0770844
11030;2845;Niel;1774;Moins de 15 ans;143;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.2587413
11030;2845;Niel;1774;Moins de 15 ans;143;99;GZA ziekenhuizen;Anvers;0.2587413
11030;2845;Niel;1774;Moins de 15 ans;143;300;UZ Antwerpen;Edegem;0.2797203
11030;2845;Niel;1774;Moins de 15 ans;143;322;UZ Leuven;Louvain;0.0979021
11030;2845;Niel;1774;De 15 à 64 ans;880;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1113636
11030;2845;Niel;1774;De 15 à 64 ans;880;99;GZA ziekenhuizen;Anvers;0.1431818
11030;2845;Niel;1774;De 15 à 64 ans;880;300;UZ Antwerpen;Edegem;0.2079545
11030;2845;Niel;1774;De 15 à 64 ans;880;314;AZ Heilige Familie;Rumst;0.3818182
11030;2845;Niel;1774;65 ans et plus;751;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.126498
11030;2845;Niel;1774;65 ans et plus;751;99;GZA ziekenhuizen;Anvers;0.0838881
11030;2845;Niel;1774;65 ans et plus;751;300;UZ Antwerpen;Edegem;0.1091877
11030;2845;Niel;1774;65 ans et plus;751;314;AZ Heilige Familie;Rumst;0.5912117
11035;2520;Ranst;2798;Moins de 15 ans;227;97;Heilig-Hartziekenhuis;Lierre;0.3876652
11035;2520;Ranst;2798;Moins de 15 ans;227;99;GZA ziekenhuizen;Anvers;0.0572687
11035;2520;Ranst;2798;Moins de 15 ans;227;300;UZ Antwerpen;Edegem;0.0792952
11035;2520;Ranst;2798;Moins de 15 ans;227;536;AZ Sint-Jozef Malle;Malle;0.2599119
11035;2520;Ranst;2798;Moins de 15 ans;227;682;AZ Monica;Anvers;0.1189427
11035;2520;Ranst;2798;De 15 à 64 ans;1345;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0966543
11035;2520;Ranst;2798;De 15 à 64 ans;1345;97;Heilig-Hartziekenhuis;Lierre;0.2810409
11035;2520;Ranst;2798;De 15 à 64 ans;1345;99;GZA ziekenhuizen;Anvers;0.1033457
11035;2520;Ranst;2798;De 15 à 64 ans;1345;300;UZ Antwerpen;Edegem;0.1211896
11035;2520;Ranst;2798;De 15 à 64 ans;1345;536;AZ Sint-Jozef Malle;Malle;0.1122677
11035;2520;Ranst;2798;De 15 à 64 ans;1345;682;AZ Monica;Anvers;0.136803
11035;2520;Ranst;2798;65 ans et plus;1226;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0668842
11035;2520;Ranst;2798;65 ans et plus;1226;97;Heilig-Hartziekenhuis;Lierre;0.4461664
11035;2520;Ranst;2798;65 ans et plus;1226;99;GZA ziekenhuizen;Anvers;0.0570962
11035;2520;Ranst;2798;65 ans et plus;1226;300;UZ Antwerpen;Edegem;0.1199021
11035;2520;Ranst;2798;65 ans et plus;1226;536;AZ Sint-Jozef Malle;Malle;0.1264274
11035;2520;Ranst;2798;65 ans et plus;1226;682;AZ Monica;Anvers;0.1060359
11037;2840;Rumst;2337;Moins de 15 ans;137;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0510949
11037;2840;Rumst;2337;Moins de 15 ans;137;26;AZ Sint-Maarten;Malines;0.1313869
11037;2840;Rumst;2337;Moins de 15 ans;137;97;Heilig-Hartziekenhuis;Lierre;0.080292
11037;2840;Rumst;2337;Moins de 15 ans;137;99;GZA ziekenhuizen;Anvers;0.3138686
11037;2840;Rumst;2337;Moins de 15 ans;137;300;UZ Antwerpen;Edegem;0.2627737
11037;2840;Rumst;2337;De 15 à 64 ans;1123;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.0667854
11037;2840;Rumst;2337;De 15 à 64 ans;1123;26;AZ Sint-Maarten;Malines;0.1745325
11037;2840;Rumst;2337;De 15 à 64 ans;1123;99;GZA ziekenhuizen;Anvers;0.1504898
11037;2840;Rumst;2337;De 15 à 64 ans;1123;300;UZ Antwerpen;Edegem;0.1950134
11037;2840;Rumst;2337;De 15 à 64 ans;1123;314;AZ Heilige Familie;Rumst;0.2537845
11037;2840;Rumst;2337;65 ans et plus;1077;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1012071
11037;2840;Rumst;2337;65 ans et plus;1077;26;AZ Sint-Maarten;Malines;0.1968431
11037;2840;Rumst;2337;65 ans et plus;1077;99;GZA ziekenhuizen;Anvers;0.0603528
11037;2840;Rumst;2337;65 ans et plus;1077;300;UZ Antwerpen;Edegem;0.1039926
11037;2840;Rumst;2337;65 ans et plus;1077;314;AZ Heilige Familie;Rumst;0.446611
11038;2627;Schelle;1349;Moins de 15 ans;84;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1547619
11038;2627;Schelle;1349;Moins de 15 ans;84;99;GZA ziekenhuizen;Anvers;0.3095238
11038;2627;Schelle;1349;Moins de 15 ans;84;300;UZ Antwerpen;Edegem;0.3452381
11038;2627;Schelle;1349;De 15 à 64 ans;716;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1019553
11038;2627;Schelle;1349;De 15 à 64 ans;716;99;GZA ziekenhuizen;Anvers;0.174581
11038;2627;Schelle;1349;De 15 à 64 ans;716;300;UZ Antwerpen;Edegem;0.2625698
11038;2627;Schelle;1349;De 15 à 64 ans;716;314;AZ Heilige Familie;Rumst;0.2807263
11038;2627;Schelle;1349;65 ans et plus;549;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.132969
11038;2627;Schelle;1349;65 ans et plus;549;99;GZA ziekenhuizen;Anvers;0.0582878
11038;2627;Schelle;1349;65 ans et plus;549;300;UZ Antwerpen;Edegem;0.1384335
11038;2627;Schelle;1349;65 ans et plus;549;314;AZ Heilige Familie;Rumst;0.568306
11039;2970;Schilde;2827;Moins de 15 ans;202;99;GZA ziekenhuizen;Anvers;0.0594059
11039;2970;Schilde;2827;Moins de 15 ans;202;300;UZ Antwerpen;Edegem;0.0594059
11039;2970;Schilde;2827;Moins de 15 ans;202;536;AZ Sint-Jozef Malle;Malle;0.6584158
11039;2970;Schilde;2827;Moins de 15 ans;202;682;AZ Monica;Anvers;0.0693069
11039;2970;Schilde;2827;Moins de 15 ans;202;710;AZ Klina;Brasschaat;0.0742574
11039;2970;Schilde;2827;De 15 à 64 ans;1146;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.113438
11039;2970;Schilde;2827;De 15 à 64 ans;1146;99;GZA ziekenhuizen;Anvers;0.1553229
11039;2970;Schilde;2827;De 15 à 64 ans;1146;300;UZ Antwerpen;Edegem;0.1020942
11039;2970;Schilde;2827;De 15 à 64 ans;1146;536;AZ Sint-Jozef Malle;Malle;0.3132635
11039;2970;Schilde;2827;De 15 à 64 ans;1146;682;AZ Monica;Anvers;0.1265271
11039;2970;Schilde;2827;De 15 à 64 ans;1146;710;AZ Klina;Brasschaat;0.109075
11039;2970;Schilde;2827;65 ans et plus;1479;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.1257606
11039;2970;Schilde;2827;65 ans et plus;1479;99;GZA ziekenhuizen;Anvers;0.0709939
11039;2970;Schilde;2827;65 ans et plus;1479;300;UZ Antwerpen;Edegem;0.0574713
11039;2970;Schilde;2827;65 ans et plus;1479;536;AZ Sint-Jozef Malle;Malle;0.4739689
11039;2970;Schilde;2827;65 ans et plus;1479;682;AZ Monica;Anvers;0.0750507
11039;2970;Schilde;2827;65 ans et plus;1479;710;AZ Klina;Brasschaat;0.1068289
11040;2900;Schoten;5295;Moins de 15 ans;435;9;Ziekenhuisnetwerk Antwerpen;Anvers;0.308046
11040;2900;Schoten;5295;Moins de 15 ans;435;99;GZA ziekenhuizen;Anvers;0.0643678
11040;2900;Schoten;5295;Moins de 15 ans;435;300;UZ Antwerpen;Edegem;0.0850575
11040;2900;Schoten;5295;Moins de 15 ans;435;536;AZ Sint-Jozef Malle;Malle;0.1655172
