code_ins;code_postal;commune_patient;nombre_de_séjours_par_comunne_patient;classe;nombre_de_séjours_par_âge;numéro_agrément_hôpital;dénomination;commune_hôpital;nombre_de_séjours_par_hôpital_comunne_patient_âge;part_de_marché
11002;2000;Anvers;94364;Moins de 15 ans;7220;723;CHIREC - SARE;Anderlecht;8;0.001108033241
11002;2000;Anvers;94364;De 15 à 64 ans;52142;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;20312;0.38955160906755
11002;2000;Anvers;94364;De 15 à 64 ans;52142;12;AZ SINT-BLASIUS;Termonde;29;0.00055617352614
11002;2000;Anvers;94364;De 15 à 64 ans;52142;17;AZ MARIA MIDDELARES;Gand;23;0.00044110314142
11002;2000;Anvers;94364;De 15 à 64 ans;52142;26;AZ SINT-MAARTEN;Malines;245;0.00469870737601
11002;2000;Anvers;94364;De 15 à 64 ans;52142;32;A.Z. ALMA;Eeklo;8;0.00015342717962
11002;2000;Anvers;94364;De 15 à 64 ans;52142;49;AZ SINT-JAN BRUGGE - OOSTENDE;Bruges;20;0.00038356794906
11002;2000;Anvers;94364;De 15 à 64 ans;52142;63;AZ TURNHOUT;Turnhout;125;0.00239729968164
11002;2000;Anvers;94364;De 15 à 64 ans;52142;76;CHU SAINT-PIERRE;Bruxelles;16;0.00030685435925
11002;2000;Anvers;94364;De 15 à 64 ans;52142;77;CHU BRUGMANN;Bruxelles;5;9.589198727e-05
11002;2000;Anvers;94364;De 15 à 64 ans;52142;79;JULES BORDET INSTITUT;Anderlecht;14;0.00026849756434
11002;2000;Anvers;94364;De 15 à 64 ans;52142;87;HOPITAUX IRIS SUD;Etterbeek;13;0.00024931916689
11002;2000;Anvers;94364;De 15 à 64 ans;52142;97;HEILIG HART ZIEKENHUIS;Lierre;160;0.0030685435925
11002;2000;Anvers;94364;De 15 à 64 ans;52142;99;GZA- ZIEKENHUIZEN;Anvers;12751;0.24454374592459
11002;2000;Anvers;94364;De 15 à 64 ans;52142;102;HEILIG HART ZIEKENHUIS;Mol;25;0.00047945993633
11002;2000;Anvers;94364;De 15 à 64 ans;52142;104;AZ RIVIERENLAND;Rumst;467;0.0089563116106
11002;2000;Anvers;94364;De 15 à 64 ans;52142;108;REGIONAAL ZIEKENHUIS HEILIG HART;Louvain;85;0.00163016378351
11002;2000;Anvers;94364;De 15 à 64 ans;52142;109;RZ HEILIG HART TIENEN;Tirlemont;6;0.00011507038472
11002;2000;Anvers;94364;De 15 à 64 ans;52142;110;KLINIEK ST.- JAN;Bruxelles;10;0.00019178397453
11002;2000;Anvers;94364;De 15 à 64 ans;52142;111;EUROPAZIEKENHUIZEN V.Z.W.;Uccle;16;0.00030685435925
11002;2000;Anvers;94364;De 15 à 64 ans;52142;117;AZ DELTA;Roulers;23;0.00044110314142
11002;2000;Anvers;94364;De 15 à 64 ans;52142;126;ONZE-LIEVE-VROUW ZIEKENHUIS;Alost (Flandre orientale);33;0.00063288711595
11002;2000;Anvers;94364;De 15 à 64 ans;52142;140;AZ SINT-LUCAS;Bruges;26;0.00049863833378
11002;2000;Anvers;94364;De 15 à 64 ans;52142;143;UNIVERSITAIR ZIEKENHUIS BRUSSEL;Jette;330;0.00632887115953
11002;2000;Anvers;94364;De 15 à 64 ans;52142;176;A.S.Z. - AUTONOME VERZORGINGSINSTELLING;Alost (Flandre orientale);20;0.00038356794906
11002;2000;Anvers;94364;De 15 à 64 ans;52142;204;ALGEMEEN ZIEKENHUIS JAN PORTAELS;Vilvorde;12;0.00023014076944
11002;2000;Anvers;94364;De 15 à 64 ans;52142;217;ALGEMEEN ZIEKENHUIS ST. ELISABETH;Zottegem;10;0.00019178397453
11002;2000;Anvers;94364;De 15 à 64 ans;52142;243;JESSA ZIEKENHUIS;Hasselt;30;0.00057535192359
11002;2000;Anvers;94364;De 15 à 64 ans;52142;265;ALGEMEEN ZIEKENHUIS LOKEREN;Lokeren;15;0.0002876759618
11002;2000;Anvers;94364;De 15 à 64 ans;52142;290;AZ SINT-LUCAS;Gand;46;0.00088220628284
11002;2000;Anvers;94364;De 15 à 64 ans;52142;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;3493;0.06699014230371
11002;2000;Anvers;94364;De 15 à 64 ans;52142;308;AZ HERENTALS;Herentals;98;0.0018794829504
11002;2000;Anvers;94364;De 15 à 64 ans;52142;310;AZ WEST;Furnes;7;0.00013424878217
11002;2000;Anvers;94364;De 15 à 64 ans;52142;322;UZ LEUVEN;Louvain;751;0.01440297648728
11002;2000;Anvers;94364;De 15 à 64 ans;52142;332;CHIREC - DELTA;Auderghem;27;0.00051781673123
11002;2000;Anvers;94364;De 15 à 64 ans;52142;371;ZIEKENHUIS OOST-LIMBURG;Genk;52;0.00099727666756
11002;2000;Anvers;94364;De 15 à 64 ans;52142;392;AZ ZENO;Knokke-Heist;14;0.00026849756434
11002;2000;Anvers;94364;De 15 à 64 ans;52142;396;AZ GROENINGE;Courtrai;8;0.00015342717962
11002;2000;Anvers;94364;De 15 à 64 ans;52142;403;CLINIQUES UNIVERSITAIRES ST.-LUC;Woluwe-Saint-Lambert;24;0.00046028153887
11002;2000;Anvers;94364;De 15 à 64 ans;52142;406;CLINIQUES UNIVERSITAIRES DE BRUXELLES HOPITAL ERASME;Anderlecht;16;0.00030685435925
11002;2000;Anvers;94364;De 15 à 64 ans;52142;525;AZ DAMIAAN;Ostende;8;0.00015342717962
11002;2000;Anvers;94364;De 15 à 64 ans;52142;536;AZ VOORKEMPEN;Malle;188;0.00360553872118
11002;2000;Anvers;94364;De 15 à 64 ans;52142;595;AZ NIKOLAAS;Saint-Nicolas (Flandre orientale);397;0.00761382378888
11002;2000;Anvers;94364;De 15 à 64 ans;52142;670;UNIVERSITAIR ZIEKENHUIS;Gand;159;0.00304936519504
11002;2000;Anvers;94364;De 15 à 64 ans;52142;682;AZ MONICA;Anvers;9477;0.18175367266311
11002;2000;Anvers;94364;De 15 à 64 ans;52142;689;IMELDA ZIEKENHUIS;Bonheiden;87;0.00166852057842
11002;2000;Anvers;94364;De 15 à 64 ans;52142;709;ZIEKENHUIS GEEL;Geel;33;0.00063288711595
11002;2000;Anvers;94364;De 15 à 64 ans;52142;710;AZ KLINA;Brasschaat;2231;0.04278700471789
11002;2000;Anvers;94364;De 15 à 64 ans;52142;712;AZ DIEST;Diest;18;0.00034521115416
11002;2000;Anvers;94364;De 15 à 64 ans;52142;713;AZ JAN PALFIJN;Gand;74;0.00141920141153
11002;2000;Anvers;94364;De 15 à 64 ans;52142;714;SINT-FRANCISCUS ZIEKENHUIS;Heusden-Zolder;11;0.00021096237198
11002;2000;Anvers;94364;De 15 à 64 ans;52142;715;ST. TRUDO ZIEKENHUIS;Saint-Trond;9;0.00017260557708
11002;2000;Anvers;94364;De 15 à 64 ans;52142;719;NOORDERHART - MARIAZIEKENHUIS;Pelt;19;0.00036438955161
11002;2000;Anvers;94364;De 15 à 64 ans;52142;723;CHIREC - SARE;Anderlecht;25;0.00047945993633
11002;2000;Anvers;94364;65 ans et plus;35002;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;14003;0.40006285355123
11002;2000;Anvers;94364;65 ans et plus;35002;12;AZ SINT-BLASIUS;Termonde;11;0.00031426775613
11002;2000;Anvers;94364;65 ans et plus;35002;17;AZ MARIA MIDDELARES;Gand;5;0.00014284898006
11002;2000;Anvers;94364;65 ans et plus;35002;26;AZ SINT-MAARTEN;Malines;114;0.00325695674533
11002;2000;Anvers;94364;65 ans et plus;35002;32;A.Z. ALMA;Eeklo;7;0.00019998857208
11002;2000;Anvers;94364;65 ans et plus;35002;49;AZ SINT-JAN BRUGGE - OOSTENDE;Bruges;8;0.00022855836809
11002;2000;Anvers;94364;65 ans et plus;35002;63;AZ TURNHOUT;Turnhout;45;0.00128564082052
11002;2000;Anvers;94364;65 ans et plus;35002;76;CHU SAINT-PIERRE;Bruxelles;5;0.00014284898006
11002;2000;Anvers;94364;65 ans et plus;35002;79;JULES BORDET INSTITUT;Anderlecht;13;0.00037140734815
11002;2000;Anvers;94364;65 ans et plus;35002;87;HOPITAUX IRIS SUD;Etterbeek;7;0.00019998857208
11002;2000;Anvers;94364;65 ans et plus;35002;97;HEILIG HART ZIEKENHUIS;Lierre;86;0.002457002457
11002;2000;Anvers;94364;65 ans et plus;35002;99;GZA- ZIEKENHUIZEN;Anvers;9708;0.27735557968116
11002;2000;Anvers;94364;65 ans et plus;35002;104;AZ RIVIERENLAND;Rumst;200;0.00571395920233
11002;2000;Anvers;94364;65 ans et plus;35002;109;RZ HEILIG HART TIENEN;Tirlemont;6;0.00017141877607
11002;2000;Anvers;94364;65 ans et plus;35002;126;ONZE-LIEVE-VROUW ZIEKENHUIS;Alost (Flandre orientale);29;0.00082852408434
11002;2000;Anvers;94364;65 ans et plus;35002;134;AZ SINT-VINCENTIUS;Deinze;18;0.00051425632821
11002;2000;Anvers;94364;65 ans et plus;35002;143;UNIVERSITAIR ZIEKENHUIS BRUSSEL;Jette;48;0.00137135020856
11002;2000;Anvers;94364;65 ans et plus;35002;176;A.S.Z. - AUTONOME VERZORGINGSINSTELLING;Alost (Flandre orientale);17;0.0004856865322
11002;2000;Anvers;94364;65 ans et plus;35002;243;JESSA ZIEKENHUIS;Hasselt;15;0.00042854694017
11002;2000;Anvers;94364;65 ans et plus;35002;265;ALGEMEEN ZIEKENHUIS LOKEREN;Lokeren;7;0.00019998857208
11002;2000;Anvers;94364;65 ans et plus;35002;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;2367;0.06762470715959
11002;2000;Anvers;94364;65 ans et plus;35002;308;AZ HERENTALS;Herentals;23;0.00065710530827
11002;2000;Anvers;94364;65 ans et plus;35002;310;AZ WEST;Furnes;19;0.00054282612422
11002;2000;Anvers;94364;65 ans et plus;35002;322;UZ LEUVEN;Louvain;370;0.01057082452431
11002;2000;Anvers;94364;65 ans et plus;35002;392;AZ ZENO;Knokke-Heist;12;0.00034283755214
11002;2000;Anvers;94364;65 ans et plus;35002;403;CLINIQUES UNIVERSITAIRES ST.-LUC;Woluwe-Saint-Lambert;11;0.00031426775613
11002;2000;Anvers;94364;65 ans et plus;35002;406;CLINIQUES UNIVERSITAIRES DE BRUXELLES HOPITAL ERASME;Anderlecht;5;0.00014284898006
11002;2000;Anvers;94364;65 ans et plus;35002;525;AZ DAMIAAN;Ostende;8;0.00022855836809
11002;2000;Anvers;94364;65 ans et plus;35002;536;AZ VOORKEMPEN;Malle;111;0.00317124735729
11002;2000;Anvers;94364;65 ans et plus;35002;595;AZ NIKOLAAS;Saint-Nicolas (Flandre orientale);185;0.00528541226216
11002;2000;Anvers;94364;65 ans et plus;35002;670;UNIVERSITAIR ZIEKENHUIS;Gand;42;0.00119993143249
11002;2000;Anvers;94364;65 ans et plus;35002;682;AZ MONICA;Anvers;6012;0.17176161362208
11002;2000;Anvers;94364;65 ans et plus;35002;689;IMELDA ZIEKENHUIS;Bonheiden;35;0.00099994286041
11002;2000;Anvers;94364;65 ans et plus;35002;709;ZIEKENHUIS GEEL;Geel;14;0.00039997714416
11002;2000;Anvers;94364;65 ans et plus;35002;710;AZ KLINA;Brasschaat;1380;0.03942631849609
11002;2000;Anvers;94364;65 ans et plus;35002;714;SINT-FRANCISCUS ZIEKENHUIS;Heusden-Zolder;10;0.00028569796012
11004;2530;Boechout;2843;Moins de 15 ans;104;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;26;0.25
11004;2530;Boechout;2843;Moins de 15 ans;104;26;AZ SINT-MAARTEN;Malines;11;0.10576923076923
11004;2530;Boechout;2843;Moins de 15 ans;104;97;HEILIG HART ZIEKENHUIS;Lierre;16;0.15384615384615
11004;2530;Boechout;2843;Moins de 15 ans;104;99;GZA- ZIEKENHUIZEN;Anvers;19;0.18269230769231
11004;2530;Boechout;2843;Moins de 15 ans;104;104;AZ RIVIERENLAND;Rumst;5;0.04807692307692
11004;2530;Boechout;2843;Moins de 15 ans;104;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;9;0.08653846153846
11004;2530;Boechout;2843;Moins de 15 ans;104;682;AZ MONICA;Anvers;15;0.14423076923077
11004;2530;Boechout;2843;De 15 à 64 ans;1571;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;157;0.09993634627626
11004;2530;Boechout;2843;De 15 à 64 ans;1571;26;AZ SINT-MAARTEN;Malines;72;0.04583068109484
11004;2530;Boechout;2843;De 15 à 64 ans;1571;97;HEILIG HART ZIEKENHUIS;Lierre;381;0.24252068746022
11004;2530;Boechout;2843;De 15 à 64 ans;1571;99;GZA- ZIEKENHUIZEN;Anvers;592;0.37683004455761
11004;2530;Boechout;2843;De 15 à 64 ans;1571;104;AZ RIVIERENLAND;Rumst;27;0.01718650541057
11004;2530;Boechout;2843;De 15 à 64 ans;1571;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;109;0.06938255887969
11004;2530;Boechout;2843;De 15 à 64 ans;1571;322;UZ LEUVEN;Louvain;24;0.01527689369828
11004;2530;Boechout;2843;De 15 à 64 ans;1571;595;AZ NIKOLAAS;Saint-Nicolas (Flandre orientale);5;0.00318268618714
11004;2530;Boechout;2843;De 15 à 64 ans;1571;670;UNIVERSITAIR ZIEKENHUIS;Gand;5;0.00318268618714
11004;2530;Boechout;2843;De 15 à 64 ans;1571;682;AZ MONICA;Anvers;162;0.1031190324634
11004;2530;Boechout;2843;De 15 à 64 ans;1571;710;AZ KLINA;Brasschaat;7;0.004455760662
11004;2530;Boechout;2843;65 ans et plus;1168;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;107;0.0916095890411
11004;2530;Boechout;2843;65 ans et plus;1168;26;AZ SINT-MAARTEN;Malines;26;0.0222602739726
11004;2530;Boechout;2843;65 ans et plus;1168;97;HEILIG HART ZIEKENHUIS;Lierre;235;0.20119863013699
11004;2530;Boechout;2843;65 ans et plus;1168;99;GZA- ZIEKENHUIZEN;Anvers;486;0.41609589041096
11004;2530;Boechout;2843;65 ans et plus;1168;104;AZ RIVIERENLAND;Rumst;11;0.00941780821918
11004;2530;Boechout;2843;65 ans et plus;1168;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;88;0.07534246575342
11004;2530;Boechout;2843;65 ans et plus;1168;682;AZ MONICA;Anvers;188;0.16095890410959
11004;2530;Boechout;2843;65 ans et plus;1168;689;IMELDA ZIEKENHUIS;Bonheiden;8;0.00684931506849
11004;2530;Boechout;2843;65 ans et plus;1168;710;AZ KLINA;Brasschaat;5;0.00428082191781
11005;2850;Boom;4035;Moins de 15 ans;267;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;65;0.2434456928839
11005;2850;Boom;4035;Moins de 15 ans;267;26;AZ SINT-MAARTEN;Malines;12;0.04494382022472
11005;2850;Boom;4035;Moins de 15 ans;267;99;GZA- ZIEKENHUIZEN;Anvers;16;0.05992509363296
11005;2850;Boom;4035;Moins de 15 ans;267;104;AZ RIVIERENLAND;Rumst;129;0.48314606741573
11005;2850;Boom;4035;Moins de 15 ans;267;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;24;0.08988764044944
11005;2850;Boom;4035;Moins de 15 ans;267;682;AZ MONICA;Anvers;10;0.0374531835206
11005;2850;Boom;4035;De 15 à 64 ans;2143;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;197;0.09192720485301
11005;2850;Boom;4035;De 15 à 64 ans;2143;26;AZ SINT-MAARTEN;Malines;106;0.04946336910873
11005;2850;Boom;4035;De 15 à 64 ans;2143;97;HEILIG HART ZIEKENHUIS;Lierre;10;0.00466635557629
11005;2850;Boom;4035;De 15 à 64 ans;2143;99;GZA- ZIEKENHUIZEN;Anvers;258;0.12039197386841
11005;2850;Boom;4035;De 15 à 64 ans;2143;104;AZ RIVIERENLAND;Rumst;1157;0.53989734017732
11005;2850;Boom;4035;De 15 à 64 ans;2143;110;KLINIEK ST.- JAN;Bruxelles;11;0.00513299113392
11005;2850;Boom;4035;De 15 à 64 ans;2143;204;ALGEMEEN ZIEKENHUIS JAN PORTAELS;Vilvorde;5;0.00233317778815
11005;2850;Boom;4035;De 15 à 64 ans;2143;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;204;0.09519365375642
11005;2850;Boom;4035;De 15 à 64 ans;2143;322;UZ LEUVEN;Louvain;39;0.01819878674755
11005;2850;Boom;4035;De 15 à 64 ans;2143;595;AZ NIKOLAAS;Saint-Nicolas (Flandre orientale);17;0.0079328044797
11005;2850;Boom;4035;De 15 à 64 ans;2143;682;AZ MONICA;Anvers;72;0.03359776014932
11005;2850;Boom;4035;De 15 à 64 ans;2143;689;IMELDA ZIEKENHUIS;Bonheiden;9;0.00419972001867
11005;2850;Boom;4035;De 15 à 64 ans;2143;710;AZ KLINA;Brasschaat;5;0.00233317778815
11005;2850;Boom;4035;65 ans et plus;1625;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;113;0.06953846153846
11005;2850;Boom;4035;65 ans et plus;1625;26;AZ SINT-MAARTEN;Malines;131;0.08061538461538
11005;2850;Boom;4035;65 ans et plus;1625;79;JULES BORDET INSTITUT;Anderlecht;5;0.00307692307692
11005;2850;Boom;4035;65 ans et plus;1625;99;GZA- ZIEKENHUIZEN;Anvers;102;0.06276923076923
11005;2850;Boom;4035;65 ans et plus;1625;104;AZ RIVIERENLAND;Rumst;948;0.58338461538462
11005;2850;Boom;4035;65 ans et plus;1625;126;ONZE-LIEVE-VROUW ZIEKENHUIS;Alost (Flandre orientale);12;0.00738461538462
11005;2850;Boom;4035;65 ans et plus;1625;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;269;0.16553846153846
11005;2850;Boom;4035;65 ans et plus;1625;682;AZ MONICA;Anvers;15;0.00923076923077
11007;2150;Borsbeek;2426;Moins de 15 ans;150;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;40;0.26666666666667
11007;2150;Borsbeek;2426;Moins de 15 ans;150;26;AZ SINT-MAARTEN;Malines;7;0.04666666666667
11007;2150;Borsbeek;2426;Moins de 15 ans;150;99;GZA- ZIEKENHUIZEN;Anvers;11;0.07333333333333
11007;2150;Borsbeek;2426;Moins de 15 ans;150;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;18;0.12
11007;2150;Borsbeek;2426;Moins de 15 ans;150;682;AZ MONICA;Anvers;63;0.42
11007;2150;Borsbeek;2426;De 15 à 64 ans;1279;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;238;0.18608287724785
11007;2150;Borsbeek;2426;De 15 à 64 ans;1279;26;AZ SINT-MAARTEN;Malines;16;0.01250977326036
11007;2150;Borsbeek;2426;De 15 à 64 ans;1279;97;HEILIG HART ZIEKENHUIS;Lierre;33;0.02580140734949
11007;2150;Borsbeek;2426;De 15 à 64 ans;1279;99;GZA- ZIEKENHUIZEN;Anvers;213;0.16653635652854
11007;2150;Borsbeek;2426;De 15 à 64 ans;1279;104;AZ RIVIERENLAND;Rumst;8;0.00625488663018
11007;2150;Borsbeek;2426;De 15 à 64 ans;1279;143;UNIVERSITAIR ZIEKENHUIS BRUSSEL;Jette;8;0.00625488663018
11007;2150;Borsbeek;2426;De 15 à 64 ans;1279;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;101;0.07896794370602
11007;2150;Borsbeek;2426;De 15 à 64 ans;1279;308;AZ HERENTALS;Herentals;5;0.00390930414386
11007;2150;Borsbeek;2426;De 15 à 64 ans;1279;322;UZ LEUVEN;Louvain;5;0.00390930414386
11007;2150;Borsbeek;2426;De 15 à 64 ans;1279;536;AZ VOORKEMPEN;Malle;7;0.00547302580141
11007;2150;Borsbeek;2426;De 15 à 64 ans;1279;595;AZ NIKOLAAS;Saint-Nicolas (Flandre orientale);5;0.00390930414386
11007;2150;Borsbeek;2426;De 15 à 64 ans;1279;682;AZ MONICA;Anvers;605;0.47302580140735
11007;2150;Borsbeek;2426;De 15 à 64 ans;1279;710;AZ KLINA;Brasschaat;18;0.0140734949179
11007;2150;Borsbeek;2426;65 ans et plus;997;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;190;0.19057171514544
11007;2150;Borsbeek;2426;65 ans et plus;997;97;HEILIG HART ZIEKENHUIS;Lierre;30;0.03009027081244
11007;2150;Borsbeek;2426;65 ans et plus;997;99;GZA- ZIEKENHUIZEN;Anvers;146;0.14643931795386
11007;2150;Borsbeek;2426;65 ans et plus;997;104;AZ RIVIERENLAND;Rumst;6;0.00601805416249
11007;2150;Borsbeek;2426;65 ans et plus;997;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;110;0.11033099297894
11007;2150;Borsbeek;2426;65 ans et plus;997;322;UZ LEUVEN;Louvain;5;0.00501504513541
11007;2150;Borsbeek;2426;65 ans et plus;997;595;AZ NIKOLAAS;Saint-Nicolas (Flandre orientale);6;0.00601805416249
11007;2150;Borsbeek;2426;65 ans et plus;997;682;AZ MONICA;Anvers;493;0.49448345035105
11008;2930;Brasschaat;8025;Moins de 15 ans;308;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;41;0.13311688311688
11008;2930;Brasschaat;8025;Moins de 15 ans;308;99;GZA- ZIEKENHUIZEN;Anvers;14;0.04545454545455
11008;2930;Brasschaat;8025;Moins de 15 ans;308;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;18;0.05844155844156
11008;2930;Brasschaat;8025;Moins de 15 ans;308;536;AZ VOORKEMPEN;Malle;6;0.01948051948052
11008;2930;Brasschaat;8025;Moins de 15 ans;308;670;UNIVERSITAIR ZIEKENHUIS;Gand;27;0.08766233766234
11008;2930;Brasschaat;8025;Moins de 15 ans;308;682;AZ MONICA;Anvers;37;0.12012987012987
11008;2930;Brasschaat;8025;Moins de 15 ans;308;710;AZ KLINA;Brasschaat;150;0.48701298701299
11008;2930;Brasschaat;8025;De 15 à 64 ans;4047;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;551;0.13615023474178
11008;2930;Brasschaat;8025;De 15 à 64 ans;4047;26;AZ SINT-MAARTEN;Malines;18;0.00444773906597
11008;2930;Brasschaat;8025;De 15 à 64 ans;4047;63;AZ TURNHOUT;Turnhout;9;0.00222386953299
