code_ins;code_postal;commune_patient;nombre_de_séjours_par_comunne_patient;numéro_agrément_hôpital;dénomination;commune_hôpital;nombre_de_séjours_par_hôpital_comunne_patient;part_de_marché
11002;2000;Anvers;94364;76;CHU SAINT-PIERRE;Bruxelles;24;0.00025433428002
11002;2000;Anvers;94364;77;CHU BRUGMANN;Bruxelles;8;8.477809334e-05
11002;2000;Anvers;94364;79;JULES BORDET INSTITUT;Anderlecht;27;0.00028612606502
11002;2000;Anvers;94364;87;HOPITAUX IRIS SUD;Etterbeek;20;0.00021194523335
11002;2000;Anvers;94364;97;HEILIG HART ZIEKENHUIS;Lierre;251;0.00265991267856
11002;2000;Anvers;94364;99;GZA- ZIEKENHUIZEN;Anvers;23558;0.24965029036497
11002;2000;Anvers;94364;102;HEILIG HART ZIEKENHUIS;Mol;28;0.00029672332669
11002;2000;Anvers;94364;104;AZ RIVIERENLAND;Rumst;774;0.00820228053071
11002;2000;Anvers;94364;106;ALGEMEEN ZIEKENHUIS SINT- MARIA;Hal (Brabant flamand);5;5.298630834e-05
11002;2000;Anvers;94364;108;REGIONAAL ZIEKENHUIS HEILIG HART;Louvain;89;0.00094315628842
11002;2000;Anvers;94364;109;RZ HEILIG HART TIENEN;Tirlemont;12;0.00012716714001
11002;2000;Anvers;94364;110;KLINIEK ST.- JAN;Bruxelles;10;0.00010597261668
11002;2000;Anvers;94364;111;EUROPAZIEKENHUIZEN V.Z.W.;Uccle;19;0.00020134797168
11002;2000;Anvers;94364;117;AZ DELTA;Roulers;26;0.00027552880336
11002;2000;Anvers;94364;124;SINT-JOZEFSKLINIEK;Izegem;5;5.298630834e-05
11002;2000;Anvers;94364;126;ONZE-LIEVE-VROUW ZIEKENHUIS;Alost (Flandre orientale);62;0.00065703022339
11002;2000;Anvers;94364;134;AZ SINT-VINCENTIUS;Deinze;19;0.00020134797168
11002;2000;Anvers;94364;140;AZ SINT-LUCAS;Bruges;29;0.00030732058836
11002;2000;Anvers;94364;143;UNIVERSITAIR ZIEKENHUIS BRUSSEL;Jette;386;0.00409054300369
11002;2000;Anvers;94364;176;A.S.Z. - AUTONOME VERZORGINGSINSTELLING;Alost (Flandre orientale);37;0.0003920986817
11002;2000;Anvers;94364;204;ALGEMEEN ZIEKENHUIS JAN PORTAELS;Vilvorde;16;0.00016955618668
11002;2000;Anvers;94364;217;ALGEMEEN ZIEKENHUIS ST. ELISABETH;Zottegem;14;0.00014836166335
11002;2000;Anvers;94364;243;JESSA ZIEKENHUIS;Hasselt;47;0.00049807129838
11002;2000;Anvers;94364;265;ALGEMEEN ZIEKENHUIS LOKEREN;Lokeren;24;0.00025433428002
11002;2000;Anvers;94364;290;AZ SINT-LUCAS;Gand;50;0.00052986308338
11002;2000;Anvers;94364;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;6571;0.0696346064177
11002;2000;Anvers;94364;308;AZ HERENTALS;Herentals;132;0.00139883854012
11002;2000;Anvers;94364;310;AZ WEST;Furnes;26;0.00027552880336
11002;2000;Anvers;94364;322;UZ LEUVEN;Louvain;1381;0.01463481836294
11002;2000;Anvers;94364;332;CHIREC - DELTA;Auderghem;30;0.00031791785003
11002;2000;Anvers;94364;371;ZIEKENHUIS OOST-LIMBURG;Genk;55;0.00058284939172
11002;2000;Anvers;94364;392;AZ ZENO;Knokke-Heist;26;0.00027552880336
11002;2000;Anvers;94364;396;AZ GROENINGE;Courtrai;10;0.00010597261668
11002;2000;Anvers;94364;403;CLINIQUES UNIVERSITAIRES ST.-LUC;Woluwe-Saint-Lambert;36;0.00038150142003
11002;2000;Anvers;94364;406;CLINIQUES UNIVERSITAIRES DE BRUXELLES HOPITAL ERASME;Anderlecht;23;0.00024373701835
11002;2000;Anvers;94364;525;AZ DAMIAAN;Ostende;16;0.00016955618668
11002;2000;Anvers;94364;536;AZ VOORKEMPEN;Malle;309;0.00327455385528
11002;2000;Anvers;94364;595;AZ NIKOLAAS;Saint-Nicolas (Flandre orientale);599;0.00634775973888
11002;2000;Anvers;94364;670;UNIVERSITAIR ZIEKENHUIS;Gand;289;0.00306260862193
11002;2000;Anvers;94364;682;AZ MONICA;Anvers;16661;0.17656097664364
11002;2000;Anvers;94364;689;IMELDA ZIEKENHUIS;Bonheiden;122;0.00129286592345
11002;2000;Anvers;94364;709;ZIEKENHUIS GEEL;Geel;48;0.00050866856004
11002;2000;Anvers;94364;710;AZ KLINA;Brasschaat;3771;0.03996227374846
11002;2000;Anvers;94364;712;AZ DIEST;Diest;19;0.00020134797168
11002;2000;Anvers;94364;713;AZ JAN PALFIJN;Gand;81;0.00085837819507
11002;2000;Anvers;94364;714;SINT-FRANCISCUS ZIEKENHUIS;Heusden-Zolder;21;0.00022254249502
11002;2000;Anvers;94364;715;ST. TRUDO ZIEKENHUIS;Saint-Trond;10;0.00010597261668
11002;2000;Anvers;94364;716;AZ VESALIUS;Tongres;6;6.358357001e-05
11002;2000;Anvers;94364;719;NOORDERHART - MARIAZIEKENHUIS;Pelt;20;0.00021194523335
11002;2000;Anvers;94364;723;CHIREC - SARE;Anderlecht;33;0.00034970963503
11004;2530;Boechout;2843;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;290;0.10200492437566
11004;2530;Boechout;2843;26;AZ SINT-MAARTEN;Malines;109;0.03833978192051
11004;2530;Boechout;2843;97;HEILIG HART ZIEKENHUIS;Lierre;632;0.22230038691523
11004;2530;Boechout;2843;99;GZA- ZIEKENHUIZEN;Anvers;1097;0.38586000703482
11004;2530;Boechout;2843;104;AZ RIVIERENLAND;Rumst;43;0.01512486809708
11004;2530;Boechout;2843;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;206;0.07245867041857
11004;2530;Boechout;2843;308;AZ HERENTALS;Herentals;5;0.00175870559268
11004;2530;Boechout;2843;322;UZ LEUVEN;Louvain;25;0.00879352796342
11004;2530;Boechout;2843;595;AZ NIKOLAAS;Saint-Nicolas (Flandre orientale);7;0.00246218782976
11004;2530;Boechout;2843;670;UNIVERSITAIR ZIEKENHUIS;Gand;6;0.00211044671122
11004;2530;Boechout;2843;682;AZ MONICA;Anvers;365;0.12838550826592
11004;2530;Boechout;2843;689;IMELDA ZIEKENHUIS;Bonheiden;10;0.00351741118537
11004;2530;Boechout;2843;710;AZ KLINA;Brasschaat;12;0.00422089342244
11005;2850;Boom;4035;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;375;0.09293680297398
11005;2850;Boom;4035;26;AZ SINT-MAARTEN;Malines;249;0.06171003717472
11005;2850;Boom;4035;79;JULES BORDET INSTITUT;Anderlecht;7;0.00173482032218
11005;2850;Boom;4035;97;HEILIG HART ZIEKENHUIS;Lierre;14;0.00346964064436
11005;2850;Boom;4035;99;GZA- ZIEKENHUIZEN;Anvers;376;0.09318463444857
11005;2850;Boom;4035;104;AZ RIVIERENLAND;Rumst;2234;0.55365551425031
11005;2850;Boom;4035;110;KLINIEK ST.- JAN;Bruxelles;11;0.00272614622057
11005;2850;Boom;4035;111;EUROPAZIEKENHUIZEN V.Z.W.;Uccle;8;0.00198265179678
11005;2850;Boom;4035;126;ONZE-LIEVE-VROUW ZIEKENHUIS;Alost (Flandre orientale);14;0.00346964064436
11005;2850;Boom;4035;143;UNIVERSITAIR ZIEKENHUIS BRUSSEL;Jette;5;0.00123915737299
11005;2850;Boom;4035;204;ALGEMEEN ZIEKENHUIS JAN PORTAELS;Vilvorde;8;0.00198265179678
11005;2850;Boom;4035;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;497;0.12317224287485
11005;2850;Boom;4035;322;UZ LEUVEN;Louvain;45;0.01115241635688
11005;2850;Boom;4035;595;AZ NIKOLAAS;Saint-Nicolas (Flandre orientale);21;0.00520446096654
11005;2850;Boom;4035;670;UNIVERSITAIR ZIEKENHUIS;Gand;6;0.00148698884758
11005;2850;Boom;4035;682;AZ MONICA;Anvers;97;0.02403965303594
11005;2850;Boom;4035;689;IMELDA ZIEKENHUIS;Bonheiden;14;0.00346964064436
11005;2850;Boom;4035;710;AZ KLINA;Brasschaat;5;0.00123915737299
11005;2850;Boom;4035;723;CHIREC - SARE;Anderlecht;7;0.00173482032218
11007;2150;Borsbeek;2426;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;468;0.19291014014839
11007;2150;Borsbeek;2426;26;AZ SINT-MAARTEN;Malines;24;0.00989282769992
11007;2150;Borsbeek;2426;97;HEILIG HART ZIEKENHUIS;Lierre;63;0.02596867271228
11007;2150;Borsbeek;2426;99;GZA- ZIEKENHUIZEN;Anvers;370;0.1525144270404
11007;2150;Borsbeek;2426;104;AZ RIVIERENLAND;Rumst;15;0.00618301731245
11007;2150;Borsbeek;2426;143;UNIVERSITAIR ZIEKENHUIS BRUSSEL;Jette;8;0.00329760923331
11007;2150;Borsbeek;2426;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;229;0.09439406430338
11007;2150;Borsbeek;2426;308;AZ HERENTALS;Herentals;6;0.00247320692498
11007;2150;Borsbeek;2426;322;UZ LEUVEN;Louvain;13;0.00535861500412
11007;2150;Borsbeek;2426;536;AZ VOORKEMPEN;Malle;9;0.00370981038747
11007;2150;Borsbeek;2426;595;AZ NIKOLAAS;Saint-Nicolas (Flandre orientale);12;0.00494641384996
11007;2150;Borsbeek;2426;682;AZ MONICA;Anvers;1161;0.47856553998351
11007;2150;Borsbeek;2426;689;IMELDA ZIEKENHUIS;Bonheiden;6;0.00247320692498
11007;2150;Borsbeek;2426;709;ZIEKENHUIS GEEL;Geel;5;0.00206100577082
11007;2150;Borsbeek;2426;710;AZ KLINA;Brasschaat;24;0.00989282769992
11008;2930;Brasschaat;8025;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;1032;0.12859813084112
11008;2930;Brasschaat;8025;26;AZ SINT-MAARTEN;Malines;19;0.00236760124611
11008;2930;Brasschaat;8025;49;AZ SINT-JAN BRUGGE - OOSTENDE;Bruges;5;0.0006230529595
11008;2930;Brasschaat;8025;63;AZ TURNHOUT;Turnhout;14;0.0017445482866
11008;2930;Brasschaat;8025;97;HEILIG HART ZIEKENHUIS;Lierre;23;0.00286604361371
11008;2930;Brasschaat;8025;99;GZA- ZIEKENHUIZEN;Anvers;578;0.07202492211838
11008;2930;Brasschaat;8025;102;HEILIG HART ZIEKENHUIS;Mol;10;0.001246105919
11008;2930;Brasschaat;8025;104;AZ RIVIERENLAND;Rumst;20;0.00249221183801
11008;2930;Brasschaat;8025;126;ONZE-LIEVE-VROUW ZIEKENHUIS;Alost (Flandre orientale);10;0.001246105919
11008;2930;Brasschaat;8025;143;UNIVERSITAIR ZIEKENHUIS BRUSSEL;Jette;28;0.00348909657321
11008;2930;Brasschaat;8025;176;A.S.Z. - AUTONOME VERZORGINGSINSTELLING;Alost (Flandre orientale);5;0.0006230529595
11008;2930;Brasschaat;8025;243;JESSA ZIEKENHUIS;Hasselt;6;0.0007476635514
11008;2930;Brasschaat;8025;290;AZ SINT-LUCAS;Gand;5;0.0006230529595
11008;2930;Brasschaat;8025;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;494;0.06155763239875
11008;2930;Brasschaat;8025;322;UZ LEUVEN;Louvain;184;0.02292834890966
11008;2930;Brasschaat;8025;403;CLINIQUES UNIVERSITAIRES ST.-LUC;Woluwe-Saint-Lambert;13;0.0016199376947
11008;2930;Brasschaat;8025;536;AZ VOORKEMPEN;Malle;121;0.01507788161994
11008;2930;Brasschaat;8025;595;AZ NIKOLAAS;Saint-Nicolas (Flandre orientale);37;0.00461059190031
11008;2930;Brasschaat;8025;670;UNIVERSITAIR ZIEKENHUIS;Gand;51;0.00635514018692
11008;2930;Brasschaat;8025;682;AZ MONICA;Anvers;502;0.06255451713396
11008;2930;Brasschaat;8025;689;IMELDA ZIEKENHUIS;Bonheiden;7;0.0008722741433
11008;2930;Brasschaat;8025;710;AZ KLINA;Brasschaat;4823;0.6009968847352
11009;2960;Brecht;6456;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;765;0.11849442379182
11009;2960;Brecht;6456;26;AZ SINT-MAARTEN;Malines;7;0.00108426270136
11009;2960;Brecht;6456;63;AZ TURNHOUT;Turnhout;244;0.03779429987608
11009;2960;Brecht;6456;97;HEILIG HART ZIEKENHUIS;Lierre;56;0.0086741016109
11009;2960;Brecht;6456;99;GZA- ZIEKENHUIZEN;Anvers;278;0.04306071871128
11009;2960;Brecht;6456;102;HEILIG HART ZIEKENHUIS;Mol;20;0.00309789343247
11009;2960;Brecht;6456;104;AZ RIVIERENLAND;Rumst;15;0.00232342007435
11009;2960;Brecht;6456;143;UNIVERSITAIR ZIEKENHUIS BRUSSEL;Jette;17;0.0026332094176
11009;2960;Brecht;6456;243;JESSA ZIEKENHUIS;Hasselt;12;0.00185873605948
11009;2960;Brecht;6456;265;ALGEMEEN ZIEKENHUIS LOKEREN;Lokeren;5;0.00077447335812
11009;2960;Brecht;6456;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;291;0.04507434944238
11009;2960;Brecht;6456;308;AZ HERENTALS;Herentals;39;0.00604089219331
11009;2960;Brecht;6456;322;UZ LEUVEN;Louvain;129;0.01998141263941
11009;2960;Brecht;6456;536;AZ VOORKEMPEN;Malle;2342;0.36276332094176
11009;2960;Brecht;6456;595;AZ NIKOLAAS;Saint-Nicolas (Flandre orientale);32;0.00495662949195
11009;2960;Brecht;6456;682;AZ MONICA;Anvers;577;0.08937422552664
11009;2960;Brecht;6456;689;IMELDA ZIEKENHUIS;Bonheiden;7;0.00108426270136
11009;2960;Brecht;6456;710;AZ KLINA;Brasschaat;1569;0.24302973977695
11009;2960;Brecht;6456;713;AZ JAN PALFIJN;Gand;10;0.00154894671623
11009;2960;Brecht;6456;715;ST. TRUDO ZIEKENHUIS;Saint-Trond;5;0.00077447335812
11013;2650;Edegem;4871;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;968;0.19872716074728
11013;2650;Edegem;4871;17;AZ MARIA MIDDELARES;Gand;5;0.00102648326832
11013;2650;Edegem;4871;26;AZ SINT-MAARTEN;Malines;71;0.01457606241018
11013;2650;Edegem;4871;49;AZ SINT-JAN BRUGGE - OOSTENDE;Bruges;7;0.00143707657565
11013;2650;Edegem;4871;97;HEILIG HART ZIEKENHUIS;Lierre;43;0.00882775610758
11013;2650;Edegem;4871;99;GZA- ZIEKENHUIZEN;Anvers;2197;0.45103674810101
11013;2650;Edegem;4871;104;AZ RIVIERENLAND;Rumst;103;0.02114555532745
11013;2650;Edegem;4871;126;ONZE-LIEVE-VROUW ZIEKENHUIS;Alost (Flandre orientale);7;0.00143707657565
11013;2650;Edegem;4871;143;UNIVERSITAIR ZIEKENHUIS BRUSSEL;Jette;13;0.00266885649764
11013;2650;Edegem;4871;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;1004;0.2061178402792
11013;2650;Edegem;4871;322;UZ LEUVEN;Louvain;32;0.00656949291727
11013;2650;Edegem;4871;595;AZ NIKOLAAS;Saint-Nicolas (Flandre orientale);9;0.00184766988298
11013;2650;Edegem;4871;670;UNIVERSITAIR ZIEKENHUIS;Gand;7;0.00143707657565
11013;2650;Edegem;4871;682;AZ MONICA;Anvers;314;0.06446314925067
11013;2650;Edegem;4871;689;IMELDA ZIEKENHUIS;Bonheiden;12;0.00246355984397
11013;2650;Edegem;4871;710;AZ KLINA;Brasschaat;33;0.00677478957093
11013;2650;Edegem;4871;713;AZ JAN PALFIJN;Gand;9;0.00184766988298
11016;2910;Essen;3527;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;389;0.11029203288914
11016;2910;Essen;3527;26;AZ SINT-MAARTEN;Malines;5;0.00141763538418
11016;2910;Essen;3527;63;AZ TURNHOUT;Turnhout;5;0.00141763538418
11016;2910;Essen;3527;99;GZA- ZIEKENHUIZEN;Anvers;130;0.03685851998866
11016;2910;Essen;3527;104;AZ RIVIERENLAND;Rumst;5;0.00141763538418
11016;2910;Essen;3527;108;REGIONAAL ZIEKENHUIS HEILIG HART;Louvain;5;0.00141763538418
11016;2910;Essen;3527;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;165;0.04678196767791
11016;2910;Essen;3527;308;AZ HERENTALS;Herentals;8;0.00226821661469
11016;2910;Essen;3527;322;UZ LEUVEN;Louvain;51;0.01445988091863
11016;2910;Essen;3527;536;AZ VOORKEMPEN;Malle;244;0.06918060674794
11016;2910;Essen;3527;595;AZ NIKOLAAS;Saint-Nicolas (Flandre orientale);32;0.00907286645875
11016;2910;Essen;3527;682;AZ MONICA;Anvers;181;0.05131840090729
11016;2910;Essen;3527;710;AZ KLINA;Brasschaat;2281;0.64672526226255
11016;2910;Essen;3527;723;CHIREC - SARE;Anderlecht;5;0.00141763538418
11018;2620;Hemiksem;2494;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;451;0.18083400160385
11018;2620;Hemiksem;2494;26;AZ SINT-MAARTEN;Malines;15;0.00601443464314
11018;2620;Hemiksem;2494;97;HEILIG HART ZIEKENHUIS;Lierre;11;0.00441058540497
11018;2620;Hemiksem;2494;99;GZA- ZIEKENHUIZEN;Anvers;526;0.21090617481957
11018;2620;Hemiksem;2494;104;AZ RIVIERENLAND;Rumst;936;0.37530072173216
11018;2620;Hemiksem;2494;143;UNIVERSITAIR ZIEKENHUIS BRUSSEL;Jette;12;0.00481154771451
11018;2620;Hemiksem;2494;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;299;0.11988773055333
11018;2620;Hemiksem;2494;322;UZ LEUVEN;Louvain;15;0.00601443464314
11018;2620;Hemiksem;2494;595;AZ NIKOLAAS;Saint-Nicolas (Flandre orientale);19;0.00761828388132
11018;2620;Hemiksem;2494;682;AZ MONICA;Anvers;176;0.07056936647955
11018;2620;Hemiksem;2494;710;AZ KLINA;Brasschaat;5;0.00200481154771
11021;2540;Hove;1750;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;184;0.10514285714286
11021;2540;Hove;1750;26;AZ SINT-MAARTEN;Malines;39;0.02228571428571
11021;2540;Hove;1750;97;HEILIG HART ZIEKENHUIS;Lierre;54;0.03085714285714
11021;2540;Hove;1750;99;GZA- ZIEKENHUIZEN;Anvers;915;0.52285714285714
11021;2540;Hove;1750;104;AZ RIVIERENLAND;Rumst;61;0.03485714285714
11021;2540;Hove;1750;108;REGIONAAL ZIEKENHUIS HEILIG HART;Louvain;6;0.00342857142857
11021;2540;Hove;1750;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;235;0.13428571428571
11021;2540;Hove;1750;322;UZ LEUVEN;Louvain;52;0.02971428571429
11021;2540;Hove;1750;403;CLINIQUES UNIVERSITAIRES ST.-LUC;Woluwe-Saint-Lambert;7;0.004
11021;2540;Hove;1750;595;AZ NIKOLAAS;Saint-Nicolas (Flandre orientale);13;0.00742857142857
11021;2540;Hove;1750;670;UNIVERSITAIR ZIEKENHUIS;Gand;9;0.00514285714286
11021;2540;Hove;1750;682;AZ MONICA;Anvers;147;0.084
11021;2540;Hove;1750;710;AZ KLINA;Brasschaat;6;0.00342857142857
11022;2920;Kalmthout;3478;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;464;0.13341000575043
11022;2920;Kalmthout;3478;63;AZ TURNHOUT;Turnhout;5;0.00143760782059
11022;2920;Kalmthout;3478;97;HEILIG HART ZIEKENHUIS;Lierre;10;0.00287521564117
11022;2920;Kalmthout;3478;99;GZA- ZIEKENHUIZEN;Anvers;172;0.04945370902818
11022;2920;Kalmthout;3478;102;HEILIG HART ZIEKENHUIS;Mol;6;0.0017251293847
11022;2920;Kalmthout;3478;104;AZ RIVIERENLAND;Rumst;11;0.00316273720529
11022;2920;Kalmthout;3478;108;REGIONAAL ZIEKENHUIS HEILIG HART;Louvain;5;0.00143760782059
11022;2920;Kalmthout;3478;126;ONZE-LIEVE-VROUW ZIEKENHUIS;Alost (Flandre orientale);7;0.00201265094882
11022;2920;Kalmthout;3478;243;JESSA ZIEKENHUIS;Hasselt;16;0.00460034502588
11022;2920;Kalmthout;3478;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;248;0.07130534790109
11022;2920;Kalmthout;3478;308;AZ HERENTALS;Herentals;9;0.00258769407706
11022;2920;Kalmthout;3478;322;UZ LEUVEN;Louvain;34;0.00977573317999
11022;2920;Kalmthout;3478;536;AZ VOORKEMPEN;Malle;242;0.06958021851639
11022;2920;Kalmthout;3478;595;AZ NIKOLAAS;Saint-Nicolas (Flandre orientale);13;0.00373778033353
11022;2920;Kalmthout;3478;670;UNIVERSITAIR ZIEKENHUIS;Gand;25;0.00718803910293
11022;2920;Kalmthout;3478;682;AZ MONICA;Anvers;182;0.05232892466935
11022;2920;Kalmthout;3478;710;AZ KLINA;Brasschaat;1998;0.57446808510638
11022;2920;Kalmthout;3478;723;CHIREC - SARE;Anderlecht;9;0.00258769407706
11023;2950;Kapellen (Anvers);5511;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;963;0.17474142623843
11023;2950;Kapellen (Anvers);5511;26;AZ SINT-MAARTEN;Malines;29;0.00526220286699
11023;2950;Kapellen (Anvers);5511;63;AZ TURNHOUT;Turnhout;10;0.00181455271276
11023;2950;Kapellen (Anvers);5511;97;HEILIG HART ZIEKENHUIS;Lierre;11;0.00199600798403
11023;2950;Kapellen (Anvers);5511;99;GZA- ZIEKENHUIZEN;Anvers;388;0.07040464525494
11023;2950;Kapellen (Anvers);5511;104;AZ RIVIERENLAND;Rumst;14;0.00254037379786
11023;2950;Kapellen (Anvers);5511;108;REGIONAAL ZIEKENHUIS HEILIG HART;Louvain;5;0.00090727635638
11023;2950;Kapellen (Anvers);5511;126;ONZE-LIEVE-VROUW ZIEKENHUIS;Alost (Flandre orientale);5;0.00090727635638
11023;2950;Kapellen (Anvers);5511;143;UNIVERSITAIR ZIEKENHUIS BRUSSEL;Jette;32;0.00580656868082
11023;2950;Kapellen (Anvers);5511;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;389;0.07058610052622
11023;2950;Kapellen (Anvers);5511;322;UZ LEUVEN;Louvain;120;0.02177463255308
11023;2950;Kapellen (Anvers);5511;536;AZ VOORKEMPEN;Malle;55;0.00998003992016
11023;2950;Kapellen (Anvers);5511;595;AZ NIKOLAAS;Saint-Nicolas (Flandre orientale);52;0.00943567410633
11023;2950;Kapellen (Anvers);5511;682;AZ MONICA;Anvers;350;0.06350934494647
11023;2950;Kapellen (Anvers);5511;689;IMELDA ZIEKENHUIS;Bonheiden;8;0.00145164217021
11023;2950;Kapellen (Anvers);5511;710;AZ KLINA;Brasschaat;3024;0.54872074033751
11023;2950;Kapellen (Anvers);5511;723;CHIREC - SARE;Anderlecht;5;0.00090727635638
11024;2550;Kontich;4591;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;516;0.11239381398388
11024;2550;Kontich;4591;26;AZ SINT-MAARTEN;Malines;463;0.10084948812895
11024;2550;Kontich;4591;97;HEILIG HART ZIEKENHUIS;Lierre;170;0.03702896972337
11024;2550;Kontich;4591;99;GZA- ZIEKENHUIZEN;Anvers;1675;0.36484426050969
11024;2550;Kontich;4591;104;AZ RIVIERENLAND;Rumst;351;0.07645393160531
11024;2550;Kontich;4591;108;REGIONAAL ZIEKENHUIS HEILIG HART;Louvain;20;0.00435634937922
11024;2550;Kontich;4591;143;UNIVERSITAIR ZIEKENHUIS BRUSSEL;Jette;13;0.00283162709649
11024;2550;Kontich;4591;204;ALGEMEEN ZIEKENHUIS JAN PORTAELS;Vilvorde;16;0.00348507950338
11024;2550;Kontich;4591;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;830;0.18078849923764
11024;2550;Kontich;4591;308;AZ HERENTALS;Herentals;6;0.00130690481377
11024;2550;Kontich;4591;322;UZ LEUVEN;Louvain;70;0.01524722282727
11024;2550;Kontich;4591;371;ZIEKENHUIS OOST-LIMBURG;Genk;7;0.00152472228273
11024;2550;Kontich;4591;595;AZ NIKOLAAS;Saint-Nicolas (Flandre orientale);18;0.0039207144413
11024;2550;Kontich;4591;670;UNIVERSITAIR ZIEKENHUIS;Gand;5;0.00108908734481
11024;2550;Kontich;4591;682;AZ MONICA;Anvers;348;0.07580047919843
11024;2550;Kontich;4591;689;IMELDA ZIEKENHUIS;Bonheiden;43;0.00936615116532
11024;2550;Kontich;4591;710;AZ KLINA;Brasschaat;10;0.00217817468961
11024;2550;Kontich;4591;713;AZ JAN PALFIJN;Gand;6;0.00130690481377
11025;2547;Lint;1889;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;111;0.05876124933827
11025;2547;Lint;1889;26;AZ SINT-MAARTEN;Malines;497;0.26310217046056
11025;2547;Lint;1889;97;HEILIG HART ZIEKENHUIS;Lierre;351;0.18581259925887
11025;2547;Lint;1889;99;GZA- ZIEKENHUIZEN;Anvers;440;0.23292747485442
11025;2547;Lint;1889;104;AZ RIVIERENLAND;Rumst;48;0.02541026998412
11025;2547;Lint;1889;108;REGIONAAL ZIEKENHUIS HEILIG HART;Louvain;6;0.00317628374801
11025;2547;Lint;1889;143;UNIVERSITAIR ZIEKENHUIS BRUSSEL;Jette;7;0.00370566437268
