nis_code_patiënt;postcode_patiënt;gemeente_patiënt;aantal_verblijven_per_gemeente_patient;klasse;aantal_verblijven_per_leeftijd;erkenningsnummer_ziekenhuis;naam_ziekenhuis;gemeente_ziekenhuis;aantal_verblijven_per_ziekenhuis_gemeente_patient_leeftijd;marktaandeel
11002;2000;Antwerpen;78293;Jonger dan 15 jaar;8163;536;AZ Sint-Jozef Malle;Malle;41;0.0050227
11002;2000;Antwerpen;78293;Jonger dan 15 jaar;8163;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);20;0.0024501
11002;2000;Antwerpen;78293;Jonger dan 15 jaar;8163;670;UZ Gent;Gent;75;0.0091878
11002;2000;Antwerpen;78293;Jonger dan 15 jaar;8163;682;AZ Monica;Antwerpen;1097;0.1343869
11002;2000;Antwerpen;78293;Jonger dan 15 jaar;8163;709;AZ St.-Dimpna;Geel;6;0.000735
11002;2000;Antwerpen;78293;Jonger dan 15 jaar;8163;710;AZ Klina;Brasschaat;255;0.0312385
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;14099;0.3625447
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;12;AZ Sint-Blasius;Dendermonde;16;0.0004114
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;17;AZ Maria Middelares;Gent;30;0.0007714
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;20;CHR de Verviers;Verviers;5;0.0001286
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;26;AZ Sint-Maarten;Mechelen;158;0.0040628
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;32;AZ Alma;Eeklo;5;0.0001286
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;49;AZ Sint-Jan Brugge - Oostende;Brugge;38;0.0009771
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;63;AZ Turnhout;Turnhout;93;0.0023914
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;76;UMC Sint-Pieter;Brussel;20;0.0005143
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;77;UVC Brugmann;Brussel;18;0.0004629
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;87;Iris Ziekenhuizen Zuid;Etterbeek;24;0.0006171
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;97;Heilig-Hartziekenhuis;Lier;90;0.0023143
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;99;GZA ziekenhuizen;Antwerpen;10484;0.2695878
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;102;Heilig-Hartziekenhuis;Mol;22;0.0005657
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;104;AZ Rivierenland;Rumst;198;0.0050914
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;106;AZ Sint-Maria;Halle (Vlaams-Brabant);8;0.0002057
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;108;RZ Heilig Hart;Leuven;14;0.00036
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;109;RZ Heilig Hart Tienen;Tienen;5;0.0001286
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;110;Kliniek Sint-Jan;Brussel;13;0.0003343
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;111;Europaziekenhuizen;Ukkel;11;0.0002829
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;117;AZ Delta;Roeselare;17;0.0004371
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;124;VZW Sint-Jozefskliniek;Izegem;5;0.0001286
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;126;Onze-Lieve-Vrouwziekenhuis;Aalst (Oost-Vlaanderen);55;0.0014143
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;140;AZ Sint-Lucas Brugge;Brugge;48;0.0012343
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;143;UZ Brussel;Jette;92;0.0023657
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;150;Universitair Kinderziekenhuis Koningin Fabiola;Brussel;5;0.0001286
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;176;Algemeen Stedelijk Ziekenhuis;Aalst (Oost-Vlaanderen);7;0.00018
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;204;AZ Jan Portaels;Vilvoorde;23;0.0005914
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;217;AZ Sint-Elisabeth;Zottegem;6;0.0001543
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;243;Jessa Ziekenhuis;Hasselt;36;0.0009257
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;265;AZ Lokeren;Lokeren;5;0.0001286
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;290;AZ Sint-Lucas;Gent;24;0.0006171
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;300;UZ Antwerpen;Edegem;4846;0.1246111
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;308;AZ Herentals;Herentals;63;0.00162
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;310;AZ West;Veurne;9;0.0002314
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;322;UZ Leuven;Leuven;651;0.01674
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;332;CHIREC - Delta Ziekenhuis;Oudergem;29;0.0007457
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;371;Ziekenhuis Oost-Limburg;Genk;27;0.0006943
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;392;AZ Zeno;Knokke-Heist;25;0.0006429
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;395;Sint-Andriesziekenhuis;Tielt (West-Vlaanderen);10;0.0002571
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;396;AZ Groeninge;Kortrijk;16;0.0004114
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;397;OLV van Lourdes Ziekenhuis Waregem;Waregem;9;0.0002314
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;56;0.00144
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;24;0.0006171
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;412;CHR de la Citadelle;Luik;7;0.00018
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;525;AZ Damiaan Oostende;Oostende;13;0.0003343
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;536;AZ Sint-Jozef Malle;Malle;162;0.0041657
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);175;0.0045
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;670;UZ Gent;Gent;165;0.0042428
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;682;AZ Monica;Antwerpen;5131;0.1319396
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;689;Imelda Ziekenhuis;Bonheiden;52;0.0013371
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;709;AZ St.-Dimpna;Geel;38;0.0009771
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;710;AZ Klina;Brasschaat;1566;0.0402685
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;712;AZ Diest;Diest;5;0.0001286
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;713;AZ Jan Palfijn Gent;Gent;30;0.0007714
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;714;Sint-Franciscusziekenhuis;Heusden-Zolder;10;0.0002571
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;716;AZ Vesalius;Tongeren;11;0.0002829
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;717;Ziekenhuis Maas en Kempen;Maaseik;7;0.00018
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;719;Mariaziekenhuis Noord-Limburg;Pelt;10;0.0002571
11002;2000;Antwerpen;78293;Tussen 15 en 64 jaar;38889;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;12;0.0003086
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;13566;0.4342371
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;12;AZ Sint-Blasius;Dendermonde;8;0.0002561
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;17;AZ Maria Middelares;Gent;10;0.0003201
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;26;AZ Sint-Maarten;Mechelen;49;0.0015685
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;32;AZ Alma;Eeklo;6;0.0001921
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;49;AZ Sint-Jan Brugge - Oostende;Brugge;61;0.0019526
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;63;AZ Turnhout;Turnhout;34;0.0010883
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;76;UMC Sint-Pieter;Brussel;7;0.0002241
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;79;Jules Bordet Instituut;Brussel;7;0.0002241
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;97;Heilig-Hartziekenhuis;Lier;55;0.0017605
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;99;GZA ziekenhuizen;Antwerpen;8329;0.2666048
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;104;AZ Rivierenland;Rumst;115;0.0036811
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;111;Europaziekenhuizen;Ukkel;6;0.0001921
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;117;AZ Delta;Roeselare;5;0.00016
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;126;Onze-Lieve-Vrouwziekenhuis;Aalst (Oost-Vlaanderen);71;0.0022727
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;143;UZ Brussel;Jette;28;0.0008963
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;176;Algemeen Stedelijk Ziekenhuis;Aalst (Oost-Vlaanderen);5;0.00016
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;204;AZ Jan Portaels;Vilvoorde;12;0.0003841
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;290;AZ Sint-Lucas;Gent;13;0.0004161
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;300;UZ Antwerpen;Edegem;2305;0.0737812
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;308;AZ Herentals;Herentals;31;0.0009923
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;310;AZ West;Veurne;20;0.0006402
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;322;UZ Leuven;Leuven;212;0.006786
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;332;CHIREC - Delta Ziekenhuis;Oudergem;9;0.0002881
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;371;Ziekenhuis Oost-Limburg;Genk;14;0.0004481
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;392;AZ Zeno;Knokke-Heist;34;0.0010883
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;25;0.0008002
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;8;0.0002561
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;525;AZ Damiaan Oostende;Oostende;29;0.0009283
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;536;AZ Sint-Jozef Malle;Malle;101;0.0032329
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);98;0.0031369
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;670;UZ Gent;Gent;51;0.0016325
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;682;AZ Monica;Antwerpen;4423;0.1415768
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;689;Imelda Ziekenhuis;Bonheiden;28;0.0008963
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;709;AZ St.-Dimpna;Geel;29;0.0009283
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;710;AZ Klina;Brasschaat;1352;0.0432765
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;713;AZ Jan Palfijn Gent;Gent;8;0.0002561
11002;2000;Antwerpen;78293;65 jaar en ouder;31241;714;Sint-Franciscusziekenhuis;Heusden-Zolder;6;0.0001921
11004;2530;Boechout;2013;Jonger dan 15 jaar;152;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;16;0.1052632
11004;2530;Boechout;2013;Jonger dan 15 jaar;152;97;Heilig-Hartziekenhuis;Lier;26;0.1710526
11004;2530;Boechout;2013;Jonger dan 15 jaar;152;99;GZA ziekenhuizen;Antwerpen;50;0.3289474
11004;2530;Boechout;2013;Jonger dan 15 jaar;152;300;UZ Antwerpen;Edegem;33;0.2171053
11004;2530;Boechout;2013;Jonger dan 15 jaar;152;322;UZ Leuven;Leuven;7;0.0460526
11004;2530;Boechout;2013;Jonger dan 15 jaar;152;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;9;0.0592105
11004;2530;Boechout;2013;Jonger dan 15 jaar;152;682;AZ Monica;Antwerpen;6;0.0394737
11004;2530;Boechout;2013;Tussen 15 en 64 jaar;1017;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;118;0.1160275
11004;2530;Boechout;2013;Tussen 15 en 64 jaar;1017;26;AZ Sint-Maarten;Mechelen;49;0.0481809
11004;2530;Boechout;2013;Tussen 15 en 64 jaar;1017;97;Heilig-Hartziekenhuis;Lier;174;0.1710914
11004;2530;Boechout;2013;Tussen 15 en 64 jaar;1017;99;GZA ziekenhuizen;Antwerpen;349;0.3431662
11004;2530;Boechout;2013;Tussen 15 en 64 jaar;1017;104;AZ Rivierenland;Rumst;9;0.0088496
11004;2530;Boechout;2013;Tussen 15 en 64 jaar;1017;300;UZ Antwerpen;Edegem;150;0.1474926
11004;2530;Boechout;2013;Tussen 15 en 64 jaar;1017;322;UZ Leuven;Leuven;22;0.0216323
11004;2530;Boechout;2013;Tussen 15 en 64 jaar;1017;682;AZ Monica;Antwerpen;94;0.0924287
11004;2530;Boechout;2013;Tussen 15 en 64 jaar;1017;689;Imelda Ziekenhuis;Bonheiden;6;0.0058997
11004;2530;Boechout;2013;Tussen 15 en 64 jaar;1017;710;AZ Klina;Brasschaat;10;0.0098328
11004;2530;Boechout;2013;65 jaar en ouder;844;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;84;0.0995261
11004;2530;Boechout;2013;65 jaar en ouder;844;26;AZ Sint-Maarten;Mechelen;11;0.0130332
11004;2530;Boechout;2013;65 jaar en ouder;844;97;Heilig-Hartziekenhuis;Lier;222;0.2630332
11004;2530;Boechout;2013;65 jaar en ouder;844;99;GZA ziekenhuizen;Antwerpen;331;0.3921801
11004;2530;Boechout;2013;65 jaar en ouder;844;300;UZ Antwerpen;Edegem;99;0.1172986
11004;2530;Boechout;2013;65 jaar en ouder;844;322;UZ Leuven;Leuven;9;0.0106635
11004;2530;Boechout;2013;65 jaar en ouder;844;682;AZ Monica;Antwerpen;57;0.0675355
11004;2530;Boechout;2013;65 jaar en ouder;844;689;Imelda Ziekenhuis;Bonheiden;5;0.0059242
11004;2530;Boechout;2013;65 jaar en ouder;844;710;AZ Klina;Brasschaat;7;0.0082938
11005;2850;Boom;3018;Jonger dan 15 jaar;247;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;38;0.1538462
11005;2850;Boom;3018;Jonger dan 15 jaar;247;26;AZ Sint-Maarten;Mechelen;11;0.0445344
11005;2850;Boom;3018;Jonger dan 15 jaar;247;99;GZA ziekenhuizen;Antwerpen;43;0.1740891
11005;2850;Boom;3018;Jonger dan 15 jaar;247;104;AZ Rivierenland;Rumst;8;0.0323887
11005;2850;Boom;3018;Jonger dan 15 jaar;247;143;UZ Brussel;Jette;6;0.0242915
11005;2850;Boom;3018;Jonger dan 15 jaar;247;300;UZ Antwerpen;Edegem;119;0.4817814
11005;2850;Boom;3018;Jonger dan 15 jaar;247;322;UZ Leuven;Leuven;6;0.0242915
11005;2850;Boom;3018;Tussen 15 en 64 jaar;1480;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;139;0.0939189
11005;2850;Boom;3018;Tussen 15 en 64 jaar;1480;26;AZ Sint-Maarten;Mechelen;65;0.0439189
11005;2850;Boom;3018;Tussen 15 en 64 jaar;1480;77;UVC Brugmann;Brussel;8;0.0054054
11005;2850;Boom;3018;Tussen 15 en 64 jaar;1480;87;Iris Ziekenhuizen Zuid;Etterbeek;5;0.0033784
11005;2850;Boom;3018;Tussen 15 en 64 jaar;1480;97;Heilig-Hartziekenhuis;Lier;11;0.0074324
11005;2850;Boom;3018;Tussen 15 en 64 jaar;1480;99;GZA ziekenhuizen;Antwerpen;190;0.1283784
11005;2850;Boom;3018;Tussen 15 en 64 jaar;1480;104;AZ Rivierenland;Rumst;596;0.4027027
11005;2850;Boom;3018;Tussen 15 en 64 jaar;1480;143;UZ Brussel;Jette;15;0.0101351
11005;2850;Boom;3018;Tussen 15 en 64 jaar;1480;300;UZ Antwerpen;Edegem;302;0.2040541
11005;2850;Boom;3018;Tussen 15 en 64 jaar;1480;322;UZ Leuven;Leuven;33;0.0222973
11005;2850;Boom;3018;Tussen 15 en 64 jaar;1480;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);6;0.0040541
11005;2850;Boom;3018;Tussen 15 en 64 jaar;1480;670;UZ Gent;Gent;9;0.0060811
11005;2850;Boom;3018;Tussen 15 en 64 jaar;1480;682;AZ Monica;Antwerpen;34;0.022973
11005;2850;Boom;3018;Tussen 15 en 64 jaar;1480;689;Imelda Ziekenhuis;Bonheiden;22;0.0148649
11005;2850;Boom;3018;Tussen 15 en 64 jaar;1480;710;AZ Klina;Brasschaat;5;0.0033784
11005;2850;Boom;3018;65 jaar en ouder;1291;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;112;0.0867545
11005;2850;Boom;3018;65 jaar en ouder;1291;26;AZ Sint-Maarten;Mechelen;27;0.020914
11005;2850;Boom;3018;65 jaar en ouder;1291;99;GZA ziekenhuizen;Antwerpen;64;0.049574
11005;2850;Boom;3018;65 jaar en ouder;1291;104;AZ Rivierenland;Rumst;876;0.6785438
11005;2850;Boom;3018;65 jaar en ouder;1291;300;UZ Antwerpen;Edegem;176;0.1363284
11005;2850;Boom;3018;65 jaar en ouder;1291;682;AZ Monica;Antwerpen;8;0.0061967
11007;2150;Borsbeek;1770;Jonger dan 15 jaar;186;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;36;0.1935484
11007;2150;Borsbeek;1770;Jonger dan 15 jaar;186;99;GZA ziekenhuizen;Antwerpen;33;0.1774194
11007;2150;Borsbeek;1770;Jonger dan 15 jaar;186;300;UZ Antwerpen;Edegem;25;0.1344086
11007;2150;Borsbeek;1770;Jonger dan 15 jaar;186;536;AZ Sint-Jozef Malle;Malle;5;0.0268817
11007;2150;Borsbeek;1770;Jonger dan 15 jaar;186;682;AZ Monica;Antwerpen;76;0.4086022
11007;2150;Borsbeek;1770;Tussen 15 en 64 jaar;874;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;141;0.1613272
11007;2150;Borsbeek;1770;Tussen 15 en 64 jaar;874;26;AZ Sint-Maarten;Mechelen;5;0.0057208
11007;2150;Borsbeek;1770;Tussen 15 en 64 jaar;874;97;Heilig-Hartziekenhuis;Lier;16;0.0183066
11007;2150;Borsbeek;1770;Tussen 15 en 64 jaar;874;99;GZA ziekenhuizen;Antwerpen;152;0.173913
11007;2150;Borsbeek;1770;Tussen 15 en 64 jaar;874;300;UZ Antwerpen;Edegem;118;0.1350114
11007;2150;Borsbeek;1770;Tussen 15 en 64 jaar;874;322;UZ Leuven;Leuven;8;0.0091533
11007;2150;Borsbeek;1770;Tussen 15 en 64 jaar;874;536;AZ Sint-Jozef Malle;Malle;5;0.0057208
11007;2150;Borsbeek;1770;Tussen 15 en 64 jaar;874;670;UZ Gent;Gent;5;0.0057208
11007;2150;Borsbeek;1770;Tussen 15 en 64 jaar;874;682;AZ Monica;Antwerpen;393;0.4496568
11007;2150;Borsbeek;1770;Tussen 15 en 64 jaar;874;710;AZ Klina;Brasschaat;9;0.0102975
11007;2150;Borsbeek;1770;65 jaar en ouder;710;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;150;0.2112676
11007;2150;Borsbeek;1770;65 jaar en ouder;710;97;Heilig-Hartziekenhuis;Lier;12;0.0169014
11007;2150;Borsbeek;1770;65 jaar en ouder;710;99;GZA ziekenhuizen;Antwerpen;97;0.1366197
11007;2150;Borsbeek;1770;65 jaar en ouder;710;300;UZ Antwerpen;Edegem;77;0.1084507
11007;2150;Borsbeek;1770;65 jaar en ouder;710;682;AZ Monica;Antwerpen;352;0.4957746
11008;2930;Brasschaat;5841;Jonger dan 15 jaar;340;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;39;0.1147059
11008;2930;Brasschaat;5841;Jonger dan 15 jaar;340;99;GZA ziekenhuizen;Antwerpen;12;0.0352941
11008;2930;Brasschaat;5841;Jonger dan 15 jaar;340;300;UZ Antwerpen;Edegem;32;0.0941176
11008;2930;Brasschaat;5841;Jonger dan 15 jaar;340;536;AZ Sint-Jozef Malle;Malle;16;0.0470588
11008;2930;Brasschaat;5841;Jonger dan 15 jaar;340;682;AZ Monica;Antwerpen;11;0.0323529
11008;2930;Brasschaat;5841;Jonger dan 15 jaar;340;710;AZ Klina;Brasschaat;218;0.6411765
11008;2930;Brasschaat;5841;Tussen 15 en 64 jaar;2650;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;322;0.1215094
11008;2930;Brasschaat;5841;Tussen 15 en 64 jaar;2650;26;AZ Sint-Maarten;Mechelen;7;0.0026415
11008;2930;Brasschaat;5841;Tussen 15 en 64 jaar;2650;49;AZ Sint-Jan Brugge - Oostende;Brugge;5;0.0018868
11008;2930;Brasschaat;5841;Tussen 15 en 64 jaar;2650;63;AZ Turnhout;Turnhout;9;0.0033962
11008;2930;Brasschaat;5841;Tussen 15 en 64 jaar;2650;97;Heilig-Hartziekenhuis;Lier;8;0.0030189
11008;2930;Brasschaat;5841;Tussen 15 en 64 jaar;2650;99;GZA ziekenhuizen;Antwerpen;124;0.0467925
11008;2930;Brasschaat;5841;Tussen 15 en 64 jaar;2650;104;AZ Rivierenland;Rumst;10;0.0037736
11008;2930;Brasschaat;5841;Tussen 15 en 64 jaar;2650;143;UZ Brussel;Jette;12;0.0045283
11008;2930;Brasschaat;5841;Tussen 15 en 64 jaar;2650;300;UZ Antwerpen;Edegem;352;0.1328302
