nis_code_patiënt;postcode_patiënt;gemeente_patiënt;aantal_verblijven_per_gemeente_patient;klasse;aantal_verblijven_per_leeftijd;erkenningsnummer_ziekenhuis;naam_ziekenhuis;gemeente_ziekenhuis;aantal_verblijven_per_ziekenhuis_gemeente_patient_leeftijd;marktaandeel
11002;2000;Antwerpen;90375;65 jaar en ouder;32616;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;5;0.0001533
11002;2000;Antwerpen;90375;65 jaar en ouder;32616;525;AZ Damiaan Oostende;Oostende;9;0.0002759
11002;2000;Antwerpen;90375;65 jaar en ouder;32616;536;AZ Sint-Jozef Malle;Malle;76;0.0023301
11002;2000;Antwerpen;90375;65 jaar en ouder;32616;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);117;0.0035872
11002;2000;Antwerpen;90375;65 jaar en ouder;32616;670;UZ Gent;Gent;8;0.0002453
11002;2000;Antwerpen;90375;65 jaar en ouder;32616;682;AZ Monica;Antwerpen;5400;0.1655629
11002;2000;Antwerpen;90375;65 jaar en ouder;32616;689;Imelda Ziekenhuis;Bonheiden;56;0.0017169
11002;2000;Antwerpen;90375;65 jaar en ouder;32616;709;AZ St.-Dimpna;Geel;12;0.0003679
11002;2000;Antwerpen;90375;65 jaar en ouder;32616;710;AZ Klina;Brasschaat;1189;0.0364545
11004;2530;Boechout;2563;Jonger dan 15 jaar;104;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;26;0.25
11004;2530;Boechout;2563;Jonger dan 15 jaar;104;26;AZ Sint-Maarten;Mechelen;16;0.1538462
11004;2530;Boechout;2563;Jonger dan 15 jaar;104;97;Heilig-Hartziekenhuis;Lier;12;0.1153846
11004;2530;Boechout;2563;Jonger dan 15 jaar;104;99;GZA ziekenhuizen;Antwerpen;29;0.2788462
11004;2530;Boechout;2563;Jonger dan 15 jaar;104;300;UZ Antwerpen;Edegem;7;0.0673077
11004;2530;Boechout;2563;Jonger dan 15 jaar;104;682;AZ Monica;Antwerpen;10;0.0961538
11004;2530;Boechout;2563;Tussen 15 en 64 jaar;1467;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;136;0.0927062
11004;2530;Boechout;2563;Tussen 15 en 64 jaar;1467;26;AZ Sint-Maarten;Mechelen;86;0.058623
11004;2530;Boechout;2563;Tussen 15 en 64 jaar;1467;97;Heilig-Hartziekenhuis;Lier;206;0.1404226
11004;2530;Boechout;2563;Tussen 15 en 64 jaar;1467;99;GZA ziekenhuizen;Antwerpen;651;0.4437628
11004;2530;Boechout;2563;Tussen 15 en 64 jaar;1467;300;UZ Antwerpen;Edegem;173;0.1179277
11004;2530;Boechout;2563;Tussen 15 en 64 jaar;1467;314;AZ Rivierenland;Rumst;14;0.0095433
11004;2530;Boechout;2563;Tussen 15 en 64 jaar;1467;322;UZ Leuven;Leuven;15;0.0102249
11004;2530;Boechout;2563;Tussen 15 en 64 jaar;1467;682;AZ Monica;Antwerpen;125;0.0852079
11004;2530;Boechout;2563;Tussen 15 en 64 jaar;1467;689;Imelda Ziekenhuis;Bonheiden;14;0.0095433
11004;2530;Boechout;2563;Tussen 15 en 64 jaar;1467;710;AZ Klina;Brasschaat;7;0.0047716
11004;2530;Boechout;2563;65 jaar en ouder;992;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;106;0.1068548
11004;2530;Boechout;2563;65 jaar en ouder;992;26;AZ Sint-Maarten;Mechelen;60;0.0604839
11004;2530;Boechout;2563;65 jaar en ouder;992;97;Heilig-Hartziekenhuis;Lier;232;0.233871
11004;2530;Boechout;2563;65 jaar en ouder;992;99;GZA ziekenhuizen;Antwerpen;389;0.3921371
11004;2530;Boechout;2563;65 jaar en ouder;992;300;UZ Antwerpen;Edegem;102;0.1028226
11004;2530;Boechout;2563;65 jaar en ouder;992;314;AZ Rivierenland;Rumst;7;0.0070565
11004;2530;Boechout;2563;65 jaar en ouder;992;322;UZ Leuven;Leuven;7;0.0070565
11004;2530;Boechout;2563;65 jaar en ouder;992;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);6;0.0060484
11004;2530;Boechout;2563;65 jaar en ouder;992;682;AZ Monica;Antwerpen;61;0.0614919
11004;2530;Boechout;2563;65 jaar en ouder;992;689;Imelda Ziekenhuis;Bonheiden;10;0.0100806
11005;2850;Boom;3850;Jonger dan 15 jaar;268;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;47;0.1753731
11005;2850;Boom;3850;Jonger dan 15 jaar;268;99;GZA ziekenhuizen;Antwerpen;12;0.0447761
11005;2850;Boom;3850;Jonger dan 15 jaar;268;300;UZ Antwerpen;Edegem;29;0.108209
11005;2850;Boom;3850;Jonger dan 15 jaar;268;314;AZ Rivierenland;Rumst;146;0.5447761
11005;2850;Boom;3850;Tussen 15 en 64 jaar;2209;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;198;0.0896333
11005;2850;Boom;3850;Tussen 15 en 64 jaar;2209;26;AZ Sint-Maarten;Mechelen;63;0.0285197
11005;2850;Boom;3850;Tussen 15 en 64 jaar;2209;97;Heilig-Hartziekenhuis;Lier;6;0.0027162
11005;2850;Boom;3850;Tussen 15 en 64 jaar;2209;99;GZA ziekenhuizen;Antwerpen;288;0.1303757
11005;2850;Boom;3850;Tussen 15 en 64 jaar;2209;104;AZ Rivierenland;Rumst;92;0.0416478
11005;2850;Boom;3850;Tussen 15 en 64 jaar;2209;126;Onze-Lieve-Vrouwziekenhuis;Aalst (Oost-Vlaanderen);5;0.0022635
11005;2850;Boom;3850;Tussen 15 en 64 jaar;2209;143;UZ Brussel;Jette;22;0.0099593
11005;2850;Boom;3850;Tussen 15 en 64 jaar;2209;300;UZ Antwerpen;Edegem;253;0.1145315
11005;2850;Boom;3850;Tussen 15 en 64 jaar;2209;314;AZ Rivierenland;Rumst;1114;0.5043006
11005;2850;Boom;3850;Tussen 15 en 64 jaar;2209;322;UZ Leuven;Leuven;22;0.0099593
11005;2850;Boom;3850;Tussen 15 en 64 jaar;2209;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;6;0.0027162
11005;2850;Boom;3850;Tussen 15 en 64 jaar;2209;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);11;0.0049796
11005;2850;Boom;3850;Tussen 15 en 64 jaar;2209;682;AZ Monica;Antwerpen;64;0.0289724
11005;2850;Boom;3850;Tussen 15 en 64 jaar;2209;689;Imelda Ziekenhuis;Bonheiden;15;0.0067904
11005;2850;Boom;3850;Tussen 15 en 64 jaar;2209;710;AZ Klina;Brasschaat;14;0.0063377
11005;2850;Boom;3850;65 jaar en ouder;1373;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;110;0.0801165
11005;2850;Boom;3850;65 jaar en ouder;1373;26;AZ Sint-Maarten;Mechelen;35;0.0254916
11005;2850;Boom;3850;65 jaar en ouder;1373;99;GZA ziekenhuizen;Antwerpen;132;0.0961398
11005;2850;Boom;3850;65 jaar en ouder;1373;104;AZ Rivierenland;Rumst;49;0.0356883
11005;2850;Boom;3850;65 jaar en ouder;1373;300;UZ Antwerpen;Edegem;192;0.1398398
11005;2850;Boom;3850;65 jaar en ouder;1373;314;AZ Rivierenland;Rumst;825;0.600874
11005;2850;Boom;3850;65 jaar en ouder;1373;682;AZ Monica;Antwerpen;6;0.00437
11005;2850;Boom;3850;65 jaar en ouder;1373;710;AZ Klina;Brasschaat;5;0.0036417
11007;2150;Borsbeek;2143;Jonger dan 15 jaar;144;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;52;0.3611111
11007;2150;Borsbeek;2143;Jonger dan 15 jaar;144;97;Heilig-Hartziekenhuis;Lier;5;0.0347222
11007;2150;Borsbeek;2143;Jonger dan 15 jaar;144;99;GZA ziekenhuizen;Antwerpen;18;0.125
11007;2150;Borsbeek;2143;Jonger dan 15 jaar;144;300;UZ Antwerpen;Edegem;13;0.0902778
11007;2150;Borsbeek;2143;Jonger dan 15 jaar;144;682;AZ Monica;Antwerpen;46;0.3194444
11007;2150;Borsbeek;2143;Tussen 15 en 64 jaar;1175;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;237;0.2017021
11007;2150;Borsbeek;2143;Tussen 15 en 64 jaar;1175;26;AZ Sint-Maarten;Mechelen;18;0.0153191
11007;2150;Borsbeek;2143;Tussen 15 en 64 jaar;1175;97;Heilig-Hartziekenhuis;Lier;25;0.0212766
11007;2150;Borsbeek;2143;Tussen 15 en 64 jaar;1175;99;GZA ziekenhuizen;Antwerpen;300;0.2553191
11007;2150;Borsbeek;2143;Tussen 15 en 64 jaar;1175;143;UZ Brussel;Jette;5;0.0042553
11007;2150;Borsbeek;2143;Tussen 15 en 64 jaar;1175;300;UZ Antwerpen;Edegem;87;0.0740426
11007;2150;Borsbeek;2143;Tussen 15 en 64 jaar;1175;536;AZ Sint-Jozef Malle;Malle;5;0.0042553
11007;2150;Borsbeek;2143;Tussen 15 en 64 jaar;1175;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);18;0.0153191
11007;2150;Borsbeek;2143;Tussen 15 en 64 jaar;1175;682;AZ Monica;Antwerpen;455;0.387234
11007;2150;Borsbeek;2143;Tussen 15 en 64 jaar;1175;710;AZ Klina;Brasschaat;10;0.0085106
11007;2150;Borsbeek;2143;65 jaar en ouder;824;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;165;0.2002427
11007;2150;Borsbeek;2143;65 jaar en ouder;824;26;AZ Sint-Maarten;Mechelen;5;0.006068
11007;2150;Borsbeek;2143;65 jaar en ouder;824;97;Heilig-Hartziekenhuis;Lier;21;0.0254854
11007;2150;Borsbeek;2143;65 jaar en ouder;824;99;GZA ziekenhuizen;Antwerpen;146;0.1771845
11007;2150;Borsbeek;2143;65 jaar en ouder;824;300;UZ Antwerpen;Edegem;42;0.0509709
11007;2150;Borsbeek;2143;65 jaar en ouder;824;682;AZ Monica;Antwerpen;430;0.5218447
11007;2150;Borsbeek;2143;65 jaar en ouder;824;710;AZ Klina;Brasschaat;6;0.0072816
11008;2930;Brasschaat;7376;Jonger dan 15 jaar;395;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;68;0.1721519
11008;2930;Brasschaat;7376;Jonger dan 15 jaar;395;99;GZA ziekenhuizen;Antwerpen;11;0.0278481
11008;2930;Brasschaat;7376;Jonger dan 15 jaar;395;143;UZ Brussel;Jette;6;0.0151899
11008;2930;Brasschaat;7376;Jonger dan 15 jaar;395;300;UZ Antwerpen;Edegem;66;0.1670886
11008;2930;Brasschaat;7376;Jonger dan 15 jaar;395;536;AZ Sint-Jozef Malle;Malle;12;0.0303797
11008;2930;Brasschaat;7376;Jonger dan 15 jaar;395;670;UZ Gent;Gent;17;0.043038
11008;2930;Brasschaat;7376;Jonger dan 15 jaar;395;682;AZ Monica;Antwerpen;28;0.0708861
11008;2930;Brasschaat;7376;Jonger dan 15 jaar;395;710;AZ Klina;Brasschaat;178;0.4506329
11008;2930;Brasschaat;7376;Tussen 15 en 64 jaar;3823;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;554;0.1449124
11008;2930;Brasschaat;7376;Tussen 15 en 64 jaar;3823;26;AZ Sint-Maarten;Mechelen;45;0.0117709
11008;2930;Brasschaat;7376;Tussen 15 en 64 jaar;3823;79;Jules Bordet Instituut;Brussel;21;0.0054931
11008;2930;Brasschaat;7376;Tussen 15 en 64 jaar;3823;97;Heilig-Hartziekenhuis;Lier;10;0.0026157
11008;2930;Brasschaat;7376;Tussen 15 en 64 jaar;3823;99;GZA ziekenhuizen;Antwerpen;338;0.0884122
11008;2930;Brasschaat;7376;Tussen 15 en 64 jaar;3823;104;AZ Rivierenland;Rumst;5;0.0013079
11008;2930;Brasschaat;7376;Tussen 15 en 64 jaar;3823;108;RZ Heilig Hart;Leuven;5;0.0013079
11008;2930;Brasschaat;7376;Tussen 15 en 64 jaar;3823;143;UZ Brussel;Jette;18;0.0047083
11008;2930;Brasschaat;7376;Tussen 15 en 64 jaar;3823;300;UZ Antwerpen;Edegem;147;0.0384515
11008;2930;Brasschaat;7376;Tussen 15 en 64 jaar;3823;308;AZ Herentals;Herentals;5;0.0013079
11008;2930;Brasschaat;7376;Tussen 15 en 64 jaar;3823;314;AZ Rivierenland;Rumst;12;0.0031389
11008;2930;Brasschaat;7376;Tussen 15 en 64 jaar;3823;322;UZ Leuven;Leuven;97;0.0253727
11008;2930;Brasschaat;7376;Tussen 15 en 64 jaar;3823;536;AZ Sint-Jozef Malle;Malle;83;0.0217107
11008;2930;Brasschaat;7376;Tussen 15 en 64 jaar;3823;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);19;0.0049699
