nis_code_patiënt;postcode_patiënt;gemeente_patiënt;aantal_verblijven_per_gemeente;categorie;aantal_verblijven_per_ziekenhuis_gemeente_patient;erkenningsnummer_ziekenhuis;naam_ziekenhuis;gemeente_ziekenhuis;marktaandeel
11021;2540;Hove;1186;Jonger dan 15 jaar;71;300;UZ Antwerpen;Edegem;0.3802817
11021;2540;Hove;1186;Tussen 15 en 64 jaar;478;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.083682
11021;2540;Hove;1186;Tussen 15 en 64 jaar;478;99;GZA ziekenhuizen;Antwerpen;0.4414226
11021;2540;Hove;1186;Tussen 15 en 64 jaar;478;300;UZ Antwerpen;Edegem;0.2677824
11021;2540;Hove;1186;65 jaar en ouder;637;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.0941915
11021;2540;Hove;1186;65 jaar en ouder;637;99;GZA ziekenhuizen;Antwerpen;0.5871272
11021;2540;Hove;1186;65 jaar en ouder;637;300;UZ Antwerpen;Edegem;0.1648352
11022;2920;Kalmthout;2521;Jonger dan 15 jaar;188;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.0957447
11022;2920;Kalmthout;2521;Jonger dan 15 jaar;188;300;UZ Antwerpen;Edegem;0.0638298
11022;2920;Kalmthout;2521;Jonger dan 15 jaar;188;536;AZ Sint-Jozef Malle;Malle;0.0797872
11022;2920;Kalmthout;2521;Jonger dan 15 jaar;188;710;AZ Klina;Brasschaat;0.712766
11022;2920;Kalmthout;2521;Tussen 15 en 64 jaar;1203;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1147132
11022;2920;Kalmthout;2521;Tussen 15 en 64 jaar;1203;99;GZA ziekenhuizen;Antwerpen;0.0532003
11022;2920;Kalmthout;2521;Tussen 15 en 64 jaar;1203;300;UZ Antwerpen;Edegem;0.1413134
11022;2920;Kalmthout;2521;Tussen 15 en 64 jaar;1203;710;AZ Klina;Brasschaat;0.5187032
11022;2920;Kalmthout;2521;65 jaar en ouder;1130;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.0831858
11022;2920;Kalmthout;2521;65 jaar en ouder;1130;300;UZ Antwerpen;Edegem;0.0867257
11022;2920;Kalmthout;2521;65 jaar en ouder;1130;536;AZ Sint-Jozef Malle;Malle;0.0513274
11022;2920;Kalmthout;2521;65 jaar en ouder;1130;710;AZ Klina;Brasschaat;0.6831858
11023;2950;Kapellen (Antwerpen);4003;Jonger dan 15 jaar;246;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1585366
11023;2950;Kapellen (Antwerpen);4003;Jonger dan 15 jaar;246;300;UZ Antwerpen;Edegem;0.0813008
11023;2950;Kapellen (Antwerpen);4003;Jonger dan 15 jaar;246;710;AZ Klina;Brasschaat;0.6341463
11023;2950;Kapellen (Antwerpen);4003;Tussen 15 en 64 jaar;1830;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1765027
11023;2950;Kapellen (Antwerpen);4003;Tussen 15 en 64 jaar;1830;99;GZA ziekenhuizen;Antwerpen;0.0715847
11023;2950;Kapellen (Antwerpen);4003;Tussen 15 en 64 jaar;1830;300;UZ Antwerpen;Edegem;0.1180328
11023;2950;Kapellen (Antwerpen);4003;Tussen 15 en 64 jaar;1830;710;AZ Klina;Brasschaat;0.4972678
11023;2950;Kapellen (Antwerpen);4003;65 jaar en ouder;1927;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1515309
11023;2950;Kapellen (Antwerpen);4003;65 jaar en ouder;1927;300;UZ Antwerpen;Edegem;0.0814738
11023;2950;Kapellen (Antwerpen);4003;65 jaar en ouder;1927;710;AZ Klina;Brasschaat;0.6761806
11024;2550;Kontich;3037;Jonger dan 15 jaar;181;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1160221
11024;2550;Kontich;3037;Jonger dan 15 jaar;181;97;Heilig-Hartziekenhuis;Lier;0.0773481
11024;2550;Kontich;3037;Jonger dan 15 jaar;181;99;GZA ziekenhuizen;Antwerpen;0.3867403
11024;2550;Kontich;3037;Jonger dan 15 jaar;181;300;UZ Antwerpen;Edegem;0.2596685
11024;2550;Kontich;3037;Jonger dan 15 jaar;181;670;UZ Gent;Gent;0.0718232
11024;2550;Kontich;3037;Tussen 15 en 64 jaar;1388;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.0943804
11024;2550;Kontich;3037;Tussen 15 en 64 jaar;1388;26;AZ Sint-Maarten;Mechelen;0.1123919
11024;2550;Kontich;3037;Tussen 15 en 64 jaar;1388;99;GZA ziekenhuizen;Antwerpen;0.3566282
11024;2550;Kontich;3037;Tussen 15 en 64 jaar;1388;300;UZ Antwerpen;Edegem;0.2449568
11024;2550;Kontich;3037;65 jaar en ouder;1468;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.096049
11024;2550;Kontich;3037;65 jaar en ouder;1468;26;AZ Sint-Maarten;Mechelen;0.1158038
11024;2550;Kontich;3037;65 jaar en ouder;1468;99;GZA ziekenhuizen;Antwerpen;0.4298365
11024;2550;Kontich;3037;65 jaar en ouder;1468;300;UZ Antwerpen;Edegem;0.2029973
11025;2547;Lint;1249;Jonger dan 15 jaar;107;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1121495
11025;2547;Lint;1249;Jonger dan 15 jaar;107;26;AZ Sint-Maarten;Mechelen;0.0841121
11025;2547;Lint;1249;Jonger dan 15 jaar;107;97;Heilig-Hartziekenhuis;Lier;0.1962617
11025;2547;Lint;1249;Jonger dan 15 jaar;107;99;GZA ziekenhuizen;Antwerpen;0.2990654
11025;2547;Lint;1249;Jonger dan 15 jaar;107;300;UZ Antwerpen;Edegem;0.1869159
11025;2547;Lint;1249;Jonger dan 15 jaar;107;322;UZ Leuven;Leuven;0.1028037
11025;2547;Lint;1249;Tussen 15 en 64 jaar;693;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.0721501
11025;2547;Lint;1249;Tussen 15 en 64 jaar;693;26;AZ Sint-Maarten;Mechelen;0.3290043
11025;2547;Lint;1249;Tussen 15 en 64 jaar;693;97;Heilig-Hartziekenhuis;Lier;0.1067821
11025;2547;Lint;1249;Tussen 15 en 64 jaar;693;99;GZA ziekenhuizen;Antwerpen;0.2164502
11025;2547;Lint;1249;Tussen 15 en 64 jaar;693;300;UZ Antwerpen;Edegem;0.1428571
11025;2547;Lint;1249;65 jaar en ouder;449;26;AZ Sint-Maarten;Mechelen;0.4120267
11025;2547;Lint;1249;65 jaar en ouder;449;97;Heilig-Hartziekenhuis;Lier;0.1737194
11025;2547;Lint;1249;65 jaar en ouder;449;99;GZA ziekenhuizen;Antwerpen;0.1514477
11025;2547;Lint;1249;65 jaar en ouder;449;300;UZ Antwerpen;Edegem;0.1135857
11029;2640;Mortsel;4039;Jonger dan 15 jaar;254;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.2086614
11029;2640;Mortsel;4039;Jonger dan 15 jaar;254;99;GZA ziekenhuizen;Antwerpen;0.507874
11029;2640;Mortsel;4039;Jonger dan 15 jaar;254;300;UZ Antwerpen;Edegem;0.1496063
11029;2640;Mortsel;4039;Tussen 15 en 64 jaar;1878;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1554846
11029;2640;Mortsel;4039;Tussen 15 en 64 jaar;1878;99;GZA ziekenhuizen;Antwerpen;0.5670927
11029;2640;Mortsel;4039;Tussen 15 en 64 jaar;1878;300;UZ Antwerpen;Edegem;0.1443024
11029;2640;Mortsel;4039;65 jaar en ouder;1907;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.162559
11029;2640;Mortsel;4039;65 jaar en ouder;1907;99;GZA ziekenhuizen;Antwerpen;0.6413214
11029;2640;Mortsel;4039;65 jaar en ouder;1907;300;UZ Antwerpen;Edegem;0.0770844
11030;2845;Niel;1774;Jonger dan 15 jaar;143;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.2587413
11030;2845;Niel;1774;Jonger dan 15 jaar;143;99;GZA ziekenhuizen;Antwerpen;0.2587413
11030;2845;Niel;1774;Jonger dan 15 jaar;143;300;UZ Antwerpen;Edegem;0.2797203
11030;2845;Niel;1774;Jonger dan 15 jaar;143;322;UZ Leuven;Leuven;0.0979021
11030;2845;Niel;1774;Tussen 15 en 64 jaar;880;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1113636
11030;2845;Niel;1774;Tussen 15 en 64 jaar;880;99;GZA ziekenhuizen;Antwerpen;0.1431818
11030;2845;Niel;1774;Tussen 15 en 64 jaar;880;300;UZ Antwerpen;Edegem;0.2079545
11030;2845;Niel;1774;Tussen 15 en 64 jaar;880;314;AZ Heilige Familie;Rumst;0.3818182
11030;2845;Niel;1774;65 jaar en ouder;751;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.126498
11030;2845;Niel;1774;65 jaar en ouder;751;99;GZA ziekenhuizen;Antwerpen;0.0838881
11030;2845;Niel;1774;65 jaar en ouder;751;300;UZ Antwerpen;Edegem;0.1091877
11030;2845;Niel;1774;65 jaar en ouder;751;314;AZ Heilige Familie;Rumst;0.5912117
11035;2520;Ranst;2798;Jonger dan 15 jaar;227;97;Heilig-Hartziekenhuis;Lier;0.3876652
11035;2520;Ranst;2798;Jonger dan 15 jaar;227;99;GZA ziekenhuizen;Antwerpen;0.0572687
11035;2520;Ranst;2798;Jonger dan 15 jaar;227;300;UZ Antwerpen;Edegem;0.0792952
11035;2520;Ranst;2798;Jonger dan 15 jaar;227;536;AZ Sint-Jozef Malle;Malle;0.2599119
11035;2520;Ranst;2798;Jonger dan 15 jaar;227;682;AZ Monica;Antwerpen;0.1189427
11035;2520;Ranst;2798;Tussen 15 en 64 jaar;1345;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.0966543
11035;2520;Ranst;2798;Tussen 15 en 64 jaar;1345;97;Heilig-Hartziekenhuis;Lier;0.2810409
11035;2520;Ranst;2798;Tussen 15 en 64 jaar;1345;99;GZA ziekenhuizen;Antwerpen;0.1033457
11035;2520;Ranst;2798;Tussen 15 en 64 jaar;1345;300;UZ Antwerpen;Edegem;0.1211896
11035;2520;Ranst;2798;Tussen 15 en 64 jaar;1345;536;AZ Sint-Jozef Malle;Malle;0.1122677
11035;2520;Ranst;2798;Tussen 15 en 64 jaar;1345;682;AZ Monica;Antwerpen;0.136803
11035;2520;Ranst;2798;65 jaar en ouder;1226;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.0668842
11035;2520;Ranst;2798;65 jaar en ouder;1226;97;Heilig-Hartziekenhuis;Lier;0.4461664
11035;2520;Ranst;2798;65 jaar en ouder;1226;99;GZA ziekenhuizen;Antwerpen;0.0570962
11035;2520;Ranst;2798;65 jaar en ouder;1226;300;UZ Antwerpen;Edegem;0.1199021
11035;2520;Ranst;2798;65 jaar en ouder;1226;536;AZ Sint-Jozef Malle;Malle;0.1264274
11035;2520;Ranst;2798;65 jaar en ouder;1226;682;AZ Monica;Antwerpen;0.1060359
11037;2840;Rumst;2337;Jonger dan 15 jaar;137;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.0510949
11037;2840;Rumst;2337;Jonger dan 15 jaar;137;26;AZ Sint-Maarten;Mechelen;0.1313869
11037;2840;Rumst;2337;Jonger dan 15 jaar;137;97;Heilig-Hartziekenhuis;Lier;0.080292
11037;2840;Rumst;2337;Jonger dan 15 jaar;137;99;GZA ziekenhuizen;Antwerpen;0.3138686
11037;2840;Rumst;2337;Jonger dan 15 jaar;137;300;UZ Antwerpen;Edegem;0.2627737
11037;2840;Rumst;2337;Tussen 15 en 64 jaar;1123;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.0667854
11037;2840;Rumst;2337;Tussen 15 en 64 jaar;1123;26;AZ Sint-Maarten;Mechelen;0.1745325
11037;2840;Rumst;2337;Tussen 15 en 64 jaar;1123;99;GZA ziekenhuizen;Antwerpen;0.1504898
11037;2840;Rumst;2337;Tussen 15 en 64 jaar;1123;300;UZ Antwerpen;Edegem;0.1950134
11037;2840;Rumst;2337;Tussen 15 en 64 jaar;1123;314;AZ Heilige Familie;Rumst;0.2537845
11037;2840;Rumst;2337;65 jaar en ouder;1077;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1012071
11037;2840;Rumst;2337;65 jaar en ouder;1077;26;AZ Sint-Maarten;Mechelen;0.1968431
11037;2840;Rumst;2337;65 jaar en ouder;1077;99;GZA ziekenhuizen;Antwerpen;0.0603528
11037;2840;Rumst;2337;65 jaar en ouder;1077;300;UZ Antwerpen;Edegem;0.1039926
11037;2840;Rumst;2337;65 jaar en ouder;1077;314;AZ Heilige Familie;Rumst;0.446611
11038;2627;Schelle;1349;Jonger dan 15 jaar;84;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1547619
11038;2627;Schelle;1349;Jonger dan 15 jaar;84;99;GZA ziekenhuizen;Antwerpen;0.3095238
11038;2627;Schelle;1349;Jonger dan 15 jaar;84;300;UZ Antwerpen;Edegem;0.3452381
11038;2627;Schelle;1349;Tussen 15 en 64 jaar;716;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.1019553
11038;2627;Schelle;1349;Tussen 15 en 64 jaar;716;99;GZA ziekenhuizen;Antwerpen;0.174581
11038;2627;Schelle;1349;Tussen 15 en 64 jaar;716;300;UZ Antwerpen;Edegem;0.2625698
11038;2627;Schelle;1349;Tussen 15 en 64 jaar;716;314;AZ Heilige Familie;Rumst;0.2807263
11038;2627;Schelle;1349;65 jaar en ouder;549;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;0.132969
11038;2627;Schelle;1349;65 jaar en ouder;549;99;GZA ziekenhuizen;Antwerpen;0.0582878
11038;2627;Schelle;1349;65 jaar en ouder;549;300;UZ Antwerpen;Edegem;0.1384335
11038;2627;Schelle;1349;65 jaar en ouder;549;314;AZ Heilige Familie;Rumst;0.568306
