nis_code_patiënt;postcode_patiënt;gemeente_patiënt;aantal_verblijven_per_gemeente;erkenningsnummer_ziekenhuis;naam_ziekenhuis;gemeente_ziekenhuis;aantal_verblijven_per_ziekenhuis_gemeente_patient;marktaandeel
11002;2000;Antwerpen;90375;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;15;0.000166
11004;2530;Boechout;2563;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;268;0.104565
11004;2530;Boechout;2563;26;AZ Sint-Maarten;Mechelen;162;0.0632072
11004;2530;Boechout;2563;97;Heilig-Hartziekenhuis;Lier;450;0.1755755
11004;2530;Boechout;2563;99;GZA ziekenhuizen;Antwerpen;1069;0.4170893
11004;2530;Boechout;2563;104;AZ Rivierenland;Rumst;5;0.0019508
11004;2530;Boechout;2563;300;UZ Antwerpen;Edegem;282;0.1100273
11004;2530;Boechout;2563;314;AZ Rivierenland;Rumst;22;0.0085837
11004;2530;Boechout;2563;322;UZ Leuven;Leuven;23;0.0089739
11004;2530;Boechout;2563;536;AZ Sint-Jozef Malle;Malle;5;0.0019508
11004;2530;Boechout;2563;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);10;0.0039017
11004;2530;Boechout;2563;682;AZ Monica;Antwerpen;196;0.0764729
11004;2530;Boechout;2563;689;Imelda Ziekenhuis;Bonheiden;24;0.009364
11004;2530;Boechout;2563;710;AZ Klina;Brasschaat;10;0.0039017
11005;2850;Boom;3850;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;355;0.0922078
11005;2850;Boom;3850;26;AZ Sint-Maarten;Mechelen;101;0.0262338
11005;2850;Boom;3850;97;Heilig-Hartziekenhuis;Lier;9;0.0023377
11005;2850;Boom;3850;99;GZA ziekenhuizen;Antwerpen;432;0.1122078
11005;2850;Boom;3850;104;AZ Rivierenland;Rumst;142;0.0368831
11005;2850;Boom;3850;126;Onze-Lieve-Vrouwziekenhuis;Aalst (Oost-Vlaanderen);5;0.0012987
11005;2850;Boom;3850;143;UZ Brussel;Jette;26;0.0067532
11005;2850;Boom;3850;300;UZ Antwerpen;Edegem;474;0.1231169
11005;2850;Boom;3850;314;AZ Rivierenland;Rumst;2085;0.5415584
11005;2850;Boom;3850;322;UZ Leuven;Leuven;28;0.0072727
11005;2850;Boom;3850;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;8;0.0020779
11005;2850;Boom;3850;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);16;0.0041558
11005;2850;Boom;3850;670;UZ Gent;Gent;5;0.0012987
11005;2850;Boom;3850;682;AZ Monica;Antwerpen;74;0.0192208
11005;2850;Boom;3850;689;Imelda Ziekenhuis;Bonheiden;16;0.0041558
11005;2850;Boom;3850;710;AZ Klina;Brasschaat;21;0.0054545
11005;2850;Boom;3850;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;6;0.0015584
11007;2150;Borsbeek;2143;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;454;0.2118525
11007;2150;Borsbeek;2143;26;AZ Sint-Maarten;Mechelen;25;0.0116659
11007;2150;Borsbeek;2143;97;Heilig-Hartziekenhuis;Lier;51;0.0237984
11007;2150;Borsbeek;2143;99;GZA ziekenhuizen;Antwerpen;464;0.2165189
11007;2150;Borsbeek;2143;104;AZ Rivierenland;Rumst;5;0.0023332
11007;2150;Borsbeek;2143;143;UZ Brussel;Jette;6;0.0027998
11007;2150;Borsbeek;2143;300;UZ Antwerpen;Edegem;142;0.0662622
11007;2150;Borsbeek;2143;322;UZ Leuven;Leuven;6;0.0027998
11007;2150;Borsbeek;2143;536;AZ Sint-Jozef Malle;Malle;7;0.0032664
11007;2150;Borsbeek;2143;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);19;0.0088661
11007;2150;Borsbeek;2143;682;AZ Monica;Antwerpen;931;0.4344377
11007;2150;Borsbeek;2143;710;AZ Klina;Brasschaat;19;0.0088661
11008;2930;Brasschaat;7376;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;1040;0.1409978
11008;2930;Brasschaat;7376;26;AZ Sint-Maarten;Mechelen;51;0.0069143
11008;2930;Brasschaat;7376;49;AZ Sint-Jan Brugge - Oostende;Brugge;6;0.0008134
11008;2930;Brasschaat;7376;63;AZ Turnhout;Turnhout;5;0.0006779
11008;2930;Brasschaat;7376;79;Jules Bordet Instituut;Brussel;21;0.0028471
11008;2930;Brasschaat;7376;97;Heilig-Hartziekenhuis;Lier;15;0.0020336
11008;2930;Brasschaat;7376;99;GZA ziekenhuizen;Antwerpen;595;0.080667
11008;2930;Brasschaat;7376;104;AZ Rivierenland;Rumst;5;0.0006779
11008;2930;Brasschaat;7376;108;RZ Heilig Hart;Leuven;6;0.0008134
11008;2930;Brasschaat;7376;143;UZ Brussel;Jette;24;0.0032538
11008;2930;Brasschaat;7376;300;UZ Antwerpen;Edegem;365;0.0494848
11008;2930;Brasschaat;7376;308;AZ Herentals;Herentals;5;0.0006779
11008;2930;Brasschaat;7376;314;AZ Rivierenland;Rumst;22;0.0029826
11008;2930;Brasschaat;7376;322;UZ Leuven;Leuven;117;0.0158623
11008;2930;Brasschaat;7376;536;AZ Sint-Jozef Malle;Malle;145;0.0196584
11008;2930;Brasschaat;7376;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);24;0.0032538
11008;2930;Brasschaat;7376;670;UZ Gent;Gent;24;0.0032538
11008;2930;Brasschaat;7376;682;AZ Monica;Antwerpen;478;0.0648048
11008;2930;Brasschaat;7376;689;Imelda Ziekenhuis;Bonheiden;10;0.0013557
11008;2930;Brasschaat;7376;710;AZ Klina;Brasschaat;4368;0.5921909
11008;2930;Brasschaat;7376;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;5;0.0006779
11009;2960;Brecht;5671;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;696;0.1227297
11009;2960;Brecht;5671;26;AZ Sint-Maarten;Mechelen;9;0.001587
11009;2960;Brecht;5671;49;AZ Sint-Jan Brugge - Oostende;Brugge;17;0.0029977
11009;2960;Brecht;5671;63;AZ Turnhout;Turnhout;140;0.024687
11009;2960;Brecht;5671;97;Heilig-Hartziekenhuis;Lier;24;0.0042321
11009;2960;Brecht;5671;99;GZA ziekenhuizen;Antwerpen;307;0.0541351
11009;2960;Brecht;5671;104;AZ Rivierenland;Rumst;5;0.0008817
11009;2960;Brecht;5671;143;UZ Brussel;Jette;33;0.0058191
11009;2960;Brecht;5671;204;AZ Jan Portaels;Vilvoorde;5;0.0008817
11009;2960;Brecht;5671;300;UZ Antwerpen;Edegem;250;0.0440839
11009;2960;Brecht;5671;308;AZ Herentals;Herentals;58;0.0102275
11009;2960;Brecht;5671;314;AZ Rivierenland;Rumst;11;0.0019397
11009;2960;Brecht;5671;322;UZ Leuven;Leuven;97;0.0171046
11009;2960;Brecht;5671;371;Ziekenhuis Oost-Limburg;Genk;6;0.001058
11009;2960;Brecht;5671;396;AZ Groeninge;Kortrijk;8;0.0014107
11009;2960;Brecht;5671;536;AZ Sint-Jozef Malle;Malle;2261;0.3986951
11009;2960;Brecht;5671;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);14;0.0024687
11009;2960;Brecht;5671;682;AZ Monica;Antwerpen;484;0.0853465
11009;2960;Brecht;5671;689;Imelda Ziekenhuis;Bonheiden;6;0.001058
11009;2960;Brecht;5671;710;AZ Klina;Brasschaat;1207;0.2128372
11009;2960;Brecht;5671;713;AZ Jan Palfijn Gent;Gent;5;0.0008817
11013;2650;Edegem;4588;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;760;0.1656495
11013;2650;Edegem;4588;26;AZ Sint-Maarten;Mechelen;165;0.0359634
11013;2650;Edegem;4588;97;Heilig-Hartziekenhuis;Lier;38;0.0082825
11013;2650;Edegem;4588;99;GZA ziekenhuizen;Antwerpen;2221;0.4840889
11013;2650;Edegem;4588;104;AZ Rivierenland;Rumst;6;0.0013078
11013;2650;Edegem;4588;108;RZ Heilig Hart;Leuven;6;0.0013078
11013;2650;Edegem;4588;143;UZ Brussel;Jette;12;0.0026155
11013;2650;Edegem;4588;265;AZ Lokeren;Lokeren;9;0.0019616
11013;2650;Edegem;4588;300;UZ Antwerpen;Edegem;829;0.1806888
11013;2650;Edegem;4588;308;AZ Herentals;Herentals;5;0.0010898
11013;2650;Edegem;4588;314;AZ Rivierenland;Rumst;103;0.0224499
11013;2650;Edegem;4588;322;UZ Leuven;Leuven;28;0.0061029
11013;2650;Edegem;4588;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;7;0.0015257
11013;2650;Edegem;4588;536;AZ Sint-Jozef Malle;Malle;8;0.0017437
11013;2650;Edegem;4588;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);12;0.0026155
11013;2650;Edegem;4588;670;UZ Gent;Gent;6;0.0013078
11013;2650;Edegem;4588;682;AZ Monica;Antwerpen;275;0.059939
11013;2650;Edegem;4588;689;Imelda Ziekenhuis;Bonheiden;39;0.0085004
11013;2650;Edegem;4588;709;AZ St.-Dimpna;Geel;10;0.0021796
11013;2650;Edegem;4588;710;AZ Klina;Brasschaat;15;0.0032694
11016;2910;Essen;3157;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;481;0.1523598
11016;2910;Essen;3157;63;AZ Turnhout;Turnhout;14;0.0044346
11016;2910;Essen;3157;97;Heilig-Hartziekenhuis;Lier;13;0.0041178
11016;2910;Essen;3157;99;GZA ziekenhuizen;Antwerpen;166;0.0525816
11016;2910;Essen;3157;300;UZ Antwerpen;Edegem;152;0.048147
11016;2910;Essen;3157;322;UZ Leuven;Leuven;54;0.0171048
11016;2910;Essen;3157;536;AZ Sint-Jozef Malle;Malle;226;0.0715869
11016;2910;Essen;3157;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);16;0.0050681
11016;2910;Essen;3157;670;UZ Gent;Gent;10;0.0031676
11016;2910;Essen;3157;682;AZ Monica;Antwerpen;157;0.0497308
11016;2910;Essen;3157;710;AZ Klina;Brasschaat;1837;0.5818815
11018;2620;Hemiksem;2336;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;423;0.1810788
11018;2620;Hemiksem;2336;26;AZ Sint-Maarten;Mechelen;34;0.0145548
11018;2620;Hemiksem;2336;49;AZ Sint-Jan Brugge - Oostende;Brugge;10;0.0042808
11018;2620;Hemiksem;2336;97;Heilig-Hartziekenhuis;Lier;7;0.0029966
11018;2620;Hemiksem;2336;99;GZA ziekenhuizen;Antwerpen;433;0.1853596
11018;2620;Hemiksem;2336;104;AZ Rivierenland;Rumst;33;0.0141267
11018;2620;Hemiksem;2336;300;UZ Antwerpen;Edegem;337;0.1442637
11018;2620;Hemiksem;2336;314;AZ Rivierenland;Rumst;864;0.369863
11018;2620;Hemiksem;2336;322;UZ Leuven;Leuven;22;0.0094178
11018;2620;Hemiksem;2336;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);20;0.0085616
11018;2620;Hemiksem;2336;682;AZ Monica;Antwerpen;126;0.0539384
11018;2620;Hemiksem;2336;710;AZ Klina;Brasschaat;11;0.0047089
11021;2540;Hove;1557;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;183;0.1175337
11021;2540;Hove;1557;26;AZ Sint-Maarten;Mechelen;106;0.0680796
11021;2540;Hove;1557;97;Heilig-Hartziekenhuis;Lier;46;0.029544
11021;2540;Hove;1557;99;GZA ziekenhuizen;Antwerpen;829;0.5324342
11021;2540;Hove;1557;143;UZ Brussel;Jette;5;0.0032113
11021;2540;Hove;1557;300;UZ Antwerpen;Edegem;196;0.1258831
11021;2540;Hove;1557;314;AZ Rivierenland;Rumst;34;0.0218369
11021;2540;Hove;1557;322;UZ Leuven;Leuven;12;0.0077071
11021;2540;Hove;1557;682;AZ Monica;Antwerpen;109;0.0700064
11022;2920;Kalmthout;3108;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;401;0.1290219
11022;2920;Kalmthout;3108;26;AZ Sint-Maarten;Mechelen;6;0.0019305
11022;2920;Kalmthout;3108;63;AZ Turnhout;Turnhout;10;0.0032175
11022;2920;Kalmthout;3108;97;Heilig-Hartziekenhuis;Lier;21;0.0067568
11022;2920;Kalmthout;3108;99;GZA ziekenhuizen;Antwerpen;201;0.0646718
11022;2920;Kalmthout;3108;243;Jessa Ziekenhuis;Hasselt;22;0.0070785
11022;2920;Kalmthout;3108;300;UZ Antwerpen;Edegem;133;0.0427928
11022;2920;Kalmthout;3108;314;AZ Rivierenland;Rumst;6;0.0019305
11022;2920;Kalmthout;3108;322;UZ Leuven;Leuven;83;0.0267053
11022;2920;Kalmthout;3108;536;AZ Sint-Jozef Malle;Malle;181;0.0582368
11022;2920;Kalmthout;3108;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);10;0.0032175
11022;2920;Kalmthout;3108;682;AZ Monica;Antwerpen;178;0.0572716
11022;2920;Kalmthout;3108;710;AZ Klina;Brasschaat;1825;0.5871943
11023;2950;Kapellen (Antwerpen);4539;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;881;0.1940956
11023;2950;Kapellen (Antwerpen);4539;26;AZ Sint-Maarten;Mechelen;7;0.0015422
11023;2950;Kapellen (Antwerpen);4539;97;Heilig-Hartziekenhuis;Lier;6;0.0013219
11023;2950;Kapellen (Antwerpen);4539;99;GZA ziekenhuizen;Antwerpen;494;0.1088345
11023;2950;Kapellen (Antwerpen);4539;143;UZ Brussel;Jette;7;0.0015422
11023;2950;Kapellen (Antwerpen);4539;300;UZ Antwerpen;Edegem;270;0.0594845
11023;2950;Kapellen (Antwerpen);4539;308;AZ Herentals;Herentals;6;0.0013219
11023;2950;Kapellen (Antwerpen);4539;314;AZ Rivierenland;Rumst;8;0.0017625
11023;2950;Kapellen (Antwerpen);4539;322;UZ Leuven;Leuven;96;0.02115
11023;2950;Kapellen (Antwerpen);4539;536;AZ Sint-Jozef Malle;Malle;42;0.0092531
11023;2950;Kapellen (Antwerpen);4539;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);23;0.0050672
11023;2950;Kapellen (Antwerpen);4539;682;AZ Monica;Antwerpen;331;0.0729236
11023;2950;Kapellen (Antwerpen);4539;710;AZ Klina;Brasschaat;2320;0.5111258
11024;2550;Kontich;4305;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;402;0.0933798
11024;2550;Kontich;4305;26;AZ Sint-Maarten;Mechelen;590;0.1370499
11024;2550;Kontich;4305;97;Heilig-Hartziekenhuis;Lier;135;0.0313589
11024;2550;Kontich;4305;99;GZA ziekenhuizen;Antwerpen;1628;0.3781649
11024;2550;Kontich;4305;104;AZ Rivierenland;Rumst;18;0.0041812
11024;2550;Kontich;4305;108;RZ Heilig Hart;Leuven;7;0.001626
11024;2550;Kontich;4305;143;UZ Brussel;Jette;19;0.0044135
11024;2550;Kontich;4305;300;UZ Antwerpen;Edegem;772;0.1793264
11024;2550;Kontich;4305;308;AZ Herentals;Herentals;8;0.0018583
11024;2550;Kontich;4305;314;AZ Rivierenland;Rumst;250;0.058072
11024;2550;Kontich;4305;322;UZ Leuven;Leuven;76;0.0176539
11024;2550;Kontich;4305;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);10;0.0023229
11024;2550;Kontich;4305;682;AZ Monica;Antwerpen;302;0.070151
11024;2550;Kontich;4305;689;Imelda Ziekenhuis;Bonheiden;37;0.0085947
11024;2550;Kontich;4305;710;AZ Klina;Brasschaat;16;0.0037166
11025;2547;Lint;1837;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;120;0.0653239
11025;2547;Lint;1837;26;AZ Sint-Maarten;Mechelen;660;0.3592814
11025;2547;Lint;1837;97;Heilig-Hartziekenhuis;Lier;253;0.1377246
11025;2547;Lint;1837;99;GZA ziekenhuizen;Antwerpen;361;0.1965161
11025;2547;Lint;1837;300;UZ Antwerpen;Edegem;217;0.1181274
11025;2547;Lint;1837;314;AZ Rivierenland;Rumst;43;0.0234077
11025;2547;Lint;1837;322;UZ Leuven;Leuven;18;0.0097986
11025;2547;Lint;1837;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);6;0.0032662
11025;2547;Lint;1837;682;AZ Monica;Antwerpen;84;0.0457267
11025;2547;Lint;1837;689;Imelda Ziekenhuis;Bonheiden;43;0.0234077
11025;2547;Lint;1837;710;AZ Klina;Brasschaat;5;0.0027218
11029;2640;Mortsel;4988;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;831;0.1665998
11029;2640;Mortsel;4988;26;AZ Sint-Maarten;Mechelen;108;0.021652
11029;2640;Mortsel;4988;87;Iris Ziekenhuizen Zuid;Etterbeek;14;0.0028067
11029;2640;Mortsel;4988;97;Heilig-Hartziekenhuis;Lier;74;0.0148356
11029;2640;Mortsel;4988;99;GZA ziekenhuizen;Antwerpen;2985;0.5984362
11029;2640;Mortsel;4988;104;AZ Rivierenland;Rumst;7;0.0014034
11029;2640;Mortsel;4988;143;UZ Brussel;Jette;17;0.0034082
11029;2640;Mortsel;4988;300;UZ Antwerpen;Edegem;435;0.0872093
11029;2640;Mortsel;4988;308;AZ Herentals;Herentals;10;0.0020048
11029;2640;Mortsel;4988;314;AZ Rivierenland;Rumst;51;0.0102245
11029;2640;Mortsel;4988;322;UZ Leuven;Leuven;22;0.0044106
11029;2640;Mortsel;4988;536;AZ Sint-Jozef Malle;Malle;12;0.0024058
11029;2640;Mortsel;4988;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);25;0.005012
11029;2640;Mortsel;4988;670;UZ Gent;Gent;6;0.0012029
11029;2640;Mortsel;4988;682;AZ Monica;Antwerpen;328;0.0657578
11029;2640;Mortsel;4988;689;Imelda Ziekenhuis;Bonheiden;10;0.0020048
11029;2640;Mortsel;4988;710;AZ Klina;Brasschaat;12;0.0024058
11029;2640;Mortsel;4988;713;AZ Jan Palfijn Gent;Gent;5;0.0010024
11030;2845;Niel;2301;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;228;0.0990874
11030;2845;Niel;2301;26;AZ Sint-Maarten;Mechelen;111;0.0482399
11030;2845;Niel;2301;97;Heilig-Hartziekenhuis;Lier;9;0.0039113
11030;2845;Niel;2301;99;GZA ziekenhuizen;Antwerpen;333;0.1447197
11030;2845;Niel;2301;104;AZ Rivierenland;Rumst;54;0.0234681
11030;2845;Niel;2301;143;UZ Brussel;Jette;7;0.0030422
11030;2845;Niel;2301;300;UZ Antwerpen;Edegem;243;0.1056063
11030;2845;Niel;2301;314;AZ Rivierenland;Rumst;1172;0.5093438
11030;2845;Niel;2301;322;UZ Leuven;Leuven;8;0.0034767
11030;2845;Niel;2301;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);14;0.0060843
11030;2845;Niel;2301;670;UZ Gent;Gent;7;0.0030422
11030;2845;Niel;2301;682;AZ Monica;Antwerpen;73;0.0317253
11030;2845;Niel;2301;689;Imelda Ziekenhuis;Bonheiden;8;0.0034767
11030;2845;Niel;2301;710;AZ Klina;Brasschaat;9;0.0039113
11035;2520;Ranst;3853;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;381;0.098884
11035;2520;Ranst;3853;26;AZ Sint-Maarten;Mechelen;200;0.0519076
11035;2520;Ranst;3853;63;AZ Turnhout;Turnhout;46;0.0119387
11035;2520;Ranst;3853;97;Heilig-Hartziekenhuis;Lier;1311;0.3402543
11035;2520;Ranst;3853;99;GZA ziekenhuizen;Antwerpen;376;0.0975863
11035;2520;Ranst;3853;102;Heilig-Hartziekenhuis;Mol;5;0.0012977
11035;2520;Ranst;3853;104;AZ Rivierenland;Rumst;6;0.0015572
11035;2520;Ranst;3853;108;RZ Heilig Hart;Leuven;6;0.0015572
11035;2520;Ranst;3853;143;UZ Brussel;Jette;7;0.0018168
11035;2520;Ranst;3853;300;UZ Antwerpen;Edegem;296;0.0768233
11035;2520;Ranst;3853;308;AZ Herentals;Herentals;32;0.0083052
11035;2520;Ranst;3853;314;AZ Rivierenland;Rumst;18;0.0046717
11035;2520;Ranst;3853;322;UZ Leuven;Leuven;80;0.020763
11035;2520;Ranst;3853;536;AZ Sint-Jozef Malle;Malle;372;0.0965481
11035;2520;Ranst;3853;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);11;0.0028549
11035;2520;Ranst;3853;682;AZ Monica;Antwerpen;602;0.1562419
11035;2520;Ranst;3853;689;Imelda Ziekenhuis;Bonheiden;17;0.0044121
11035;2520;Ranst;3853;710;AZ Klina;Brasschaat;58;0.0150532
11037;2840;Rumst;3428;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;327;0.0953909
11037;2840;Rumst;3428;12;AZ Sint-Blasius;Dendermonde;5;0.0014586
11037;2840;Rumst;3428;26;AZ Sint-Maarten;Mechelen;424;0.1236873
11037;2840;Rumst;3428;97;Heilig-Hartziekenhuis;Lier;38;0.0110852
11037;2840;Rumst;3428;99;GZA ziekenhuizen;Antwerpen;561;0.1636523
11037;2840;Rumst;3428;104;AZ Rivierenland;Rumst;72;0.0210035
11037;2840;Rumst;3428;143;UZ Brussel;Jette;10;0.0029172
